,titleabstract,decision
1770,"Identification of the most important features of knee osteoarthritis structural progressors using machine learning methods Objectives: The aim was to identify the most important features of structural knee osteoarthritis (OA) progressors and classification using machine learning methods. Method(s): Participants, features and outcomes were from the Osteoarthritis Initiative. Features were from baseline (1107), including articular knee tissues (135) assessed by quantitative magnetic resonance imaging (MRI). OA progressors were ascertained by four outcomes: cartilage volume loss in medial plateau at 48 and 96 months (Prop_CV_48M, 96M), Kellgren-Lawrence (KL) grade 2 and medial joint space narrowing (JSN) 1 at 48 months. Six feature selection models were used to identify the common features in each outcome. Six classification methods were applied to measure the accuracy of the selected features in classifying the subjects into progressors and non-progressors. Classification of the best features was done using an automatic machine learning interface and the area under the curve (AUC). To prioritize the top five features, sparse partial least square (sPLS) method was used. Result(s): For the classification of the best common features in each outcome, Multi-Layer Perceptron (MLP) achieved the highest AUC in Prop_CV_96M, KL and JSN (0.80, 0.88, 0.95), and Gradient Boosting Machine for Prop_CV_48M (0.70). sPLS showed the baseline top five features to predict knee OA progressors are the joint space width, mean cartilage thickness of the medial tibial plateau and sub-regions and JSN. Conclusion(s): In this comprehensive study using a large number of features (n = 1107) and MRI outcomes in addition to radiological outcomes, we identified the best features and classification methods for knee OA structural progressors. Data revealed baseline X-ray and MRI-based features could predict early OA knee progressors and that MLP is the best classification method.Copyright © The Author(s), 2020.",Excluded
2139,"Effects of radiation therapy on the meibomian glands and dry eye in patients with ocular adnexal mucosa-associated lymphoid tissue lymphoma BACKGROUND: Radiation therapy (RT) is the treatment of choice in patients with low-grade ocular adenexal mucosa-associated lymphoid tissue lymphoma (OAML) and many of them experience post-RT dry eye with varying severity. The purpose of the present study was to investigate ocular effects of RT on meibomian glands and dry eye by directly visualizing structural changes. Secondly, we focused on the comparison of two groups of patients according to tumor location and radiation technique. METHOD(S): Sixty-four eyes with OAML of conjunctiva, orbit, lacrimal gland, or lacrimal sac were grouped into conjunctival lymphoma and ""orbital-type"" lymphoma (i.e., orbit, lacrimal gland, and lacrimal sac). Subjects were investigated for morphological changes in meibomian glands by meiboscore grading system. Radiation technique was examined and Ocular Surface Disease Index (OSDI) questionnaire, Schirmer's test, tear film break-up time (TBUT), slit lamp examination of corneal surface and lid margin abnormality were conducted before and after RT. RESULT(S): The increase in meiboscore was statistically significant over time after RT in both groups (P <0.001). The extent of increase in meiboscore was significantly greater in the ""orbital-type"" lymphoma group than in the conjunctival lymphoma group (P <0.001). The changes in OSDI, TBUT, corneal fluorescein staining score and lid margin abnormality score after RT were significantly different across two groups (P =0.042, 0.001, 0.035 and 0.001, respectively). Schirmer's value decreased after RT in both groups. Dry eye symptoms were most severe right after RT in both groups, but a gradual resolution was noted in most patients with conjunctival lymphoma, whereas symptoms persisted in ""orbital-type"" lymphoma patients. The OSDI score and corneal fluorescein staining score were positively correlated with meiboscore in ""orbital-type"" patients at post-RT 6months (r =0.43, P =0.04; r =0.39, P =0.03, respectively). CONCLUSION(S): Patients with OAML had different degrees of morphological changes in meibomian glands according to tumor location and radiation technique. ""Orbital-type"" lymphoma patients are more likely to experience severe injury to meibomian glands, which eventually leads to persistent dry eye. Patients with ""orbital-type"" lymphoma should be well informed of post-RT damage on meibomian glands and persistent dry eye.",Excluded
733,"Polysystemic assessment of the state of sanogenesis in workers employed in nuclear fuel plants. The analysis of functional state of cardiovascular, respiratory, and psychomotor systems The state of the cardiovascular, respiratory, and psychomotor systems of workers employed in nuclear fuel plant was evaluated using a computer-assisted laboratory complex. It was found that neuroendocrine regulation of the peripheral circulation and muscular activity responsible for fine motions are most vulnerable to industrial hazardous factors.",Included
684,"Facial involvement in indian psoriatic patients and its association with disease severity and metabolic syndrome-a cross-sectional study Introduction: Face was often thought to be spared in psoriasis possibly due to the protective effect of sebum and low-dose ambient UV radiation exposure. Few have suggested that facial involvement is common and indicates disease severity. There is a paucity of data on this, particularly from India. Psoriatics have a higher prevalence of metabolic syndrome (MetS) and, patients with severe disease are at greater risk. Objective(s): We decided to study the frequency, type of facial involvement in Indian psoriatic patients and its association with disease severity and MetS. Material(s) and Method(s): 250 consecutive psoriatic patients were enrolled. Facial psoriatics were divided into peripherofacial(PF), centrofacial(CF) and mixed facial(MF) types. Disease severity was assessed using whole body, scalp, facial Psoriasis area severity index (PASI) scores and Nail area psoriasis severity index (NAPSI) scores. Patients were evaluated for the presence of MetS using NCEP-III criteria. All parameters were compared both between facial and non-facial psoriatics and, between cases with different types of face involvement. Result(s): The mean age(p-0.04) and age of onset of disease(p-0.02) was lower and median whole body PASI score higher(p<0.001) in psoriatics with facial involvement than those without. No significant association was found between facial involvement and MetS. MF was the commonest type of facial involvement and there was a significant association of mixed facial involvement with increased total body PASI and head PASI scores. (p<0.001). Conclusion(s): Facial involvement in psoriatics is associated with severe disease, but not metabolic syndrome. Mixed facial type might be considered a marker of overall psoriasis disease severity in the Indian population.",Excluded
2235,"Estimating the incidence of leukemia attributable to occupational exposure in Iran Objective: The aim this study was to estimate the fraction of leukemia incidence in Iran attributable to occupational exposure to benzene, ionizing radiation, and ethylene oxide. Method(s): Nationwide exposure to each of these leukemogens was estimated using workforce data available at the ILO (International Labor Organization) website. The prevalence of exposure to leukemogens in each industry was estimated using exposure data from the CAREX (CARcinogen EXposure) database. The magnitude of the relative risk of leukemia for each leukemogen was from published literature. Using the Levin's population attributable risk (incidence), fractions of leukemia incidences attributed to workplace leukemogens were then estimated. Result(s): The total workforce in Iran according to the 1995 census included 12,488,020 men and 677,469 women. Agriculture was the largest sector with 24.5% of the males and 0.27% of the females, and the electricals-related sector was the smallest with 1.16% of the males and 0.66% of the females. After applying the CAREX exposure estimates to each sector, the proportion exposed to leukemogens was 0.016% for male workers and 0.02% for female workers. Estimating a relative risk of 3.6 (95% CI of 3.2-4.2) for high exposure and 1.9 (95% CI 1.7-2.1) for low exposure and employing the Levin's formula, the fraction of leukemia attributed to leukemogens in the workplaces among females was 3.6% (95% CI of 3.1-4.5) and among males was 7.6% (95% CI of 6.4-9.2). These fractions corresponded to estimated incidences of 0.60 (95% CI of 0.50-0.70) and 0.22 (95% CI of 0.16-0.23) cases of leukemia per 100,000 populations for males and females, respectively. Conclusion(s): The incidence of leukemia due to occupational exposure is very low in Iran, although males are at greater risk than females.",Included
2097,"Impact of low dose myocardial perfusion imaging on patient radiation effective dose and imaging time in real world clinical practice Objectives To demonstrate proof of concept/practicality of reducing medical radiation exposure from myocardial perfusion imaging (MPI) by adopting low dose protocols in real world clinical practice. Methods A cohort of 100 consecutive patients who were referred for MPI to our nuclear medicine service was imaged with a low dose rest-stress MPI protocol. Traditionally used doses of 10 millicuries (mCi) or 370 megabecquerel (MBq) at rest and 30 mCi (1110 MBq) at stress were decreased to half for the low dose protocol, 5 mCi (185 MBq) at rest and 15 mCi (555MBq) at stress. This decision was based on the principle of lowering the injected dose as much as practically feasible while obtaining good diagnostic quality images with similar 1 million count threshold for image acquisition in a reasonable, patient comfortable imaging time [1]. All imaging was performed using an ultrafast, high resolution, dedicated cardiac camera (D-SPECT, Spectrum Dynamics) [2] in upright position for rest and stress. An additional supine stress image was additionally acquired [3]. The low dose patient cohort was retrospectively compared to a cohort of 100 consecutive patients referred to our service for MPI who were imaged using the traditional dose protocol immediately preceding the adoption of the low dose protocol. Comparison between the two groups in different protocols was made using the average values of administered doses in mCi, radiation effective dose in millisieverts (mSv) and the imaging time in minutes: seconds for each rest, stress and total MPI. All patients were imaged using a single day, rest-stress protocol with technetium99m-sestamibi using either exercise or pharmacological stress as determined clinically by the cardiology team. Results A total of 200 patients with 100 patients in each cohort were evaluated. Traditional dose patients had an average age of 69.8 years (y), male: female ratio of 59:41, weight of 85 kilograms (kg), received a dose of 10.4 mCi (385 MBq) at rest, 31.1 mCi (1151 MBq) at stress. Low dose patients had an average age of 66.6 y, male: female ratio of 52:48, weighed 83.3 kg, and received a dose of 5.28 mCi (195 MBq) at rest, 16.0 mCi (592 MBq) at stress. High dose imaging time in minutes: seconds was 8:17 (rest), 1:46 (stress) and 10:03 (total). Low dose imaging time was 14:36 (rest), 3:24 (stress) and 18:00 (total). As compared to traditional dose protocols, low dose protocols demonstrated significant reduction in average radiation effective dose of 49.1% in rest, 48.5% in stress and 48.7% in total rest-stress MPI. As expected, an increase in imaging time was noted in the low dose protocol, with an average increase of 07:20 min in rest, 03:14 min in stress and 10:34 min in total imaging time, which did not significantly impact patient throughput. No patient complaints were encountered with regards to imaging time by the imaging team. All images were of diagnostic quality, acquired by identical parameters of 1 million count threshold for image acquisition and deemed clinically interpretable by a team of board certified clinical nuclear medicine providers. Conclusions MPI contributes significantly to medical radiation exposure [4]. Low dose MPI can be easily implemented clinically using newer high resolution cardiac specific cameras to achieve markedly lower radiation effective doses to the patient population without significantly impacting patient throughput or diagnostic quality of images. Low dose MPI leads to decreasing medical radiation exposure to the patients, their caregivers, medical staff [5] and to the community as a whole.",Excluded
3258,"Feasibility and Safety of Ultrasonography Guidance and Flank Position during Percutaneous Nephrolithotomy Purpose: Percutaneous nephrolithotomy is generally performed using fluoroscopy, which is associated with exposure to radiation. Another drawback of fluoroscopic guided percutaneous nephrolithotomy is the prone position, which is not suitable for all patients. In this study we evaluated the feasibility, safety and efficacy of ultrasound guided percutaneous nephrolithotomy with the patient in the flank position. Material(s) and Method(s): A total of 603 patients with a mean +/- SD age of 50.9 +/- 13 years were included in this study from December 2010 to July 2016. Access to the collecting system and tract dilation were performed under ultrasound guidance. Perioperative data on the stone-free rate, operative time, length of stay and complication rates were recorded. Result(s): Successful access was achieved in all but 1 patient. Mean operative time was 56.6 +/- 6.5 minutes. Complete stone clearance was achieved in 529 patients (87.7%) and Clavien-Dindo grade 3 complications were noted in 17 (2.8%). Blood transfusion was necessary in 43 patients (7.1%). However, bleeding was self-limited in all cases and did not require angioembolization. Conclusion(s): To our knowledge this is the largest series of ultrasound guided percutaneous nephrolithotomy with the patient in the flank position. Unlike in other studies we used this procedure in all patients irrespective of stone burden, renal anomaly and body habitus. Ultrasound guided percutaneous nephrolithotomy has outcomes comparable to those of conventional percutaneous nephrolithotomy and it is not associated with radiation exposure. Furthermore, anesthesia while in the flank position might be less harmful in some patients, including those with obesity or cardiopulmonary comorbidities.Copyright © 2018 American Urological Association Education and Research, Inc.",Excluded
2991,"Extranodal natural killer/T-cell lymphoma, nasal type: The significance of radiotherapeutic parameters BACKGROUND. The objective of this study was to investigate the correlation between local recurrence and radiotherapeutic parameters, including dose and RT radiotherapy (RT) field. METHODS. The current study included 35 patients who were diagnosed with immunohistochemically confirmed nasal natural killer (NK)/T-cell lymphoma between 1976 and 2004. There were 21 males and 14 females, and they ranged in age from 18 years to 76 years (median, 51 yrs). The primary tumor originated in the nasal cavity in 28 patients, and 32 patients had Stage I disease. Seventeen patients received treatment solely with RT, and the remaining 18 patients received a combination of chemotherapy and RT. The median tumor dose was 50 grays (Gy) (range, 22-60 Gy). Twenty-seven patients received RT to include all macroscopic lesions, all paranasal sinuses, the palate, and the nasopharynx. Eight patients received RT to all macroscopic lesions with generous margins. RESULTS. A complete remission (CR) or a CR/unconfirmed was achieved in 28 patients (80%). The 5-year overall survival (OAS) rate, disease-free survival (DFS) rate, and local control probability (LCP) were 47.3%, 42.9%, and 65.2%, respectively. Patients who received RT only to macroscopic lesions fared less well in terms of LCP (LCP 5 years, 71.9% vs. 41.7%; P = 0.007). The difference in RT field also affected both the OAS rate and the DFS rate. Patients who received RT doses >= 50 Gy tended to achieve favorable local control. CONCLUSIONS. In the management of nasal NK/T-cell lymphoma, the RT field affected treatment outcomes. RT doses >= 50 Gy resulted in favorable local control. © 2005 American Cancer Society.",Excluded
1929,"Feasibility of an adaptive strategy in preoperative radiochemotherapy for rectal cancer with image-guided tomotherapy: Boosting the dose to the shrinking tumor Purpose: To investigate the feasibility of preoperative adaptive radiochemotherapy by delivering a concomitant boost to the residual tumor during the last 6 fractions of treatment. Methods and Materials: Twenty-five patients with T3/T4N0 or N+ rectal cancer were enrolled. Concomitant chemotherapy consisted of oxaliplatin 100 mg/m2 on days -14, 0, and +14, and 5-fluorouracil 200 mg/m2/d from day -14 to the end of radiation therapy (day 0 is the start of radiation therapy). Radiation therapy consisted of 41.4 Gy in 18 fractions (2.3 Gy per fraction) with Tomotherapy to the tumor and regional lymph nodes (planning target volume, PTV) defined on simulation CT and MRI. After 9 fractions simulation CT and MRI were repeated for the planning of the adaptive phase: PTVadapt was generated by adding a 5-mm margin to the residual tumor. In the last 6 fractions a boost of 3.0 Gy per fraction (in total 45.6 Gy in 18 fractions) was delivered to PTVadapt while concomitantly delivering 2.3 Gy per fraction to PTV outside PTVadapt. Result(s): Three patients experienced grade 3 gastrointestinal toxicity; 2 of 3 showed toxicity before the adaptive phase. Full dose of radiation therapy, oxaliplatin, and 5-fluorouracil was delivered in 96%, 96%, and 88% of patients, respectively. Two patients with clinical complete response (cCR) refused surgery and were still cCR at 17 and 29 months. For the remaining 23 resected patients, 15 of 23 (65%) showed tumor regression grade 3 response, and 7 of 23 (30%) had pathologic complete response; 8 (35%) and 12 (52%) tumor regression grade 3 patients had <=5% and 10% residual viable cells, respectively. Conclusion(s): An adaptive boost strategy is feasible, with an acceptable grade 3 gastrointestinal toxicity rate and a very encouraging tumor response rate. The results suggest that there should still be room for further dose escalation of the residual tumor with the aim of increasing pathologic complete response and/or cCR rates. © 2013 Elsevier Inc.",Excluded
1092,"Assessment of cerebral blood flow in Alzheimer's disease by spin-labeled magnetic resonance imaging To evaluate the utility of arterial spin-labeled blood flow magnetic resonance imaging for the detection of cerebral blood flow abnormalities in Alzheimer's disease, arterial spin-labeled blood flow images in 16 contiguous 5-mm axial sections were acquired in 18 patients diagnosed with probable Alzheimer's disease and 11 age-matched controls. Blood flow images from all subjects were transformed to a standard anatomical space for voxel-by-voxel statistical analysis. High quality blood flow images were obtained from all but 1 subject. Statistical analysis demonstrated significant flow decreases relative to control subjects in temporal, parietal, frontal, and posterior cingulate cortices. Increased severity of disease, as measured by Mini-Mental State Examination, correlated with posterior parietal and posterior cingulate decreases but not temporal decreases. Arterial spin-labeled magnetic resonance imaging was found to be an effective tool for characterizing flow decreases accompanying Alzheimer's disease. The absence of ionizing radiation or injection and the ability to obtain high quality anatomical images within the same scanning session make arterial spin labeling an attractive technique for the study of Alzheimer's disease, for the evaluation of pharmacological therapies, and, possibly, for early diagnosis.",Excluded
951,"RadRAT: a radiation risk assessment tool for lifetime cancer risk projection Risk projection methods allow for timely assessment of the potential magnitude of radiation-related cancer risks following low-dose radiation exposures. The estimation of such risks directly through observational studies would generally require infeasibly large studies and long-term follow-up to achieve reasonable statistical power. We developed an online radiation risk assessment tool (RadRAT) which can be used to estimate the lifetime risk of radiation-related cancer with uncertainty intervals following a user-specified exposure history (https://irep.nci.nih.gov/radrat). The uncertainty intervals constitute a key component of the program because of the various assumptions that are involved in such calculations. The risk models used in RadRAT are broadly based on those developed by the BEIR VII committee for estimating lifetime risk following low-dose radiation exposure of the US population for eleven site-specific cancers. We developed new risk models for seven additional cancer sites, oral, oesophagus, gallbladder, pancreas, rectum, kidney and brain/central nervous system (CNS) cancers, using data from Japanese atomic bomb survivors. The lifetime risk estimates are slightly higher for RadRAT than for BEIR VII across all exposure ages mostly because the weighting of the excess relative risk and excess absolute risk models was conducted on an arithmetic rather than a logarithmic scale. The calculator can be used to estimate lifetime cancer risk from both uniform and non-uniform doses that are acute or chronic. It is most appropriate for low-LET radiation doses < 1 Gy, and for individuals with life-expectancy and cancer rates similar to the general population in the US.",Excluded
