Unnamed: 0,titleabstract,decision,prediction
1658,"Dental Long Axes using Digital Dental Models Compared to Cone-Beam Computed Tomography. OBJECTIVE: Standard methods of evaluating tooth long axes are not comparable (digital dental models [DDMs], panoramic and cephalometric radiographs) or expose patients to more radiation (cone-beam computed tomography [CBCT]). This study aimed to compare angular changes in tooth long axes using DDMs versus using CBCTs. Settings and sample population Secondary data analysis of DDMs and CBCTs, taken before and after orthodontic treatment with piezocision of 24 patients. METHOD(S): Angular changes in tooth long axes were evaluated using landmarks on first molars (center of the occlusal surface and center of the furcation), canines and incisors (cusp tip and center of the root at the cementoenamel junction). Wilcoxon test, intraclass correlation coefficient (ICC) and Bland-Altman plots were used to test intra- and inter-rater agreement and compare DDM and CBCT measurements. RESULT(S): The mesiodistal angulation and buccolingual inclination DDM measurements were reproducible. Overall mean differences between DDM and CBCT measurements of mesiodistal angulation, 1.9degree+/-1.5degree, and buccolingual inclination, 2.2+/-2.2degree, were not significant for all teeth. ICC between DDM and CBCT measurements ranged from good (0.85 molars) to excellent (0.94 canines; 0.96 incisors). The percentages of measurements outside the range of +/-5 were 17.4% for molars, 13.8% for canines, and 4.5% for incisors. CONCLUSION(S): DDM assessment of changes in tooth long axes has good reproducibility and yields comparable measurements to those obtained from CBCT within a 5degree range. These findings lay the groundwork for machine learning approaches that synthesize crown and root canal information towards planning tooth movement without the need for ionizing radiation scans.Copyright This article is protected by copyright. All rights reserved.",Excluded,0.088265225
1659,"Temozolomide and irradiation combined treatment-induced Nrf2 activation increases chemoradiation sensitivity in human glioblastoma cells. Resistance to chemoradiotherapy is a major obstacle to successful treatment of glioblastoma. Recently, the role of NF-E2-related factor 2 (Nrf2) in enhancing chemoradiation sensitivity has been reported in several types of cancers. Here, we investigated whether temozolomide (TMZ) and irradiation (IR) combined treatment induced Nrf2 activation in human glioblastoma cells. And we further performed a preliminary study about the effect of Nrf2 on chemoradiation sensitivity. Immunohistochemical staining for Nrf2 in paired clinical specimens showed that TMZ and IR combined treatment increased the expression and nuclear localization of Nrf2 in human glioblastoma tissues. Moreover, we found nuclear Nrf2 expression in the glioblastoma tissues obtained from the patients undergoing TMZ and IR combined treatment was associated with the time to tumor recurrence. In vitro, we further verified these findings. First, we detected increased nuclear localization of Nrf2 following treatment with TMZ+IR in human glioblastoma cell lines. Second, we demonstrated TMZ+IR increased the levels of Nrf2 protein in both nuclear and cytoplasmic fractions of U251 cells and induced Nrf2 target genes expression. Finally, downregulating Nrf2 expression increased TMZ+IR-induced cell death in the U251 cells. These findings suggest TMZ+IR combined treatment induces Nrf2 activation in human glioblastoma cells. The activation of Nrf2 may be associate with enhancing chemoradiation sensitivity in human glioblastoma cell. Blocking Nrf2 activation may be a promising method enhancing chemoradiation sensitivity of glioblastoma cells.",Excluded,0.93392277
1660,"Plaque quantification by coronary computed tomography angiography using intravascular ultrasound as a reference standard: A comparison between standard and last generation computed tomography scanners. Aims: The emerging role of coronary computed tomography angiography (CCTA) as a non-invasive tool for atherosclerosis evaluation is supported by data reporting a good correlation between CCTA and intravascular ultrasound (IVUS) for plaque volume quantification. Aim of the present study was to evaluate whether a last generation CT-scanner may improve coronary plaque volume assessment using IVUS as standard-of-reference. Methods and Results: From a registry of 1915 consecutive, all-comers, patients who underwent a clinically indicated IVUS evaluation we enrolled 59 patients who underwent CCTA with a 64-slice CT (Group 1) and 59 patients who underwent CCTA with whole-heart coverage CT scanner (Group 2). Patients who underwent CCTA with unfavourable heart rhythm were not excluded from the analysis. Image quality (4-point Likert scale) focused on plaque analysis was evaluated. Plaque volume quantification by CCTA was compared to IVUS. No difference in clinical characteristics was found between Group 1 and Group 2. Plaque volume quantification by CCTA was considered not feasible in 11 plaques of Group 1 and in 4 plaques of Group 2 (P = 0.09). Higher correlation for plaque volume quantification by CCTA vs. IVUS was demonstrated in Group 2 when compared with Group 1 (r = 0.9888 vs. 0.9499; P < 0.0001). The Bland-Altman analysis showed plaque volume overestimation by CCTA of 11.9 mm3 in Group 1 and 4 mm2 in Group 2 (P < 0.001). Effective radiation dose of CCTA was significantly lower in Group 2 vs. Group 1 (2.7 +/- 0.9 vs. 8.1 +/- 3.6 mSv, respectively; P < 0.001). Conclusion(s): CCTA using a new scanner generation showed to be an accurate non-invasive tool to assess and quantify coronary plaque volume.Copyright © 2019 Published on behalf of the European Society of Cardiology. All rights reserved.",Excluded,0.08542763
1661,"Radiotherapy for Pancreatic Neuroendocrine Tumors. Purpose: Pancreatic neuroendocrine tumors (PNTs) are rare malignant neoplasms considered to be resistant to radiotherapy (RT), although data on efficacy are scarce. We reviewed our institutional experience to further delineate the role of RT for patients with PNTs. Methods and Materials: Between 1986 and 2006, 36 patients with PNTs were treated with RT to 49 sites. Of these 36 patients, 23 had radiographic follow-up data, which were used to determine the tumor response rate and freedom from local progression. Long-term toxicity was graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events. Result(s): The overall response rate to RT was 39% (13% complete response, 26% partial response, 56% stable disease, and 4% progressive disease). A significant difference in the freedom from local progression between the groups receiving either greater than or less than the median 2 Gy/fraction biologically equivalent dose of 49.6 Gy was found, with all radiographic progression occurring in patients who had received <=32 Gy. The actuarial 3-year local freedom from progression rate was 49%. Palliation was achieved in 90% of patients, with either improvement or resolution of symptoms after RT. Of 35 patients, 33 had metastatic disease at their referral for RT, and the median overall survival for this patient population was 2 years. Three long-term Grade 3 or greater toxicities were recorded. Conclusion(s): RT is an effective modality for achieving local control in patients with PNTs. RT produces high rates of symptomatic palliation and freedom from local progression. Prospective trials of radiotherapy for PNTs are warranted. © 2009 Elsevier Inc. All rights reserved.",Excluded,0.34393677
1662,"Frameless Stereotactic Radiosurgery for Treatment of Multiple Sclerosis-Related Trigeminal Neuralgia. Background Trigeminal neuralgia (TN) affects 7% of patients with multiple sclerosis (MS). In such patients, TN is difficult to manage either pharmacologically and surgically. Radiosurgical rhizotomy is an effective treatment option. The nonisocentric geometry of radiation beams of CyberKnife introduces new concepts in the treatment of TN. Its efficacy for MS-related TN has not yet been demonstrated. Methods Twenty-seven patients with refractory TN and MS were treated. A nonisocentric beams distribution was chosen; the maximal target dose was 72.5 Gy. The maximal dose to the brainstem was <12 Gy. Effects on pain, medications, sensory disturbance, rate, and time of pain recurrence were analyzed. Results Median follow-up was 37 (18-72) months. Barrow Neurological Institute pain scale score I-III was achieved in 23/27 patients (85%) within 45 days. Prescription isodose line (80%) accounting for a dose of 58 Gy incorporated an average of 4.85 mm (4-6 mm) of the nerve and mean nerve volume of 26.4 mm3 (range 20-38 mm3). Seven out of 27 patients (26%) had mild, not bothersome, facial numbness (Barrow Neurological Institute numbness score II). The rate of pain control decreased progressively after the first year, and only 44% of patients retained pain control 4 years later. Conclusions Frameless radiosurgery can be effectively used to perform retrogasserian rhizotomy. Pain relief was satisfactory and, with our dose/volume constraints, no sensory complications were recorded. Nonetheless, long-term pain control was possible in less than half of the patients. This is a limitation that CyberKnife radiosurgery shares with other techniques in MS patients.Copyright © 2017 Elsevier Inc.",Excluded,0.6934566
1663,"Study of prevalence of third molar according to Pell and Gregory classification. The aim of this study was to review the medical charts of patients asking for extraction of impacted mandibular third molars at the clinic of the Faculty of Dentistry (Finis Terrae University, Chile) in the period January 2009-May 2010. 117 panoramic X-ray (218 impacted mandibular third molars) were classified according to age (15-20 years and 20-25 years) and gender. The impacted mandibular third molars 4.8 and 3.8 were distributed according to the Pell and Gregory classification; the latter allows grouping the relationship of impacted tooth to anterior border of the ramus (Class 1, 2, 3) and the relationship of impacted tooth to oclusal plane and second molar (A, B, C position) Using statistical software Systat v 13, chi2 for data collection, we found that the presence of impacted mandibular third molars was 49% in male and 58% in female patients; the mean age was 18 years (15.3%). Classifying the teeth according to PR analysis, we found 4.8 (right mandibular third molar) IIC position 22.2% p < 0.05 (p = 0.000) and 3.8 (left mandibular third molar) position IIC 24.5% p < 0.05 (p = 0.000). The PR analysis allowed us to conclude that the IIC vertical is the most prevalent position associated with impacted mandibular third molars; moreover, for the quirurgical extraction osteotomy and odontosection is required.",Excluded,0.09328987
1664,"Long-half-life 89Zr-labeled radiotracers can guide percutaneous biopsy within the PET/CT suite without reinjection of radiotracer. The rationale for this study was to evaluate the feasibility of withinsuite 89Zr-labeled radiotracer PET/CT-guided biopsy performed without reinjection. Method(s): From 2013 to 2016, 12 patients (7 men, 5 women; mean age, 61 y; range, 40-75 y) with metastatic prostate or breast carcinoma suspected either on imaging or because of biochemical progression underwent 14 percutaneous biopsies after diagnostic PET/CT using 89Zr-labeled radiotracers (mean dose, 180 MBq; range, 126-189 MBq) targeting prostatespecific membrane antigen (n 5 7) or human epidermal growth factor receptor 2 (n 5 5). Biopsy was performed within a PET/CT suite without radiotracer reinjection. Result(s): There were no complications in any biopsies, which were performed a mean of 6.2 d (range, 0-13 d) after injection of the radiotracer. The biopsy sites were bone (n 5 7), pleura (n 5 3), lymph nodes (n 5 2), and liver (n 5 2). On pathologic examination of the biopsy samples, all were positive for malignancy. The initial diagnostic imaging findings were concordant with the biopsy results. The additional radiation (mean dose-length product) due to the CT procedures was 1,581 mGy/cm (range, 379-2,686 mGy/cm). Conclusion(s): PET/CT-guided biopsy using 89Zr-labeled radiotracers is safe and effective without tracer reinjection.Copyright © 2018 by the Society of Nuclear Medicine and Molecular Imaging.",Excluded,0.08639684
1665,"Effectiveness of First-Line Bevacizumab in Metastatic Colorectal Cancer: The Observational Cohort Study GRETA. Background: Scant real-world data exist on the clinical outcomes associated with the use of bevacizumab-containing chemotherapy (B+CT) in patients with metastatic colorectal cancer (mCRC). The primary objective of the GRETA cohort study was to compare the overall survival (OS) of patients with mCRC treated with first-line B+CT versus chemotherapy (CT) alone, in an Italian clinical practice setting. Material(s) and Method(s): Incident patients with mCRC were identified during the period 2010-2012 from five population-based cancer registries in Italy. Cases were linked to regional health care utilization databases to obtain the entire spectrum of health services provided to each patient. Patients starting a first-line treatment with B+CT or CT alone within 90 days from the diagnosis were included in the study cohort. A propensity score (PS) method was applied to account for residual confounding. Result(s): Of 480 patients with mCRC included in the study cohort, 21.0 received first-line B+CT, and 79.0% received CT. Patients receiving B+CT were younger (p <.001) and underwent surgery more frequently (p =.001). The median OS was 22.5 and 14.6 months for B+CT and CT, respectively (p =.011). The corresponding hazard ratios adjusted by multivariate modeling and PS matched analysis were 0.82 (95% confidence interval [CI], 0.62-1.08) and 0.86 (95% CI, 0.56-1.33), respectively. Similar results were observed after subgrouping by age and surgery. Conclusion(s): In this Italian real-world setting of unselected mCRC, the OS of patients treated with B+CT was consistent with previous observational and patient-registry studies. However, definitive evidence of an improvement in OS cannot be drawn. Implications for Practice: Bevacizumab is a well-established first-line treatment for metastatic colorectal cancer. However, there is scarce evidence in the literature about its effectiveness in clinical practice. Evaluating this topic should be of interest for both clinicians and regulatory agencies. In this study, the median overall survival of the bevacizumab cohort was strikingly coherent with that reported in large observational series of unselected patients, thus suggesting a consistent and reproducible effect of the drug in clinical practice. Although consistent results were observed both in the overall population and in age and surgery subgroups, the present study did not offer definitive evidence of an improvement in OS.Copyright © AlphaMed Press 2018",Excluded,0.08795788
1666,"Stage i Lung SBRT Clinical Practice Patterns. Stereotactic body radiation therapy (SBRT) has become increasingly utilized over the last decade in the treatment of inoperable stage I non-small cell lung cancer (NSCLC) patients, although no standardized dosing guidelines exist. In this retrospective study, we investigated the dose prescription pattern use in the United States for patients receiving SBRT. Method(s): Patients with stage I NSCLC treated with SBRT between 2004 and 2011 were identified within the National Cancer Database (NCDB). Trends in SBRT use and dose prescriptions were analyzed. Result(s): A total of 5246 patients met criteria as receiving SBRT. The overall mean and median BED 10 were 134.5 and 132 Gy, respectively. Of these patients, 94.5% were prescribed a regimen with a BED 10 >=100 Gy. The most common prescriptions overall were 60 Gy in 3 fractions (24.1%), 48 Gy in 4 fractions (17.8%), 50 Gy in 5 fractions (13.0%), and 54 Gy in 3 fractions (12.8%). Analysis of prescription trends revealed decreased utilization of 54 to 60 Gy in 3 fractions (47.9% in 2006 to 27.9% in 2011, combined) and increased utilization of 50 Gy in 5 fractions (3.1% in 2006 to 20.4% in 2011). Conclusion(s): Our findings suggest increasing use of SBRT over the last decade with a majority of patients being treated with regimens employing a BED 10 >=100 Gy. Since 2006, there has been a decline in the use of 54 to 60 Gy in 3 fractions, with an increase in the use of 50 Gy in 5 fractions. Possible explanations include concern for increased toxicity with higher BED regimens and increasing treatment of centrally located tumors.Copyright © 2017 Wolters Kluwer Health, Inc.",Excluded,0.08801965
1667,"Usefulness of doppler techniques in the diagnosis of peripheral iatrogenic pseudoaneurysms secondary to minimally invasive interventional and surgical procedures: imaging findings and diagnostic performance study. The pseudoaneurysm (PA) is a perfused sac directly connecting with the arterial lumen by an interruption of the vessel wall continuity, more commonly secondary to trauma or iatrogenic causes. Aim of our study was to determine the accuracy and usefulness of Doppler techniques in the diagnosis of peripheral iatrogenic PAs secondary to minimally invasive procedures. From a three year prospective research, 20 Duplex Ultrasound (DUS) studies in as many patients presenting with periarterial pulsating mass clinically suspected for PA secondary to minimally invasive procedures were selected. The PA final diagnosis was confirmed by angiography in 12 patients (60% cases), by computed tomography angiography in 5 patients (25%), by surgery in 2 patients (10%), and by magnetic resonance angiography in 1 patient (5%). The vessels involved by PA formation were: common femoral artery in 8 cases (40%); superficial femoral artery in 4 cases (20%); brachial artery in 3 cases (15%); popliteal artery in 2 cases (10%); superficial temporal artery (STA) in 2 cases (10%); dorsal medial digital artery of the foot in 1 case (5%). Our study confirmed the usefulness of doppler techniques in the diagnosis of peripheral iatrogenic PAs. Specifically, a sensitivity of 90-95%, a specificity of 100% and predictive values of 100% (VPP) and 83-90% (VPN) were reported. The radiologist must always suspect a PA in the differential diagnosis of lesions contiguous to an artery vessel. This is to prevent potential complications such as e.g. massive haemorrhage. In this order, DUS allows a careful selection of patients who require to undergo in-depth imaging methods or surgical therapy, thus contributing to a significant reduction of contrast medium and exposure to ionizing radiation.Copyright © 2020, Societa Italiana di Ultrasonologia in Medicina e Biologia (SIUMB).",Excluded,0.085717276
1668,"Probability of mediastinal involvement in non-small-cell lung cancer: A statistical definition of the clinical target volume for 3-dimensional conformal radiotherapy?. Purpose: Conformal irradiation (3D-CRT) of non-small-cell lung carcinoma (NSCLC) is largely based on precise definition of the nodal clinical target volume (CTVn). A reduction of the number of nodal stations to be irradiated would facilitate tumor dose escalation. The aim of this study was to design a mathematical tool based on documented data to predict the risk of metastatic involvement for each nodal station. Methods and Materials: We reviewed the large surgical series published in the literature to identify the main pretreatment parameters that modify the risk of nodal invasion. The probability of involvement for the 17 nodal stations described by the American Thoracic Society (ATS) was computed from all these publications. Starting with the primary site of the tumor as the main characteristic, we built a probabilistic tree for each nodal station representing the risk distribution as a function of each tumor feature. Statistical analysis used the inversion of probability trees method described by Weinstein and Feinberg. Validation of the software based on 134 patients from two different populations was performed by receiver operator characteristic (ROC) curves and multivariate logistic regression. Result(s): Analysis of all of the various parameters of pretreatment staging relative to each level of the ATS map results in 20,000 different combinations. The first parameters included in the tree, depending on tumor site, were histologic classification, metastatic stage, nodal stage weighted as a function of the sensitivity and specificity of the diagnostic examination used (positron emission tomography scan, computed tomography scan), and tumor stage. Software is proposed to compute a predicted probability of involvement of each nodal station for any given clinical presentation. Double cross validation confirmed the methodology. A 10% cutoff point was calculated from ROC and logistic model giving the best prediction of mediastinal lymph node involvement. Conclusion(s): To more accurately define the CTVn in NSCLC three-dimensional conformal radiotherapy, we propose a software that evaluates the risk of mediastinal lymph node involvement from easily accessible individual pretreatment parameters. © 2006 Elsevier Inc.",Excluded,0.094820514
