,titleabstract,decision
2295,"[Problems and chances of high field magnetic resonance imaging]. [German] The spatial, temporal and spectral resolution in magnetic resonance imaging (MRI) is in many cases currently not sufficient to detect submillimeter lesions or to image the dynamics of the beating heart. At present MRI systems at 1.5 T and 3 T are the standard units for clinical imaging. The use of ultrahigh magnetic fields of 7 T and higher increases the signal-to-noise ratio, which holds promise for a significant improvement of the spatial and/or temporal resolution as well as for new contrast mechanisms. With 7 T MRI, images of the brain have been acquired routinely with a spatial resolution of 0.3 mm. The theoretical improvement of the signal-to-noise ratio is often not fully realized due to B1 inhomogeneities and contrast variations. With MRI at 7 T a notable increase in spatial resolution can be achieved. Methods such as time-of-flight MR angiography and susceptibility-weighted imaging (e.g. neurofunctional MRI, fMRI) profit especially from the higher field strengths. Transmission field inhomogeneities are still a major challenge for ultrahigh field (UHF) MRI and are also a partially unsolved safety problem. The use of UHF MRI is currently limited to special applications and the expected gain of the high field must be weighed against technical limitations in both image acquisition and interpretation.",Excluded
1938,"Role of nitric oxide synthase, superoxide dismutase, and glutathione peroxidase in radiation-induced decrease in norepinephrine release",Included
2037,"Impacts of Microgravity Analogs to Spaceflight on Cerebral Autoregulation It is well known that exposure to microgravity in astronauts leads to a plethora physiological responses such as headward fluid shift, body unloading, and cardiovascular deconditioning. When astronauts return to Earth, some encounter problems related to orthostatic intolerance. An impaired cerebral autoregulation (CA), which could be compromised by the effects of microgravity, has been proposed as one of the mechanisms responsible for orthostatic intolerance. CA is a homeostatic mechanism that maintains cerebral blood flow for any variations in cerebral perfusion pressure by adapting the vascular tone and cerebral vessel diameter. The ground-based models of microgravity are useful tools for determining the gravitational impact of spaceflight on human body. The head-down tilt bed rest (HDTBR), where the subject remains in supine position at -6 degrees for periods ranging from few days to several weeks is the most commonly used ground-based model of microgravity for cardiovascular deconditioning. head-down bed rest (HDBR) is able to replicate cephalic fluid shift, immobilization, confinement, and inactivity. Dry immersion (DI) model is another approach where the subject remains immersed in thermoneutral water covered with an elastic waterproof fabric separating the subject from the water. Regarding DI, this analog imitates absence of any supporting structure for the body, centralization of body fluids, immobilization and hypokinesia observed during spaceflight. However, little is known about the impact of microgravity on CA. Here, we review the fundamental principles and the different mechanisms involved in CA. We also consider the different approaches in order to assess CA. Finally, we focus on the effects of short- and long-term spaceflight on CA and compare these findings with two specific analogs to microgravity: HDBR and DI.",Excluded
2700,"Brain enzyme histochemistry following stabilization by microwave irradiation The activities of various enzymes present in brain homogenates were assayed biochemically (a) with no pretreatment, (b) following a standard microwave treatment in saline and (c) after a standard microwave treatment in formalin. All enzyme activity was lost after the microwave - formalin in treatment. Following microwave - saline treatment, the activities of alkaline phosphatase, 5'-nucleotidase, isocitrate and succinate dehydrogenases were reduced. In contrast, the activities of lactate and malate dehydrogenases were unchanged, and that of acetylcholinesterase apparently increased. Analogous outcomes were seen following attempted histochemical demonstrations of these enzymes. Thus satisfactory histochemical demonstration of all enzymes was achieved (except with alkaline phosphatase, lactate and malate dehydrogenases) following the microwave-saline pretreatment. Since acid phosphatase, catalase and peroxidase were also successfully demonstrated, it seems that microwave-saline pretreatments permit both retention of sufficient enzyme activity for histochemical demonstration to occur and retention of sufficient structural integrity for critical morphological investigations. Since the failure to stain the sites of lactate and malate dehydrogenases is not due to microwave inactivation of these enzymes, their demonstration may be possible by varying the staining procedures.",Excluded
3252,"Delayed central nervous system irradiation effects in rats--part 2: aggravation of experimental autoimmune encephalomyelitis BACKGROUND: Central nervous system (CNS) irradiation has detrimental effects which become evident within hours to few days and after a long latency of months and years. However, the delayed effect of irradiation on neuroimmune diseases has not been thoroughly examined.OBJECTIVES: We evaluated the delayed effects of irradiation on the course of experimental autoimmune encephalomyelitis (EAE), which is used as a model for neuroimmune inflammation and multiple sclerosis.METHODS: Adult male rats were exposed to a dose of 15 Gy given to the thoracolumbar spinal cord. Six months later, EAE was induced by inoculation of rat spinal cord homogenate in complete Freund's adjuvant (CFA). The disease was evaluated by clinical, histopathological and immunological parameters.RESULTS: Irradiated rats developed clinical signs of EAE earlier than the control group and their disease was much more severe. Unlike the control group, all rats in the EAE-irradiated group died within 5 days after the onset of clinical signs. Sections taken from irradiated rats showed diffuse and large hemorrhagic infiltrates of lymphocytes and granulocytes. In contrast, control rats displayed fewer infiltrates, which were less prominent and not hemorrhagic.CONCLUSIONS: CNS irradiation has a delayed effect that caused a marked aggravation of the clinical and pathological signs of EAE. The severity of the disease may be a consequence of the effect of irradiation on the CNS vascular bed and impaired blood-brain barrier.",Included
1365,"Treatment of radiation-induced nervous system injury with heparin and warfarin When radiation is used to treat nervous system cancer, exposure of adjacent normal nervous system tissue is unavoidable, and radiation-induced injury may occur. Acute injury is usually mild and transient, but late forms of radiation-induced nervous system injury are usually progressive and debilitating. Treatment with corticosteroids, surgery, and antioxidants is often ineffective. We treated 11 patients with late radiation-induced nervous system injuries (eight with cerebral radionecrosis, one with a myelopathy, and two with plexopathies, all unresponsive to dexamethasone and prednisone) with full anticoagulation. Some recovery of function occurred in five of the eight patients with cerebral radionecrosis, and all the patients with myelopathy or plexopathy. Anticoagulation was continued for 3 to 6 months. In one patient with cerebral radionecrosis, symptoms recurred after discontinuation of anticoagulation and disappeared again after reinstitution of treatment. We hypothesize that anticoagulation may arrest and reverse small-vessel endothelial injury--the fundamental lesion of radiation necrosis--and produce clinical improvement in some patients.",Excluded
1683,"Qualitative assessment of intra-arterial cone beam CT angiography in precise anatomic localisation and treatment planning of intracranial and spinal arteriovenous fistulas Background and Purpose Digital subtraction angiography (DSA) is considered the standard for characterisation of intracranial/spinal arteriovenous fistulas (AVFs). Although DSA offers superior spatial and temporal resolution, it is limited by 2D planar imaging. We directly paralleled DSA and intra-arterial cone-beam CT angiography (IACBCTA) modalities to assess the relative IACBCTA efficacy in the anatomical identification/localisation of AVFs and utility for surgical/endovascular treatment planning. Materials and Methods Patients with intracranial/spinal AVFs underwent biplane DSA and IACBCTA procedures (AXIOMArtis FlatDetector Biplane-Angiosuite, Siemens) at two institutions with identical contrast injection, radiation exposure, and postprocessing techniques. Images were reviewed retrospectively and independently by two neurointerventionalists on a de-identified PACS workstation. Observers were blinded to clinical information and reviewed both DSA and IACBCTA images in tandem, obtained from the same IA injection. Qualitative image analysis was performed based on the level of delineation on a scale of 1-3 (3: Excellent/Good with minimal attenuation; 2: Moderate, relevant visibility with restrictions; 1: Poor, nondiagnostic). The following parameters were scored: a) Arterial feeders, b) Venous drainers and course, c) Fistula site, d) Adjacent anatomical landmarks for cross-sectional localisation, and e) Overall diagnostic value for interpretation. Differences between the scores were defined as the IACBCTA efficacy value. For evaluation of IACBTA treatment planning efficacy, observers described the treatment strategy at the end of DSA and IACBCTA grading respectively and scored its adjunctive value: altered or more confident treatment plan versus no value. Wilcoxon signed rank test compared scores of image quality parameters. Interobserver agreement was assessed using Kendall W coefficient of concordance. Results Thirty-two consecutive patients [22M/10F, mean age 60.9 +/- 12.4 years (29-83 years)] were studied. Intracranial AVFs were classified as Cognard type I (n=3), type II (n=11), type III (n=3), type IV (n=1) and metameric dural/pial (n=5). Spinal AVFs were limited to Anson-Spetzler type I (n=9). Interobserver agreement of overall diagnostic value for IACBCTA was good (K = 0.59, P=0.001) while it was fair for IACBCTA overall efficacy value (K = 0.32, P=0.046); however, no significant difference was observed between two observers' IACBCTA efficacy values (P=0.3). Both observers assigned significantly higher scores to IACBCTA for overall diagnostic value (both observers: P<0.0001). No significant differences were observed between DSA and IACBCTA scores while evaluating arterial feeders (observer 1: P=1.0, observer 2: P=0.5) or venous drainers (observer 1: P=0.08, observer 2: P=0.1). Both readers assigned significantly higher scores to IACBCTA when evaluating the fistula site (observer 1: P <0.0001, observer 2: P=0.0003) and adjacent anatomic landmarks/cross-sectional localisation (both observers: P<0.0001). In 30/32 cases, both observers noted that IACBCTA did not alter the treatment plan; but provided a more confident endovascular or surgical treatment approach. Both observers altered their treatment plan from an endovascular approach to microsurgery in one case based on IACBCTA. Conclusion IACBCTA adjunctively improves the anatomical delineation of AVFs, particularly in terms of fistula site and localisation; biplane DSA may be equally sensitive for arterial feeder and venous drainer identification. IACBCTA confers a more confident endovascular or surgical approach when performed in conjunction with DSA.",Excluded
2640,"Scintigraphic detection of melanoma metastases with a radiolabeled benzamide ([iodine-123]-(S)-IBZM) UNLABELLED: Iodine-123-(S)-2-hydroxy-3-iodo-6-methoxy-N-[(1-ethyl-2-pyrrolidinyl) methyl] benzamide ([123I]-(S)-IBZM) is a radiolabeled benzamide usually employed to study neuropsychiatric disorders, such as schizophrenia and Parkinson's disease. The ectodermic origin of melanocytes and the presence of melanin in the substantia nigra are the theoretic basis of the experimental use of this class of tracers for melanoma imaging.METHODS: Eleven patients with proven metastatic melanoma entered the study. Whole-body and planar scintigrams were performed 2, 4 and 24 hr after intravenous injection of a mean tracer activity of 205 MBq. The dosimetric evaluation was performed by the Medical Internal Radiation Dose Committee method.RESULTS: The [123I]-(S)-IBZM scans allowed the detection of all six cutaneous lesions, five of six superficial pathologic lymph nodes, four of five pulmonary and one of two hepatic metastases. The maximum tumor-to-background ratio was 2.6 in planar images. The hepatobiliary excretion of the tracer may limit detection of intra-abdominal lesions. Dosimetry is similar to data for nononcologic patients.CONCLUSION: Although it is unclear if the mechanism of radiopharmaceutical uptake in melanoma is due to binding to membrane receptors or due to interactions with intracellular structures, radiolabeled benzamide is a promising tracer to detect melanoma.",Excluded
264,"[Radiation-induced meningioma] Meningiomas are neoplasms derived from arachnoid cells with their origin linked to idiopathic genetic abnormalities (deletion of the long arm of chromosome 22), predisposing diseases and radiotherapy induction. We report the case of a 50 years-old man radiation-induced meningioma 20 years after the diagnosis, surgical and radiation treatment of an oligodendroglioma. The supporting diagnostic criteria of radiation-induced meningiomas are discussed and the pertinent literature of the theme is revised.",Excluded
1248,"Radiation-induced meningiomas of the brain. [Russian] From the observation over 62 patients with meningioma of the brain a connection was detected between previous X-ray irradiation of the skin on the head and the occurrence of the meningioma. Predominance of parasagittal localization of the tumors was revealed which, evidently, was associated with the peculiarities of the method of X-ray therapy applied and with the possibility of the growth of the meningiomas from arachnoid-endothelial aggregations in the dura mater. Multiple meningiomas were encountered in 23% of the patients. The cases are described.",Excluded
2865,"[A case of chronic progressive radiation myelopathy--a diagnostic significance of gadolinium-DTPA enhancement MRI] A 65-year-old man had a biopsy diagnosis of right cervical squamous cell carcinoma. Post operative irradiation (4000 rads) was given to the bilateral cervical areas. Twenty five months after completion of irradiation, the patient developed muscle weakness in the right upper and lower extremities, and sensory disturbance below the C2 level in the left side, which was considered as Brown-Sequard syndrome. MRI of T1 weighted images (T1W1) showed mild swelling of the spinal cord from C1 to C6, while T2 weighted images (T2W1) revealed high intensity area at the same level. Gadolinium (Gd)-DTPA injection revealed ring enhancement in the right side of the spinal cord from C1 to C2 on sagittal and axial images. The neurological symptoms improved after the administration of corticosteroid. Two weeks after the therapy, a follow-up study revealed disappearance of cervical cord swelling on T1W1 and high intensity area was remarkably diminished on T2W1. Gd-DTPA enhancement, however, showed unremarkable change. Gd-DTPA enhancement was suggested to be a sensitive and valuable diagnostic method of CPRM.",Excluded
2606,"Divergent effects of irradiation on brain cortical morphology in patients with nasopharyngeal carcinoma: one-year follow-up study using structural magnetic resonance imaging Background: Increasing evidence indicates that radiotherapy (RT)-induced brain cortical deficits may play a critical role in developing radiation encephalopathy in patients with nasopharyngeal carcinoma (NPC). However, the evolutional processes of RT-induced cortical injury have not been sufficiently investigated. This study investigates RT-induced effects on cortical morphology using longitudinal structural magnetic resonance imaging (MRI) in NPC patients.Methods: Using MRI-based morphometry with surface-based measures, we evaluated the longitudinal alterations of cortical volume (CV), cortical thickness (CT), and cortical surface area (CSA) in 104 NPC patients at pre-RT (n=104), within 3 months post-RT (n=92), 6 months post-RT (n=71), and 9-12 months post-RT (n=52). Twenty healthy controls were also evaluated in parallel. Linear mixed models were used to investigate the trajectories of RT-related changes in cortical brain morphology and its association with irradiation dose, with healthy controls data being used to construct a normal age-related benchmark. The level of statistical significance was set at P<0.05, corrected for multiple comparisons.Results: The results showed that RT-related longitudinal alterations in cortical morphology underwent two diverse patterns during the first year of follow up in NPC patients. The temporal cortices (including the bilateral superior temporal gyrus, middle temporal gyrus, temporal pole, parahippocampal and fusiform gyrus, and the right inferior temporal and right transverse temporal gyrus), the basal occipital cortices (the right lingual gyrus and lateral occipital gyrus), and the basal frontal cortices (the right lateral orbitofrontal gyrus) showed time-dependent attenuation in cortical morphology indices. Furthermore, these effects on multiple cortices were dose-dependent, suggesting they were RT-associated. In contrast, in the left rostral middle frontal gyrus, there was a time-dependent increase in CT.Conclusions: Our preliminary findings revealed divergent effects of irradiation on cortical brain morphology. These results contribute to a more comprehensive understanding of the underlying neural mechanisms of irradiation-related neurotoxic effects on cortical brain morphology and will help guide the investigation of critically neuroprotective strategies.",Included
461,"Neoplasia in fast neutron-irradiated beagles One hundred fifty-one beagle dogs were irradiated with either photons or fast neutrons (15 MeV) to one of three dose-limiting normal tissues--spinal cord, lung, or brain. The radiation was given in four fractions per week for 5 weeks (spinal cord), 6 weeks (lung), or 7 weeks (brain) to total doses encompassing those given clinically for cancer management. To date, no nonirradiated dogs or photon-irradiated dogs have developed any neoplasms. Seven dogs receiving fast neutrons have developed 9 neoplasms within the irradiated field. Of the neutron-irradiated dogs at risk, the incidence of neoplasia was 15%. The latent period for radiation-induced cancers has varied from 1 to 4 1/2 years at this time in the study.",Included
2439,"Radiotherapy of maxillary cancer using 9 equi-spaced beam coplanar beam arrangement and 9 non-coplanar beam arrangement with beam angle optimization - A dosimetric comparison Background: IMRT is a novel radiotherapy that can deliver high conformal homogeneous dose to the target volume while sparing surrounding tissues and structures. Conventional routine IMRT usually uses equi-spaced beam arrangement of 5 to 9. However, in recent development, manipulating the beam arrangement of IMRT is offered in beam angle optimization (BAO), in which it automatically chooses optimized beam angles in either coplanar or non-coplanar beam arrangements. In Pugachev et al. (2001) study it has been suggested that improvement of the dose distribution was seen in complicated head and neck cancer cases with BAO. Nevertheless, opposite opinion has been raised by Stein et al. (1997) which stated that the marginal gain by manipulating beam angle diminished when there are more than 7 beams. Notwithstanding the controversy in study results, it was observed that careful selection of beam orientation contributed to a better dose distribution in the final treatment plan in clinical experience. This study is to investigate the dosimetric effect of manipulating beam angles with BAO in maxillary cancer cases compared with 9 equi-spaced beam co-planar arrangement. Method(s): The subjects in this study were recruited from the Princess Margaret Hospital, Kowloon, Hong Kong within the period of 1st Jan 2006 to 31st Dec 2010. Planning computed tomography (CT) images of the samples were retrospectively restored. Five samples were recruited using random sampling. It was an experimental study to test the effect of using equispaced beams, BAO and VMAT in IMRT. The parameters for comparison are tumour dose conformity, homogeneity; and the OARs maximum, mean dose. 2 plans were produced for each recruited patients. One using 9 equispaced beam arrangement and the other using 9 non-coplanar field using BAO. Result(s): For the five recruited patients, both 9 equi-spaced beam arrangement and BAO resulted in clinically satisfactory dose distribution and were of similar quality. It was found that IMRT plans with BAO resulted in better OARs sparing, including the parotid, cochlear, eyes, optic nerves, the optic chiasm and brain stem. In terms of target coverage, 4 out of 5 plans produced better in BAO when compared with 9 equi-spaced beam arrangement. Conclusion(s): The effect of the selection of beam angle orientations was significant within the samples. The choice of beam orientations is a factor affecting the dosimetric outcome even when the beam number is equal to 9.",Excluded
2550,"Molecular mechanisms underlying phenotypic plasticity in malignant glioma Glioblastoma (GBM) is characterized by rapidly proliferating and invasive cells that infiltrate normal brain regions. Following exposure to aggressive treatment regimens, GBMs frequently shift their biological features upon recurrence, acquiring a more resistant phenotype. However, the dynamics and molecular mechanisms that facilitate GBM recurrence are still poorly understood. The objective our study was to determine how glioma stem cells (GSCs) temporally adjust their expression profile and phenotype in response to ionizing radiation or Temozolomide (TMZ) in vivo using patient-derived xenograft (PDX) models of GBM. We established two PDX GBM models by intracranially implanting two patient-derived GSC lines belonging to different GBM molecular subgroups (proneural and classical) into immunocompromised mice. The tumor-bearing mice were treated with single or multiple doses of ionizing radiation or TMZ to assess acute and long-term responses to treatment respectively. Mice from each cohort were be sacrificed at multiple distinct time points following treatment. Using immunohistochemical methods, we assessed changes in the expression of GBM subclass markers, stemness and differentiation markers, and DNA damage/repair proteins across the entire tumor population over time. Furthermore, to understand how the PDX tumors respond to radiation at a molecular level, we employed mass cytometry (CyTOF) and ChIP-seq to determine how important cellular signaling pathways and transcriptional programs necessary for GSC selfrenewal, invasion and growth are altered at various time points post-treatment. We demonstrate that GSCs undergo an immediate response following exposure to radiation that results in a global modulation of the expression of key stemness and proliferation genes under adverse conditions. Our results suggest that this acute response allows GSCs to enter a transient semi-differentiated state that favors GSC adaptability and resistance to therapy.",Excluded
2241,"Patient selection for personalized peptide receptor radionuclide therapy using Ga-68 somatostatin receptor PET/CT Neuroendocrine tumors are malignant solid tumors originating from neuroendocrine cells dispersed throughout the body. Differentiated neuroendocrine tumors overexpress somatostatin receptors (SSTRs), which enable the diagnosis using radiolabeled somatostatin analogues. Internalization and retention within the tumor cell are important for peptide receptor radionuclide therapy using the same peptide. The use of the same DOTA-peptide for SSTR PET/CT using <sup>68</sup>Ga and for peptide receptor radionuclide therapy using therapeutic radionuclides like <sup>177</sup>Lu and <sup>90</sup>Y offers a unique theranostic advantage. © 2014 Elsevier Inc.",Excluded
