,titleabstract,decision
94,Radiation induced intracranial meningiomas,Included
136,"Muscle injury following experimental intraoperative irradiation. The paraaortic region of beagle dogs was irradiated to 15 to 55 Gy intraoperative irradiation, 10 to 47.5 Gy intraoperative irradiation following 50 Gy external beam irradiation in 25 fractions, or 50 to 80 Gy external beam irradiation in 30 fractions. Six MeV electrons were used for intraoperative irradiation, and external beam irradiation was done using photons from a 6 MV linear accelerator. The psoas muscle in the irradiation field was examined histomorphometrically 2 or 5 years after irradiation. The percentage of muscle fibers and capillaries decreased, whereas the percentage of connective tissue increased with increased dose for both intraoperative irradiation only and intraoperative irradiation plus external beam irradiation. The dose causing a 50% decrease in the percentage of muscle fibers was 21.2 Gy and 33.8 Gy at 2 and 5 years, respectively, after intraoperative irradiation alone, and 22.9 Gy and 25.2 Gy at 2 and 5 years, respectively, after intraoperative irradiation combined with 50 Gy external beam irradiation. The ED50 for severe vessel lesions was 19.2 Gy and 25.8 Gy at 2 and 5 years, respectively, after intraoperative irradiation alone and 16.0 Gy and 18.0 Gy at 2 and 5 years, respectively, after intraoperative irradiation combined with 50 Gy external beam irradiation. External beam irradiation alone caused a slight decrease in percentage of muscle fibers with increased dose, and vessel lesions were infrequent or mild. Radiation-induced muscle injury was characterized by loss of muscle fibers, decreased fiber size, severe vessel lesions, hemorrhage, inflammation, coagulation necrosis, and fibrosis. These histopathologic characteristics distinguish this muscle injury from that caused by neurogenic atrophy. These data indicate that radiation-induced muscle injury most likely was caused by injury of the supporting vasculature. The lesions produced were largely a function of the single intraoperative dose rather than the external beam fractionated doses. Furthermore, it appears that 20 to 25 Gy intraoperative irradiation combined with 50 Gy external beam irradiation may be near the maximum tolerated dose by sublumbar musculature and its supporting vasculature.",Included
143,Changes of the rat brain acetylcholinesterase activity following head irradiation: Effect of inhibitors of proteosynthesis and cholinesterase. [Czech],Included
170,"Incidence illnesses of system of blood circulation among participants of liquidation of consequences of accident on the Chernobyl atomic power station, living in Belarus. Objectives. Studying the structure, levels and dynamics of incidence illnesses of system of blood circulation (ISBC) among participants of liquidation of consequences of accident on the Chernobyl atomic power station, living in Belarus. Method(s): The analysis of structure, levels and dynamics of incidence of ISBC among participants of liquidation of consequences of accident on the Chernobyl atomic power station is performed according to the Belarus State register of the persons, undergone to influence of radiation owing to accident on the Chernobyl atomic power station. The research covers the period of 1993 to 2007. In research are included: illnesses of system of blood circulation as a whole, the hypertensive diseases (HD), ischaemic illness of heart, including an acute and subsequent myocardial infarction (AMI), cerebrovascular illnesses (CVI), including a subarachnoid haemorrhage, an intrabrain haemorrhage, a cerebral infarction. Paid off rough intensive and age parameters of primary incidence on 5-years age groups on 100,000 population for every year investigated period, rate of a gain. The componental analysis is described. Result(s): In age structure of incidence by diseases of the circulatory system persons of efficient age prevailed. Dynamics of rate of incidence of ISBC as a whole, the HD, an AMI and CVI was characterised by statistically significant growth. The parameter of incidence ISBC as a whole has grown on 19.5%, the HD on 52.0%, CVI on 53.2%, incidence of cerebral infarction has increased ten times. Growth of incidence by the HD and CVI was marked only among persons efficient age prevailed. The gain of incidence is connected by the HD and a cerebral infarction on 15.9% and 91.6% according to risk to be ill. Growth of incidence by others nosological by forms diseases of the circulatory system is connected mainly to increase in age in a cohort of liquidators. Conclusion(s): The further profound studying of incidence ISBC with an estimation of influence of classical risk factors and the radiating factor owing to Chernobyl accident is represented expedient on the basis of analytical epidemiological research by a method 'case-control'.",Included
177,Bilateral ptosis and gaze palsies following radioactive seed treatment of tectal plate tumours [81],Included
190,[Urinary excretion of 17-ketosteroids following x-irradiation of diencephalo-pituitary region],Included
197,Changes in the neurosecretory system of the freshwater teleost Esomus danrica (Ham.) in response to irradiation and thiourea treatment,Included
201,"[The analgesic action of narcotic analgesics and clopheline after the ionizing irradiation of rats]. The ionizing radiation (150 Gy) extended the rat tail flick latency, decreased the pain-relief effects of morphine and opioids and enhanced the analgesic effect of clopheline. The radiation was followed by a decrease of vocalization threshold with a reduction of morphine- and clopheline-induced analgesia. Naloxone (0.1 mg/kg) eliminated the postradiation analgesia and did not change the hyperalgesic effect of the radiation.",Included
211,"Radio-neuroprotective effect of a phosphatidylcholine derivative in a rat model of irradiation. Ionizing radiation playsmajor role in the treatment of brain tumours, but side-effects may restrict the efficiency of therapy. In the present study, our goals were to detect the functional and morphological changes that result in the administration of l-alpha glycerylphosphorylcholine (GPC), a deacylated derivative of phosphatidylcholine, in a rodent model of hippocampus irradiation. Anaesthetized SPRD rats were subjected to 40-Gy irradiation of one hemisphere of the brain, with or without GPC treatment (50 mg/kg per os). After the irradiation the rats received GPC or the vehicle at the same time every second day at 5 days per week. The effects of partial rat brain irradiation on the spatial orientation and learning ability of rats were assessed in the Morris water maze (MWM) test, which was performed once before and two times after the irradiation. At the same time morphological changes were detected by MRI to define the time-point for histological examinations. Irradiation of 40-Gy resulted in moderate neurological deficit both at the level of cognitive function and morphology after 4 weeks of irradiation. The MWM test was found to be a highly sensitive tool for the detection of neurofunctional impairment. We found that the place navigational function of the ratswas impaired by the irradiation and the treatment with GPC could prevent this damage. Marked protective effect of the GPC was detected as concerns of the histopathological findings. Targeted brain irradiation induced notable changes in the central nervous system. GPC supplementation provides significant protection against irradiation-caused functional and morphological disturbances.",Included
216,"Late radiation effects in the microcirculation system of the mouse brain after chronic low-dose irradiation. [Russian]. The radiation reaction of the mouse brain microvascular system was investigated 15 months after chronic (dose-rate was 3 cGy/day) and acute (dose-rate 3.2 Gy/min) gamma-irradiation. Late pathological changes in the microvascular system after the acute irradiation (3 Gy) were not found. In the same time, after chronic irradiation with equivalent dose (the accumulated dose was 3 Gy) the depletion of endothelial cell population, and multiple foci of minor pathological changes of endotheliocyte ultrastructure at as many as 50% of the population were revealed. It may be more likely to lead to reduction of tolerance of brain microvascular system to an acute radiation (10 Gy) in the late period after chronic exposure. The mechanism of impairment of brain microcirculation after low chronic irradiation will have to understand.",Included
220,"Small cell bladder cancer: should we consider prophylactic cranial irradiation?. PURPOSE: To describe the clinical characteristics, treatment patterns, and outcomes in patients with small cell bladder cancer at our institution, including those who received prophylactic cranial irradiation (PCI) for the prevention of intracranial recurrence.MATERIALS AND METHODS: Patients with small cell bladder cancer treated at a single institution between January 1990 and August 2015 were identified and analyzed retrospectively for demographics, tumor stage, treatment, and overall survival.RESULTS: Of 44 patients diagnosed with small cell bladder cancer, 11 (25%) had metastatic disease at the time of presentation. Treatment included systemic chemotherapy (70%), radical surgery (59%), and local radiation (39%). Six patients (14%) received PCI. Median overall survival was 10 months (IQR 4 - 41). Patients with extensive disease had worse overall survival than those with organ confined disease (8 months vs. 36 months, respectively, p = 0.04). Among those who received PCI, 33% achieved 5 - year survival.CONCLUSION: Outcomes for patients with small cell bladder cancer remain poor. Further research is indicated to determine if PCI increases overall survival in small call bladder cancer patients, especially those with extensive disease who respond to chemotherapy.",Included
241,"Induction of c-fos and junB mRNA following in vivo brain irradiation. Although radiotherapy is a front line treatment for brain tumors, little is known about the in vivo molecular responses of brain to irradiation. In this study, expression of c-fos, c-jun and junB immediate-early genes were followed in mouse brain after irradiation. C-fos and junB, but not c-jun, mRNA was induced within 15 min in unanesthetized irradiated mice. Induction was transient and lasted < 4 h. The response was dose-dependent with increases in c-fos and junB mRNA levels after dose of > or = 2 and 7 Gy, respectively. Anesthesia of mice with pentobarbitol delayed the increases in mRNA expression and the response was attenuated. Pre-treatment of mice with dexamethasone, in a schedule which suppressed acute-phase gene expression after brain irradiation, did not significantly change c-fos and junB induction. Our results show that c-fos and junB responses occur in the brain in response to irradiation and that they can be modified by pentobarbital treatment but suggest that there is no direct correlation between the level of mRNA expression and later expression of cytokines or other acute-phase response genes.",Included
242,Irradiation of mouse brain: effects on incorporation of tyrosine-14C into catecholamines in vivo and on uptake of NE-14C by brain slices in vitro,Included
250,"Nephrotoxicity profiles and threshold dose values for [177Lu]-DOTATATE in nude mice. INTRODUCTION: In peptide receptor radionuclide therapy for neuroendocrine tumors the main dose-limiting tissue is found in the kidneys because of tubular reabsorption and retention of radioactivity. The aim of this study was to quantify late effects in renal cortex of nude mice exposed to high amounts of [(177)Lu]-DOTA-Tyr(3)-octreotate ([(177)Lu]-DOTATATE), and to determine whether a threshold dose value exists for these findings.METHODS: Nude mice were exposed to 90, 120 or 150 MBq of [(177)Lu]-DOTATATE. Renal toxicity was evaluated up to 6 months after injection. Blood samples were collected to examine renal functional markers, and after sacrifice at 6 months changes in renal morphology were explored. Tissue damage was estimated by quantifying the relative area of the different subunits in the renal cortex using point counting. Additional morphological signs of radiation damage were also noted. The absorbed doses to the kidneys were estimated by previously determined kidney pharmacokinetics and Monte Carlo simulations for different assumptions regarding the activity distribution.RESULTS: Increased serum creatinine and urea values indicated long-term renal toxicity. The tissue area occupied by proximal tubules decreased with increasing doses of [(177)Lu]-DOTATATE, whereas the other subunits in cortex slightly increased. The mean absorbed dose in the renal cortex for [(177)Lu]-DOTATATE was estimated to be 35-58 Gy for the different groups of animals. A dose-response relationship was observed for proximal tubular damage, and a threshold dose value of 24 Gy (BED 37 Gy) was determined.CONCLUSIONS: Selective morphological changes in kidney cortex of nude mice were quantified and appeared in a dose dependent manner after injection of high amounts of [(177)Lu]-DOTATATE.",Included
264,"Implication of prostaglandins and histamine H<inf>1</inf> and H<inf>2</inf> receptors in radiation-induced temperature responses of rats. Exposure of rats to 1-15 Gy gamma radiation (<sup>60</sup>Co) induced hyperthermia, whereas 20-200 Gy induced hypothermia. Exposure either to the head or the whole body to 10 Gy induced hyperthermia, while body-only exposure produced hypothermia. This observation indicates that radiation-induced fever is a result of a direct effect on the brain. The hyperthermia due to 10 Gy was significantly attenuated by the pre- or post-treatment with a cyclooxygenase inhibitor, indomethacin. Hyperthermia was also altered by the central administration of a mu-receptor antagonist naloxone but only at low doses of radiation. These findings suggest that radiation-induced hyperthermia may be mediated through the synthesis and release of prostaglandins in the brain and to a lesser extent to the release of endogenous opioid peptides. The release of histamine acting on H<inf>1</inf> and H<inf>2</inf> receptors may be involved in radiation-induced hypothermia, since both the H<inf>1</inf> receptor antagonist, mepyramine, and H<inf>2</inf> receptor antagonist, cimetidine, antagonized the hypothermia. The results of these studies suggest that the release of neurohumoral substances induced by exposure to ionizing radiation is dose dependent and has different consequences on physiological processes such as the regulation of body temperature. Furthermore, the antagonism of radiation-induced hyperthermia by indomethacin may have potential therapeutic implications in the treatment of fever resulting from accidental irradiations.",Included
270,"High dietary iron increases oxidative stress and radiosensitivity in the rat retina and vasculature after exposure to fractionated gamma radiation. Radiation exposure in combination with other space environmental factors including microgravity, nutritional status, and deconditioning is a concern for long-duration space exploration missions. Astronauts experience altered iron homeostasis due to adaptations to microgravity and an iron-rich food system. Iron intake reaches three to six times the recommended daily allowance due to the use of fortified foods on the International Space Station. Iron is associated with certain optic neuropathies and can potentiate oxidative stress. This study examined the response of eye and vascular tissue to gamma radiation exposure (3 Gy fractionated at 37.5 cGy per day every other day for 8 fractions) in rats fed an adequate-iron diet or a high-iron diet. Twelve-week-old Sprague-Dawley rats were assigned to one of four experimental groups: adequate-iron diet/no radiation (CON), high-iron diet/no radiation (IRON), adequate-iron diet/radiation (RAD), and high-iron diet/radiation (IRON+RAD). Animals were maintained on the corresponding iron diet for 2 weeks before radiation exposure. As previously published, the high-iron diet resulted in elevated blood and liver iron levels. Dietary iron overload altered the radiation response observed in serum analytes, as evidenced by a significant increase in catalase levels and smaller decrease in glutathione peroxidase and total antioxidant capacity levels. 8-OHdG immunostaining, showed increased intensity in the retina after radiation exposure. Gene expression profiles of retinal and aortic vascular samples suggested an interaction between the response to radiation and high dietary iron. This study suggests that the combination of gamma radiation and high dietary iron has deleterious effects on retinal and vascular health and physiology.",Included
290,Gamma-knife radiosurgery for brain metastasis of renal cell carcinoma: Results in 42 patients,Included
307,"Study of antioxidative effects and anti-inflammatory effects in mice due to low-dose X-irradiation or radon inhalation. Low-dose irradiation induces various stimulating effects, especially activation of the biological defense system including antioxidative and immune functions. Oxidative stress induced by reactive oxygen species (ROS) can cause cell damage and death and can induce many types of diseases. This paper reviews new insights into inhibition of ROS-related diseases with low-dose irradiation or radon inhalation. X-irradiation (0.5 Gy) before or after carbon tetrachloride (CCl4) treatment inhibits hepatopathy in mice. X-irradiation (0.5 Gy) before ischemia-reperfusion injury or cold-induced brain injury also inhibits edema. These findings suggest that low-dose X-irradiation has antioxidative effects due to blocking the damage induced by free radicals or ROS. Moreover, radon inhalation increases superoxide dismutase activity in many organs and inhibits CCl4-induced hepatic and renal damage and streptozotocin-induced type I diabetes. These findings suggest that radon inhalation also has antioxidative effects. This antioxidative effect against CCl4-induced hepatopathy is comparable to treatment with ascorbic acid (vitamin C) at a dose of 500 mg/kg weight, or alpha-tocopherol (vitamin E) treatment at a dose of 300 mg/kg weight, and is due to activation of antioxidative functions. In addition, radon inhalation inhibits carrageenan-induced inflammatory paw edema, suggesting that radon inhalation has anti-inflammatory effects. Furthermore, radon inhalation inhibits formalin-induced inflammatory pain and chronic constriction injury-induced neuropathic pain, suggesting that radon inhalation relieves pain. Thus, low-dose irradiation very likely activates the defense systems in the body, and therefore, contributes to preventing or reducing ROS-related injuries, which are thought to involve peroxidation.",Included
325,[Origin of corasole convulsions in rats at different periods after the action of ionizing radiations],Included
333,Regional changes in brain serotonin after head x-irradiation and its significance in the potentiation of barbiturate hypnosis,Included
342,[Cytochemical study of proteins and RNA in individual spinal cord motor neurons and intervertebral ganglion neurons of rats following space flight]. By the methods of quantitative cytochemistry the content of RNA cytoplasmatic protein was measured in motoneurons of anterior horns of the spinal cord and neurons of spinal ganglia of rats after their 22-day space flight. The exposure did not alter the content of RNA in motoneurons of the anterior horns of the spinal cord and reduced the value in large neurons of spinal ganglia. The flight diminished significantly the protein content in the cytoplasm of motoneurons and neurons of spinal ganglia as compared with the preflight level. On the 27th postflight day the RNA content in motoneurons of the anterior horns of the spinal cord increased and that in neurons of spinal ganglia did not differ from the preflight level. On the 27th postflight day the protein content in the cytoplasm of motoneurons returned to the preflight level and remained decreased in the cytoplasms of large neurons of spinal ganglia.,Included
345,"[The effect of one-time external gamma irradiation at different stages of ontogeny on the thyroid status of rats]. A single external gamma-irradiation (1 Gy) of rats on day 35 of their life causes stable structural and functional disturbances in the thyroid gland leading to the development of hypothyrosis at the remote times following irradiation which is demonstrated by the decrease in the concentration of thyroxine in the blood, increase in the thyrotropic function of the hypophysis and inhibition of the activity of tyrosine-dependent enzyme, alpha-glycerophosphate dehydrogenase, in the liver. Disturbances induced by such exposure in the thyroid gland of adult rats are insignificant and compensatory in time.",Included
348,[Lipoproteins in the serum and various organs of irradiated mice],Included
349,"The Impact of body-only proton radiation on immune-CNS communication. Hematopoietic stem cell transplant (HSCT) is an established treatment for many hematological disorders including lymphomas and leukemias. Although the prognosis after HSCT has historically been poor, associated with high mortality rates, advances in treatment have led to increases in long-term survival and, consequently, an increased risk for neuropsychological dysfunction. Roughly 40% of all allogeneic HSCTs performed in 2006-2010 involved total body irradiation (TBI) conditioning. Previously, we reported that many TBI-induced changes in splenic phagocytic populations were mitigated by chlorisondamine (CHL), a non-selective nicotinic blocker that crosses the blood-brain barrier. In this study, we characterized the effects of body-only proton irradiation (excluding brain) and CHL on the response to a bacterial challenge in 8- to 10-week-old female C57BL/6 mice. Mice were given CHL (1 mg/kg, i.p.) and irradiated (0 or 3 Gy) 60-90 min later. Ten days post-irradiation, mice were inoculated with 5e7 CFU of Escherichia coli (i.p.) and euthanized 90-120 min later. We characterized blood and splenic leukocyte population distributions (flow cytometry and hematology), cytokine levels (multiplexed cytokine analysis) and oxidative burst capacity. Radiation decreased virtually all splenic leukocyte counts while increasing oxidative burst capacity. In the blood, radiation decreased lymphocytes but increased innate subsets. Sympathetic blockade did not counter most of these radiation effects. This suggests that the disruptive effect of TBI on brain-immune communication is dependent on direct exposure to the brain.",Included
353,[Raising the radiosensitivity of the nervous system with the aid of enzyme antagonists evoking disturbance of oxidative processes],Included
357,Carcinoma of maxillary antrum: the role of pre-operative irradiation,Included
363,"A clonogenic survival assay of neural stem cells in rat spinal cord after exposure to ionizing radiation. Neural stem cells play an important role in neurogenesis of the adult central nervous system (CNS). Inhibition of neurogenesis has been suggested to be an underlying mechanism of radiation-induced CNS damage. Here we developed an in vivo/ in vitro clonogenic assay to characterize the survival of neural stem cells after exposure to ionizing radiation. Cells were isolated from the rat cervical spinal cord and plated as single cell suspensions in defined medium containing epidermal growth factor and basic fibroblast growth factor. The survival of the proliferating cells was determined by their ability to form neurosphere colonies. The number and size of neurospheres were analyzed quantitatively at day 10, 12, 14 and 16 after plating. Plating cells from 5, 10 and 15 mm of the cervical spinal cord resulted in a linear increase in the number of neurospheres from day 10-16. Compared to the nonirradiated spinal cord, there was a significant decrease in the number and size of neurosphere colonies cultured from a 10-mm length of the rat spinal cord after a single dose of 5 Gy. When dissociated neurospheres derived from a spinal cord that had been irradiated with 5 Gy were allowed to differentiate, the percentages of neurons, oligodendrocytes and astrocytes as determined by immunocytohistochemistry were not altered compared to those from the nonirradiated spinal cord. Secondary neurospheres could be obtained from cells dissociated from primary neurospheres that had been cultured from the irradiated spinal cord. In conclusion, exposure to ionizing radiation reduces the clonogenic survival of neural stem cells cultured from the rat spinal cord. However, neural stem cells retain their pluripotent and self-renewing properties after irradiation. A neurosphere-based assay may provide a quantitative measure of the clonogenic survival of neural stem cells in the adult CNS after irradiation.",Included
