,titleabstract,decision
79,"[The dendritic spines of the pyramidal neurons in layer V of the rat sensorimotor cortex following a 14-day space flight]. There was made a quantitative study of the influence of 14 days space flight (""Kosmos-2044"") on dendritic spine (DS) density of the layer V pyramidal neurons of rat sensomotor cortex. There was found an increase of the number of apical DS lying in the layers III-IV in the flight group only. Number of DS on oblique dendrites was increased in the III-IV cortical layers both in the flight and tail-suspended rats. There was also an increase in the number of DS on basal dendrites in all experimental groups. Obtained data are compared with similar 7 days flight results (""Kosmos-1667"") and other data of nervous tissue plasticity in weightlessness.",Included
82,"Thyroidal radioiodine uptake and thyrotropic potency of the pituitary in a freshwater catfish, Mystus vittatus (Bloch), in response to L-thyroxin, antithyroid drugs, and heavy doses of 131-I",Included
85,"The effect of exposure to 60Co accelerated electrons and gamma quanta on the activity of oxidative and hydrolytic enzymes in the rat brain. [Russian]. In experiments with 112 male Wistar rats it was shown that accelerated electrons (85 Gy) caused a significant increase in activities of succinate dehydrogenase (SDG) by 15.8% and lactate dehydrogenase (LDG) by 17.0%, and a decrease in activities of alkaline phosphatase (AP) and monoamine oxidase (MAO) by 10.6 and 7.8% respectively within the sensorimotor region of the cerebral cortex immediately after irradiation. Activity of SDG and MAO decreased (by 16.4% and 7.8% respectively) in the caudate nucleus over the same period of time. An increase in the accelerated electron dose from 85 to 500 Gy did not change the direction and the rate of the radiation response of the enzymes. Exposure of rats to 60Co gamma quanta (75 Gy) increased SDG and LDG activity (by 21.4 and 17.3% respectively) within the sensorimotor cortex as late as 10 min after irradiation. A repeated significant increase in SDG and LDG activity was observed 2 hr after irradiation.",Included
94,Taming the beast: treating associated aneurysms to reduce risk of hemorrhage after radiosurgery for arteriovenous malformations,Included
101,"Spatial learning and memory deficits induced by exposure to iron-56-particle radiation. It has previously been shown that exposing rats to particles of high energy and charge (HZE) disrupts the functioning of the dopaminergic system and behaviors mediated by this system, such as motor performance and an amphetamine-induced conditioned taste aversion; these adverse behavioral and neuronal effects are similar to those seen in aged animals. Because cognition declines with age, spatial learning and memory were assessed in the Morris water maze 1 month after whole-body irradiation with 1.5 Gy of 1 GeV/nucleon high-energy (56)Fe particles, to test the cognitive behavioral consequences of radiation exposure. Irradiated rats demonstrated cognitive impairment compared to the control group as seen in their increased latencies to find the hidden platform, particularly on the reversal day when the platform was moved to the opposite quadrant. Also, the irradiated group used nonspatial strategies during the probe trials (swim with no platform), i.e. less time spent in the platform quadrant, fewer crossings of and less time spent in the previous platform location, and longer latencies to the previous platform location. These findings are similar to those seen in aged rats, suggesting that an increased release of reactive oxygen species may be responsible for the induction of radiation- and age-related cognitive deficits. If these decrements in behavior also occur in humans, they may impair the ability of astronauts to perform critical tasks during long-term space travel beyond the magnetosphere.",Included
107,"Progress of memory function after radiation therapy in patients with nasopharyngeal carcinoma. The authors evaluated the late neurocognitive profile and progress of memory functions in 60 patients with primary nasopharyngeal carcinoma who had been treated with radiation therapy for more than 2 years. Forty had imaging evidence of temporal lobe injury (TLI-positive), and 20 did not (TLI-negative). The patients and 19 healthy control subjects, matched with the patients for age and educational level, underwent extensive memory assessments. Seventeen patients (10 TLI-positive, 7 TLI-negative) were reassessed after an average of 28 months for progress of memory functions. The patient groups performed significantly worse on most memory tests compared with the normal subjects. Patients with memory complaints had lower scores for verbal memory than those without such complaints. The TLI-positive and TLI-negative groups did not differ significantly from each other in cognitive performance. At follow-up, visual memory performance had deteriorated, while verbal memory remained more stable.",Included
110,"Effects of 14 days of spaceflight and nine days of recovery on cell body size and succinate dehydrogenase activity of rat dorsal root ganglion neurons. The cross-sectional areas and succinate dehydrogenase activities of L5 dorsal root ganglion neurons in rats were determined after 14 days of spaceflight and after nine days of recovery. The mean and distribution of the cross-sectional areas were similar to age-matched, ground-based controls for both the spaceflight and for the spaceflight plus recovery groups. The mean succinate dehydrogenase activity was significantly lower in spaceflight compared to aged-matched control rats, whereas the mean succinate dehydrogenase activity was similar in age-matched control and spaceflight plus recovery rats. The mean succinate dehydrogenase activity of neurons with cross-sectional areas between 1000 and 2000 microns2 was lower (between 7 and 10%) in both the spaceflight and the spaceflight plus recovery groups compared to the appropriate control groups. The reduction in the oxidative capacity of a subpopulation of sensory neurons having relatively large cross-sectional areas immediately following spaceflight and the sustained depression for nine days after returning to 1 g suggest that the 0 g environment induced significant alterations in proprioceptive function.",Included
117,"Protective Effects of Magnesium Sulfate on Radiation Induced Brain Injury in Rats. OBJECTIVES: The effect of magnesium sulfate on brain tissue of SD rats irradiated by 6MeV electron was investigated.METHODS: SD rats were divided into three groups: control group, irradiation (IR group) and irradiation treated with magnesium sulfate (IR+M group). After being anesthetized, the whole brains of IR group and IR+M group were exposed to 6 MeV electron radiation. IR+M group was i.p. injected with 10% magnesium sulfate (400 mg/kg) one day before radiation and three days and five days after radiation. And on the 1st, 3rd, 7th and 14th day after radiation, SD rats were euthanatized to take brain tissue for the detection of calcium, redox status and cell apoptosis, as well as the expression of NF-kappaB and ICAM-1.RESULTS: The results indicated that magnesium treatment may alleviate the elevation of calcium and enhance redox status through increasing the activities of superoxide dimutase (SOD) and myeloperodase (MPO), and decreasing the concentration of malondialdehyde (MDA). Tunnel and immunohistochemistry assay suggested that treatment with magnesium decreased the apoptosis rate of brain cells and the expressions of caspase-3, respectively. Decline of the expression of NF-kappaB and ICAM-1 protein was observed after the treatment of magnesium.CONCLUSION: All the results demonstrated that magnesium may elicit protective effect against radiationinduced brain injury by reducing calcium overload, improving redox and inhibiting cell apoptosis. Moreover, magnesium significantly down-regulated the protein or mRNA levels of NF-kappaB and ICAM- 1. The findings may provide references for the application of magnesium in clinic for brain injury induced by radiation.",Included
119,"MR of brain radiation injury: Experimental studies in cats. Two of six cats receiving small-field, single-dose, brain irradiation of 35 Gy with 6 MeV photons developed brain abnormalities in the irradiated area on MR images at 6 and 8 months, respectively, after treatment. The lesions were of high intensity on T2-weighted images and did not enhance after IV administration of gadolinium-DTPA. An additional lesion in one of these cats displayed high signal on T2-weighted images and enhanced on T1-weighted images after IV gadolinium-DTPA. Pathologic correlation revealed that the nonenhancing T2-weighted lesions consisted of edema or demyelinated regions without inflammation while the gadolinium-enhanced lesion demonstrated necrosis with inflammatory infiltrate. Focal brain irradiation may produce noninflammatory demyelination and necrosis. These histologic entities may be potentially distinguished on MR with IV gadolinium-DTPA.",Included
125,[Problem of neurological symptoms in acute radiation sickness],Included
127,"Ultrastructural retinal changes after irradiation with fast neutrons. Morphological changes occurring in the rabbit retina after fast neutron irradiation levels of 250,500 and 1,000 cGy are discussed. The threshold dose that may cause damage to retinal structures is 250 cGy.",Included
132,"Increased risk of ischemic stroke after radiotherapy on the neck in patients younger than 60 years. PURPOSE: To estimate the risk of ischemic stroke in patients irradiated for head and neck tumors.PATIENTS AND METHODS: The incidence of ischemic stroke was determined in 367 patients with head and neck tumors (162 larynx carcinomas, 114 pleomorphic adenomas, and 91 parotid carcinomas) who had been treated with local radiotherapy (RT) at an age younger than 60 years. Relative risk (RR) of ischemic stroke was determined by comparison with population rates from a stroke-incidence register, adjusted for sex and age. Other risk factors for stroke (hypertension, smoking, hypercholesterolemia, diabetes mellitus [DM]) were registered. The median follow-up time after RT was 7.7 years (3,011 person-years of follow-up).RESULTS: Fourteen cases of stroke occurred (expected, 2.5; RR, 5.6; 95% confidence interval [CI], 3.1 to 9.4): eight in patients with laryngeal carcinoma (expected,1.56; RR, 5.1; 95% CI, 2.2 to 10.1), four in pleomorphic adenoma patients (expected, 0.71; RR, 5.7; 95% CI, 1.5 to 14.5), and two in parotid carcinoma patients (expected, 0.24; RR, 8.5, 95% CI, 1.0 to 30.6). Five of six strokes in patients irradiated for a parotid tumor occurred at the ipsilateral side. Analysis of other risk factors for cerebrovascular disease showed hypertension and DM to cause an increase of the RR after RT. After more than 10 years' follow-up, the RR was 10.1 (95% CI, 4.4 to 20.0). The 15-year cumulative risk of stroke after RT on the neck was 12.0% (95% CI, 6.5% to 21.4%).CONCLUSION: This is the first study to demonstrate an increased risk of stroke after RT on the neck. During medical follow-up, preventive measures should be taken to reduce the impact of the risk factors for cerebrovascular disease, to decrease stroke in these patients.",Included
145,"[The cAMP system in the cerebral cortex of irradiated rats in increased exogenous K+ levels]. Treatment of grey matter of irradiated (0.21 Cl/kg) rats by 60 mM of KCl causing depolarization of cell membranes leads to the increase of the cAMP content and to the decrease of adenylatecyclase activity. Dynamics of the enzyme activity with an increase of the external KCl concentration in control is to a considerable extent similar to that after irradiation, though the latter is more pronounced and a time shift is observed for maximal increase of a cAMP content and cAMP phosphodiesterase activity.",Included
162,"A study of the mechanism of cerebral hyperexcitability after irradiation. Whole-body irradiation at a lethal dose induced an early and transient perturbation of 3H-Muscimol specific binding in the mouse cerebellum. The density of high affinity binding sites was decreased and was associated with an increased affinity. This effect can explain early radio-induced cerebral hyperexcitability. Previous injection of cysteamine, which protects against cerebral hyperexcitability, also offers a good protection against this effect.",Included
170,"MRI changes in the rat hippocampus following proton radiosurgery. PURPOSE: To define radiographic dose-response relationships for proton radiosurgery using a rat brain model.METHODS AND MATERIALS: A group of 23 rats was treated with Bragg peak proton beam irradiation involving the right hippocampus. Single doses of 5, 12, 20, 30, 60, 90 and 130 cobalt gray equivalents (CGE) were delivered to groups of 3 animals using single fraction technique. One extra animal was included at the 130- and 30-CGE doses. Animals were imaged using a standard 1.5-tesla GE Signa MRI. A 3-inch surface coil was employed to obtain T1-weighted sagittal images (TR 600 and TE 30) and dual echo T2-weighted coronal images (TR 3,000 and TE 30/90). Animals were imaged at 1.5, 3, 4.5, 6 and 9 months. Volumetric analysis with custom software was done to evaluate areas of increased signal on T2-weighted images, and signal change versus time curves were generated. Gadolinium-enhanced T1-weighted imaging was also done at the 9-month time point to further evaluate tissue injury. The development of hydrocephalus was also examined.RESULTS: Peak tissue injury was greater and occurred earlier with higher versus lower doses of radiation. Statistically significant differences were seen between the 130- and 90-CGE animals and between the 90- and 60-CGE animals (p < 0.0016) using ANOVA. Signal changes can be seen in at least 1 of the animals at 20 CGE. The largest volume of tissue enhancement at 9 months was seen in animals at 60 CGE, which may represent an intermediate zone of tissue injury and gliosis compared with greater tissue loss at higher doses and less injury at lower doses. Hydrocephalus developed first in the untreated hemisphere in 130- and 90-CGE animals as a result of mass effect while it occurred at a later time in the treated hemisphere in lower-dose animals.CONCLUSIONS: Following single-dose proton radiosurgery of rat hippocampus, serial MRIs show T2 signal changes in animals ranging from 130 down to 20 CGE as well as the development of hydrocephalus. Dose-effect relationships using proton radiosurgery in rats will be a helpful step in guiding further studies on radiation injury to brain tissue.",Included
171,"[The analgesic action of narcotic analgesics and clopheline after the ionizing irradiation of rats]. The ionizing radiation (150 Gy) extended the rat tail flick latency, decreased the pain-relief effects of morphine and opioids and enhanced the analgesic effect of clopheline. The radiation was followed by a decrease of vocalization threshold with a reduction of morphine- and clopheline-induced analgesia. Naloxone (0.1 mg/kg) eliminated the postradiation analgesia and did not change the hyperalgesic effect of the radiation.",Included
185,"Relationship between histologic features and outcomes of carotid revascularization for radiation-induced stenosis. OBJECTIVE: This study aimed to elucidate the relationships between preoperative carotid imaging results, histologic characteristics, and surgical treatment outcomes of radiation-induced carotid stenosis (RICS), using control subjects without RICS for comparison.METHODS: We retrospectively reviewed records of 17 patients who underwent carotid revascularization for 22 instances of RICS, including 10 cases of carotid artery stenting (CAS), 11 cases of carotid endarterectomy (CEA), and 1 case of CEA with retrograde CAS, between July 2004 and April 2013. The controls were 475 patients with no history of radiation therapy who underwent carotid revascularization in a similar period. Preoperative magnetic resonance imaging (MRI), ultrasonography (US), and computed tomography angiography results were correlated with outcomes of histologic analysis of CEA specimens. End points included ipsilateral and contralateral stroke, myocardial infarction, restenosis, in-stent thrombosis, and target lesion revascularization.RESULTS: Vulnerable plaques on carotid MRI (86% vs 64.2%; P = .010) and mobile (27% vs 8.0%; P = .008) and ulcerative (50% vs 15.8%; P < .001) plaques on US were more frequent in the RICS group. All revascularization procedures were successful, and no occlusion occurred. Adverse events in the CAS group, including one minor stroke and one transient ischemic attack within 30 days as well as five ipsilateral neurologic events after 30 days, including three minor strokes and two transient ischemic attacks, were significantly more frequent than in the CEA group. All three cases of late ipsilateral stroke displayed vulnerable plaque on preoperative MRI and late in-stent thrombosis or restenosis on US.CONCLUSIONS: Our radiologic and histologic analyses revealed that advanced RICS is often accompanied by formation of vulnerable plaque. CEA can prevent undesirable late outcomes in such cases.",Included
186,Otolaryngologic sequelae of radiation therapy,Included
198,"Effects of external beam radiation in the rat tibial nerve after crush, transection and repair, or nerve isograft paradigms. INTRODUCTION: In head and neck surgery, radiation therapy is often administered to an injured nerve. Previous studies have examined the effects of either preoperative or postoperative radiation on nerve regeneration in rodents. In these studies, histomorphometric analysis was performed up to 8 month postoperatively. Given the exceptional neuroregenerative capacity of rodents, significant differences in nerve regeneration may go undetected if nerves are evaluated at such distant postoperative time points. This study is designed with a more appropriate model and investigates the effects of radiation after three common nerve injury paradigms.METHODS: Sixty-four Lewis rates were randomized to 8 groups corresponding to uninjured, tibial nerve crush, transection and repair, or reconstruction with isografts. Half of the animals in each of these paradigms (n = 8 per group) were treated with 10 Gy of external beam radiation to the site of nerve injury at 7 days postoperatively. On postoperative day 28, functional recovery and histomorphometric assessment was performed.RESULTS: For a given paradigm of nerve injury, no significant differences in nerve fiber number, neural density, neural debris, or fiber width were noted between the control and radiated groups, and radiation did not affect functional recovery.CONCLUSION: Radiation had no discernible effect on nerve regeneration or functional recovery in the rodent nerve injury models studied. All assessments were made at time points suitable for detecting differences in nerve regeneration between groups. These findings suggest that administration of radiation to fields containing injured peripheral nerve is unlikely to adversely affect functional outcomes.",Included
204,"PAK4 governs radiation-induced endothelial GRO-1alpha-CXCR2 signaling and angiogenesis in glioma. Aberrant neovascularization is a pathological hallmark of glioblastoma that correlates with poor clinical outcome. Factors that drive endothelial proliferation, recruitment into the tumor and angiogenesis in the context of radiotherapy are potentially novel therapeutic targets for glioma. Our studies showed high expression of p21-activated kinase 4 (PAK4) in gliomas; analyses of conditioned medium (CM) prepared from shRNA-mediated PAK4-knockdown (PAK4.sh) glioma cells using a human angiogenesis array showed a significant downregulation in key angiogenic factors including Gro-1alpha. Treatment of human brain microvascular endothelial cells (HBMECs) with CM from PAK4.sh-cells significantly inhibited endothelial proliferation, migration and microtubule formation compared with controls. PAK4.sh-CM treatment also suppressed CXCR2 receptor activation and decreased the expression levels of p-Stat3, MMP-2 and cyclin D1 in HBMECs. Ionizing radiation (IR, 8 Gy) activated Gro-1alpha-CXCR2 signaling in HBMECs, and induced high levels of endothelial capillary network formation on matrigel. On the other hand, PAK4.sh inhibited IR-induced angiogenesis by decreasing Gro-1alpha and CXCR2 levels in HBMECS. Further, in vivo experiments with orthotopic intracranial tumors in nude mice showed growth suppression in PAK4.sh tumors compared to control tumors. Immunohistochemical analyses of brain tumor sections showed a significant decrease in MMP-2 in PAK4.sh tumors. In summary, our studies emphasize a novel role of PAK4 as a critical mediator of tumor-endothelial cell interactions via Gro-1alpha-CXCR2signaling, and in vivo tumor growth suppression by PAK4 depletion indicates its therapeutic potential in the treatment of glioma.",Included
206,"Paralysis following stereotactic spinal irradiation in pigs suggests a tolerance constraint for single-session irradiation of the spinal nerve. BACKGROUND AND PURPOSE: Paralysis observed during a study of vertebral bone tolerance to single-session irradiation led to further study of the dose-related incidence of motor peripheral neuropathy.MATERIALS AND METHODS: During a bone tolerance study, cervical spinal nerves of 15 minipigs received bilateral irradiation to levels C5-C8 distributed into three dose groups with mean maximum spinal nerve doses of 16.9 +/- 0.3 Gy (n=5), 18.7 +/- 0.5 Gy (n=5), and 24.3 +/- 0.8 Gy (n=5). Changes developing in the gait of the group of pigs receiving a mean maximum dose of 24.3 Gy after 10-15 weeks led to the irradiation of two additional animals. They received mean maximum dose of 24.9 +/- 0.2 Gy (n=2), targeted to the left spinal nerves of C5-C8. The followup period was one year. Histologic sections from spinal cords and available spinal nerves were evaluated. MR imaging was performed on pigs in the 24.9 Gy group.RESULTS: No pig that received a maximum spinal nerve point dose <=19.0 Gy experienced a change in gait while all pigs that received >=24.1 Gy experienced paralysis. Extensive degeneration and fibrosis were observed in irradiated spinal nerves of the 24.9 Gy animals. All spinal cord sections were normal. Irradiated spinal nerve regions showed increased thickness and hypointensity on MR imaging.CONCLUSION: The single-session tolerance dose of the cervical spinal nerves lies between 19.0 and 24.1 Gy for this model.",Included
214,Low-grade glioma: a challenge in therapeutic options: the role of radiotherapy,Included
219,"Role of nitric oxide synthase, superoxide dismutase, and glutathione peroxidase in radiation-induced decrease in norepinephrine release",Included
