,decision,titleabstract
1317,Excluded,"Effects of mobile phone emissions on human brain activity and sleep variables Purpose: To compare the findings of the main studies that have examined the effects of GSM mobile phone radiofrequency emissions on human brain activity and sleep variables. Material(s) and Method(s): Fourteen published studies reporting on human brain electrical activity measurements during and/or after such radiofrequency emissions were identified and compared. Conclusion(s): Although, in general, outcomes have been inconsistent and comparison between individual studies is difficult, enhanced electroencephalogram alpha-band power has been noted in several of the studies, a phenomenon also observed in some animal studies. Performance decrements observed in some recent extremely low frequency studies are consistent with enhanced alpha-band power, highlighting the possible role of extremely low frequency fields associated with battery current in mobile phone handsets. However, more complex cognitive tasks appear to show improved performance in relation to mobile phone exposure. Significant cognitive effects have been reported using both modulated and unmodulated radiofrequency carriers. The possibility of putative effects being due to extremely low frequency demodulation is therefore unlikely. There are no obvious associations between the site of exposure and regions of the brain from which effects are reported or implied. Lastly, radiofrequency effects have been reported to occur both during exposure and up to 1 h or so after cessation of exposure."
1602,Excluded,"Repeatability of PET with <sup>89</sup>Zirconium-labeled monoclonal antibodies for quantification of antibody biodistribution Objectives: PET with <sup>89</sup>Zirconium (<sup>89</sup>Zr) labeled monoclonal antibodies (mAbs) can be used for in vivo quantification of antibody biodistribution and may improve prediction of efficacy and toxicity of mAb treatment. Knowledge about repeatability of these measurements is required to ensure correct interpretation, especially when assessing differences between antibody biodistributions. However, repeatability of <sup>89</sup>Zr-mAb PET is unknown, as radiation exposure is significant, thereby limiting test-retest studies. The aim of this study was to estimate the contribution of image reconstruction to the repeatability of tissue uptake of <sup>89</sup>Zr-mAb for quantification of antibody biodistribution. Method(s): Three clinical <sup>89</sup>Zr-mAb PET datasets were included: <sup>89</sup>Zr-antiCD20 (1, 72, 144 h post injection (p.i.) of 74MBq, n=7), <sup>89</sup>Zr-cetuximab (1, 72, 144 h p.i. of 37MBq, n=7) and <sup>89</sup>Zr-antiCD44 (1, 24, 96 h p.i. of 37MBq, n=13). For all original images tissue volumes of interest (VOI) were defined. Manual delineation of complete organs (volume range 107-4377 mL) was used to obtain liver, spleen, lung, kidney and brain VOI. Fixed size VOI of 2.1 and 8.6 mL were placed in aortic arch and lumbar vertebrae to sample blood pool and bone marrow, respectively. Next, original PET list mode data were split before reconstruction, simulating test-retest scans. All VOI were applied to these test-retest scans. Mean activity concentrations (AC) were derived from these VOI. Repeatability was assessed using Bland-Altman plots (percentage difference versus mean activity concentration in Bq/mL, limits of agreement (LOA)), and repeatability coefficients (RC) were calculated (1.96xSD of the mean percentage difference). Result(s): Repeatability for all mAbs decreased with time. For <sup>89</sup>Zr-antiCD44 (18MBq), RCs were 8.0, 10.4 and 16.5% at 1, 24 and 96 h p.i., respectively. RCs for larger, manual VOIs were 7.2%, while RCs for smaller, fixed size VOIs were 28% at 96 h p.i. (Figure 1). For <sup>89</sup>Zr-antiCD20 (18MBq)/<sup>89</sup>Zr-cetuximab (18MBq), RCs for all VOIs were 13.7/9.9, 17.9/14.9 and 26.1/24.6% at 1, 72 and 144 h p.i., respectively. For a higher injected dose, repeatability improved. For 37MBq of <sup>89</sup>Zr-antiCD20, RCs were 8.2, 9.9 and 22.6% at 1, 72 and 144 hours p.i., respectively. Conclusion(s): For large, manually delineated tissue VOI a lower RC was obtained compared with smaller, fixed sized VOI. In general, RC of tissue uptake of <sup>89</sup>Zr-mAb was around 15 and 25% for imaging at 72 and 144 h p.i., respectively. Changes in biodistribution beyond this established range of repeatability are likely due to biological effects."
1227,Excluded,"Subsequent brain metastasis responses to epidermal growth factor receptor tyrosine kinase inhibitors in a patient with non-small-cell lung cancer In response to the paper by Popat et al. ""Recurrent responses to non-small-cell lung cancer brain metastases with erlotinib"", we wish to report a similar case and to provide comments. A 32-year-old Chinese never-smoker female presented a primary lung adenocarcinoma with brain metastasis and three subsequent responses to EGFR tyrosine kinase inhibitors (gefitinib and erlotinib). Direct sequencing of epidermal growth factor receptor (EGFR) gene exons 18 to 21 and K-ras gene was performed on tissue obtained from initial biopsies and post-chemotherapy surgical specimens. An EGFR exon 21 L858R point mutation was identified on pre- and post-chemotherapy samples. K-ras mutations and EGFR exon 20 T790M point mutations were not detected. Moreover, EGFR protein overexpression was observed by immunohistochemistry as well as EGFR gene high polysomy by fluorescent in situ hybridization. These case suggest that re-challenging patients with NSCLC several times with EGFR-TKI should be considered when progressive disease is observed under chemotherapy. However, we do not yet know whether this option should be considered in light of tumor molecular evaluation, or whether it should be proposed to patients who experienced a clinical response after a first administration. © 2007 Elsevier Ireland Ltd. All rights reserved."
2637,Excluded,"Stereotactic body radiation therapy using tomotherapy for single or multiple vertebral metastases Purpose/Objective(s): Conventional radiation therapy has been used to treat vertebral metastases (VM), but because of the dose constraint to the spinal cord, high enough doses to obtain long-term remission cannot necessarily be delivered. By using tomotherapy, the spinal cord dose can be lowered and higher doses can be delivered to VM. The purpose of this study was to evaluate efficacy and toxicity of stereotactic body radiation therapy (SBRT) for single or multiple VM using tomotherapy. Materials/Methods: Between October 2010 and January 2012, 27 patients (primary cancer: gastrointestinal 6, urethral 5, prostate 5, lung 5, breast 3, others 3) with 32 VM (location: cervical 3, thoracic 18, lumber 11) were treated with SBRT as initial radiation therapy. All patients treated on this protocol had WHO performance status 0-2 and could keep position on an immobilization device for > 20 minutes. Before SBRT, 2- mm-thick CT and MR images were obtained and the tumor and neighboring vertebral structures were contoured as the clinical target volume (CTV). The planning target volume was CTV plus 5 mm. Either 40 Gy in 8 fractions or 48 Gy in 16 fractions were prescribed depending on Katagiri's prognostic index. The radiation dose to the spinal cord and other risk organs were reduced to the tolerance levels using intensity modulation. One to 4 lesions in consecutive vertebrae were treated in one course of SBRT. Radiological (CT and/or MRI) and physical examinations were performed at 1-3 month intervals after SBRT. Birthel index (BI), numerical rating scale (NRS) and the National Cancer Institute Common Terminology Criteria ver 4.0 were used to evaluate activities of daily living (ADL), pain and toxicity. Result(s): Treatment times were within 15-20 minutes. A median followup period was 5 months (range, 1-14). Compared to pretreatment status, the majority of VM patients (29/32) had prompt pain relief within 4 weeks after SBRT. The NRS significantly dropped at 1 month after SBRT (4.0 +/- 0.8 [SE] vs. 1.0 +/- 0.2, p < 0.0001) and the effect continued over 2 months. Significant BI decrease was not observed at 2 months after SBRT (84 +/- 16 vs. 86 +/- 18, p = 0.7). BI decrease resulting from VM enlargement was observed in only 2 patients. They occurred during SBRT course and 9 months after SBRT, respectively. One Grade 3 dermatitis developed at 3 months after SBRT. One patient had Grade 2 ileus and 2 had Grade 1 neuralgia, although direct association with SBRT was not clear. No pneumonitis was observed in 18 patients with thoracic VM. No grade > 2 neurologic toxicity resulting from SBRT was observed. Conclusion(s): This is the first report on successful SBRT for bone metastases in up to 4 consecutive vertebrae using tomotherapy. Good ADL control and palliation of pain were achieved with acceptable toxicity by SBRT using tomotherapy."
1731,Excluded,"Fail-Safe Therapy by Gamma-Ray Irradiation Against Tumor Formation by Human-Induced Pluripotent Stem Cell-Derived Neural Progenitors Cell replacement therapy holds great promise for Parkinson's disease (PD), but residual undifferentiated cells and immature neural progenitors in the therapy may cause tumor formation. Although cell sorting could effectively exclude these proliferative cells, from the viewpoint of clinical application, there exists no adequate coping strategy in the case of their contamination. In this study, we analyzed a component of proliferative cells in the grafts of human-induced pluripotent stem cell-derived neural progenitors and investigated the effect of radiation therapy on tumor formation. In our differentiating protocol, analyses of neural progenitors (day 19) revealed that the proliferating cells expressed early neural markers (SOX1, PAX6) or a dopaminergic neuron progenitor marker (FOXA2). When grafted into the rat striatum, these immature neurons gradually became postmitotic in the brain, and the rosette structures disappeared at 14 weeks. However, at 4-8 weeks, the SOX1(+)PAX6(+) cells formed rosette structures in the grafts, suggesting their tumorigenic potential. Therefore, to develop a fail-safe therapy against tumor formation, we investigated the effect of radiation therapy. At 4 weeks posttransplantation, when KI67(+) cells comprised the highest ratio, radiation therapy with (137)Cs Gammacell Exactor for tumor-bearing immunodeficient rats showed a significant decrease in graft volume and percentage of SOX1(+)KI67(+) cells in the graft, thus demonstrating the preventive effect of gamma-ray irradiation against tumorigenicity. These results give us critical criteria for the safety of future cell replacement therapy for PD."
1561,Included,Neuroendocrine disorders at long term in persons exposed to ionizing radiation after the accident at the Chernobyl Atomic Electric Power Station. [Russian] Endocrinous and metabolism disorders were studied in the remote period in persons subjected to the effect of ionizing radiation after the Chernobyl atomic station accident. Results of the investigation revealed: disorders of the synthesis of sex hormones with small radiation doses; serotonin in increased concentration produced at the level of the hypothalamus a modulating effect on the pituitary-adrenocortical system causing its functional tension; persisting functional changes in the central regulation link--the hypothalamus.
1659,Excluded,"Safety of 3 Tesla Magnetic Resonance Imaging in Patients with Sickle Cell Disease Sickle cell disease (SCD) is a well-characterized hemoglobinopathy affecting more than 20 million individuals worldwide and carries an increased risk of cerebral vasculopathy, cerebral infarct, and stroke. As mechanisms of cerebral infarction in SCD are partly attributable to microvascular vaso-occlusive crises, manifesting as altered cerebral blood flow and associated impaired oxygen delivery, magnetic resonance imaging (MRI) methods that can quickly provide a comprehensive perspective on structural and functional disease status, without exogenous contrast administration or ionizing radiation, have emerged as crucial clinical tools for surveillance. However, early ex vivo MRI work in suspended erythrocytes containing hemoglobin S at 0.35 Tesla (T) suggested that sickled erythrocytes can orient preferentially in the presence of an external magnetic field, and as such, it was suggested that MRI exams in sickle cell hemoglobinopathy could induce vaso-occlusion. While this observation has generally not impacted clinical imaging in individuals with SCD, it has led to resistance for some sickle cell studies within the engineering community among some imaging scientists as this early observation has never been rigorously shown to be unconcerning. Here, we performed MRI at the clinical field strength of 3 T in 172 patients with SCD, which included standard anatomical and angiographic assessments together with gold standard diffusion-weighted imaging (DWI; spatial resolution = 1.8 x 1.8 x 4 mm; b-value = 1000 s/mm<sup>2</sup>) for acute infarct assessment (performed approximately 20 min after patient introduction to the field isocenter). The presence of vasculopathy, as well as chronic and acute infarcts, was evaluated by two independent board-certified radiologists using standard clinical criteria. In these patients (52.3% female; mean age = 19.6 years; age range = 6-44 years), hematocrit (mean = 25.8%; range = 15-36%), hemoglobin phenotype (87.8% HbSS variant), presence of silent infarct (44.2%), and overt chronic infarct (13.4%) were consistent with a typical SCD population; however, no participants exhibited evidence of acute infarction. These findings are consistent with 3 T MRI not inducing acute infarction or vaso-occlusion in individuals with SCD and suggest that earlier low-field ex vivo work of erythrocytes in suspension is not a sufficient cause to discourage MRI scans in patients with SCD."
1290,Excluded,"A convolutional neural network to filter artifacts in spectroscopic MRI PURPOSE: Proton MRSI is a noninvasive modality capable of generating volumetric maps of in vivo tissue metabolism without the need for ionizing radiation or injected contrast agent. Magnetic resonance spectroscopic imaging has been shown to be a viable imaging modality for studying several neuropathologies. However, a key hurdle in the routine clinical adoption of MRSI is the presence of spectral artifacts that can arise from a number of sources, possibly leading to false information.METHODS: A deep learning model was developed that was capable of identifying and filtering out poor quality spectra. The core of the model used a tiled convolutional neural network that analyzed frequency-domain spectra to detect artifacts.RESULTS: When compared with a panel of MRS experts, our convolutional neural network achieved high sensitivity and specificity with an area under the curve of 0.95. A visualization scheme was implemented to better understand how the convolutional neural network made its judgement on single-voxel or multivoxel MRSI, and the convolutional neural network was embedded into a pipeline capable of producing whole-brain spectroscopic MRI volumes in real time.CONCLUSION: The fully automated method for assessment of spectral quality provides a valuable tool to support clinical MRSI or spectroscopic MRI studies for use in fields such as adaptive radiation therapy planning."
654,Excluded,"Lymphopoiesis in the chicken pineal gland Pineal lymphoid development was studied in two breeds of chickens from hatching until sexual maturity. No lymphocytes were found in the pineal prior to 9 days of age (da). Lymphocytes migrate through the endothelium of venules into the pineal stroma. Lymphoid tissue reached its maximal accumulation in 32-da pineal glands of both breeds. At this age, the New Hampshire (NH) breed had a larger proportion of lymphoid volume to total pineal volume (32%) than did pineal glands from White Leghorn (WL) chickens (18%). Averaged over the period 23 to 62 da, NH chickens (a heavy breed) had a lymphoid volume (0.753 mm 3) that was about three times greater (P less than 0.05) than that of the lighter WL breed (0.251 mm 3). Lymphocytes are able to enter cerebrospinal fluid form lymphoid accumulations (LA) embedded in the choroid plexus by migrating between choroid ependymal cells. The 122-da chickens typically lacked lymphoid tissue in the pineal gland with the exception of occasional LA contained in capsular tissue. Surgical bursectomy, thymectomy, or their combination at hatching followed with whole-body irradiation (IR) at 24 hours postsurgery inhibited the initial influx of lymphocytes usually seen in 9-da pineal glands. Also, these treatments prevented formation of germinal centers normally found in the pineal at 3 and 5 weeks and reduced total pineal volume at each age examined. However, pineal lymphoid volume of the surgical-IR group did not differ from control-IR chickens at either 3 or 5 weeks. Pineal glands from birds made agammaglobulinemic (bursa-cell depleted) by cyclophosphamide treatment in ovo were devoid of germinal centers, although thin strands of lymphocytes were usually found along venous sinuses. These dissociation studies suggest that the normal expression of lymphoid tissue in the chicken pineal gland is dependent on the bursa and thymus. Furthermore, these observations indicate that the pineal gland should be considered a functional component of the chicken's lymphomyeloid complex."
213,Included,"Alterations in rat brain neurogenesis following exposure to fractionated doses of ionizing radiation Ionizing radiation commonly used in the radiotherapy of brain tumours can cause adverse side effects to surrounding normal brain tissue. The adult mammalian subventricular zone (SVZ) of the brain lateral ventricles (LV) and their subsequent lateral ventricular extension, the rostral migratory stream (RMS), is one of the few areas, which retains the ability to generate new neurons and glial cells throughout life. The aim of the present study was to investigate the occurence of radiation-induced alterations of forebrain's neurogenesis. Adult male Wistar rats were investigated 30, 60 or 90 days after whole-body irradiation with fractionated doses of gamma rays (the total dose of 4 Gy). For the study of alterations of the numbers of proliferating cells and precise identification of cell specific phenotype through the migratory pathway, the immunohistochemistry for either doublecortin (DCX), cell marker for immature neurons or glial fibrillary acid protein (GFAP) for labeling of astrocytes were used. However, the data from quantitative analysis of the numbers of proliferating cells are still under evaluation, our preliminary results showed, that fractionated irradiation has long-lasting effect on extent of neurogenesis in this radiosensitive region. Obtained results should have implications for clinical radiotherapy to avoid complications in therapeutic brain irradiation."
642,Included,"Does the robotic platform reduce the morbidity associated with combined radical surgery and adjuvant radiation for early cervical cancer? Objectives: Open radical hysterectomy (RH) followed by adjuvant radiation (XRT) for cervical cancer has been associated with high morbidity; however, RHs are now often performed robotically. We examined if the robotic platform decreases the morbidity associated with radical surgery followed by adjuvant XRT. Method(s): A retrospective cohort study of patients with cervical cancer undergoing RH from 1995-2013 was performed. Clinical and pathologic data were obtained from the medical record. Long-term (LT) complications were defined as urinary and/or bowel complications, and lymphedema presenting more than 30 days after completion of therapy. Complications were graded. Grade 1 was mild symptoms and easily treated. Grade 2 was symptoms resolving with long-term medical therapy. Grade 3 was major symptoms requiring surgery or invasive procedures. The X<sup>2</sup> and student t tests were used for analysis. Result(s): Overall, 243 patients underwent RH for cervical cancer. The open surgical approach was used in 43% (n = 104) and the robotic approach was used in 57% (n = 139). Eighty-three patients (34.2%) required adjuvant XRT. XRT was associated with increased risk of LT complication (28.9% vs 7.0% P <.001). LT complications included lymphedema (n = 18), bowel-associated complications (enteritis/proctitis n = 8, obstruction n = 2), and urinary complications (hemorrhagic cystitis n = 1, neurogenic bladder n = 2, fistula n = 1, and ureteral stricture n = 3). Among patients who received adjuvant XRT, the open surgical approach was used in 48% (n = 40) and the robotic approach in 52% (n = 43). There was no difference in time to initiation of XRT between the 2 surgical groups (43.2 +/- 15.6 vs 47.3 +/- 19.6 days, P =.33). There was no difference in grade 2/3 LT complications in patients receiving adjuvant XRT between the groups (27.5% vs 27.9%, P =.97). However, patients undergoing open surgery experienced a trend toward increased adhesion-related complications, such as bowel obstruction and ureteral stricture (10% vs 2.3%, P =.19). Conclusion(s): We found no difference in LT complications between patients who underwent robotic and those who underwent open RH and adjuvant XRT. Fewer adhesion-related LT complications may be seen with robotic surgery. However, because many XRT-related complications occur at later time points, continued follow-up is needed to evaluate for potential differences between the 2 groups."
2934,Excluded,"ADAM23: Biomarker for nonmelanoma skin cancer disease progression The ADAMs (A Disintegrin and Metalloproteinase) comprise a family of multidomain transmembrane and secreted proteins involved in cytokine and growth factor release, proteolysis and cell adhesion. Multiple family members have been shown to play a role in cancer formation and disease progression. Decreased ADAM23 expression has been demonstrated in human breast, colon, gastric, head and neck, brain and pancreatic cancers and is believed to be associated with a more malignant or metastatic phenotype. Substantially more than 1 million cases of non-melanoma skin cancer (NMSC) occur annually in the United States according to the American Cancer Society. Basal cell carcinoma (BCC) and squamous cell carcinoma (SCC) are the two major types of NMSC and most are related to chronic sun exposure. We have demonstrated by microarray analysis that ADAM23 expression is decreased in human keratinocytes chronically irradiated with a solar-simulated light source. Using a human SCC skin carcinogenesis model, we have demonstrated that decreased ADAM23 expression correlates with disease progression. Preliminary immunohistochemical analysis of human SCC samples also demonstrates decreased ADAM23 expression. We believe that ADAM23 may serve as a biomarker of human skin SCC disease progression. This may be important for earlier detection and for the possible development of targeted therapy that may serve as an alternative to potentially disfiguring surgical treatment."
2460,Included,"Paralysis following stereotactic spinal irradiation in pigs suggests a tolerance constraint for single-session irradiation of the spinal nerve BACKGROUND AND PURPOSE: Paralysis observed during a study of vertebral bone tolerance to single-session irradiation led to further study of the dose-related incidence of motor peripheral neuropathy.MATERIALS AND METHODS: During a bone tolerance study, cervical spinal nerves of 15 minipigs received bilateral irradiation to levels C5-C8 distributed into three dose groups with mean maximum spinal nerve doses of 16.9 +/- 0.3 Gy (n=5), 18.7 +/- 0.5 Gy (n=5), and 24.3 +/- 0.8 Gy (n=5). Changes developing in the gait of the group of pigs receiving a mean maximum dose of 24.3 Gy after 10-15 weeks led to the irradiation of two additional animals. They received mean maximum dose of 24.9 +/- 0.2 Gy (n=2), targeted to the left spinal nerves of C5-C8. The followup period was one year. Histologic sections from spinal cords and available spinal nerves were evaluated. MR imaging was performed on pigs in the 24.9 Gy group.RESULTS: No pig that received a maximum spinal nerve point dose <=19.0 Gy experienced a change in gait while all pigs that received >=24.1 Gy experienced paralysis. Extensive degeneration and fibrosis were observed in irradiated spinal nerves of the 24.9 Gy animals. All spinal cord sections were normal. Irradiated spinal nerve regions showed increased thickness and hypointensity on MR imaging.CONCLUSION: The single-session tolerance dose of the cervical spinal nerves lies between 19.0 and 24.1 Gy for this model."
2511,Excluded,"Routine use of approximately 60 Gy once-daily thoracic irradiation for patients with limited-stage small-cell lung cancer PURPOSE: To review the outcome of patients with limited-stage small-cell lung cancer receiving daily thoracic irradiation (RT) to approximately 60 Gy.METHODS AND MATERIALS: The records of patients treated with RT for limited-stage small-cell lung cancer between 1991 and 1999 at Duke University were retrospectively reviewed. Sixty-five patients were identified who had received continuous course once-daily 1.8-2 Gy fractions to approximately 60 Gy (range 58-66). All patients received chemotherapy (CHT); 32 received concurrent RT/CHT and 33 sequential CHT and then RT. Prophylactic cranial RT was administered to 17 patients. The time from diagnosis to local failure, tumor progression, and death was assessed using actuarial methods. The median follow-up for all patients was 16.7 months and for surviving patients was 29.6 months. The median age was 64 years (range 36-83), and the median Karnofsky performance status was 80 (range 50-100).RESULTS: The 3-year actuarial rate of local failure, progression-free survival, and overall survival was 40%, 25%, and 23%, respectively. One case of acute Grade 3 esophagitis developed. Ten late complications occurred: four pulmonary, two esophageal, two infectious, one leukemia, and one retinal toxicity with prophylactic cranial RT. Six were mild and resolved with treatment.CONCLUSION: CHT plus approximately 60 Gy of once-daily RT for limited-stage small-cell lung cancer was generally well tolerated. The survival rates were less than have been reported using 45 Gy in 1.5-Gy twice-daily fractions (2-year overall survival rate 47% compared with 30% in this study), but may be comparable because fewer than one-half our patients received concurrent CHT/RT and only 26% received prophylactic cranial RT. The relatively low rate of normal tissue morbidity in our patients supports the use of conventional once-daily fractionation to > or = 60 Gy. A randomized trial would be required to compare the outcomes after maximally tolerated dose twice-daily RT vs. maximally tolerated dose daily RT."
1668,Excluded,"Computed tomographic and magnetic resonance features of gynecologic abnormalities in women presenting with acute or chronic abdominal pain Advances in technology and improved availability have led to increased use of computed tomography (CT) and magnetic resonance imaging (MRI) to evaluate women presenting to the emergency department or to their primary care provider with abdominal and/or pelvic pain. Computed tomographic examinations are often performed to evaluate the presence of appendicitis or renal stone disease. However, gynecologic abnormalities are frequently identified on these examinations. Although ultrasound remains the primary modality by which complaints specific to the pelvis are evaluated, in many instances, CT and MRI imaging occurs before sonographic evaluation.Historically, because of cost, radiation exposure, and relative ease of use, ultrasound examinations have preceded all other imaging modalities when evaluating pelvic disorders. However, as CT and MRI technology have improved, their use in diagnosing causes of pelvic pain has become equal to that of ultrasound. In some cases, primarily because of historic comfort with sonographic evaluation, gynecologic abnormalities originally diagnosed on CT or MRI may be immediately and unnecessarily reevaluated by ultrasound. For a woman in her reproductive years, the most common adnexal masses are physiological cysts, endometriomas, and cystic teratomas. Although lesions are often asymptomatic and incidentally detected, they can present with pain, and they increase the risk of ovarian torsion. Common causes of chronic pelvic pain in this population include leiomyomata and adenomyosis. In postmenopausal women, ovarian carcinoma, which often does not present clinically until a late stage, has to be included in the differential diagnosis of adnexal masses. If a gynecologic pathology is discovered on CT or MRI, an immediate follow-up ultrasound need not be pursued if the lesion can be characterized as benign, needing immediate surgical intervention, or a variant of normal anatomy. If, on the other hand, findings demonstrate a mass that either is uncharacteristic of a benign lesion, has an indeterminate risk for malignancy, or demonstrates suspicious characteristics for malignancy (such as enhancing mural nodules), further evaluation by serial ultrasound, biochemical marker, and/or CT or MRI is warranted. The purpose of this review is to present a series of commonly encountered gynecologic abnormalities with either CT or MR to make radiologists more familiar with gynecologic pathology on CT and MRI. [References: 52]"
1065,Excluded,"ATM is upregulated during the mitogenic response in peripheral blood mononuclear cells Patients with the human genetic disorder ataxia-telangiectasia (A-T) are characterized by immunodeficiency and a predisposition to develop lymphoid malignancies. The gene mutated in A-T patients, ATM, codes for a high molecular weight protein that is implicated in DNA damage recognition and cell cycle control. The ATM protein does not change in amount or cellular distribution throughout the cell cycle or in response to DNA damaging agents. Because peripheral blood mononuclear cells (PBMCs) are largely in a state of quiescence and can be readily stimulated to enter a proliferative phase and because A-T cells exhibit growth abnormalities and senescence, indicative of a general intracellular defect in signalling, we chose PBMCs to examine the relationship of ATM to the proliferative status of the cell. We show here that ATM protein is present at low levels in freshly isolated PBMCs and increases approximately 6-fold to 10-fold in response to a mitogenic stimulus, reaching a maximum after 3 to 4 days. A similar, but delayed response, was evident in the presence of serum only. This increase in ATM protein was accompanied by an increase in ATM kinase activity. While expression of ATM protein increased during proliferation, ATM mRNA expression was unchanged in stimulated and unstimulated cells and there was no evidence for increased ATM protein stability in the phytohemagglutinin (PHA)-treated cells. In keeping with the reduced levels of ATM in quiescent cells, the extent of radiation-induction of the p53 pathway was significantly lower than in mitogen-stimulated cells. Basal levels of p21 were elevated in quiescent cells, and the response to radiation was negligible or reduced compared with proliferating cells over a 2-hour period. Overall, the data suggest that the increase in ATM protein in proliferating cells is due to posttranscriptional regulation and points to a role for ATM in more general signalling."
708,Included,"Morphological and behavioural changes occur following the X-ray irradiation of the adult mouse olfactory neuroepithelium BACKGROUND: The olfactory neuroepithelium lines the upper nasal cavity and is in direct contact with the external environment and the olfactory bulbs. The ability to self-renew throughout life and the reproducible recovery after injury, make it a model tissue to study mechanisms underlying neurogenesis. In this study, X-rays were used to disrupt proliferating olfactory stem cell populations and to assess their role in the cellular and morphological changes involved in olfactory neurogenic processes.RESULTS: We have analysed the histological and functional effects of a sub-lethal dose of X-rays on the adult mouse olfactory neuroepithelium at 2 hours, 24 hours, 1 week, 2 weeks and 5 weeks. We have shown an immediate cessation of proliferating olfactory stem cells as shown by BrdU, Ki67 and pH3 expression. At 24 hours there was an increase in the neural transcription factors Mash1 and Pax6 expression, and a disruption of the basal lamina and increase in glandular cell marker expression at 1 week post-irradiation. Coincident with these changes was an impairment of the olfactory function in vivo.CONCLUSIONS: We have shown significant changes in basal cell proliferation as well as morphological changes in the olfactory neuroepithelium following X-ray irradiation. There is involvement of the basal lamina as well as a clear role for glandular and sustentacular cells."
