,titleabstract,decision
111,"Hippocampal neurogenesis and neuroinflammation after cranial irradiation with (56)Fe particles. Exposure to heavy-ion radiation is considered a potential health risk in long-term space travel. In the central nervous system (CNS), loss of critical cellular components may lead to performance decrements that could ultimately compromise mission goals and long-term quality of life. Hippocampal-dependent cognitive impairments occur after exposure to ionizing radiation, and while the pathogenesis of this effect is not yet clear, it may involve the production of newly born neurons (neurogenesis) in the hippocampal dentate gyrus. We irradiated mice with 0.5-4 Gy of (56)Fe ions and 2 months later quantified neurogenesis and numbers of activated microglia as a measure of neuroinflammation in the dentate gyrus. Results showed that there were few changes after 0.5 Gy, but that there was a dose-related decrease in hippocampal neurogenesis and a dose-related increase in numbers of newly born activated microglia from 0.5-4.0 Gy. While those findings were similar to what was reported after X irradiation, there were also some differences, particularly in the response of newly born glia. Overall, this study showed that hippocampal neurogenesis was sensitive to relatively low doses of (56)Fe particles, and that those effects were associated with neuroinflammation. Whether these changes will result in functional impairments or if/how they can be managed are topics for further investigation.",Included
112,"Alterations in cerebral tissue perfusion in rabbits with burn, acute radiation, and combined injuries. [Russian]",Included
116,[Changes in the ultrastructure of the brain in guinea pigs and rats during the latent period of irradiation reaction],Included
120,"[Changes of EEG coherence in different stages of the formation of the psychoorganic syndrome]. The group of liquidators of Chernobyl Nuclear Power Plant accident (n=170) with nonpsychotic mental disorders of exogenic-organic origin was studied. Patients were stratified into five groups on the basis of dominating symptoms in different stages of disorders: group 1 included patients with the prevalence of asthenic symptoms (n=104); group 2 - with the prevalence of autonomous disorders (n=37); group 3 - with the marked neurotic-like symptom complex (n=10); group 4 - with depressive symptoms (n=10); group 5 - with disturbances of cognitive function. The control group included 150 healthy people. Recording and mapping of coherence (COH) of the brain electrical activity was conducted using the apparatus-software complex for topographic mapping of brain electrical activity NEURO-CM (Russia) with the bandwidth from 0 to 40 Hz and the time constant of 0.3 sec. The EEG record was carried out monopolar from symmetrical cortical zones (10-20% scheme). Changes of COH were characterized by staging in patients compared to the controls. In the initial stage of disease, the integrative links were decreased in the temporal cortical zones of the left hemisphere. The reduction of functional activity in temporal-central cortical zones was found that might be the consequence of mesodiencephalic dysfunction. In the later stages, temporal zones of the right hemisphere were mostly affected. The parallel reinforcement of functional activity of occipital zones, in particular, the increase of 'long links' with frontal areas, was noted in the overall formation of the psychoorganic syndrome. This phenomenon may be considered as a compensatory mechanism when the phylogenetically older cortical zones, which are more resistant to pathological changes, become leaders in the realization of integrative brain activity during the development of a pathological state.",Included
123,"Risk neurogenes for long-term spaceflight: dopamine and serotonin brain system. Mice were exposed to 1 month of spaceflight on Russian biosatellite BION-M1 to determine its effect on the expression of key genes in the brain dopamine (DA) and serotonin (5-HT) systems. Spaceflight decreased the expression of crucial genes involved in DA synthesis and degradation, as well as the D1 receptor. However, spaceflight failed to alter the expression of tryptophan hydroxylase-2, 5-HT transporter, 5-HT1A, and 5-HT3 receptor genes, though it reduced 5-HT2A receptor gene expression in the hypothalamus. We revealed risk DA and 5-HT neurogenes for long-term spaceflight for the first time, as well as microgravity-responsive genes (tyrosine hydroxylase, catechol-O-methyltransferase, and D1 receptor in the nigrostriatal system; D1 and 5-HT2A receptors in the hypothalamus; and monoamine oxidase A (MAO A) in the frontal cortex). Decreased genetic control of the DA system may contribute to the spaceflight-induced locomotor impairment and dyskinesia described for both humans and rats.",Included
135,Rat mammary cell survival following irradiation with 14.3-MeV neurons,Included
138,[Effect of Huangqi decoction on delaying renal cell apoptosis induced by <sup>12</sup>C<sup>6+</sup> ion irradiation in rats and its mechanism]. <b>Objective:</b> To investigate the molecular protective mechanisms of Huangqi decoction inhibiting the apoptosis of renal cells in the <sup>12</sup>C<sup>6+</sup> radiation brain model rats.,Included
144,"The Effects of Low-Dose-Rate gamma-irradiation on Forced Swim Test-Induced Immobility and Oxidative Stress in Mice. The forced swim test (FST) induces immobility in mice. Low-dose (high-dose-rate) X-irradiation inhibits FSTinduced immobility in mice due to its antioxidative function. We evaluated the effects of low-dose gamma-irradiation at a low-dose-rate on the FST-induced depletion of antioxidants in mouse organs. Mice received whole-body low-dose-rate (0.6 or 3.0 mGy/h) of low-dose gamma-irradiation for 1 week, followed by daily FSTs (5 days). The immobility rate on day 2 compared to day 1 was significantly lower in the 3.0 mGy/h irradiated mice than in sham irradiated mice. The FST significantly decreased the catalase (CAT) activity and total glutathione (t-GSH) content in the brain and kidney, respectively. The superoxide dismutase (SOD) activity and t-GSH content in the liver of the 3.0 mGy/h irradiated mice were significantly lower than those of the non-FST-treated mice. The CAT activity in the lungs of mice exposed to 3.0 mGy/h gamma-irradiation was higher than that of non-FST treated mice and mice treated with FST. However, no significant differences were observed in the levels of these antioxidant markers between the sham and irradiated groups except for the CAT activity in lungs. These findings suggest that the effects of low-dose-rate and low-dose gamma-irradiation on FST are highly organ-dependent.",Included
146,[Reaction of the Autonomic and Central Nervous System in the Cat during a Rocket Flight],Included
149,"[Changes in synapses after gamma-irradiation of the rat head]. High reactivity and, at the same time, flexibility of interneuronal contacts were observed after exposure of rat head to 2-100 Gy radiation. At high doses (200-400 Gy) radiation-induced changes played a major role in the development of the cerebral form of radiation sickness. A complete asynapsis is probably one of the causes of the animals death ""under the ray"" (irradiation of the head with a dose of 1000 Gy).",Included
153,"Systemic HDAC3 inhibition ameliorates impairments in synaptic plasticity caused by simulated galactic cosmic radiation exposure in male mice. Deep space travel presents a number of measurable risks including exposure to a spectrum of radiations of varying qualities, termed galactic cosmic radiation (GCR) that are capable of penetrating the spacecraft, traversing through the body and impacting brain function. Using rodents, studies have reported that exposure to simulated GCR leads to cognitive impairments associated with changes in hippocampus function that can persist as long as one-year post exposure with no sign of recovery. Whether memory can be updated to incorporate new information in mice exposed to GCR is unknown. Further, mechanisms underlying long lasting impairments in cognitive function as a result of GCR exposure have yet to be defined. Here, we examined whether whole body exposure to simulated GCR using 6 ions and doses of 5 or 30 cGy interfered with the ability to update an existing memory or impact hippocampal synaptic plasticity, a cellular mechanism believed to underlie memory processes, by examining long term potentiation (LTP) in acute hippocampal slices from middle aged male mice 3.5-5 months after radiation exposure. Using a modified version of the hippocampus-dependent object location memory task developed by our lab termed ""Objects in Updated Locations"" (OUL) task we find that GCR exposure impaired hippocampus-dependent memory updating and hippocampal LTP 3.5-5 months after exposure. Further, we find that impairments in LTP are reversed through one-time systemic subcutaneous injection of the histone deacetylase 3 inhibitor RGFP 966 (10 mg/kg), suggesting that long lasting impairments in cognitive function may be mediated at least in part, through epigenetic mechanisms.",Included
161,"Irradiation inactivation studies of the dopamine D1 receptor and dopamine-stimulated adenylate cyclase in rat striatum. In frozen rat striatal tissue, exposed to 10 MeV electrons from a linear accelerator, the sizes of the dopamine (DA) D1 receptor and the DA-sensitive adenylate cyclase complex were determined using target size analysis. The number of D1 receptors (labelled by [3H]SCH 23390) declined monoexponentially with increasing radiation intensity, yielding a molecular weight (mol.wt.) of 80 kDa. Also the activity of the catalytic unit (C) of the adenylate cyclase (as measured by forskolin stimulation), decreased monoexponentially, however with a mol.wt. of 145 kDa. Both basal, DA- and fluoride (F-)-stimulated activity declined in a concave-downward fashion with a limiting mol.wt. of 134, 138 and 228 kDa, respectively. It was estimated that the basal and DA-stimulated activity originated from an enzyme complex with a mol.wt. of 325 kDa, a value close to the combined size of RGs and C. These data suggest that F- stimulation of the adenylate cyclase, which occurs by a Gs activation, does not cause dissociation of Gs into the alpha s and beta gamma subunits. Further, the DA-regulated adenylate cyclase apparently exists as a complex consisting of RGs and C; the mechanism of hormonal activation is a dissociation of C from this complex.",Included
169,"Study of antioxidative effects and anti-inflammatory effects in mice due to low-dose X-irradiation or radon inhalation. Low-dose irradiation induces various stimulating effects, especially activation of the biological defense system including antioxidative and immune functions. Oxidative stress induced by reactive oxygen species (ROS) can cause cell damage and death and can induce many types of diseases. This paper reviews new insights into inhibition of ROS-related diseases with low-dose irradiation or radon inhalation. X-irradiation (0.5 Gy) before or after carbon tetrachloride (CCl4) treatment inhibits hepatopathy in mice. X-irradiation (0.5 Gy) before ischemia-reperfusion injury or cold-induced brain injury also inhibits edema. These findings suggest that low-dose X-irradiation has antioxidative effects due to blocking the damage induced by free radicals or ROS. Moreover, radon inhalation increases superoxide dismutase activity in many organs and inhibits CCl4-induced hepatic and renal damage and streptozotocin-induced type I diabetes. These findings suggest that radon inhalation also has antioxidative effects. This antioxidative effect against CCl4-induced hepatopathy is comparable to treatment with ascorbic acid (vitamin C) at a dose of 500 mg/kg weight, or alpha-tocopherol (vitamin E) treatment at a dose of 300 mg/kg weight, and is due to activation of antioxidative functions. In addition, radon inhalation inhibits carrageenan-induced inflammatory paw edema, suggesting that radon inhalation has anti-inflammatory effects. Furthermore, radon inhalation inhibits formalin-induced inflammatory pain and chronic constriction injury-induced neuropathic pain, suggesting that radon inhalation relieves pain. Thus, low-dose irradiation very likely activates the defense systems in the body, and therefore, contributes to preventing or reducing ROS-related injuries, which are thought to involve peroxidation.",Included
171,"Soft tissue sarcomas of the popliteal fossa: Outcome and risk factors. Background: Limb salvage surgery of popliteal soft tissue sarcomas may be hampered due to the incomplete anatomical containment of this region and the vicinity of neurovascular structures. The scope of this study was to determine outcome and to define risk factors. Patients and Methods: 27 patients (53.3 +/- 15.8 y; 16/27 male) with popliteal soft tissue sarcomas were assessed. Mean follow-up was 40.9 +/- 33.8 months (48.5 +/- 36.7 months in surviving patients). 9/27 patients were included after prior treatment elsewhere (5 after intralesional resections and 4 local recurrences). The lesions were staged IB in 8/27 patients, IIB in 17/27 and III in 2/27. Immediate amputations were performed in 7/27 patients. 15/27 patients were subjected to radiation therapy (preoperative in 6/15 cases), 8/27 patients received chemotherapy (5/8 preoperatively). Result(s): Overall survival and disease-free survival at 5 y was 63.0% and 59.5%. Local recurrence occurred in 2 patients. 8/27 patients developed metastatic disease after 28.9 +/- 9.8 months. Survival (p = 0.397) and disease-free survival (p = 0.113) did not differ in patients after amputations vs limb salvage. Application of radiation therapy was associated with a better survival (p = 0.003). Complications related to the surgical intervention were recorded in 2/27 patients, complications related to radiation therapy occurred in 6/15 patients. Discussion(s): Despite being extra-compartmental, popliteal sarcomas can be treated with a high rate of limb salvage while equal safety compared to amputations is maintained. Irradiation improved survival in our patient population. In cases with involvement of neurovascular structures, preoperative down-staging with radio or chemo-therapy may prevent amputation. © 2006 Elsevier Ltd. All rights reserved.",Included
172,"[Nervous disorders in those engaged in the cleanup of the accident at the Chernobyl Atomic Electric Power Station subjected to ionizing radiation exposure at low doses]. Neurological, psychiatric, somatic and immune status were studied in 256 patients subjected to ionizing radiation at the dose of 10-45 cGy during liquidation of aftermath of the Chernobyl accident. In 61% of them neurocirculatory dystonia was found, 39% of patients revealed dyscirculatory encephalopathy. Alongside with dystonic disorders structural changes of vessels were detected. Asthenoneurosis diagnosed in 97% of patients was recognized as a key syndrome in 53%, while in 23%--obsessional-phobic syndrome dominated, in 7%--depressive syndrome and in 14%--psycho-organic syndrome were at the foreground. Somatic status in most patients (67%) was burdened by diseases of digestive tract. 191 patients revealed considerable immune imbalance. In 95 patients (33%) it was less pronounced and consisted in moderate decrease of TPR/TPS ratio. Degrees of immune and neurological disorders correlated closely. The conclusion was made that low-dose radiation induces primary damage of immunity and vessels with secondary nervous system involvement. That is why connection between neurological symptoms and radiation in subjects who took part in liquidation of Chernobyl accident aftermath may be considered probable only in association with immune and circulatory disorders.",Included
177,"The risk of cerebral radionecrosis in relation to dose, time and fractionation. A follow-up study",Included
180,The effect of beta radiation on mesenteric Pacinian corpuscle response,Included
188,"Preclinical and clinical study of extracellular DNA in cancer and other diseases associated with apoptosis disorder. [Russian]. Oncological diseases at all stages of carcinogenesis are accompanied by violation of apoptosis processes. Drug and radiotherapy activates the apoptosis of tumor cells. This study presents the results of extracellular DNA changes after exposure to ionizing radiation and low-frequency noise are presented, administration of vitamins; in animals with benign prostatic hyperplasia, with ovarian cancer; in clinical studies in patients with chronic obstructive pulmonary disease, and in acute disorders of cerebral circulation. The possibilities of determination of extracellular DNA for the evaluation of the action of carcinogens, the complex diagnosis of precancerous diseases, the progression of precancerous diseases and malignant tumors are considered. Copyright © 2018 Izdatel'stvo Meditsina. All rights reserved.",Included
206,"Inhibition of p38 mitogen-activated protein kinase ameliorates radiation-induced ototoxicity in zebrafish and cochlea-derived cell lines. Radiation is a widely used treatment for head and neck cancers, and one of its most severe side effects is ototoxicity. Radiation-induced ototoxicity has been demonstrated to be linked to the increased production of ROS and MAPK. We intended to investigate the effect of p38 inhibition on radiation-induced ototoxicity in cochlea-derived HEI-OC1 cells and in a zebrafish model. The otoprotective effect of p38 inhibition against radiation was tested in vitro in the organ of Corti-derived cell line, HEI-OC1, and in vivo in a zebrafish model. Radiation-induced apoptosis, mitochondrial dysfunction, and an increase of intracellular NO generation were demonstrated in HEI-OC1 cells. The p38-specific inhibitor, SB203580, ameliorated radiation-induced apoptosis and mitochondrial injury in HEI-OC1 cells. p38 inhibition reduced radiation-induced activation of JNK, p38, cytochrome c, and cleavage of caspase-3 and PARP in HEI-OC1 cells. Scanning electron micrography showed that SB203580 prevented radiation-induced destruction of kinocilium and stereocilia in zebrafish neuromasts. The results of this study suggest that p38 plays an important role in mediating radiation-induced ototoxicity and inhibition of p38 could be a plausible option for preventing radiation ototoxicity.",Included
210,Interrelation between convulsant drugs and x-irradiation on the central nervous system of rats,Included
212,"Mental disorders in radiation encephalopathy. Chernobyl accident was major nuclear disaster in the history of mankind. Elimination of the consequences required large number of people. Most of them were exposed to the doses of radiation meeting criteria of so-called ""low doses"": 5 - 100 cGy. The impact of these doses on human health is not fully researched; mainly it refers to mental disorders. The purpose of our study was to investigate the clinical and pathological patterns of formation of mental disorders in liquidators exposed to ""low doses"" of radiation because of the Chernobyl accident. A group of 500 liquidators was examined in a continuous research during 1995-1999 and in 2000-2001. Clinical, clinicalpsychological and psychophysiological methods were mainly used; biochemical blood analysis and functional studies also were used. Change in clinical parameters and survey results were observed in the dynamics. Primary morbidity: a separate group of ""cerebrovascular disorders"" was highlighted. In 1989 it accounted for 14 % of primary morbidity, digestive diseases - 9%, and respiratory diseases - 45 %. In 1994, vascular disorders accounted for 43 %, respiratory diseases - 7% , and the digestive diseases - 25; In 1998 cerebral vascular disorders took first place in the primary morbidity, alongside with the increase of combined diverse classes ""neoplasm"", ""endocrine system disorders"" and ""blood diseases"". Disability: In 1990 cerebrovascular disorders occupied 37 % of all cases of disability, in 1993 - 84% of all disability. These disorders consisted of 90% cerebral disorders and had a tendency to deteriorate over time. We have shown that by the year 1998-1999 the psychoorganic syndrome was presented in 65% of liquidators, and in 83% of cases because of the cerebral vascular disorders. The following clinical forms were described: affective (80%), psychopathic (14.8%), and dementic (5.2%). Over time among the liquidators the number of diseases of various organs and systems are increasing. Among these diseases, cerebrovascular disease comes first; organic CNS lesion (radiation encephalopathy) results in clinically detectable psychoorganic syndrome in the major group of examined liquidators. Thus, it can be concluded that even ""low doses"" of radiation are danger for mental health and its effect grows over time.",Included
235,"Quality of life in patients with brain tumors in the course of alpha therapy. The aim of the study was to assess subjective quality of life in patients receiving alpha therapy for malignant tumors (glioblastoma multiforme, GBM) of the brain. No significant differences in self-assessed quality of life were found between GBM patients in the course of alpha-therapy and healthy controls, the two groups differed only as regards somatic symptoms. Moreover, the stronger the respondents' sense of self-efficacy, the higher their subjective quality of life. The findings may have practical implications for clinical psychology, namely, it seems worthwhile to build up the patient's sense of control of his own health.",Included
237,Gamma knife treatment and collateral damage,Included
243,"Symptoms 10-17 years after breast cancer radiotherapy data from the randomised SWEBCG91-RT trial. BACKGROUND: Postoperative radiotherapy decreases the risk for local recurrence and improves overall survival in women with breast cancer. We have limited information on radiotherapy-induced symptoms 10-17 years after therapy.MATERIAL AND METHODS: Between 1991 and 1997, women with lymph node-negative breast cancer were randomised in a Swedish multi-institutional trial to breast conserving surgery with or without postoperative radiotherapy. In 2007, 10-17 years after randomisation, the group included 422 recurrence-free women. We collected data with a study-specific questionnaire on eight pre-selected symptom groups.RESULTS: For six symptom groups (oedema in breast or arm, erysipelas, heart symptoms, lung symptoms, rib fractures, and decreased shoulder mobility) we found similar occurrence in both groups. Excess occurrence after radiotherapy was observed for pain in the breast or in the skin, reported to occur ""occasionally"" by 38.1% of survivors having undergone radiotherapy and surgery versus 24.0% of those with surgery alone (absolute difference 14.1%; p=0.004) and at least once a week by 10.3% of the radiotherapy group versus 1.7% (absolute difference 8.6%; p=0.001). Daily life and analgesic use did not differ between the groups.CONCLUSIONS: Ten to 17 years after postoperative radiotherapy 1 in 12 women had weekly pain that could be attributed to radiotherapy. The symptoms did not significantly affect daily life and thus the reduced risk for local recurrence seems to outweigh the risk for long-term symptoms for most women.",Included
244,"Does radiation exposure portend worse postoperative outcomes after cystectomy with urinary diversion for benign indications?. INTRODUCTION AND OBJECTIVES: Preoperative radiation exposure is traditionally thought to correlate with increased postoperative complications after cystectomy with urinary diversion (CxUD) for benign indications. We assessed postoperative outcomes among patients who received CxUD, stratified by radiation exposure. METHOD(S): A retrospective review of patients undergoing CxUD over a 10 year period encompassed demographics, operative parameters, 30 and 90 day readmission and complications. CxUD for malignant indications and in patients below 18 years of age were excluded. Chi-square and t-test analyses assessed demographics and indications. Complications were measured by univariate and multivariate logistic regression models. RESULT(S): Among 103 patients, 39 (38%) had radiation exposure prior to CxUD. Mean age for patients with radiation exposure undergoing cystectomy and urinary diversion was significantly higher (69.8 vs 59.7 years, p=0.001). In patients receiving preoperative radiation, 23.1% (9/39) had congestive heart failure (p=0.005). Other preexisting conditions such as diabetes, previous myocardial infarction, renal disease and liver disease were not associated with radiation exposure. Operative time (p=0.861), estimated blood loss (p=0.756) and length of stay (p=0.776) were not associated with radiation exposure. There was a significant correlation between radiation exposure and having a preoperative diagnosis of genitourinary fistulae (p=0.001), neurogenic bladder (p<0.0001) and urethral stricture (p=0.002). Radiation exposure did not correlate to readmission at 30 days (p=0.256) or at 90 days (p=0.576). Ureteroileal strictures requiring interventional radiology procedures were observed in 6 patients (5.8%) and stomal stenosis was seen in 2 patients (1.9%). Neither variable was correlated with radiation exposure (p=0.27 and p=0.265, respectively). CONCLUSION(S): In spite of patients being older with more comorbidities at baseline, patients with preoperative radiation exposure undergoing CxUD for benign indications did not have increased readmission at 30 or 90 days or increased complications postoperatively. Additionally, operative parameters such as surgery time, estimated blood loss and length of stay were similar between radiation and naive patient groups. These findings suggest radiation exposure prior to CxUD may not portend as negative consequences as once thought.",Included
245,Experimental study of the mechanism of local radiation damage to the brain by means of penetration of 99mTc through the hematoencephalic barrier. [Russian],Included
267,"Amaranthus paniculatus (Linn.) improves learning after radiation stress. Brain is highly susceptible to oxidative damage due to its high utilization of oxygen and rather poorly developed antioxidative defense mechanism. Free radicals formation is greatly augmented during ionizing radiation exposure, which causes damage in cerebellum responsible for locomotor activity. Amaranthus paniculatus (Linn.) having high content of beta-carotene (about 15 mg/100g), ascorbic acid, Vitamin C and folate, may prove efficient antioxidants. To evaluate its antioxidative efficacy, healthy Swiss albino mice from an inbred colony were selected and divided into three groups having equal number of male and female in each group. All of these animals were initially trained in Hebb William's Maze, model D(1). After initial training of 10 days, two groups were supplemented with methanolic extract of A. paniculatus (Linn.) at a dose of 600 and 800 mg/kg bw per day, respectively for 15 days. One group without any treatment served as normal. It has been observed that mice, supplemented with extract took lesser time to reach goal than normal (without any treatment). Furthermore after supplementation of Amaranthus, followed by exposure to 9 Gy of gamma radiation by 60Co beam therapy unit, the survived mice took lesser time to reach to their goals than those without plant extract. Control mice (not supplemented with AE extract) showed continuous decline in their learning performance. Mice of Control group died within 12 days after exposure. Irradiated males try to recover from 10th day onwards but they died up to day 12. But in Experimental mice (AE treated), after initial decline in learning ability after exposure, recovery was noticed and not only this 70% of them survived beyond the observation period. Besides male mice showed faster learning ability as compared to females in all groups. After irradiation too, males took lesser time to reach to goals. Learning in all the groups before exposure has been much faster in between 9 and 15 days. After radiation, however it was followed by a sudden spurt and delayed learning response up to 12 days. Recovery was greater in males than females in treated groups. Recovery was greater in males of 600 mg/kg bw per day than other groups. Learning has been almost at the same level from 14th day onward, which indicates that both the dose levels have been found equally effective.",Included
