,titleabstract,decision
2022,"Vertebroplasty combined with anti-osteoporosis treatment reduces refracture rate BACKGROUND: Currently, vertebral compression fractures are the most common osteoporotic fracture in postmenopausal women; however, incidence of refracture has aroused increasing attention due to a lack of standard treatment. OBJECTIVE(S): To evaluate whether vertebroplasty combined with anti-osteoporosis treatment can reduce refracture rate following osteoporotic vertebral compressive fractures. METHOD(S): Eighty-nine patients with osteoporotic vertebral compressive fractures undergoing vertebroplasty were divided into control group (n=38) and treatment group (n=51) after making an informed choice about treatment. Chest/lumbar X-ray and bone mineral density determinations were performed through outpatient or inpatient follow-up. The spinal stability, bone mineral density and refracture rate of patients in both groups were followed up. RESULTS AND CONCLUSION(S): Seventy-eight patients achieved complete follow-up (ranged from 6-39 months, average 26.73 months). There was no significant difference in the spinal stability between both groups (P > 0.05), while rare bone trabecula was found in the control group. There was a significant difference in bone mineral density between both groups at postoperative 12, 24, and 36 months (P < 0.05). The refracture rate in the treatment group was significantly lower than that in the control group (P < 0.05). Our results indicate that anti-osteoporosis treatment can effectively reduce the incidence of refracture after vertebroplasty in patients with osteoporotic vertebral compressive fractures, and this study found satisfactory short-and medium-term clinical outcomes.Copyright © 2016, Journal of Clinical Rehabilitative Tissue Engineering Research. All rights reserved.",Excluded
816,"Impact of age on the selection of nuclear cardiology stress protocols: The INCAPS (IAEA nuclear cardiology protocols) study BACKGROUND: There is growing concern about radiation exposure from nuclear myocardial perfusion imaging (MPI), particularly among younger patients who are more prone to develop untoward effects of ionizing radiation, and hence US and European professional society guidelines recommend age as a consideration in weighing radiation risk from MPI. We aimed to determine how patient radiation doses from MPI vary across age groups in a large contemporary international cohort. METHODS: Data were collected as part of a global cross-sectional study of centers performing MPI coordinated by the International Atomic Energy Agency (IAEA). Sites provided information on each MPI study completed during a single week in March-April 2013. We compared across age groups laboratory adherence to pre-specified radiation-related best practices, radiation effective dose (ED; a whole-body measure reflecting the amount of radiation to each organ and its relative sensitivity to radiation's deleterious effects), and the proportion of patients with ED<=9mSv, a target level specified in guidelines. RESULTS: Among 7911 patients undergoing MPI in 308 laboratories in 65 countries, mean ED was 10.0+/-4.5mSv with slightly higher exposure among younger age groups (trend p value<0.001). There was no difference in the proportion of patients with ED<=9mSv across age groups, or in adherence to best practices based on the median age of patients in a laboratory. CONCLUSIONS: In contemporary nuclear cardiology practice, the age of the patient appears not to impact protocol selection and radiation dose, contrary to professional society guidelines.",Excluded
2607,"Lower urinary tract function after intra-arterial chemotherapy with concurrent pelvic radiotherapy for invasive bladder cancer BACKGROUND: Intra-arterial chemotherapy with concurrent pelvic radiotherapy as a bladder-sparing regimen for invasive bladder cancer is highly promising for selected patients. However, lower urinary tract function after this treatment has not been fully investigated. METHOD(S): The urodynamic effects of intra-arterial chemotherapy with concurrent pelvic radiotherapy were retrospectively evaluated in 14 patients with organ-confined invasive bladder cancer. The post-treatment urodynamic findings were compared with the pretreatment ones (n = 7), and a comparison was made between the serial urodynamic findings after the treatment in another seven patients who were able to undergo the pretreatment urodynamic study (UDS). RESULT(S): The median follow-up period up to the latest UDS was 34 months. Of the 14 patients, the latest UDS revealed some storage dysfunctions in 11 (79%) and some emptying dysfunctions in three (23%). Uninhibited detrusor contraction and decreased bladder compliance were recorded in 29 and 43% at the pretreatment UDS and approximately 50-60 and 20-60% in the serial follow-up studies, respectively (n = 7). Impaired detrusor contractility lasted in one patient. In the seven patients without the pretreatment UDS, decreased maximum cystometric capacity and decreased compliance were recorded in approximately 50-60 and 20-60% at the serial UDS, respectively. Detrusor contractility was aggravated in one patient and completely lost in one with time. CONCLUSION(S): The urodynamic findings indicate that the bladder-sparing regimen might result in perpetuating the lower urinary tract dysfunctions due to invasive bladder cancer itself and/or transurethral surgery and might injure the infrasacral autonomic nerves and the bladder itself.",Excluded
3255,"Noninvasive evaluation of radiation-enhanced glioma cells invasiveness by ultra-high-field (1)H-MRS in vitro INTRODUCTION: Glioma is the most common type of the primary CNS tumor. Radiotherapy is an important treatment measure after surgery. However, its highly invasive character is the main reason of postoperative recurrence. The aim of the study was to probe the correlation between the invasion ability and the metabolite characteristics of glioma cells at the cellular level after irradiation by using 14.7T high-resolution nuclear proton magnetic resonance spectroscopy ((1)H-MRS)., METHODS: To determine the matrix metalloproteinase-2 (MMP-2) activity and metabolite ratios of glioma cells after irradiation with different doses of X-rays, U87 and C6 glioma cells were exposed to X-ray irradiation of 0, 1, 5, 10, and 15Gy. After 20h, the perchloric acid (PCA) extraction method was used to evaluate water-soluble metabolites [choline (Cho), creatine (Cr), and N-acetylaspartate (NAA)], and (1)H-MRS patterns and changes in metabolite ratios were observed in vitro by 14.7T high resolution (1)H-MRS. Matrigel invasion assays and gelatin zymography were performed to test the invasion ability of U87 and C6 glioma cells., RESULTS: Good MR spectra were obtained from PCA method extracts of U87 and C6 glioma cells. Both radiation-induced MMP-2 activity and the Cho/Cr and Cho/NAA ratios increased after irradiation, and their increase occurred in a dose-dependent manner. The MMP-2 activity and the Cho/Cr and Cho/NAA ratios of glioma cells increased after irradiation up to 10Gy and decreased thereafter. In particular, the Cho/NAA ratio of U87 cells increased from 3.55+/-0.06 (0Gy) to 9.13+/-0.30 (10Gy) and then declined to 5.94+/-0.15 (15Gy). Furthermore, the invasion ability of glioma cells had a strong positive correlation with the Cho/Cr and Cho/NAA ratios. Both the Cho/Cr ratio and the Cho/NAA ratio of U87 glioma cells were highly positively correlated with the number of invading cells in the Matrigel invasion assay. The Pearson's correlation coefficient (r) values of U87 cells were 0.89 (Cho/Cr ratio versus invasion ability) and 0.91 (Cho/NAA ratio versus invasion ability) (P<0.01). C6 cells exhibited similar changes to those of U87 cells., CONCLUSIONS: In vitro high-resolution (1)H-MRS is useful for detecting glioma invasiveness at the cellular level. Copyright © 2016. Published by Elsevier Inc.",Included
1871,"Cellular immunity indices in rectal cancer under surgical and combined treatment The dynamics of cell-mediated immunity indices in 83 patients with rectal tumors who underwent surgery or received combined treatment (preoperative radiation + surgery) was followed. Cellular immunity was assessed on the basis of PHA-induced blastogenic reaction of lymphocytes (BRL) and spontaneous rosette-formation. In rectal tumor patients, particularly at stage IV, the level of PHA-induced BRL and the total number of rosette-forming cells (RFC) were lower than in healthy donors. Surgery did not produce any significant changes in cell-mediated immunity parameters: level of PHA-induced BRL decreased by 16,7%, while total RFC number increased by 17.2% in (mostly low-affinity forms). Preoperative radiation resulted in a significant decrease in lymphocyte ability to undergo PHA-induced blast-transformation (45%) and spontaneous rosette formation, high-affinity lymphocytes being most sensitive to ionizing radiation. Their fraction decreased by half.",Included
3426,"Radio-guided localization of a small pulmonary nodules during thoracoscopic resection Introduction: Today Video-Assisted Thoracic Surgery (VATS) is the procedure to prefer for diagnosis and treatment of pulmonary nodules. However, small or not peripheral nodules can be invisible or impalpable during toracoscopy, so difficult to localized. Many techniques have been developed to solve such problem. Herein we report our 13-years experience with Radio-guided One. Material(s) and Method(s): Patients with pulmonary nodules smaller than 1cm and/or deeper, below the visceral pleura, underwent CT-guided injection, into the nodule a solution composed by 0,2 ml 99Tc- labelled human serum albumin microsphers and 0,1 ml non-ionic contrast. Then, during the toracoscopic procedure, a 11 mm diameter-collimated probe connected to a gamma ray detector is introduced to scan the lung surface. The area of major radioactivity is resected. Result(s): From 1997 to 2009, 450 patients underwent toracoscopic resection of a small pulmonary nodules, 155 with the radio-guided technique. The patients were men and women, with average age of 60,6 (range: 12-83). Mean duration of surgical procedure was 43 min (range: 20 -100). The procedure was successful in 150/155 cases. Five cases (3,2%) required conversion to minithoracotomy approach. The mean length of pleural dreinage and hospital stay was 2,3 and 4 respectively. Histological examination showed 75 benign lesions and 80 malignant lesions (43 metastasis and 37 primary lung cancers). Conclusion(s): Localization by gamma probe, after injection of 99-Tc, and resection of pulmonary nodules in VATS is a safe and quick with a high rate of success.",Excluded
1143,"Cancer/Radiotherapie The proceedings contains 116 papers. The topics discussed include: Irradiation stereotaxique des oligometastases, oligorecurrences, oligopersistances et oligoprogressions extracerebrales de cancer bronchique;Radiotherapie stereotaxique par CyberKnife des oligometastases pulmonaires des cancers de la tete et du cou : survie et facteurs pronostiques, une etude retrospective multicentrique;Interet des biopsies transperineales en saturation et ciblees pour la topographie de la recidive intraprostatique apres une irradiation premiere;Mastectomie de rattrapage ou second traitement conservateur pour second evenement tumoral du sein homolateral : analyse appariee sur score de propension;Identification de sous-regions rectale et uretrovesicales hautement predictives de toxicite en cas d'irradiation prostatique;Validation externe d'un modele radiomique derive de l'IRM pour guider la selection des patients en vue d'une radiotherapie adjuvante apres prostatectomie dans le cadre d'un adenocarcinome prostatique a haut risque;Analyse des donnees regroupees de parametres de radiotherapie externe d'essais de phase II et III de chimioradiotherapie du cancer de canal anal;Controle qualite de la radiotherapie postoperatoire des carcinomes bronchiques non a petites cellules de stade III avec envahissement N2 : une premiere etape importante dans l'etude multicentrique de phase III Lung Adjuvant Radiotherapy Trial (Lung ART-IFCT 0503);Standardisation du volume cible anatomoclinique ganglionnaire mediastinal pour les cancers bronchiques non a petites cellules de stade III : resultats d'un dummy run national en deux phases;Irradiation partielle et acceleree du sein par une technique de curietherapie de haut debit de dose chez les patientes agees : resultats oncologiques et facteurs pronostiques;Irradiation partielle et acceleree du sein par une technique de curietherapie de haut debit de dose chez les patientes agees : resultats oncologiques et facteurs pronostiques;Radiotherapie stereotaxique pulmonaire : une seule scanographie quadridimensionnelle suffit-elle ?",Excluded
333,"Integration of functional MRI and white matter tractography in stereotactic radiosurgery clinical practice PURPOSE: To study the efficacy of the integration of functional magnetic resonance imaging (fMRI) and diffusion tensor imaging tractography data into stereotactic radiosurgery clinical practice., METHODS AND MATERIALS: fMRI and tractography data sets were acquired and fused with corresponding anatomical MR and computed tomography images of patients with arteriovenous malformation (AVM), astrocytoma, brain metastasis, or hemangioma and referred for stereotactic radiosurgery. The acquired data sets were imported into a CyberKnife stereotactic radiosurgery system and used to delineate the target, organs at risk, and nearby functional structures and fiber tracts. Treatment plans with and without the incorporation of the functional structures and the fiber tracts into the optimization process were developed and compared., RESULTS: The nearby functional structures and fiber tracts could receive doses of >50% of the maximum dose if they were excluded from the planning process. In the AVM case, the doses received by the Broadmann-17 structure and the optic tract were reduced to 700 cGy from 1,400 cGy and to 1,200 cGy from 2,000 cGy, respectively, upon inclusion into the optimization process. In the metastasis case, the motor cortex received 850 cGy instead of 1,400 cGy; and in the hemangioma case, the pyramidal tracts received 780 cGy instead of 990 cGy. In the astrocytoma case, the dose to the motor cortex bordering the lesion was reduced to 1,900 cGy from 2,100 cGy, and therefore, the biologically equivalent dose in three fractions was delivered instead., CONCLUSIONS: Functional structures and fiber tracts could receive high doses if they were not considered during treatment planning. With the aid of fMRI and tractography images, they can be delineated and spared. Copyright (c) 2010 Elsevier Inc. All rights reserved.",Excluded
2829,"Melanocortin 1 Receptor-Targeted alpha-Particle Therapy for Metastatic Uveal Melanoma New effective therapies are greatly needed for metastatic uveal melanoma, which has a very poor prognosis with a median survival of less than 1 y. The melanocortin 1 receptor (MC1R) is expressed in 94% of uveal melanoma metastases, and a MC1R-specific ligand (MC1RL) with high affinity and selectivity for MC1R was previously developed. Methods: The 225Ac-DOTA-MC1RL conjugate was synthesized in high radiochemical yield and purity and was tested in vitro for biostability and for MC1R-specific cytotoxicity in uveal melanoma cells, and the lanthanum-DOTA-MC1RL analog was tested for binding affinity. Non-tumor-bearing BALB/c mice were tested for maximum tolerated dose and biodistribution. Severe combined immunodeficient mice bearing uveal melanoma tumors or engineered MC1R-positive and -negative tumors were studied for biodistribution and efficacy. Radiation dosimetry was calculated using mouse biodistribution data and blood clearance kinetics from Sprague-Dawley rat data. Results: High biostability, MC1R-specific cytotoxicity, and high binding affinity were observed. Limiting toxicities were not observed at even the highest administered activities. Pharmacokinetics and biodistribution studies revealed rapid blood clearance (<15 min), renal and hepatobillary excretion, MC1R-specific tumor uptake, and minimal retention in other normal tissues. Radiation dosimetry calculations determined pharmacokinetics parameters and absorbed alpha-emission dosages from 225Ac and its daughters. Efficacy studies demonstrated significantly prolonged survival and decreased metastasis burden after a single administration of 225Ac-DOTA-MC1RL in treated mice relative to controls. Conclusion: These results suggest significant potential for the clinical translation of 225Ac-DOTA-MC1RL as a novel therapy for metastatic uveal melanoma. Copyright © 2019 by the Society of Nuclear Medicine and Molecular Imaging.",Excluded
3300,"Effectiveness of Stereotactic Radiotherapy and Bevacizumab for Recurrent High-Grade Gliomas: A Potential Therapy for Isocitrate Dehydrogenase Wild-Type Recurrent High-Grade Gliomas Objective: This study aimed to evaluate the efficacy of stereotactic radiotherapy combined with bevacizumab (SRT-Bv) compared with Bv treatment for recurrent high-grade gliomas (HGGs). Method(s): Data for patients with recurrent HGGs who received SRT and Bv (n = 29) or Bv (n = 29) between June 2014 and September 2016 were retrospectively analyzed. All patients received conventional radiotherapy (total, 60 Gy) before this study. SRT was administered at a median dose of 42 Gy in 3-7 fractions. The recurrence pattern was classified into 3 groups: in-field, marginal, and out-field. Result(s): The median overall survival in the SRT-Bv group was significantly longer than that in the Bv group (10.4 vs. 5.6 months; P = 0.02). In patients with isocitrate dehydrogenase wild-type tumors, the SRT-Bv treatment significantly prolonged survival more than the Bv treatment (10.9 vs. 8.2 months; P = 0.01). The World Health Organization grade and presence or absence of SRT were significant prognostic factors in the univariate analysis. Besides brain edema in 2 cases and asymptomatic subdural hematoma in 1 case, no other severe adverse effect due to SRT-Bv treatment was recorded. The pattern of recurrence was as follows: in-field, 2 cases (7%); marginal, 8 cases (28%); out-field, 11 cases (38%); no recurrence on radiologic findings, 6 cases (21%); and uncertain, 2 cases (7%). Conclusion(s): SRT-Bv treatment significantly prolonged survival duration more than Bv treatment and provides good local control in patients with recurrent HGGs, especially those with isocitrate dehydrogenase wild-type tumors.Copyright © 2018 Elsevier Inc.",Excluded
990,"Decrease of respiratory burst in neutrophils of patients with ankylosing spondylitis by combined radon-hyperthermia treatment OBJECTIVE: To define the respiratory burst activity of neutrophils, the total anti-oxidative status of plasma, and the parameters of systemic inflammation in patients with ankylosing spondylitis (AS) before and after a combined radon-hyperthermia treatment in the thermal tunnels of Bockstein-Bad Gastein in Austria., METHODS: In 20 patients with AS the effects of a total of 15 hours of radon-hyperthermia-treatment spread over a period of three weeks were studied. The respiratory burst activity of neutrophils was measured fluorometrically using dichlorofluorescein diacetate, the total anti-oxidant status was measured using azinodiethyl-benzthiazoline-sulphonate, and inflammation parameters were determined by routine laboratory assays., RESULTS: Before treatment, the basal neutrophil respiratory burst in patients (n = 20) was 409 +/- 62 fluorescence arbitrary units (AU; mean +/- SEM) and 359 +/- 37 AU in controls (n = 9; p > 0.5); the stimulated respiratory burst (fMet-Leu-Phe, 10(-6) M) was 1,027 +/- 133 AU in patients and 1,152 +/- 218 AU in controls (p > 0.5). After treatment, the basal neutrophil respiratory burst in patients (n = 19) was 137 +/- 16 and in controls it was 174 +/- 35 AU (n = 8; p > 0.1); the stimulated respiratory burst was 670 +/- 66 and 1,305 +/- 82 AU, in patients and controls respectively (p < 0.001). No effects of treatment on the total anti-oxidant status of the plasma or on the parameters of inflammation were detected., CONCLUSION: Combined radon-hyperthermia treatment reduces the respiratory burst activity of the blood circulating neutrophils in patients with AS. If respiratory burst activity from the neutrophils plays a role in the pathophysiology of ankylosing spondylitis, the observed reduction may be related to the beneficial effects of radon-hyperthermia treatment.",Included
