,titleabstract,decision
188,"miRNA-95 mediates radioresistance in tumors by targeting the sphingolipid phosphatase SGPP1. Radiation resistance poses a major clinical challenge in cancer treatment, but little is known about how microRNA (miR) may regulate this phenomenon. In this study, we used next-generation sequencing to perform an unbiased comparison of miR expression in PC3 prostate cancer cells rendered resistant to fractionated radiation treatment. One miR candidate found to be upregulated by ionizing radiation was miR-95, the enforced expression of which promoted radiation resistance in a variety of cancer cells. miR-95 overexpression recapitulated an aggressive phenotype including increased cellular proliferation, deregulated G2-M checkpoint following ionizing radiation, and increased invasive potential. Using combined in silico prediction and microarray expression analyses, we identified and validated the sphingolipid phosphatase SGPP1, an antagonist of sphingosine-1-phosphate signaling, as a target of miR-95 that promotes radiation resistance. Consistent with this finding, cell treatment with FTY720, a clinically approved small molecule inhibitor of S1P signaling, sensitized miR-95 overexpressing cells to radiation treatment. In vivo assays extended the significance of these results, showing that miR-95 overexpression increased tumor growth and resistance to radiation treatment in tumor xenografts. Furthermore, reduced tumor necrosis and increased cellular proliferation were seen after radiation treatment of miR-95 overexpressing tumors compared with control tumors. Finally, miR-95 expression was increased in human prostate and breast cancer specimens compared with normal tissue. Together, our work reveals miR-95 expression as a critical determinant of radiation resistance in cancer cells.",Included
199,"Do persons living near a uranium processing site have evidence of increased somatic cell gene mutations? A first study. The objective of this study was to examine if individuals living near a uranium processing site have greater mutagenic damage, as measured by three mutagenicity assays, compared with subjects unexposed to any nuclear facilities. The design was a cross-sectional exploratory analysis of 112 subjects; 56 volunteer residents were from within a 5-mile radius of the Fernald Uranium Processing site and 56 'control' subjects were from a geographically separate area unexposed to any known uranium emissions. The groups were constrained to be similar in age and sex composition. The main outcome measures were three human somatic gene mutation assays consisting of the HPRT T-lymphocyte cloning assay to measure 6-thioguanine resistant lymphocytes; the glycophorin A assay to detect the loss of expression of the M or N allele; and the micronucleus assay as a marker of chromosomal damage. The results showed no statistically significant or quantitatively important differences between groups for all three mutagenicity assays; only the unselected cloning efficiency was statistically significantly different between groups (0.42 +/- 0.16 for the Fernald versus 0.35 +/- 0.12 for the comparison groups). In both groups, age was significantly related to HPRT mutant frequency, with a 1.25% rate of increase in mutant frequencies for each 1-year gain of age in the Fernald group and a 1.12% rate of increase in mutant frequencies for each 1-year gain of age in the comparison group. For the micronucleus data, females had a greater mean micronucleus frequency than males. In addition, smokers had an increased mean ln (natural logarithm) HPRT mutant frequency (3.06 +/- 0.14 for current smokers compared with a mean of 2.72 +/- 0.05 for non-current (i.e. never plus former) smokers). Our results are consistent with the previously reported association between sex type and micronucleus frequency, the known relationship between age and T-lymphocyte cloning efficiency and age and HPRT mutant frequency, and verify the wide inter-subject variability for the latter. Finally, we conclude that at a population level, the relationships between current cigarette use and HPRT mutant frequency, and sex type and micronucleus frequency, are stronger than is the association between geographic proximity to a uranium processing site and mutagenic abnormalities.",Included
204,Homotransplantation studies in dogs following selective radioisotopic lymphatic ablation,Included
225,The ratio of cytochromes in radiation-induced leukemia cells of mice,Included
236,"Should adjuvant radiotherapy be recommended following resection of regional lymph node metastases of malignant melanomas?. Background: Several authors have recommended adjuvant radiotherapy following resection of regional lymph node metastases in cutaneous malignant melanoma. There is, however, little evidence from controlled trials that patients benefit from this treatment. Objective(s): To evaluate the usefulness of adjuvant, radiotherapy following resection of lymph node metastases in cutaneous malignant melanoma. Method(s): We performed a retrospective study comparing 58 patients who underwent radiotherapy following resection of regional lymph node metastases with 58 controls from another centre who exclusively underwent regional lymphadenectomy. Patients and their controls were matched with respect to the number of tumour-bearing lymph nodes (1 vs. 1) and to gender, although the proportion of thick tumours was greater in the irradiation group. Result(s): The overall survival curves were almost identical in the two groups. There were nine disease recurrences in the study group and 12 in the control group (not significant). Regional recurrences in the irradiated patients were usually accompanied by metastases at other sites. Conclusion(s): The present study does not support the recommendation of adjuvant radiotherapy following resection of regional lymph node metastases in patients with malignant melanoma.",Included
241,Biomarkers of cardiac injury in patients undergoing thoracic radiation therapy,Included
245,"X-ray enhancement of splenic rosette-forming cells in nonimmune mice. The formation of rosettes between spleen cells from nonimmune mice and sheep red blood cells (SRBC) has been investigated. The number of splenic rosette-forming cells (RFC) in the intact spleen was very low but greatly increased after sublethal whole body x-irradiation. These cells were inhibited by pretreatment of the cells with AKR anti-C3H- antigen antiserum, in the presence of fresh guinea pig serum, but not with rabbit anti-mouse immunoglobulin antiserum. The splenic RFC also increased after cortisone acetate administration into mice. These results suggest that the RFC are a T cell sub-population having x-ray resistant and cortisone-insensitive characteristics. The x-irradiation of mice in vivo selectively increased the number of splenic RFC in consequence of reduction in the number of cells having non-T cell characteristics. These RFC are presumably antigen-specific sheep red blood cell rosettes, a quite different situation as in the case of human T lymphocyte rosette formation.",Included
246,"Cytogenetic responses to G2 phase X-irradiation of cells from retinoblastoma patients. Fibroblast cell lines from 20 retinoblastoma (RB) patients with the hereditary bilateral form of disease compared with 16 lines from normal donors had a significantly higher chromatid aberration frequency (CAF), and more displaced and nondisplaced breaks per 100 metaphase cells after x- irradiation during the G2 phase of the cell cycle. The mean CAF was 39 +/- 1.0, range 30-46, for cells from normal subjects, compared to a mean of 245.6, range 101-506, for cells from hereditary RB patients (p < 10-6). Of fibroblast lines from eight patients with unilateral RB, four had a CAF comparable to that of lines from normal donors (< 60) and four had a high CAF (> 130), resembling that of hereditary forms; two of the latter four lines were from patients with familial or deletion 13 forms of RB. Furthermore, in two families, PHA-stimulated blood lymphocytes from RB patients, one bilateral and one unilateral, and from certain unaffected first-degree relatives after G2 phase X-irradiation had a high CAF (>= 110) compared to a CAF (>= 53) of cells from three normal donors sampled at the same time. These results were shown not to be related to differences in cell cycle progression or initial extent of chromatid damage. The results suggest that the high frequency of chromatid aberrations in the cells from hereditary RB patients results from a genetic deficiency in DNA repair.",Included
247,Effects of radiation on populations of Drosophila melanogaster with different genetic structures. I. Changes in fitness and productivity,Included
278,Cytogenetic effects of X-rays and fission neutrons in female mice,Included
294,[Cytogenetic study of peripheral blood lymphocytes in the occupational irradiation of medical radiologists]. Cultures of the peripheral blood lymphocytes have been cytogenetically analyzed in 95 medical radiologists and 25 persons of the control group. The chromosome aberrations frequency in medical personnel was found to exceed the spontaneous level. The amount of the chromosome aberrations and of the chromosomal-type aberrations increased with the growth of the accumulated irradiation dose and the length of service.,Included
321,"[Studies on a biological radioprotection. VI. The mortality rate of x-irradiated mice, sex differences and the effect of reproductive glands on radiosensitivity]",Included
335,"Radioadaptive response in human lymphocytes in vitro. Exposure to low doses of radiation and/or chemicals can prime an organism to withstand the stress of a subsequent exposure to higher doses of the same agent. In the case of radiation, this phenomenon has been called radioadaptive response. Cytogenetic studies have been undertaken in human lymphocytes to investigate adaptive response (AR) to ionizing radiation, in particular to seek the role of variables such as priming dose, cell cycle stage, and age and gender of the donor. We demonstrated that pre-exposure of lymphocytes in whole blood cultures to very low doses in the range of about 1 cGy (priming or adaptive dose [AD]) reduced the frequency of micronuclei in binucleated cells induced by 100 cGy - that is, produced an AR in these cells in vitro. However, pre-exposure of cells to 10.0 cGy did not reduce the chromosomal damage (micronuclei) induced by the challenging dose (CD) of 100 cGy under the same protocol, thus exhibiting an inverse dose-response relationship. There was marked variability in the AR among the individuals investigated in the study. The extent of AR also depended on the stage of cell cycle exposed to the CD of radiation. Maximum AR was observed when CD of 100 cGy was given 4 hours after AD, 30 hours following the mitogenic stimulation of lymphocytes. The least AR was observed when CD was given 48 hours after stimulation. Interestingly, AR was also found to be dependent on the age of the donor, a decrease in AR being observed with an increasing age. No significant difference in AR was observed between male and female donors. To understand the molecular events underlying AR, protein synthesis patterns were studied in human lymphocytes subjected to mitogen, heat, or radiation stress. Heat shock (45 degreeC, for 15 min) induced 7 proteins with molecular weights ranging from 40 to 80 kDa, while treatment with phytohemagglutinin (40 mug/ mL) showed induction of 2 proteins of molecular weights 38 and 48 kDa, respectively. However, exposure of human lymphocyte cultures to gamma radiation did not significantly induce synthesis of any protein, up to 800 cGy dose. Lack of induction of proteins by gamma radiation in human lymphocytes contrasts with the previous reports showing X-ray radiation-enhanced gene expression in melanoma cells and/or human tumor fibroblasts.",Included
343,Experience with large fractionating in megavolt radiation therapy of tumors of the upper jaw,Included
344,"Online exhaled gas measurements for radiotherapy patients by proton transfer reaction mass spectrometry. The present study assessed whether exhaled breath analysis using proton transfer reaction mass spectrometry (PTR-MS) could screen for radiation exposure. As the intensity of proton transfer reaction reagent ion H3(16)O(+) can be calculated with the intensity of H3(18)O(+), the intensity of H3(18)O(+) was monitored to observe the stability of the PTR-MS instrument during the experiment. The PTR-MS was applied for detecting the volatile organic compounds (VOCs) in the exhaled breath from 42 radiotherapy patients and other 61 patients who had not received radiotherapy. All patients were enrolled in the local cancer hospital. In the experiment, the subjects breathe slowly to the PTR-MS through a direct inlet system without any sampling bag or tube. The breath mass spectrometric data was statistically analyzed using Mann-Whitney U test and stepwise discriminant analysis to find the characteristic ions of radiation exposure. Receiver operating characteristics (ROC) analysis was applied for a combination of the characteristic ions. The PTR-MS instrument was stable as the intensity of reaction ion H3(16)O(+) was maintained in 1.1%. Through statistically analysis, we found 6 kinds of characteristic ions of radiation exposure, specifically mass-to-charge ratio (m/z) 93, m/z 41, m/z 102, m/z 79, m/z 131, and m/z 143. The sensitivity (true positive rate) and specificity (true negative rate) were 78.6% and 82.0% respectively. The integrated area under the ROC curve (AUC) was 0.869. The results in our study demonstrated the potential of the online breath tester PTR-MS as a non-invasive screening for radiation exposure. Copyright © 2016. Published by Elsevier Ltd.",Included
345,"Observations on the thyroid of whole body x-irradiated garden lizard, Calotes versicolor (Daudin)",Included
356,"Oxidative stress and low dose ionizing radiation. The field of radiation biochemistry has provided tremendous impact in recent years as extensive research on free radicals has implicated them in radiation damage. An important offshoot of this field is the branch dealing with radiological protection in medical applications like diagnostic radiology. Hence, we decided to investigate the relationship between oxidative stress and low dose ionizing radiation (x-rays) in the work environment of x-ray technicians (radiographers), by comparing their RBC malondialdehyde, % hemolysis, catalase and plasma vitamin E levels with those of controls. There was a significant increase in the susceptibility of RBCs to hemolysis in radiographers compared to controls. Malondialdehyde and catalase levels were slightly increased in the radiographers, but this did not disturb the steady state concentration of their plasma vitamin E. These findings go in favour of theories stating that exposure to low dose ionizing radiation does cause a greater amount of oxidative stress, than that caused during normal routine metabolic processes.",Included
360,"Expression of vascular endothelial growth factor and its correlation with clinical symptoms and endoscopic findings in patients with chronic radiation proctitis. AIM: The aim of this study was to assess the expression of vascular endothelial growth factor (VEGF) as a key proangiogenic factor and determine whether there is any correlation between its expression and clinical symptoms or endoscopic changes in patients with chronic radiation proctitis (ChRP)., METHOD: Fifty patients who had all undergone radiotherapy for prostate, cervical or uterine cancer were included in the study (37 women, 13 men). There was a control group of 20 patients (9 women, 11 men). The Radiation Therapy Oncology Group/European Organization for Research and Treatment of Cancer (RTOG/EORTC) scoring system was used for grading the severity of the proctitis. Endoscopic scoring of late rectal mucosal damage was performed using Gilinsky's classification. Serum levels of VEGF were analysed by the enzyme-linked immunosorbent assay method., RESULTS: Most patients presented with Grade 1 symptoms. Endoscopic assessment showed that most patients had Grade 1 late rectal mucosal damage. The predominant endoscopic finding was the presence of telangiectasia. Assessment of VEGF correlation between the control group and the degrees of endoscopic changes showed statistically significant differences for all three degrees (P < 0.0001, P = 0.0251 and P = 0.0005, respectively). Due to the small numbers of patients with Grades 2 and 3 symptoms using the RTOG/EORTC scoring system, they were grouped with Grades 1 and 4 respectively forming two groups for statistical purposes. VEGF expression differed significantly between controls and group I and between controls and group II (P = 0.0001, P = 0.0009, respectively)., CONCLUSION: A significant increase in VEGF expression was found to correlate with clinical symptoms and endoscopic rectal mucosa changes in patients with ChRP, suggesting that it may play an important role in pathological angiogenesis. Copyright Colorectal Disease © 2017 The Association of Coloproctology of Great Britain and Ireland.",Included
363,"Induction of signet ring cell carcinomas in X-irradiated hypocatalasemic mice (C3H/Cbs). The stomach region of hypocatalasemic mice of both sexes was X-irradiated once with a dose of 20 Gy. Thirteen months after the irradiation, 3 out of 13 (20%) males and 2 out of 9 (15%) females were observed to have developed signet ring cell carcinomas in the glandular stomach. This finding was statistically significant (P less than 0.01 in males and P less than 0.05 in females) compared to a total absence of similar tumors in the non-irradiated controls. Local invasion of malignant tumors into muscle and subserosal layers was observed, but no metastatic tumors were found in distant organs.",Included
371,"Low dose radiotherapy is associated with local complications but not disease control in sacral chordoma. BACKGROUND: We reviewed the disease control and complications of the treatment of sacrococcygeal chordoma from four tertiary cancer centers with emphasis on the effects of radiotherapy in surgically treated patients., METHODS: A total of 193 patients with primary sacrococcygeal chordoma from 1990 to 2015 were reviewed. There were 124 males, with a mean age of 59 +/- 15 years and a mean follow-up of 7 +/- 4 years. Eighty-nine patients received radiotherapy with a mean total dose of 61.8 +/- 10.9 Gy., RESULTS: The 10-year disease-free and disease-specific survival was 58% and 72%, respectively. Radiation was not associated with local recurrence (hazard ratio [HR], 1.13; 95% confidence interval [CI], 0.59-2.17; P = 0.71), metastases (HR, 0.93; 95% CI, 0.45-1.91; P = 0.85) or disease-specific survival (HR, 0.96; 95% CI, 0.46-2.00; P = 0.91). Higher doses (>=70 Gy; HR, 0.52; 95% CI, 0.20-1.32; P = 0.17) may be associated with reduced local recurrence. Radiotherapy was associated with wound complications (HR, 2.76; 95% CI, 1.64-4.82;, P < 0.001) and sacral stress fractures (HR, 4.73; 95% CI, 1.88-14.38; P < 0.001)., CONCLUSIONS: In this multicenter review, radiotherapy was not associated with tumor outcome but associated with complications. The routine use of radiotherapy with en-bloc resection of sacrococcygeal chordomas should be reconsidered in favor of a selective, individualized approach with a radiation dose of >=70 Gy. Copyright © 2019 Wiley Periodicals, Inc.",Included
392,"Asesment of lymphoid neoplasm risk factors in people ocupationaly exposed to prolonged ionizing radiation. Objective: To estimate the incidence of malignant neoplasms of lymphoid tissue (MNLT) among employees of the Siberian Chemical Combine (SC) occupationally exposed to prolonged ionizing radiation. Material and Methods. The study included 44,041 employees of the SC, of whom 16,938 were occupationally exposed to prolonged low-intensity ionizing radiation (IR). Of 295 cases with hemoblastoses, there were 89 with occupational exposure to IR. The structure and incidence of hemoblastoses (based on the number of person-years of observation, (PYO), as well as the standardized relative risk (SRR) of their development and excess relative risk (ERR) per unit dose of radiation (Gr) were evaluated. Calculation of SRR was carried out for the following intervals of the total dose of external exposure: 0; >0-0.05; >0.05-0.10; >0.10-0.15; >0.15-0.20; >0.20-0.30; >0.30-0.50; >0.5-1.0; >= 1.0 G y. The control group consisted of occupationally non-exposed employees of the SC. The calculation of SRR and ERR was performed using the Poisson regression using the AM FIT module of the EPICU RE package. Results. The incidence of MNLT among males of SC was 17.1 per 100,000 P YO, with the highest incidence rates for Non-Hodgkin's lymphoma (NHL), chronic lymphocytic leukemia (CL) and chronic leukemia (CL) excluding CL. Among females of the SC, the incidence of MNLT was 21.3 per 100,000 PYO. It was found that in none of the intervals of the external exposure there was no statistically significant excess of the SRR compared with the control group. The results of ERR/Gy calculation also did not demonstrate the increased risk of hemoblastosis among people occupationally exposed to IR. Conclusion. Occupational exposure in the studied dose range does not increase the risk of developing MNLT.Copyright © 2020, Tomsk National Research Medical Center of the Russian Academy of Sciences. All rights reserved.",Included
402,"Expression of activated checkpoint kinase 2 and histone 2AX in exfoliative oral cells after exposure to ionizing radiation. Gamma-H2AX (activated histone 2AX) and pChk2 (activated checkpoint kinase 2), which are DNA damage response molecules, are produced in irradiated cells and may be signature molecules of radiation exposure. We investigated their use as potential biomarkers to identify individuals exposed to ionizing radiation. We collected exfoliated oral epithelial cell samples from 100 healthy individuals undergoing routine dental radiographic examination (2.34 cGy) both before and after the radiograph using a non-invasive technique. The expression levels of pChk2 and gamma-H2AX in oral cells were assessed by immunohistochemical assay. Both biomarkers showed statistically significant increases in levels of expression after the radiation exposure (P < 0.001). This suggests that pChk2 and gamma-H2AX may serve as sensitive indicators of low-dose radiation exposure.",Included
404,"Evaluating the radioprotective effect of Cimetidine, IMOD, and hybrid radioprotectors agents: An in-vitro study. INTRODUCTION: There are various radioprotective agents with different mechanisms that help to decrease ionizing radiation side effects. The radioprotective effect of Cimetidine and IMOD was assessed individually and compared with the hybrid radioprotectors agents (HRPAs-IMOD and Cimetidine) on human lymphocyte cells., METHODS: Twenty healthy volunteers (ten men and ten women) participated in the present study. About 75 mL peripheral blood lymphocytes from each individual were collected, and they were divided into 36 groups. Briefly, the blood samples were treated with different concentrations of Cimetidine (12.6 and 25.2 mug/mL) and IMOD (0.04, 0.08, and 0.12 mg/mL), and also a combination of these agents, namely hybrid radioprotectors agents (HRPAs). Besides, the irradiated groups were exposed to 2 and 4 Gy of Co-60 gamma irradiation. The amount of cellular damage was assessed using the micronucleus assay. The repeated measurements and paired T-test statistical analysis were used to compare the micronucleus frequencies in different groups., RESULTS: The micronucleus frequencies were significantly reduced (p < 0.05) in irradiated groups when the non-toxic concentrations of Cimetidine, IMOD, and HRPAs have been used. The reduction in micronucleus frequency was obtained 5-29% for Cimetidine and 40-51% for IMOD in peripheral blood lymphocytes irradiated with 2 Gy. This reduction in 4 Gy irradiation was 8-17% for Cimetidine and 27-37% for IMOD. The HRPAs resulted in a higher radioprotective effect, in a way that they cause up to 58% and 43% micronucleus frequency reduction in 2 and 4 Gy, respectively., CONCLUSION: In conclusion, the HRPAs showed the highest level of radioprotective. In addition, IMOD was remarkably higher radioprotective than Cimetidine, which may be related to its greater non-toxic concentrations. Copyright © 2021 Elsevier Ltd. All rights reserved.",Included
406,Characteristics of regenaration of radiation-injured peripheral nerves following homotransplantation of bone marrow,Included
413,Concurrent chemo-radiotherapy potentiates vascular inflammation: increased FDG uptake in head and neck cancer patients,Included
