,titleabstract,decision
781,"Cognitive and radiological effects of radiotherapy in patients with low-grade glioma: long-term follow-up BACKGROUND: Our previous study on cognitive functioning among 195 patients with low-grade glioma (LGG) a mean of 6 years after diagnosis suggested that the tumour itself, rather than the radiotherapy used to treat it, has the most deleterious effect on cognitive functioning; only high fraction dose radiotherapy (>2 Gy) resulted in significant added cognitive deterioration. The present study assesses the radiological and cognitive abnormalities in survivors of LGG at a mean of 12 years after first diagnosis., METHODS: Patients who have had stable disease since the first assessment were invited for follow-up cognitive assessment (letter-digit substitution test, concept shifting test, Stroop colour-word test, visual verbal learning test, memory comparison test, and categoric word fluency). Compound scores in six cognitive domains (attention, executive functioning, verbal memory, working memory, psychomotor functioning, and information processing speed) were calculated to detect differences between patients who had radiotherapy and patients who did not have radiotherapy. White-matter hyperintensities and global cortical atrophy were rated on MRI scans., FINDINGS: 65 patients completed neuropsychological follow-up at a mean of 12 years (range 6-28 years). 32 (49%) patients had received radiotherapy (three had fraction doses >2 Gy). The patients who had radiotherapy had more deficits that affected attentional functioning at the second follow-up, regardless of fraction dose, than those who did not have radiotherapy (-1.6 [SD 2.4] vs -0.1 [1.3], p=0.003; mean difference 1.4, 95% CI 0.5-2.4). The patients who had radiotherapy also did worse in measures of executive functioning (-2.0 [3.7] vs -0.5 [1.2], p=0.03; mean difference 1.5, 0.2-2.9) and information processing speed (-2.0 [3.7] vs -0.6 [1.5], p=0.05; mean difference 0.8, 0.009-1.6]) between the two assessments. Furthermore, attentional functioning deteriorated significantly between the first and second assessments in patients who had radiotherapy (p=0.25). In total, 17 (53%) patients who had radiotherapy developed cognitive disabilities deficits in at least five of 18 neuropsychological test parameters compared with four (27%) patients who were radiotherapy naive. White-matter hyperintensities and global cortical atrophy were associated with worse cognitive functioning in several domains., INTERPRETATION: Long-term survivors of LGG who did not have radiotherapy had stable radiological and cognitive status. By contrast, patients with low-grade glioma who received radiotherapy showed a progressive decline in attentional functioning, even those who received fraction doses that are regarded as safe (</=2 Gy). These cognitive deficits are associated with radiological abnormalities. Our results suggest that the risk of long-term cognitive and radiological compromise that is associated with radiotherapy should be considered when treatment is planned., FUNDING: Kaptein Fonds; Schering Plough.",Included
2580,"Multidetector row computed tomography of acute pancreatitis: Utility of single portal phase CT scan in short-term follow up Objective: The purpose of this study is to evaluate the question of whether nonenhanced CT or contrast enhanced portal phase CT can replace multiphasic pancreas protocol CT in short term monitoring in patients with acute pancreatitis. Material(s) and Method(s): This retrospective study was approved by the Institutional Review Board. From April 2006 to May 2010, a total of 52 patients having acute pancreatitis who underwent initial dual phase multidetector row CT (unenhanced, arterial, and portal phase) at admission and a short term (within 30 days) follow up dual phase CT (mean interval 10.3 days, range 3-28 days) were included. Two abdominal radiologists performed an independent review of three sets of follow up CT images (nonenhanced scan, single portal phase scan, and dual phase scan). Interpretation of each image set was done with at least 2-week interval. Radiologists evaluated severity of acute pancreatitis with regard to pancreatic inflammation, pancreatic necrosis, and extrapancreatic complication, based on the modified CT severity index. Scores of each image set were compared using a paired t-test and interobserver agreement was evaluated using intraclass correlation coefficient statistics. Result(s): Mean scores of sum of CT severity index on nonenhanced scan, portal phase scan, and dual phase scan were 5.7, 6.6, and 6.5 for radiologist 1, and 5.0, 5.6, and 5.8 for radiologist 2, respectively. In both radiologists, contrast enhanced scan (portal phase scan and dual phase scan) showed significantly higher severity score compared with that of unenhanced scan (P < 0.05), while portal phase and dual phase scan showed no significant difference each other. The trend was similar regarding pancreatic inflammation and extrapancreatic complications, in which contrast enhanced scans showed significantly higher score compared with those of unenhanced scan, while no significant difference was observed between portal phase scan and dual phase scan. In pancreatic necrosis analysis, there was no significant difference between the three image sets for both radiologists. However, when only the patients having pancreatic necrosis (n = 13) was separately analyzed, significant differences were observed between the unenhanced and portal phase scan (P = 0.04, for radiologist 1), or unenhanced and dual phase scan (P = 0.013, for radiologist 2). Conclusion(s): For short-term follow up imaging in assessment of patients with acute pancreatitis, single portal phase CT images without adding unenhanced or arterial phase images provide sufficient information, and thereby reduce radiation exposure. © 2011 Elsevier Ireland Ltd.",Excluded
1698,"Transradial and transulnar access for iliac artery interventions using sheathless guiding systems: A feasibility study Purpose: Our aim was to evaluate the acute success and complication rates of the transradial and transulnar access for iliac artery stenting using sheathless guiding systems. Method(s): Clinical and angiographic data from 156 consecutive patients with symptomatic iliac artery stenosis who were treated with transradial or transulnar access were evaluated. All patients underwent Duplex ultrasound before and after the intervention. The primary endpoints were the procedural success rate, major adverse events, and access site complication rates. The secondary endpoints were the angiographic result of the iliac artery intervention, fluoroscopy time, X-ray dose, procedure length, crossover rate to another puncture site and hospitalization duration. The impact of the learning curve was also investigated, along with right or left radial access. Result(s): The indication for the intervention was intermittent claudication in 109 patients (69.9%), critical limb ischemia in 44 (28.2%) subjects and acute limb ischemia in three individuals (1.9%). Technical success was achieved in 155 patients (99.4%), with a crossover rate of 3.8%. Radial and ulnar artery access was used in 151 (96.8%) and 7 (4.5%) patients, respectively. The Ankle-brachial index increased from 0.69 [0.65-0.72] to 0.91 [0.88-0.95] as a result of the procedures (P < 0.001). The cumulative incidence of major adverse events was 3.8% at the 2-month follow-up (0% in patients with intermittent claudication and 13.8% in patients with critical limb ischemia). Radial artery access site complications were encountered in eight patients (5.1%). We documented decreased X-ray doses (1742.0 [783.9-2701] vs. 1435 [991.1-1879] vs. 692.8 [275.3-1110] Gy cm-2 P < 0.05) over time; however, the fluoroscopy time, procedure time, and contrast consumption were not significantly different. Left hand access was not associated with significantly better results than right radial artery access. Conclusion(s): Iliac artery stenting can be safely and effectively performed using radial or ulnar artery access and sheathless guiding catheters, with acceptable complication rates and high levels of technical success. The physician learning curve plays an important role in decreasing the X-ray dose. © 2016 The Authors. Catheterization and Cardiovascular Interventions Published by Wiley Periodicals, Inc.Copyright © 2016 The Authors. Catheterization and Cardiovascular Interventions. Published by Wiley Periodicals, Inc.",Excluded
1874,Morphological changes in certain types of soft tissue sarcoma under the effect of uneven irradiation,Included
468,"The tumor-stroma ratio is an independent predictor for survival in nasopharyngeal cancer Background: The tumor-stroma ratio (TSR) has been identified as a new and practicable prognostic histological characteristic of solid tumors. The aim of this study was to evaluate the prognostic value of the TSR in nasopharyngeal cancer (NPC). Patients and Methods: A total of 93 patients who presented with NPC from 2004 to 2007 were studied. Radiotherapy with or without chemotherapy was administered according to their Union for International Cancer Control (UICC) stages. The TSR was assessed visually on hematoxylin and eosin-stained tissue sections of biopsy specimens by 2 independent observers. Result(s): The 5-year overall survival (OS) and disease-free survival (DFS) rates were 66.67% and 54.91%, respectively, in the stroma-poor group and 40.48% and 33.33%, respectively, in the stroma-rich group. Both the 5-year OS and DFS rates in the stroma-poor group were significantly better than those in the stroma-rich group (p < 0.05). In a multivariate analysis, the TSR was identified as a highly significant prognostic factor for the 5-year OS (hazard ratio (HR) 1.999; p = 0.030) and the 5-year DFS (HR 1.925; p = 0.042). Conclusion(s): Stroma-rich tumors were associated with poor prognosis and an increased risk of relapse, which may serve as a new prognostic histological characteristic in NPC.Copyright © 2014 S. Karger GmbH, Freiburg.",Excluded
702,"[Intensity-modulated radiation therapy for head and neck cancers with bilateral irradiation of the neck : preliminary results] PURPOSE: To report preliminary results of a prospective study of intensity-modulated radiotherapy (IMRT) for head and neck squamous cell carcinoma (HNC) with bilateral irradiation of the neck., PATIENTS AND METHODS: At the Alexis Vautrin Cancer Center, 23 patients have been treated with IMRT for HNC since January 2002-August 2003. The first 10 patients with a minimum follow-up of 3 months were analyzed. All tumors were oropharyngeal. There were four females and six males, with a mean age of 50 years (range 39-66). Stages were I-II in eight and III-IV in two. CTV1 was microscopic disease and N0 neck (prescribed dose : 50 Gy) and CTV2 was macroscopic disease and the volume at risk (prescribed dose: 66-70 Gy). PTV were CTV + 5 mm. Patient's immobilization consisted of a five-point head neck shoulder thermoplastic mask. Set-up verifications were done by semi-automatically matching portal images and digitized reconstructed radiographs. IMRT used dynamic multileaf collimation. Five patients (group A) received 50 Gy IMRT (two post-operative and three with a brachytherapy boost with a mean dose: 27.5 Gy), and five patients (group B) received 66-70 Gy IMRT (four post-operative). Acute and late normal tissue effects were graded according to the RTOG-EORTC radiation morbidity scoring criteria., RESULTS: With a median follow-up of 7.4 months (range 3-18.5), no patient died or had loco-regional relapse. The displacements were <4 mm in 98% cases. CTV1 and 2 received 95% of the prescribed dose in 100% of the volume. On average the mean dose to the contralateral parotid was 25.5 Gy for group A vs. 31 Gy for group B (P = 0.09). Mean doses <26 Gy were obtained in three of five patients in group A vs. zero of five patients in group B (P = 0.04). Acute skin toxicities were grade 1 in five patients, grade 2 in four and grade 3 in one. Acute mucositis cases were grade 1 in three patients, grade 2 in five and localized grade 3 in two. At 3 months, 50% of the patients had a grade 0-1 late xerostomia., CONCLUSION: The 26 Gy dose limit constraint to the contralateral parotid was easier to satisfy when IMRT was prescribed at a maximum dose of 50 Gy. Acute toxicity is low. The displacements in the mask indicate that it is possible to define the PTV as CTV + 4 mm. This reduction should decrease the mean dose to the parotids. At 3 months, a 50% rate of grade 0-1 late xerostomia encourages the hope of a very low rate at 2 years.",Excluded
877,"Gamma radiation tolerance in different life stages of the fruit fly Drosophila melanogaster PURPOSE: Insects are known to have higher levels of radiation tolerance than mammals. The fruit fly Drosophila provides opportunities for genetic analysis of radiation tolerance in insects. A knowledge of stage-specific sensitivity is required to understand the mechanisms and test the existing hypothesis of insect radiation tolerance., MATERIALS AND METHODS: Drosophila melanogaster were irradiated using gamma rays at different life stages. Irradiation doses were chosen to start from 100-2200 Gy with increments of 100 Gy, with a dose rate of 12.5 and 25 Gy/min. The threshold of mortality, LD50 and LD100 1 h post-irradiation was recorded for larvae and adults and 24 h post-irradiation for eggs and after 2-3 days for early and late pupae. Total antioxidant capacity for all the life stages was measured using the phosphomolybdenum method., RESULTS: Twenty-four hours post-irradiation, 100% mortality was recorded for eggs at 1000 Gy. One hour post irradiation 100% mortality was recorded at 1300 Gy for first instar larvae, 1700 Gy for second instar larvae, 1900 Gy for feeding third instar larvae and 2200 Gy for non-feeding third instar larvae. Post-irradiation complete failure of emergence (100% mortality) was observed at 130 Gy for early pupae and 1500 Gy for late pupae; 100% mortality was observed at 1500 Gy for adults. The values of LD50 were recorded as 452 Gy for eggs, 1049 Gy for first instar larvae, 1350 Gy for second instar larvae, 1265 Gy for feeding third instar larvae, 1590 Gy for non-feeding third instar larvae, 50 Gy for early pupae, 969 Gy for late pupae, 1228 Gy for adult males and 1250 Gy for adult females., CONCLUSIONS: Early pupae were found to be prone to radiation, whereas the non-feeding third instar larvae were most resistant among all stages. The chromosome number being constant and total antioxidant capacity being nearly constant in all stages, we suggest that high rate of cell division during early pupae makes this stage sensitive to radiation.",Included
3149,"Analysis by alkaline comet assay of cancer patients with severe reactions to radiotherapy: Defective rejoining of radioinduced DNA strand breaks in lymphocytes of breast cancer patients Therapeutic exposure to ionising radiation reveals inter-individual variations in normal tissue responses. To examine whether a defect in DNA repair capacity might be involved in such hypersensitive phenotypes, we analysed, using the alkaline comet assay, the response as a function of time to in vitro irradiation at 5 Gy of lymphocytes from 17 breast cancer and 9 Hodgkin's disease patients who developed severe reactions to radiotherapy in comparison with 22 patients with 'average' reactions and 24 healthy donors. A difference between breast cancer over-reactors and both patients with normal reactions and healthy donors was observed 30 and 60 min after exposure. A subgroup of breast cancer over-reactors (7/17) reproducibly demonstrated increased levels of residual damage. When the kinetic analyses were prolonged to 120 min, results were in favour of delayed kinetics of rejoining in these patients. Among Hodgkin's disease over-reactors, only one patient showed defective repair. Interestingly, all patients with the most severe complications (grade 4 RTOG/EORTC), i.e., 5 breast cancer and 1 Hodgkin's disease, showed impaired rejoining. Our results suggest that impairment in DNA strand break processing may be associated, in specific subgroups of breast cancer patients, with an individual risk of major toxicity of radiation therapy. Thus, the alkaline comet assay appears to be useful for documenting the DNA repair phenotype in cancer patients.",Included
2364,Histocompatibility studies in a closely bred colony of dogs,Excluded
489,"CT urography in the urinary bladder: to compare excretory phase images using a low noise index and a high noise index with adaptive noise reduction filter BACKGROUND: Although CT urography (CTU) is widely used for the evaluation of the entire urinary tract, the most important drawback is the radiation exposure., PURPOSE: To evaluate the effect of a noise reduction filter (NRF) using a phantom and to quantitatively and qualitatively compare excretory phase (EP) images using a low noise index (NI) with those using a high NI and postprocessing NRF (pNRF)., MATERIAL AND METHODS: Each NI value was defined for a slice thickness of 5 mm, and reconstructed images with a slice thickness of 1.25 mm were assessed. Sixty patients who were at high risk of developing bladder tumors (BT) were divided into two groups according to whether their EP images were obtained using an NI of 9.88 (29 patients; group A) or an NI of 20 and pNRF (31 patients; group B). The CT dose index volume (CTDI(vol)) and the contrast-to-noise ratio (CNR) of the bladder with respect to the anterior pelvic fat were compared in both groups. Qualitative assessment of the urinary bladder for image noise, sharpness, streak artifacts, homogeneity, and the conspicuity of polypoid or sessile-shaped BTs with a short-axis diameter greater than 10 mm was performed using a 3-point scale., RESULTS: The phantom study showed noise reduction of approximately 40% and 76% dose reduction between group A and group B. CTDI(vol) demonstrated a 73% reduction in group B (4.6 +/- 1.1 mGy) compared with group A (16.9 +/- 3.4 mGy). The CNR value was not significantly different (P = 0.60) between group A (16.1 +/- 5.1) and group B (16.6 +/- 7.6). Although group A was superior (P < 0.01) to group B with regard to image noise, other qualitative analyses did not show significant differences., CONCLUSION: EP images using a high NI and pNRF were quantitatively and qualitatively comparable to those using a low NI, except with regard to image noise.",Excluded
1764,"Image quality of iterative reconstruction in cranial CT imaging: comparison of model-based iterative reconstruction (MBIR) and adaptive statistical iterative reconstruction (ASiR) Objectives: The purpose of this study was to compare cranial CT (CCT) image quality (IQ) of the MBIR algorithm with standard iterative reconstruction (ASiR)., Methods: In this institutional review board (IRB)-approved study, raw data sets of 100 unenhanced CCT examinations (120 kV, 50-260 mAs, 20 mm collimation, 0.984 pitch) were reconstructed with both ASiR and MBIR. Signal-to-noise (SNR) and contrast-to-noise (CNR) were calculated from attenuation values measured in caudate nucleus, frontal white matter, anterior ventricle horn, fourth ventricle, and pons. Two radiologists, who were blinded to the reconstruction algorithms, evaluated anonymized multiplanar reformations of 2.5 mm with respect to depiction of different parenchymal structures and impact of artefacts on IQ with a five-point scale (0: unacceptable, 1: less than average, 2: average, 3: above average, 4: excellent)., Results: MBIR decreased artefacts more effectively than ASiR (p < 0.01). The median depiction score for MBIR was 3, whereas the median value for ASiR was 2 (p < 0.01). SNR and CNR were significantly higher in MBIR than ASiR (p < 0.01)., Conclusions: MBIR showed significant improvement of IQ parameters compared to ASiR. As CCT is an examination that is frequently required, the use of MBIR may allow for substantial reduction of radiation exposure caused by medical diagnostics.Copyright © 2014, European Society of Radiology.",Excluded
