Unnamed: 0,titleabstract,decision,prediction
10,"[Osteoradionecrosis in adults] Osteoradionecrosis (ORN) is not exceptional, despite advances in irradiation techniques. Six cases are reported, involving the pelvis, coxofemoral joint, mandible and vertebrae; in this last case, the semiologic value of the lucent intrasomatic image seen on plain films and tomographies of the vertebrae is underscored. The irradiation dose (above 3 000 rad) is the chief factor in osteoradionecrosis, which may be precipitated by adjuvant factors and potentiating events such as trauma and infection. Pathologic study shows several lesions whose association is suggestive: cell lesions, osteoporosis, vascular lesions, and foci of necrosis. The pathogenic significance of lesions of bone cells is demonstrated, while the part played by vascular lesions is controversial. Involvement of the pelvis and hips following irradiation of pelvic carcinoma is the most common. The scapular girdle and ribs may be involved in irradiation for breast cancer. In involvement of the mandible, remarkable features are its frequency following irradiation of carcinoma of the mouth, the significant part played by potentiating factors, i.e. infection and trauma, severity of complications, i.e. fistulae and hemorrhage, and lastly difficulties of management. Among infrequent sites, involvement of the vertebrae is of interest as it may mimic collapse due to osteoporosis or metastasis. Diagnosis rests on an association of criteria, and fortunately bone biopsy is usually unnecessary. The clinical features, topographical characteristics and course of the disease allow differentiation from bone metastasis; it may be more difficult to distinguish postirradiation sarcoma, which is exceptional, or a number of benign conditions, such as aseptic necrosis, infectious osteoarthritis, and destructive coxarthrosis.",Excluded,0.104466684
11,"Concomitant cisplatin, paclitaxel, and hyperfractionated radiotherapy in locally advanced head and neck cancer: Comparison of two different schedules Purpose: To determine feasibility and efficacy of concurrent paclitaxel and cisplatin with definitive hyperfractionated radiotherapy (HFRT) in locally advanced head-and-neck squamous cell carcinoma (HNSCC). Patients and Methods: Forty-two patients stages III to IV head-and-neck squamous cell carcinoma were enrolled in 2 consecutive prospective trials from August 1998 to January 2006. In study 1, 16 patients received HFRT in 2 courses of 39.6 Gy each with a split of 2 weeks with concurrent paclitaxel (175 mg/m) and cisplatin (100 mg/m) on days 1, 21, 36, and 57. In study 2, 26 patients received a continuous course of 74.4 Gy of HFRT with concurrent weekly paclitaxel (50 mg/m) and cisplatin (30 mg/m). Result(s): Tumor locations included oropharynx 48%, hypopharynx 24%, larynx 12%, paranasal sinuses 7%, salivary gland 2%, oral cavity 2% and unknown primary 5%. In study 1, all patients received 3 to 4 cycles of chemotherapy and completed the programmed radiotherapy course. In study 2, 69% received 5 to 6 cycles of chemotherapy and 92% completed the irradiation. Overall, 93% of objective responses were observed (complete 76%, partial 17%). Median follow-up was 50 months (range: 12-97). Pattern of recurrence was local 8%, distant 13%, and combined 3%. Acute toxicity grades 3 to 4 in studies 1 and 2 was 75% and 88%, respectively (P = ns). Globally, 5-year overall survival were 68%, with a median of 71 months (range: 50-91). On multivariate analysis, male gender (P = 0.04) and complete response (P = 0.01) were predictive of improved survival. Conclusion(s): HFRT combined with cisplatin and paclitaxel is very active but at the expense of severe toxicity. Efficacy and toxicity in studies.1 and 2 were not different despite completely different treatment strategies (chemotherapy dose intensity vs. radiotherapy dose intensity). Copyright © 2010 by Lippincott Williams & Wilkins.",Excluded,0.10106176
12,"Induction therapy of loco-regional non-small-cell lung cancer with reliable response and low toxicity (low dose radiotherapy sensitizes tumor to subsequent chemotherapy?) INTRODUCTION: For the induction therapy of non-small-cell lung cancer, we need to look for a regimen which produces a reliable high response rate with a low treatment related morbidity and mortality., METHODS: Patients in clinical stages IB, IIA and B, IIIA and B received a course of therapy with 20Gy of radiation in 2 weeks. This was followed by two courses of chemotherapy consisting of paclitaxel 180mg/m(2), cisplatin 45mg/m(2), and ifosfamide 1000mg/m(2). Two to 3 weeks after chemotherapy, the patients were re-evaluated and, if suitable, underwent surgical therapy., RESULTS: A total of 35 patients were entered into the study. The overall response rate was 82.86% (95% confidence interval, 66.35-94.5%). Complete response (CR) was 20% (95% confidence interval, 8.44-36.94%). Twenty-five patients had surgical resection. Subsequently 18 patients received completion radiotherapy of additional 45Gy. The median follow up is 30 months. In 12 patients with stages IB, IIA and B, the median survival was 61 months, and 5-year survival was 55%. In 23 patients with stages IIIA and B, the median survival was 26 months, and 5-year survival was 9.5%. There was 1 patient with Grade 4 and 13 patients with Grade 3 leukopenia, and half of them received granulocyte colony stimulating factor. By the completion radiotherapy, 6 out of 18 patients had less than Grade 2 esophagitis. Five patients had Grade 2 radiation pneumonitis and one Grade 5 (one mortality). There was no postoperative death. The survival results were comparable to those reported recently by others, however the regimen produced a high response rate with low treatment related morbidity/mortality., CONCLUSION: It is a suitable regimen for induction therapy to include earlier stage resectable non-small-cell lung cancers.",Excluded,0.15929759
13,"Thin-plate spline analysis of the cranial base in African, Asian and European populations and its relationship with different malocclusions OBJECTIVES: To test the hypothesis that midline basicranial orientation and posterior cranial base length are discriminating factors between adults of different populations and its potential maxillo/mandibular disharmonies., DESIGN: Twenty-nine 2D landmarks of the midline cranial base, the face and the mandible of dry skull X-rays from three major populations (45 Asians, 34 Africans, 64 Europeans) were digitized and analysed by geometric morphometrics. We used, first, MANOVA to test for mean shape differences between populations; then, principal components analysis (PCA) to assess the overall variation in the sample and finally, canonical variate analysis (CVA) with jack-knife validations (N=1000) to analyse the anatomical features that best distinguished among populations., RESULTS: Significant mean shapes differences were shown between populations (P<0.001). CVA revealed two significant axes of discrimination (P<0.001). Jack-knife validation correctly identified 92% of 15,000 unknowns. In Africans the whole cranial base is rotated into a forward-downward position, while in Asians it is rotated in the opposite way. The Europeans occupied an intermediate position. African and Asian samples showed a maxillo/mandibular prognathism. African prognathism was produced by an anterior positioned maxilla, Asian prognathism by retruded anterior cranial base and increase of the posterior cranial base length. Europeans showed a trend towards retracted mandibles with relatively shorter posterior cranial bases., CONCLUSIONS: The results supported the hypothesis that basicranial orientation and posterior cranial base length are valid factors to distinguish between geographic groups. The whole craniofacial configuration underlying a particular maxillo-facial disharmony must be considered in diagnosis, growth predictions and resulting treatment planning.",Excluded,0.100812554
14,"Cytogenetic effects of radiotherapy. Breakpoint distribution in induced chromosome aberrations A total of 660 breakpoints were identified in the chromosome aberrations detected in lymphocytes from cancer patients after radiotherapy. The results show that chromosomes 1, 3, and 7 were significantly more affected than other chromosomes by ionizing radiation in vivo. Chromosome arms 1p, 1q, 7q, and 11p were also significantly more affected. Some bands also showed a special sensitivity to radiation, and band 1q32 was the most affected. This band is proposed as a hot point"" for the clastogenic effect of ionizing radiation. A significant clustering of breakpoints in G bands was also found, especially at the telomeres, as previously described by other authors. Clustering of breakpoints was also observed in bands where fragile sites, protooncogenes, breakpoints involved in chromosomal cancer rearrangements, and breakpoints involved in chromosomal evolution of the Hominoidea are located.""",Included,0.82275796
15,"Radioembolization of symptomatic, unresectable neuroendocrine hepatic metastases using yttrium-90 microspheres PURPOSE: To evaluate safety, efficacy, and symptom-control of radioembolization in patients with unresectable liver metastases from neuroendocrine tumors (NETLMs)., MATERIALS AND METHODS: Forty-two patients (mean age of 62 years) with treatment-refractory NETLMs underwent radioembolization using yttrium-90 ((90)Y) resin microspheres. Posttreatment tumor response was assessed by cross-sectional imaging using the Response Evaluation Criteria in Solid Tumors (RECIST) and tumor-marker levels. Laboratory and clinical toxicities and clinical symptoms were monitored., RESULTS: The median activity delivered was 1.63 GBq (range 0.63-2.36). Imaging follow-up using RECIST at 3-month follow-up demonstrated partial response, stable disease, and progressive disease in 22.5, 75.0, and 2.5% of patients, respectively. In 97.5% of patients, the liver lesions appeared hypovascular or partially necrotic. The mean follow-up was 16.2 months with 40 patients (95.2%) remaining alive. The median decrease in tumor-marker levels at 3 months was 54.8% (chromogranin A) and 37.3% (serotonin), respectively. There were no acute or delayed toxicities greater than grade 2 according to Common Terminology Criteria for Adverse Events [CTCAE (v3.0)]. No radiation-induced liver disease was noted. Improvement of clinical symptoms 3 months after treatment was observed in 36 of 38 symptomatic patients., CONCLUSION: Radioembolization with (90)Y-microspheres is a safe and effective treatment option in patients with otherwise treatment-refractory NETLMs. Antitumoral effect is supported by good local tumor control, decreased tumor-marker levels, and improved clinical symptoms. Further investigation is warranted to define the role of radioembolization in the treatment paradigm for NETLMs.",Excluded,0.100541584
16,"Incident air kerma to absorbed organ dose conversion factors for breast and lung in PA thorax radiography: The effect of patient thickness and radiation quality Purpose Converting the measurable quantities to patient organ doses in projection radiography is usually based on a standard-sized patient model and a specific radiation quality, which are likely to differ from the real situation. Large inaccuracies can therefore be obtained in organ doses, because organ doses are dependent on the exposure parameters, exposure geometry and patient anatomy. In this study, the effect of radiation quality and patient thickness on the organ dose conversion factors were determined. Methods In this study, the posterior-anterior projection radiograph of the thorax was selected in order to determine the effect of radiation quality (tube voltages of 70-130 kV and total filtrations of 3 mmAl to 4 mmAl + 0.2 mmCu) and patient thickness (anterior-posterior thicknesses of 19.4-30.8 cm) on the breast and lung dose conversion factors. For this purpose, Monte Carlo simulation programs ImpactMC and PCXMC were used with computed tomography examination data of adult male and female patients and mathematical hermaphrodite phantoms, respectively. Results Compared to the reference beam quality and patient thickness, the relative variation range in organ dose conversion factors was up to 74% for different radiation qualities and 122% for different patient thicknesses. Conclusions Conversion factors should only be used with comprehensive understanding of the exposure conditions, considering the exposure parameters, exposure geometry and patient anatomy they are valid for. This study demonstrates that patient thickness-specific and radiation quality-specific conversion factors are needed in projection radiography.Copyright © 2016 Associazione Italiana di Fisica Medica",Excluded,0.099790126
17,"Do dose-volume metrics predict pulmonary function changes in lung irradiation? PURPOSE: To examine the ability of standard dose-volume metrics to predict pulmonary function changes as measured by pulmonary function tests (PFTs) in a group of patients with non-small-cell lung cancer treated with nonconventional beam arrangements on a Phase I dose-escalation study. In addition, we wanted to examine the correlation between these metrics., MATERIALS AND METHODS: Forty-three patients received a median treatment dose of 76.9 Gy (range 63-102.9). Eight patients also received induction chemotherapy with cisplatin and vinorelbine. They all had pre- and posttreatment PFTs >/=3 months (median 6.2) after treatment. The volume of normal lung treated to >20 Gy, effective volume, and mean lung dose were calculated for both lungs for all patients. Linear regression analysis was performed to determine whether correlations existed between the metrics and changes in the PFTs. Additionally, the three metrics were compared with each other to assess the degree of intermetric correlation., RESULTS: No correlation was found between the volume of normal lung treated to >20 Gy, effective volume, and mean lung dose and changes in the PFTs. Subgroup analyses of patients without atelectasis before irradiation, Stage I and II disease, or treatment without induction chemotherapy were also performed. Again, no correlation was found between the dose-volume metrics and the PFT changes. The intermetric correlation was good among all three dose-volume metrics., CONCLUSIONS: In this relatively small series of patients, dose-volume metrics that correlate with the risk of pneumonitis did not provide a good model to predict early changes in pulmonary function as measured with PFTs.",Excluded,0.10060509
18,"Clinical usefulness of the novel tag-less Pillcam patency capsule for the screening of patients with suspected small bowel strictures BACKGROUND:Capsule endoscopy (CE) is a non-invasive diagnostic tool for the study of the small bowel. The main complication of CE is capsule retention, defined as a failure to excrete the capsule for 2 weeks or more requiring directed medical, endoscopic, or surgical intervention. Due to the risk of capsule retention, CE is contraindicated in patients with suspected small bowel strictures. The novel tag-less PillCam Patency Capsule (PPC) for preventing capsule retention which was marketed in 2012 in Japan has expanded the indication of small bowel disease for CE. OBJECTIVE(S):We investigated the safety and clinical usefulness of the novel tag-less PillCam Patency Capsule for preventing capsule retention in patients with suspected small bowel strictures. PATIENTS AND METHODS:Sixteen patients who suspected small bowel strictures were included (mean age: 66.2) in this retrospective study. If patients had already excreted the intact PPC in the stool at 30 h after ingestion of PPC, patency of the small bowel was confirmed. If the confirmation at 30 h was not successful, reconfirmation was performed by abdominal X-ray and/or computed tomography (CT) within 33 hours after the ingestion. If the intact PPC had reached to colon, we judged patency"". Except for the above-mentioned, we judged ""no patency"". If patency was established, then the patients underwent CE. RESULT(S):Male/Female (8/8). Clinical indications before the PPC were melena or hematochezia (6), abdominal pain (3), abdominal distension (2), abdominal mass (4) constipation (1), diarrhea (1), anemia (2), no abdominal symptom (4). A history of abdominal surgery +/- (4/12). A history of abdominal irradiation +/- (5/11). Fourteen cases (87.5%) had complete PPC examination followed by CE within 2 weeks. We judged 2 cases ""no patency"". Each of two cases showed the symptoms of ileus. One case needed ileus tube insertion and gastrografin enema showed stricture. In another case, gastric tube was inserted. In both cases, the ileus improved after conservative treatment. Fourteen patients underwent CE following the patency capsule examination. In 10 cases (71.4%) of them, the significant pathologic findings were found by CE. Although the confirmation of the patency by PPC was established, retention occurred in one case with asymptomatic. The patient had prior operation history of ileum-transverse colon bypass. CONCLUSION(S):Passage is a direct proof of the patency of small bowel. The tag-less PillCam Patency Capsule was useful to evaluate the patency of the small bowel to confirm the safer capsule endoscopy in patients with suspected small bowel strictures. However, the PPC itself may show the symptoms of ileus. The cases with abdominal surgical history could be a risk for capsule retention even though PillCam Patency Capsule confirmed the patency.""",Excluded,0.100800455
19,"Relationship between femoral anteversion and osteoarthritis of the hip The purpose of this study was to establish a relationship between the magnitude of femoral anteversion and osteoarthritis of the hip. Sixteen osteoarthritic subjects were compared with 18 control subjects by an improved computed tomography (CT) scanning technique. Femoral anteversion was accurately determined with little radiation exposure. There was no significant difference in femoral anteversion between arthritic subjects and a normal"" control population. There was no significant difference in femoral anteversion between the involved and the uninvolved hips of these subjects with osteoarthritis. These results suggest that performing a derotational femoral osteotomy to prevent osteoarthritis is not indicated. The cause of primary osteoarthritis is multifactorial and does not depend solely on preexistence of higher femoral anteversion.""",Excluded,0.101454444
