,titleabstract,decision
75,"Does radiation exposure portend worse postoperative outcomes after cystectomy with urinary diversion for benign indications?. INTRODUCTION AND OBJECTIVES: Preoperative radiation exposure is traditionally thought to correlate with increased postoperative complications after cystectomy with urinary diversion (CxUD) for benign indications. We assessed postoperative outcomes among patients who received CxUD, stratified by radiation exposure. METHOD(S): A retrospective review of patients undergoing CxUD over a 10 year period encompassed demographics, operative parameters, 30 and 90 day readmission and complications. CxUD for malignant indications and in patients below 18 years of age were excluded. Chi-square and t-test analyses assessed demographics and indications. Complications were measured by univariate and multivariate logistic regression models. RESULT(S): Among 103 patients, 39 (38%) had radiation exposure prior to CxUD. Mean age for patients with radiation exposure undergoing cystectomy and urinary diversion was significantly higher (69.8 vs 59.7 years, p=0.001). In patients receiving preoperative radiation, 23.1% (9/39) had congestive heart failure (p=0.005). Other preexisting conditions such as diabetes, previous myocardial infarction, renal disease and liver disease were not associated with radiation exposure. Operative time (p=0.861), estimated blood loss (p=0.756) and length of stay (p=0.776) were not associated with radiation exposure. There was a significant correlation between radiation exposure and having a preoperative diagnosis of genitourinary fistulae (p=0.001), neurogenic bladder (p<0.0001) and urethral stricture (p=0.002). Radiation exposure did not correlate to readmission at 30 days (p=0.256) or at 90 days (p=0.576). Ureteroileal strictures requiring interventional radiology procedures were observed in 6 patients (5.8%) and stomal stenosis was seen in 2 patients (1.9%). Neither variable was correlated with radiation exposure (p=0.27 and p=0.265, respectively). CONCLUSION(S): In spite of patients being older with more comorbidities at baseline, patients with preoperative radiation exposure undergoing CxUD for benign indications did not have increased readmission at 30 or 90 days or increased complications postoperatively. Additionally, operative parameters such as surgery time, estimated blood loss and length of stay were similar between radiation and naive patient groups. These findings suggest radiation exposure prior to CxUD may not portend as negative consequences as once thought.",Included
78,Effects of local irradiation and i.v. methotrexate on brain morphology in rabbits: Early changes,Included
82,[A new technic of transnasal hypophysis removal with Y90],Included
95,Hormonal changes following low-dosage irradiation of pituitary and ovaries in anovulatory women; further studies,Included
96,"Combined effect of irradiation and B-vitamins deficiency on the voluntary alcohol consumption in rats. The accidents in atomic electric stations took place in many countries. The most severe catastrophe was happened in 1986 in Ukraine. The population in Chernobyl region is suffering both from the consequences of irradiation and polyvitamine deficiency. Can it be related with the increased alcohol consumption observed in that region? To test this hypotheses we have studied the influence of the thiamine and folate deficiency and low dose irradiation and their combination on the voluntary alcohol consumption in rats. 80 adult male rats waiting 140-180 g. were preliminary tested in the conditions of free choice between 10% ethanol and water (triple, during 2 days). Then they were divided into 4 groups (on 20 animals) equal on the alcohol consumption and preference. 2 weeks later they were treated by hidrochythiamine (vitamin B1 antagonist, 1 mg/kg, s.c.) and metotrexate (folic acid antagonist, 200 mg/kg, s.c.) weekly, three times. 2 days following the every administration the some animals were treated by the gamma-irradiation (Co60, 0.25 gray). The groups were: 1- control (isotonic solution of NaCl); 2- irradiation alone; 3- antivitamins; 4- antivitamins + irradiations. Next day following the last irradiation half of animals from every group were sacrificed and vitamins status in their tissues was studied. Others were tested during 14 days individually in situation of free choice between 10% ethanol solution and water. In groups 2-4 the decreased transketolase activity (marker thiamine-dependent enzyme) and thiamine diphosphate level in blood, liver and brain as well as signs of folic deficiency were found. In groups 3 and 4 the alcohol preference index on the first week of post-irradiation testing period increased on 40.8 and 112.7% (p<0.05); on the second week on 19,1 and 81.4% (P <0.05) accordingly. In conclusion, the combination of low dose irradiation and B-vitamins deficiency increases the alcohol preference and consumption in rats. Those factors may be one of the reason of alcohol addiction also in population of Chernobyl region.",Included
103,"Low (20 cGy) doses of 1 GeV/u <sup>56</sup>Fe-particle radiation lead to a persistent reduction in the spatial learning ability of rats. Exposure to galactic cosmic radiation (GCR) is considered to be a potential health risk in long-term space travel, and it represents a significant risk to the central nervous system (CNS). The most harmful component of GCR is the HZE [high-mass, highly charged (Z), high-energy] particles, e.g. <sup>56</sup>Fe. In previous ground-based experiments, exposure to high doses of HZE-particle radiation induced pronounced deficits in hippocampus-dependent learning and memory in rodents. Recent data suggest that glutamatergic transmission in hippocampal synaptosomes is impaired after low (60 cGy) doses of 1 GeV/u <sup>56</sup>Fe particles, which could lead to impairment of hippocampus-dependent spatial memory. To assess the effects of mission-relevant (2060 cGy) doses of 1 GeV/u <sup>56</sup>Fe particles on hippocampus-dependent spatial memory, male Wistar rats either received sham treatment or were irradiated and tested 3 months later in the Barnes maze test. Compared to the controls, rats that received 20, 40 and 60 cGy 1 GeV/u <sup>56</sup>Fe particles showed significant impairments in their ability to locate the escape box in the Barnes maze, which was manifested by progressively increasing escape latency times over the 3 days of testing. However, this increase was not due to a lack of motivation of the rats to escape, because the total number of head pokes (and especially incorrect head pokes) remained constant over the test period. Given that rats exposed to X rays did not exhibit spatial memory impairments until >10 Gy was delivered, the RBE for 1 GeV/u <sup>56</sup>Fe-particle-induced hippocampal spatial memory impairment is ~50. These data demonstrate that mission-relevant doses of 1 GeV/u <sup>56</sup>Fe particles can result in severe deficits in hippocampus-dependent neurocognitive tasks, and the extreme sensitivity of these processes to 1 GeV/u <sup>56</sup>Fe particles must arise due to the perturbation of multiple processes in addition to killing neuronal cells. © 2012 by Radiation Research Society. All rights of reproduction in any form reserved.",Included
107,Changes in the pharmacodynamics and pharmacokinetics of psycholeptic drugs in radiation-sickness. Effect of x-ray radiation on pharmacodynamic activity of nitrazepam in animals,Included
133,"[Modifying effects of neurotropin on post-radiation disorders of neuromediator processes in the autonomic function regulation centers]. In experiments on Wistar rats, it was shown that 6 months after exposure to ionizing radiation (X-radiation 0.5 Gy and intraperitoneal 131I 6.5 mCu/kg) the hypothyroid state was accompanied by changes in inhibitory and excitatory mediation that are characteristic of chronic radiation stress in cerebral structures responsible for regulation of autonomic and animal functions and a relative deficiency of the hypothalamopituitary-adrenocortical axis. Application of therapeutic doses of neurotropin 3 months after radiation levelled the pattern of chronic radiation stress and diencephalic disorders that underlie disturbances of some systemic functions of the organism.",Included
140,"The biosensitivity of certain organs in rats exposed to low doses of gamma-radiation. Trace elements as Fe, Cu, Zn and Ca are essential for life. They approximately involved in all living processes, they play an important role in the hormones and enzymes activities. The present study demonstrate the biosensitivity of certain organs (spleen, intestine, heart and brain) in rats exposed to low doses of gamma-radiation by determine the effectiveness on essential metal levels. Rats were exposed to 0.06, 0.126 and 0.227Gy as a total doses at a low dose rate 2.5mGy/h by two models of exposure, continuous and fractionated (along one and two weeks). Results indicated that the metal levels affected by the time exposure and organ sensitivity. Continuous exposure manifested increase in brain Fe, spleen Cu and Ca and decrease Ca in intestine and brain at all doses. After one week, intestine Cu and heart Zn decreased. After two weeks, decrease in Fe levels was observed in intestine, heart and brain at all doses. Also heart Zn and brain Ca decreased, Ca heart increased where Cu exhibit elevation in spleen and lowering in intestine at all doses. The statistic analysis presented significant effect between groups according the time factor and/or dose levels on Fe and Ca in all organs. Also significant effect present in Zn levels due to the time factor and/or dose levels in all organs except intestine. In conclusion, the rat organs have been responded to the low doses of gamma-radiation at low dose rate by significant changes in essential metals concentrations. © 2013 The Egyptian Society of Radiation Sciences and Applications.",Included
159,Regional changes in brain serotonin after head x-irradiation and its significance in the potentiation of barbiturate hypnosis,Included
185,"Cellular proliferation and infiltration following interstitial irradiation of normal dog brain is altered by an inhibitor of polyamine synthesis. PURPOSE: The objectives of this study were to quantitatively define proliferative and infiltrative cell responses after focal 125I irradiation of normal brain, and to determine the effects of an intravenous infusion of alpha-difluoromethylornithine (DFMO) on those responses.METHODS AND MATERIALS: Adult beagle dogs were irradiated using high activity 125I sources. Saline (control) or DFMO (150 mg/kg/day) was infused for 18 days starting 2 days before irradiation. At varying times up to 8 weeks after irradiation, brain tissues were collected and the cell responses in and around the focal lesion were quantified. Immunohistochemical stains were used to label astrocytes (GFAP), vascular endothelial cells (Factor VIII), polymorphonuclear leukocytes (PMNs; MAC 387) and cells synthesizing deoxyribonucleic acid (DNA) (BrdU). Cellular responses were quantified using a histomorphometric analysis.RESULTS: After radiation alone, cellular events included a substantial acute inflammatory response followed by increased BrdU labeling and progressive increases in numbers of capillaries and astrocytes. alpha-Difluoromethylornithine treatment significantly affected the measured cell responses. As in controls, an early inflammatory response was measured, but after 2 weeks there were more PMNs/unit area than in controls. The onset of measurable BrdU labeling was delayed in DFMO-treated animals, and the magnitude of labeling was significantly reduced. Increases in astrocyte and vessel numbers/mm2 were observed after a 2-week delay. At the site of implant, astrocytes from DFMO-treated dogs were significantly smaller than those from controls.CONCLUSIONS: There is substantial cell proliferation and infiltration in response to interstitial irradiation of normal brain, and these responses are significantly altered by DFMO treatment. Although the precise mechanisms by which DFMO exerts its effects in this model are not known, the results from this study suggest that modification of radiation injury may be possible by manipulating the response of normal cells to injury.",Included
195,"Spine stereotactic radiosurgery with concurrent tyrosine kinase inhibitors for metastatic renal cell carcinoma. OBJECT Systemic control of metastatic renal cell carcinoma (mRCC) has substantially improved with the development of VEGF, mTOR, and checkpoint inhibitors. The current first-line standard of care is a VEGF tyrosine kinase inhibitor (TKI). In preclinical models, TKIs potentiate the response to radiotherapy. Such improved efficacy may prolong the time to salvage therapies, including whole-brain radiotherapy or second-line systemic therapy. As the prevalence of mRCC has increased, the utilization of spine stereotactic radiosurgery (SRS) has also increased. However, clinical outcomes following concurrent treatment with SRS and TKIs remain largely undefined. The purpose of this investigation was to determine the safety and efficacy of TKIs when delivered concurrently with SRS. The authors hypothesized that first-line TKIs delivered concurrently with SRS significantly increase local control compared with SRS alone or TKIs alone, without increased toxicity. METHODS A retrospective cohort study of patients undergoing spine SRS for mRCC was conducted. Patients undergoing SRS were divided into 4 cohorts: those receiving concurrent first-line TKI therapy (A), systemic therapy-naive patients (B), and patients who were undergoing SRS with (C) or without (D) concurrent TKI treatment after failure of first-line therapy. A negative control cohort (E) was also included, consisting of patients with spinal metastases managed with TKIs alone. The primary outcome was 12-month local failure, defined as any in-field radiographic progression. Multivariate competing risks regression was used to determine the independent effect of concurrent first-line TKI therapy upon local failure. RESULTS One hundred patients who underwent 151 spine SRS treatments (232 vertebral levels) were included. At the time of SRS, 46% were receiving concurrent TKI therapy. In each SRS cohort, the median prescription dose was 16 Gy in 1 fraction. Patients in Cohort A had the highest burden of epidural disease (96%, p < 0.01). At 12 months, the cumulative incidence of local failure was 4% in Cohort A, compared with 19%-27% in Cohorts B-D and 57% in Cohort E (p < 0.01). Multivariate competing risks regression demonstrated that concurrent first-line TKI treatment (Cohort A) was independently associated with a local control benefit (HR 0.21, p = 0.04). In contrast, patients treated with TKIs alone (Cohort E) experienced an increased rate of local failure (HR 2.43, p = 0.03). No toxicities of Grade 3 or greater occurred following SRS with concurrent TKI treatment, and the incidence of post-SRS vertebral fracture (overall 21%) and pain flare (overall 17%) were similar across cohorts. CONCLUSIONS The prognosis for patients with mRCC has significantly improved with TKIs. The present investigation suggests a local control benefit with the addition of concurrent first-line TKI therapy to spine SRS. These results have implications in the oligometastatic setting and support a body of preclinical radiobiological research.",Included
199,"Prevalence of glioblastoma multiforme in subjects with prior therapeutic radiation. This retrospective study profiled subjects with glioblastoma multiforme (GBM) who had previously received therapeutic radiation. A chart review was conducted of 100 adult patients diagnosed with GBM and referred to a major medical center in the southwestern United States. Seventeen patients received previous radiation therapy with an average dose of 48.5 Grey (Gy) and an average latency period of 15 years between initial therapy and GBM diagnosis. Of these 17, four white females fit all four attribution criteria for radiation-induced GBM. Two had been treated with radiation for prolactinomas, one for pinealoma and one for squamous cell cancer of the ethmoid sinus. The addition of these four case studies to the previously published descriptions of 80 cases of gliomas, 36 of which were GBM, subsequent to radiation therapy provides additional support for considering therapeutic radiation as a risk factor for GBM development.",Included
204,Shifting paradigms: Whole brain radiation therapy versus stereotactic radiosurgery for brain metastases,Included
207,Pituitary ablation for diabetic retinopathy. II. Results of yttrium 90 implantation in the pituitary gland,Included
224,"Royal jelly in the prevention of radiation-induced brain damages. Background and aims: Radiotherapy is frequently used for brain tumor treatment and is known to cause of brain damage. Many agents have been used for neuroprotection. The purpose of this study is to investigate the possible protective role of royal jelly on radiationinduced brain damage. Design(s): In the present study, thirty-two adult male Dawley rats, 8-12 weeks of age and weighing 275+/-35 grams were randomly divided into four groups each group compressed eight animals: group 1: control (C), group 2: irradiated rats (RT), group 3: irradiated rats with oral royal jelly 50 mg/kg per day for 7 days (RT+RJ50), group 4: oral royal jelly 50 mg/kg per day for 7 day (RJ50). Sprague Dawley rats were irradiated with 22 Gy gamma radiation delivered to total cranium. Royal jelly was administered before and after irradiation per day for 7 days. At the seventh day of study, when rats were under ketamine anesthesia samples of brain tissues were taken and biochemical and microscopic examination after sacrification. Result(s): An increase in brain tissue malondialdehyde (MDA) concentrations (P<0.001) were detected while significant decreases in catalase (CAT) and superoxide dismutase (SOD) activities (P<0.001) in irradiation alone group when compared to control group. Increases in MDA were relatively well prevented by royal jelly. The administration of RJ increased to activity of SOD and CAT enzymes and decreased MDA level in the brain tissue (p<0.001). On histopathological examination, royal jelly reduced edema, necrosis, vasodilation and neuronal degeneration. Conclusion(s): The results obtained from this study demonstrated that with royal jelly prevented the damage that develops in brain following irradiation. The beneficial effect of royal jelly can be related to protection of the brain from oxidative injury.",Included
246,[The effect of local irradiation on the cerebellum and cervical area of the spinal cord],Included
250,[Basis for the scope of somato-neurologic studies in carrying out medical examinations in persons working with sources of ionizing radiation under modern conditions],Included
254,"[DNA repair in mammalian nerve cells. I. DNA synthesis in the neocortex of rats induced by gamma irradiation]. A study was made of the DNA synthesis in cerebral cortex of rats, aged 14 and 60 days, after gamma-irradiation in vivo in a dose of 7 Gy, the 3H-thymidine incorporation into DNA being determined.137 Cs-radiation induces additional DNA synthesis in the neocortex tissue and in neurons. In the cortex of 14 day-old rats, the induced DNA synthesis stops 2 hours after irradiation, whereas in the cortex of 60 day-old rats and in neurons of rats of both the age groups DNA synthesis is proceeding for 3-3.5 hours. Specificity of DNA reparation processes in non-dividing cells is discussed.",Included
262,"Delayed central nervous system irradiation effects in rats--part 2: aggravation of experimental autoimmune encephalomyelitis. BACKGROUND: Central nervous system (CNS) irradiation has detrimental effects which become evident within hours to few days and after a long latency of months and years. However, the delayed effect of irradiation on neuroimmune diseases has not been thoroughly examined.OBJECTIVES: We evaluated the delayed effects of irradiation on the course of experimental autoimmune encephalomyelitis (EAE), which is used as a model for neuroimmune inflammation and multiple sclerosis.METHODS: Adult male rats were exposed to a dose of 15 Gy given to the thoracolumbar spinal cord. Six months later, EAE was induced by inoculation of rat spinal cord homogenate in complete Freund's adjuvant (CFA). The disease was evaluated by clinical, histopathological and immunological parameters.RESULTS: Irradiated rats developed clinical signs of EAE earlier than the control group and their disease was much more severe. Unlike the control group, all rats in the EAE-irradiated group died within 5 days after the onset of clinical signs. Sections taken from irradiated rats showed diffuse and large hemorrhagic infiltrates of lymphocytes and granulocytes. In contrast, control rats displayed fewer infiltrates, which were less prominent and not hemorrhagic.CONCLUSIONS: CNS irradiation has a delayed effect that caused a marked aggravation of the clinical and pathological signs of EAE. The severity of the disease may be a consequence of the effect of irradiation on the CNS vascular bed and impaired blood-brain barrier.",Included
269,"Neuroprotective effect of liu wei di huang tang on adult hippocampal neurogenesis in mice. OBJECTIVE To explore the effect and mechanisms of LW-AFC, a new formula derived from Liu Wei Di Huang Tang, on irradiation-induced reduction of mice adult hippocampal neurogenesis. METHODS C57BL/6J mice were randomly divided into seven groups (n=10): control group, LW-AFC group (1.6 g?kg<sup>-1</sup>), Liu Wei Di Huang Tang (LW) group (10 g-kg<sup>-1</sup>), brain derived neurotrophic factor (BDNF) group, irradiation group, irradiation+ LW group, and irradiation + LW-AFC group. Reduction of mice adult hippocampal neurogenesis was induced by cranial irradiation. LW-AFC was administered by oral gavage for 30 d after cranial irradiation treatment. Immunofluorescence and Nissl's staining were performed for histological morphology assessment. Bromodeoxyuridine (BrdU) staining was used in the detection of proliferation cells. The peripheral blood and hippocampal homogenate were collected to measure the content of tumor necrosis factor-a (TNF-alpha), interferon-gamma (INF-y), interleukin-1 (3 (IL-1(3), IL-4 and IL-10. The hippocampal homogenate was used for Western blot to detect the BDNFkappaB signal pathway, including extracellular regulated protein kinases1/2 (ERK1/2) and BDNF target protein. Morris water maze and new object recognition test were performed to examine the cognitive function of mice. The mice forced swimming and tail suspension test were used to assess alteration in depressive behavior. Long term potentiation was used to examine the synaptic plasticity change of mice. RESULTS Adult hippocampal neurogenesis was significantly reduced after irradiation of 20 Gray dose (10 Gray per day, total 2 d). LW-AFC treatment increased the BrdU number of irradiated mice (P<0.05). In Morris water maze test, LW-AFC group showed decreased escape latency in the learning period (P<0.05), while increased the number of crossing the platform in the memory period. LW-AFC can also reduce the immobility time of mice in the tail suspension test (P<0.01). CONCLUSION LW-AFC modulates adult neurogenesis to ameliorate cognitive impairment and reduce depressive behavior in radiation injury mice.",Included
280,"Mortality among pilots and cabin crew in Greece, 1990-1997. Background. Specific health hazards, among them radiation of cosmic origin, have caused some concern among aircrew in civil aviation in recent years. Several cohort studies in Northern countries have investigated mortality and cancer incidence among aircrew. Our goal was to study the pattern of mortality among Greek commercial airline cockpit and cabin crew. Methods. We performed a retrospective cohort study including 843 Olympic Airways cockpit crew and 1835 cabin attendants. Standardized mortality ratios (SMR) were calculated based on death rates of the Greek population. Duration of employment as a proxy for occupational exposure was used to stratify the cohort. Results. For cockpit crew, the overall SMR was 0.7 (n = 65, 95% CI: 0.5-0.9). The SMR for all cancers was also significantly decreased (n = 17; SMR = 0.6; 95% CI: 0.3-0.9). Most of this reduction was due to a large deficit in lung cancer deaths (SMR = 0.1; 95% CI: 0.0-0.5). Slight but non-significant increases were noted for brain and liver cancer. The SMR for cardiovascular death was close to unity. Among female cabin attendants the SMR for all causes was 0.8 (95% CI: 0.4-1.3). The SMR for all cancers was 0.8 (95% CI: 0.3-1.7). Mortality from breast cancer was not increased. Among male cabin crew, SMR for all causes was 0.5 (95% CI: 0.3-0.9). Analyses according to duration of employment showed no pattern. Conclusions. In this first-ever occupational cohort study in Greece, Greek aircrew had a low overall and cancer mortality. Due to the small number of events, the strength of our study is limited. The Greek data will be included in a pooled analysis of European studies.",Included
287,Experimental study of the mechanism of local radiation damage to the brain by means of penetration of 99mTc through the hematoencephalic barrier. [Russian],Included
295,"Targeting of externalized alphaB-crystallin on irradiated endothelial cells with pro-thrombotic vascular targeting agents: Potential applications for brain arteriovenous malformations. BACKGROUND: Vascular targeting uses molecular markers on the surface of diseased vasculature for ligand-directed drug delivery to induce vessel occlusion or destruction. In the absence of discriminatory markers, such as in brain arteriovenous malformations (AVMs), stereotactic radiosurgery may be used to prime molecular changes on the endothelial surface. This study explored alphaB-crystallin (CRYAB) as a radiation induced target and pre-tested the specificity and efficacy of a CRYAB-targeting coaguligand for in vitro thrombus induction.METHODS: A parallel-plate flow system was established to circulate human whole blood over a layer of human brain endothelial cells. A conjugate of anti-CRYAB antibody and thrombin was injected into the circuit to compare binding and thrombus formation on cells with or without prior radiation treatment (0-25 Gy).RESULTS: Radiation increased CRYAB expression and surface exposure in human brain endothelial cells. In the parallel-plate flow system, the targeted anti-CRYAB-thrombin conjugate increased thrombus formation on the surface of irradiated cells relative to non-irradiated cells and to a non-targeting IgG-thrombin conjugate. Fibrin deposition and accumulation of fibrinogen degradation products increased significantly at radiation doses at or above 15 Gy with conjugate concentrations of 1.25 and 2.5 mug/mL.CONCLUSIONS: CRYAB exposure can be detected at the surface of human brain endothelial cells in response to irradiation. Pro-thrombotic CRYAB-targeting conjugates can bind under high flow conditions and in the presence of whole blood induce stable thrombus formation with high specificity and efficacy on irradiated surfaces. CRYAB provides a novel radiation marker for potential vascular targeting in irradiated brain AVMs.",Included
