,decision,titleabstract
561,Excluded,"Neurotransmitter receptor expression by peripheral mononuclear cells: possible marker of neuronal damage by exposure to radiations Peripheral mononuclear cells (PMC) express several neurotransmitter systems. Increasing evidence suggests that PMC neurotransmitter receptors are involved in modulating immune responses. It is also thought that expression of PMC neurotransmitter receptors may reflect the status of homologous brain receptors. A problem encountered with assay of PMC neurotransmitter receptors was in developing techniques suitable for their assessment in spite of low density. In this paper we summarized findings on the expression of alpha1-adrenoceptor and dopamine receptor subtypes in human peripheral blood lymphocytes characterized by radioligand binding assay techniques and immunocytochemistry. Human lymphocytes express alpha1A-, alpha1B- and alpha1D-adrenoceptor subtypes and dopamine D3, D4 and D5 receptors. Compared to radioligand binding assay, immunocytochemistry applied to cytospin-centrifuged peripheral lymphocytes allowed to assay receptor subtypes investigated in small amounts of blood. The development of sensitive and reproducible techniques for assaying PMC neurotransmitter receptor subtypes even in small amounts of blood such as those used for diagnostic purposes may allow to analyze their sensitivity to different conditions including radiation exposure."
2073,Included,"Edaravone protects ovaries from radiation-induced apoptosis Objective: Ovaries are very sensitive and prone to radiation-related damage. Radiation impairs the ovaries by triggering apoptosis of follicular cells and chromosomal damage and oxidative stress. Edaravone is a potent free radical scavenger, which has been clinically used to treat the neuronal damage following acute ischemic stroke. Our purpose is to evaluate the protective effects of edaravone and to investigate the histopathological and immunohistochemical changes in rat ovaries after radiation. Material(s) and Method(s): Thirty two Wistar albino female rats were randomly divided into four groups. 1: control group, 2: sham group (only radiation), 3: 450 mg/kg edaravone and radiation group, 4: 45 mg/kg edaravone and radiation group. Four days after radiation exposure, the rats were sacrificed and the ovaries were removed. Histologic changes under light microscopy and immunoreactivity for anticaspase-3 were noted and compared between the four groups. Result(s): There was a statistically significant difference in follicle counts, vascular congestion, edema, cytoplasmic vacuolization and interstitial cell degeneration between the groups. Radiation causes deterioration of histopathological parameters. Administration of edaravone at different doses seems to reverse these alterations and alleviate the injury. Antioxidant defense mechanisms appear to be enhanced by edaravone. Conclusion(s): This is the first study evaluating the protective effects of edaravone on radiation-induced ovarian damage. Edaravone decreased the follicule apoptosis and attenuates ovarian damage induced radiation in rats."
3192,Excluded,"FM1-43 is a permeant blocker of mechanosensitive ion channels in sensory neurons and inhibits behavioural responses to mechanical stimuli The molecular identity and pharmacological properties of mechanically gated ion channels in sensory neurons are poorly understood. We show that FM1-43, a styryl dye used to fluorescently label cell membranes, permeates mechanosensitive ion channels in cultured dorsal root ganglion neurons, resulting in blockade of three previously defined subtypes of mechanically activated currents. Blockade and dye uptake is voltage dependent and regulated by external Ca2+. The structurally related larger dye FM3-25 inhibited mechanically activated currents to a lesser degree and did not permeate the channels. In vivo, FMI-43 decreases pain sensitivity in the Randall-Selitto test and increases the withdrawal threshold from von Frey hairs, together suggesting that the channels expressed at the cell body in culture mediate mechanosensation in the intact animal. These data give further insight into the mechanosensitive ion channels expressed by somatosensory neurons and suggest FM dyes are an interesting tool for studying them."
2829,Excluded,"Intracranial thermotherapy using magnetic nanoparticles combined with external beam radiotherapy: Results of a feasibility study on patients with glioblastoma multiforme We aimed to evaluate the feasibility and tolerability of the newly developed thermotherapy using magnetic nanoparticles on recurrent glioblastoma multiforme. Fourteen patients received 3-dimensional image guided intratumoral injection of aminosilane coated iron oxide nanoparticles. The patients were then exposed to an alternating magnetic field to induce particle heating. The amount of fluid and the spatial distribution of the depots were planned in advance by means of a specially developed treatment planning software following magnetic resonance imaging (MRI). The actually achieved magnetic fluid distribution was measured by computed tomography (CT), which after matching to pre-operative MRI data enables the calculation of the expected heat distribution within the tumor in dependence of the magnetic field strength. Patients received 4-10 (median: 6) thermotherapy treatments following instillation of 0.1-0.7 ml (median: 0.2) of magnetic fluid per ml tumor volume and single fractions (2 Gy) of a radiotherapy series of 16-70 Gy (median: 30). Thermotherapy using magnetic nanoparticles was tolerated well by all patients with minor or no side effects. Median maximum intratumoral temperatures of 44.6degreeC (42.4-49.5degreeC) were measured and signs of local tumor control were observed. In conclusion, deep cranial thermotherapy using magnetic nanoparticles can be safely applied on glioblastoma multiforme patients. © Springer Science+Business Media B.V. 2006."
525,Excluded,"Cardiovascular deconditioning in rats results in anhedonia, sympathovagal imbalance and increased predisposition to cardiac arrhythmias Hindlimb unloading (HU) is an animal model that simulates the physiological adaptations to spaceflight or bed-rest in humans. We hypothesized that HU would elicit anhedonia, cardiac sympathovagal imbalance and increased arrhythmogenesis. Male, Sprague-Dawley rats confined to 10-14 days of HU, or casted control (CC) condition were surgically instrumented with indwelling vascular catheters, a radiotelemetry transmitter or an intracranial self-stimulation (ICSS) electrode. Anhedonia was measured through sucrose preference and the response to ICSS. Sequential autonomic blockade following administration of propranolol and atropine and time-domain analysis of heart rate variability (HRV) were used to measure sympathovagal balance. Cardiac arrhythmias were produced and scored following sympathetic stimulation (SS) via isoproterenol administration and brief handling/restraint. HU resulted in reductions in both sucrose preference and ICSS. Propranolol administration elicited a significantly greater bradycardia in HU vs. CC rats, while the tachycardic response to methyl-atropine was nearly abolished in HU rats. HU resulted in a significantly lower HRV and a greater arrhythmic burden following SS. Thus, HU elicits behavioral signs consistent with psychological depression, cardiac sympathovagal imbalance and an increased vulnerability to cardiac arrhythmias."
216,Excluded,"Palmitoylation is a prerequisite for dimerization-dependent raftophilicity of rhodopsin The visual photopigment rhodopsin (Rh) is a prototypical G protein-coupled receptor (GPCR) responsible for initiation of the phototransduction cascade in rod photoreceptors. Similar to other GPCRs, Rh can form dimers or even higher oligomers and tends to have a supramolecular organization that is likely important in the dim light response. Rh also exhibits high affinity for lipid rafts (i.e. raftophilicity) upon light-dependent binding with the cognate G protein transducin (G<sub>t</sub>), suggesting the presence of lipid raft-like domains in the retinal disk membrane and their importance in phototransduction. However, the relationship between Rh oligomerization and lipid rafts in the disk membrane remains to be explored. Given previous findings that G<sub>t</sub> binds to dimeric Rh and that Rh is posttranslationally modified with two highly raftophilic palmitoyl moieties, we hypothesized that Rh becomes raftophilic upon dimerization. Here, using biochemical assays, we found that Rh*-G<sub>t</sub> complexes in the detergent-resistant membrane are partially resistant to cholesterol depletion by methyl-beta-cyclodextrin and that the Rh-to-G<sub>t</sub> stoichiometry in this methyl-beta-cyclodextrin-resistant complex is 2:1. Next, we found that IgG-mediated Rh-Rh cross-linking renders Rh highly raftophilic, supporting the premise that Rh becomes raftophilic upon dimerization. Rh depalmitoylation via reduction of thioester linkages blocked the translocation of IgG-cross-linked Rh to the detergent-resistant membrane, highlighting that the two palmitoyl moieties are important for the dimerization-dependent raftophilicity of Rh. These results indicate that palmitoylated GPCRs such as Rh can acquire raftophilicity upon G protein-stabilized dimerization and thereby organize receptor-cluster rafts by recruiting raftophilic lipids."
181,Included,"Enhanced binding of the convulsive ligand DMCM to high-energy irradiated benzodiazepine receptors: Evidence of complex receptor structure <sup>3</sup>H-DMCM apparently binds to benzodiazepine receptors in rat brain (8). Binding of <sup>3</sup>H-DMCM has high affinity for its binding sites (K(D) 0.5-5 nM, with curvilinear Scatchard plot); benzodiazepine receptor ligands have high affinity for <sup>3</sup>H-DMCM binding sites; and GABA reduces specific <sup>3</sup>H-DMCM binding under appropriate conditions. The present preliminary report describes an unexpected increase in <sup>3</sup>H-DMCM binding upon high-energy irradiation of rat cortical membranes."
1530,Excluded,"Alectinib versus crizotinib in treatment-naive anaplastic lymphoma kinase-positive (ALK+) non-small-cell lung cancer: CNS efficacy results from the ALEX study Background: The phase III ALEX study in patients with treatment-naive advanced anaplastic lymphoma kinase mutation-positive (ALK+) non-small-cell lung cancer (NSCLC) met its primary end point of improved progression-free survival (PFS) with alectinib versus crizotinib. Here, we present detailed central nervous system (CNS) efficacy data from ALEX.Patients and methods: Overall, 303 patients aged >=18 years underwent 1:1 randomization to receive twice-daily doses of alectinib 600 mg or crizotinib 250 mg. Brain imaging was conducted in all patients at baseline and every subsequent 8 weeks. End points (analyzed by subgroup: patients with/without baseline CNS metastases; patients with/without prior radiotherapy) included PFS, CNS objective response rate (ORR), and time to CNS progression.Results: In total, 122 patients had Independent Review Committee-assessed baseline CNS metastases (alectinib, n = 64; crizotinib, n = 58), 43 had measurable lesions (alectinib, n = 21; crizotinib, n = 22), and 46 had received prior radiotherapy (alectinib, n = 25; crizotinib, n = 21). Investigator-assessed PFS with alectinib was consistent between patients with baseline CNS metastases [hazard ratio (HR) 0.40, 95% confidence interval (CI): 0.25-0.64] and those without (HR 0.51, 95% CI: 0.33-0.80, P interaction = 0.36). Similar results were seen in patients regardless of prior radiotherapy. Time to CNS progression was significantly longer with alectinib versus crizotinib and comparable between patients with and without baseline CNS metastases (P < 0.0001). CNS ORR was 85.7% with alectinib versus 71.4% with crizotinib in patients who received prior radiotherapy and 78.6% versus 40.0%, respectively, in those who had not.Conclusion: Alectinib demonstrated superior CNS activity and significantly delayed CNS progression versus crizotinib in patients with previously untreated, advanced ALK+ NSCLC, irrespective of prior CNS disease or radiotherapy.Clinical trial registration: ClinicalTrials.gov NCT02075840."
999,Excluded,"Possible role of mitochondria in posttetanic potentiation of GABAergic synaptic transmission in rat neocortical cell cultures It has been previously demonstrated that mitochondria are of crucial importance for posttetanic potentiation (PTP) at neuromuscular junction. The aim of our study was to examine whether this may also be the case at a central synapse. To address this question, we studied possible mitochondrial involvement in PTP of GABAergic synaptic transmission in rat neocortical cultures, a preparation in which PTP has not been previously documented. Synaptic responses were evoked by local extracellular stimulation. Whole-cell patch-clamp technique was employed to record inhibitory postsynaptic currents (IPSCs) from postsynaptic neurons. Tetanic stimulation (30 Hz, 4 s) of the presynaptic neuron evoked an increase of IPSC amplitude, lasting for about 1 min. PTP was accompanied by a decrease of coefficient of variation of the IPSC and a decrease of paired-pulse (IPSC(2)/IPSC(1)) ratio, indicating involvement of presynaptic mechanism(s) in PTP. Possible role of mitochondria in PTP was addressed using drugs affecting Ca(2+) uptake and subsequent Ca(2+) efflux: carbonyl cyanide 3-chlorophenylhydrazone (CCCP) and tetraphenylphosphonium ions (TPP(+)). It was found that both CCCP (1-2 microM) and TPP(+) (10 microM) either substantially decreased or eliminated PTP. These results further confirm presynaptic origin of PTP in neocortical neurons and suggest an important role of mitochondrial Ca(2+) turnover in this form of synaptic plasticity at the central synapse."
1011,Excluded,"Posttraumatic maxillary and ophthalmic herpes zoster in an immune-competent female - A unique presentation Herpes Zoster is a neuro-cutaneous disorder caused by reactivation of Varicella-Zoster Virus. A number of factors such as old age, psychological stress, low immune states, radiation exposure and physical trauma have been implicated for reactivation. Post traumatic herpes zoster involving maxillary and ophthalmic division of trigeminal nerve is very rare and has been reported in presence of Immune deficiency and following iatrogenic trauma (nerve block injection). We report a unique presentation of simultaneous ophthalmic and maxillary herpes zoster following a facial injury with a wooden stick in an immune-competent female."
2307,Excluded,"LINAC radiosurgery for cavernous sinus meningiomas Radiosurgery is increasingly used to treat unresectable cavernous sinus tumors. Since 1989, 24 patients with cavernous sinus meningiomas have been treated at Stanford University Medical Center with linear accelerator (LINAC) radiosurgery. The mean age of the patients was 47.8 years (range 28-78). The mean volume treated was 6.83 cm<sup>3</sup> (range 0.45-22.45 cm<sup>3</sup>), covered with an average of 2.3 isocenters (range 1-5). Radiation dose averaged 17.7 Gy (range 14-20 Gy). This group of patients was retrospectively studied by sending clinical questionnaires to both the patient/family and referring physicians, and reviewing clinic charts. In addition, follow-up imaging studies were obtained to measure residual tumor volume. Follow-up averaged 45.6 months (range 19-80). Tumor control (stabilization) following radiosurgery was noted in 15 (63%) and tumor shrinkage in 9 (37%). Seven meningiomas (29%) showed evidence of central tumor necrosis on MRI imaging 1-3 years after radiosurgery. Neurologic status was improved in 10 patients (42%) and unchanged in 12 patients (50%). There was 1 case of symptomatic brain necrosis and 1 case of radiation edema (asymptomatic). All other complications were transient, including 4 cases of trigeminal hypesthesia and 1 case of worsening diplopia. The 2-year actuarial tumor control rate was 100%. Although follow-up is still short, this experience corroborates prior reports that radiosurgery can be used to treat selected small cavernous sinus meningiomas with good to excellent clinical results and minimal morbidity."
1641,Excluded,"Risk factors for early death after surgery in patients with brain metastases: reevaluation of the indications for and role of surgery Surgical resection remains an important option for the treatment of brain metastases despite recent advancements in radiotherapy and systemic therapy. When selecting surgical candidates, it is important to exclude terminal cases who will receive neither a survival benefit nor an improvement in their quality of life. We reviewed a total of 264 surgical cases of brain metastases and analyzed the clinical characteristics of early death in order to clarify the indication for and the role of surgery. The median survival time (MST) after surgery in all cases was 12.4 months. Early death was defined as death within 6 months, and 23% (62 cases) of this series were succumbed to this. A decrease in postoperative Karnofsky performance status (KPS) (<70) (P = 0.041), lack of systemic therapy after surgery (P < 0.0001), and uncontrolled extracranial malignancies (P = 0.0022) were significantly related to early death in multivariate analysis, while preoperative KPS (<70) and recursive partitioning analysis (RPA) class were related to early death only in univariate analysis (P < 0.05). When analyzing patients with uncontrolled extracranial malignancies and those with a postoperative KPS score of 70 or greater (who were generally candidates for systemic therapy), the MST was significantly longer in the systemic therapy (+) group compared with the systemic therapy (-) group (12.5 vs. 5.6 months; P = 0.0026). Our data indicate that the postoperative RPA class and treatment strategy were associated with early death. Deterioration of patients by surgery should be avoided in the treatment of brain metastases."
2634,Excluded,"Acquired diplopia. Not always a neurologic problem A case is presented in which a 49-year-old man has had progressive proptosis and diplopia over a six-week period without pain, loss of vision, or history of other ophthalmic or systemic disorders. The diagnostic work-up leading to a diagnosis of thyroid ophthalmopathy in such cases is discussed. Although the orbitopathy usually has a self-limited course, major complications are corneal exposure and optic neuropathy. The several modes of therapy available to treat these complications (systemic corticosteroids, orbital radiation, and orbital decompression are described."
2718,Excluded,Mathematical analysis of genetic effects of low doses of ionizing radiation. [Russian] The comparative study of effects of low doses of radiation on peripheral blood lymphocytes of persons occupationally exposed to radiation and non-exposed ones was carried out. The main attention was paid to radio-adaptive response forming under consistent exposure to low (0.05 Gy) and damaging (2 Gy) doses of gamma-irradiation. Noticeable heterogeneity in capacity for adaptive response forming in occupational group was revealed. The mathematical model adequate to experimental material was constructed using Kohonen neuronets.
3213,Included,"MRI changes in the rat hippocampus following proton radiosurgery PURPOSE: To define radiographic dose-response relationships for proton radiosurgery using a rat brain model.METHODS AND MATERIALS: A group of 23 rats was treated with Bragg peak proton beam irradiation involving the right hippocampus. Single doses of 5, 12, 20, 30, 60, 90 and 130 cobalt gray equivalents (CGE) were delivered to groups of 3 animals using single fraction technique. One extra animal was included at the 130- and 30-CGE doses. Animals were imaged using a standard 1.5-tesla GE Signa MRI. A 3-inch surface coil was employed to obtain T1-weighted sagittal images (TR 600 and TE 30) and dual echo T2-weighted coronal images (TR 3,000 and TE 30/90). Animals were imaged at 1.5, 3, 4.5, 6 and 9 months. Volumetric analysis with custom software was done to evaluate areas of increased signal on T2-weighted images, and signal change versus time curves were generated. Gadolinium-enhanced T1-weighted imaging was also done at the 9-month time point to further evaluate tissue injury. The development of hydrocephalus was also examined.RESULTS: Peak tissue injury was greater and occurred earlier with higher versus lower doses of radiation. Statistically significant differences were seen between the 130- and 90-CGE animals and between the 90- and 60-CGE animals (p < 0.0016) using ANOVA. Signal changes can be seen in at least 1 of the animals at 20 CGE. The largest volume of tissue enhancement at 9 months was seen in animals at 60 CGE, which may represent an intermediate zone of tissue injury and gliosis compared with greater tissue loss at higher doses and less injury at lower doses. Hydrocephalus developed first in the untreated hemisphere in 130- and 90-CGE animals as a result of mass effect while it occurred at a later time in the treated hemisphere in lower-dose animals.CONCLUSIONS: Following single-dose proton radiosurgery of rat hippocampus, serial MRIs show T2 signal changes in animals ranging from 130 down to 20 CGE as well as the development of hydrocephalus. Dose-effect relationships using proton radiosurgery in rats will be a helpful step in guiding further studies on radiation injury to brain tissue."
2814,Included,Nigella sativa oil and thymoquinone reduce oxidative stress in the brain tissue of rats exposed to total head irradiation <b>Purpose:</b> To evaluate the antioxidant and radio-protective effects of Nigella sativa oil (NSO) and thymoquinone (TQ) on radiation-induced oxidative stress in brain tissue. <b>Materials and methods:</b> Fifty-four Sprague-Dawley rats were divided into six groups to test the radio-protective effectiveness of Nigella sativa oil and thymoquine administered by either orogastric tube or intraperitoneal injection. Appropriate control groups were also studied.
1999,Included,"The Radio-protective effects of Caffeic Acid Phenethyl Ester and Thymoquinone in rats exposed to total head irradiation Background: Many cancer patients treated with radiotherapy suffer severe side effects during and after their treatment. The aim of this study was to investigate the effects of irradiation and the addition of caffeic acid phenethyl ester (CAPE) and thymoquinone (TQ) on the oxidant/antioxidant system in the liver tissue of irradiated rats. Methods: A total of 40 Sprague-Dawley rats were divided into five groups to test the radioprotective effectiveness of thymoquinone and caffeic acid phenethyl ester administered by intraperitoneal injection. Appropriate control groups were also studied. Results: While liver tissue total oxidant status, lipid hydroperoxide level, and oxidative stress index were significantly increased in the irradiated (IR) group, compared with other groups, total antioxidant status, sulfhydryl levels, and paraoxonase (PON) activity were significantly decreased. Ceruloplasmin activity in IR plus TQ and IR groups was higher than the control group. Arylesterase and PON activities in IR plus TQ- and IR plus CAPE-supplemented groups were lower than those of control groups. Conclusions: TQ and CAPE decrease oxidative stress markers and have antioxidant effects, which also augment antioxidant capacity in the liver tissue of irradiated rats. Copyright © 2014, Springer-Verlag Wien."
684,Excluded,"Astroglial swelling in the neuronal depolarization ensemble The coupling between neuronal depolarization and astroglial swelling was examined. First, previous in vitro data for the swelling of cultured neurons (N18; rat neuroblastoma) and astroglia (C6; rat astroglyoma) upon exposure to a hypoosmotic solution were reappraised. Neurons swelled rapidly, forming blisters, and easily burst. whereas astroglia resisted swelling and slowly assumed a large full-moon shape. The time constant of swelling was 35.2 +/- 7.8 s for N18 and 594.8 +/- 554.0 s for C6. The glial plasmic membrane was found to be much stronger than the neuronal one, presumably due to a well-developed cytoskeleton. To overcome such neuronal membranous weakness, strong astroglial processes need to cover the neurons including the cell body and synapses, as demonstrated electron-microscopically. Next, in situ astroglial swelling was investigated in rats. During K(+)-induced cortical spreading depression, increases or decreases of a wave-ring spread of light (550 nm) transmission through a 1 mm-thick cerebral cortical layer was observed. The moving local optical density decrease in the cortex was attributable to local vascular bed compression induced by astroglial swelling, since concomitant occurrence of colocated dynamic capillary flow stall was confirmed by a hemodilution technique. Astroglial swelling may occur in an ensemble acting during neuronal depolarization, suggesting that neurons and astroglia behave like a unit complex."
3212,Included,"The Effects of Low-Dose-Rate gamma-irradiation on Forced Swim Test-Induced Immobility and Oxidative Stress in Mice The forced swim test (FST) induces immobility in mice. Low-dose (high-dose-rate) X-irradiation inhibits FSTinduced immobility in mice due to its antioxidative function. We evaluated the effects of low-dose gamma-irradiation at a low-dose-rate on the FST-induced depletion of antioxidants in mouse organs. Mice received whole-body low-dose-rate (0.6 or 3.0 mGy/h) of low-dose gamma-irradiation for 1 week, followed by daily FSTs (5 days). The immobility rate on day 2 compared to day 1 was significantly lower in the 3.0 mGy/h irradiated mice than in sham irradiated mice. The FST significantly decreased the catalase (CAT) activity and total glutathione (t-GSH) content in the brain and kidney, respectively. The superoxide dismutase (SOD) activity and t-GSH content in the liver of the 3.0 mGy/h irradiated mice were significantly lower than those of the non-FST-treated mice. The CAT activity in the lungs of mice exposed to 3.0 mGy/h gamma-irradiation was higher than that of non-FST treated mice and mice treated with FST. However, no significant differences were observed in the levels of these antioxidant markers between the sham and irradiated groups except for the CAT activity in lungs. These findings suggest that the effects of low-dose-rate and low-dose gamma-irradiation on FST are highly organ-dependent."
1968,Excluded,"Brain irradiation-induced lymphocytosis predicts response in cancer patients with brain metastases Lymphocytopenia is one of the main toxicities of radiotherapy and its severity is related to the irradiation dose. The occurrence of lymphocytopenia depends on the body site of radiotherapy; it is most pronounced with pelvic irradiation, whereas the effect of brain irradiation on the lymphocyte count is to be elucidated. This preliminary study was performed to evaluate changes in lymphocyte number occurring during brain irradiation in cancer patients with brain metastases. The study included 50 patients who received brain radiotherapy for single or multiple brain metastases at a total dose of 30 Gy. Overall, no significant changes in mean lymphocyte number occurred during brain radiotherapy. However, when lymphocyte variations were assessed in relation to the clinical response of brain metastases, a significant increase in the mean number of lymphocytes was found in patients who achieved objective regression of brain metastases on brain irradiation. The mean lymphocyte number decreased in nonresponding patients, albeit without a statistically significant difference with respect to the pretreatment values. The results of this study show that the efficacy of radiotherapy in the treatment of brain metastases is associated with a significant increase in mean lymphocyte number. Therefore, evidence of brain irradiation-induced lymphocytosis may predict the efficacy of radiotherapy."
618,Excluded,"The reaction of Helix photosensitive neurons to light and cyclic GMP The effect of light and cyclic nucleotides (cGMP and cAMP) on a group of identified photosensitive neurons in Helix pomatia left parietal ganglion was examined. The onset of light induces in these cells a slow inward current shift associated with decrement of slope conductance. The reversal potential (Erev) of the light induced current (IL) and its changes due to altered extracellular concentration of potassium support the assumption that (IL) is due to suppression of K+ conductance. Elevation of intracellular concentration of cyclic GMP by adding 8-bromo-cGMP into the bathing solution or by injecting the nucleotide into the cell mimics, in all cases, the effect of light: it produces an inward current accompanied by decrement of slope conductance. The effect of elevation of cAMP was inconsistent. The I-V relations of IL and IcGMP follow a similar course and have a common Erev. The assumption that 3',5'-cyclic GMP is increased by light is also supported by comparing the effect of light and the cyclic nucleotide on the action potential. Both light and 8-bromo-cGMP broaden the action potential by increasing the voltage-dependent Ca2+ current."
1503,Excluded,"Current practices and future directions of therapeutic strategy in glioblastoma: survival benefit and indication of BNCT Since 1998, we are performing clinical studies on treatment of GBM using conventional fractionated photon radiation therapy (CRT), proton beam therapy (PBT) or boron neutron capture therapy (BNCT). We investigated whether these radiation modalities improves the survival of patients with GBM. Sixty-eight cases of newly diagnosed GBM have been treated in our institution. After surgery, radiation therapy was performed using CRT with a dose of 60.0-61.2 Gy (n=36), hyperfractionated PBT concomitant with fractionated photon irradiation with a total dose of 96.6 Gy (n=17), or a single fraction of BNCT (n=15). In PBT, the surrounding volume of 2 cm from main tumor mass and the volume of perifocal edema were irradiated at dose of 75.6 and 60 Gy, respectively. The median OS time of the case series of BNCT for GBM has been reported as 13-20.7 M. In this study, the median OS and median time to MR change (TTM) for all patients were 25.7 and 11.9 M, respectively. The 1- and 2-year survival rates were 85.7% and 45.5%, respectively. On the other hand, in the patients who underwent CRT and ACNU-based chemotherapy, OS and 2-year survival rate were 14.2M and 17.9%, respectively. In the patients who underwent high-dose PBT, OS and 2-year survival rate were 21.3M and 38.5%, respectively. The present small case series of selected patients showed survival benefit after BNCT. The comparison using previously reported prognostic factor-based classifications suggest that outcome of BNCT in terms of survival appeared to have non-inferiority compared to the standard therapy. With respect to the case series as a high-dose radiation trial, the outcome (OS: 9.5-25 M) of previously reported may still be comparable to that of BNCT. Randomized trials of comparably selected patients are required to demonstrate conclusively that prolonged survival is a result of this tumor-selective radiotherapy."
879,Excluded,"[Effect of proton irradiation of the hypophysis on its gonadotropic and thyrotropic functions in patients with prolactinoma] In order to study the effect of proton beam irradiation on prolactinoma cells and hypophyseal intact cells tests with i.v. administration of TRH (200 micrograms) and LH-RH (100 micrograms) were performed in 16 women with prolactin-secreting adenomas before and in 2 mos.-2 years after irradiation of the pituitary body with a high energy narrow proton beam (1000 MeV) at a dose of 40-120 Gy. A curative therapeutic effect of proton therapy which was low with respect to reproductive function recovery, was combined with lowered functional reserves of hypophyseal thyrotrophs and gonadotrophs. The informative value of the tests with the releasing hormones was shown for the determination of damage of hypophyseal intact cells. The results suggest refractivity of adenomatous lactotrophs to radiation exposure and the hypothalamic level of disorder of ovarian function regulation in this pathology."
984,Included,"[The biological effects of combined exposure to low-dose irradiation and heavy metal ions] It was shown that chronic 0.25 Gy irradiation of rats (0.01 Gy/day) at background of heavy metal penetration (Cu2+, 20 mg/l or Co2+, 5 mg/l) with drinking water had caused significant accumulation of the free-radical products proportional to exhausting antioxidant and oxidizing-reduction potential in various organs and tissues. Radiation was shown to be primary harmful factor for the brain, spleen, lungs, and blood plasma, whereas the liver and heart muscle were affected with chemicals at first. Under prolonged unfavourable influence the biochemical changes observed were sustainable and progressing that satisfied to transformation of protective-adaptive reactions into prepathology stage."
1257,Excluded,"Hippocampal sparing radiotherapy for glioblastoma patients: a planning study using volumetric modulated arc therapy BACKGROUND: The purpose of this study is to investigate the potential to reduce exposure of the contralateral hippocampus in radiotherapy for glioblastoma using volumetric modulated arc therapy (VMAT).METHODS: Datasets of 27 patients who had received 3D conformal radiotherapy (3D-CRT) for glioblastoma with a prescribed dose of 60Gy in fractions of 2Gy were included in this planning study. VMAT plans were optimized with the aim to reduce the dose to the contralateral hippocampus as much as possible without compromising other parameters. Hippocampal dose and treatment parameters were compared to the 3D-CRT plans using the Wilcoxon signed-rank test. The influence of tumour location and PTV size on the hippocampal dose was investigated with the Mann-Whitney-U-test and Spearman's rank correlation coefficient.RESULTS: The median reduction of the contralateral hippocampus generalized equivalent uniform dose (gEUD) with VMAT was 36 % compared to the original 3D-CRT plans (p < 0.05). Other dose parameters were maintained or improved. The median V30Gy brain could be reduced by 17.9 % (p < 0.05). For VMAT, a parietal and a non-temporal tumour localisation as well as a larger PTV size were predictors for a higher hippocampal dose (p < 0.05).CONCLUSIONS: Using VMAT, a substantial reduction of the radiotherapy dose to the contralateral hippocampus for patients with glioblastoma is feasible without compromising other treatment parameters. For larger PTV sizes, less sparing can be achieved. Whether this approach is able to preserve the neurocognitive status without compromising the oncological outcome needs to be investigated in the setting of prospective clinical trials."
2604,Excluded,"Long-term angiographic and clinical outcome after percutaneous transluminal coronary angioplasty and intracoronary radiation therapy in humans BACKGROUND: Ionizing radiation has been shown to reduce neointimal formation after balloon angioplasty in experimental models of restenosis. This study was designed to evaluate the feasibility, safety, and effectiveness of intracoronary radiation therapy (ICRT) after percutaneous transluminal coronary angioplasty (PTCA) for preventing restenosis in human coronary arteries.METHODS AND RESULTS: Twenty-one patients (22 arteries) with unstable angina underwent standard balloon angioplasty. ICRT was performed with the use of an 192Ir source wire that was hand delivered to the angioplasty site. Angiographic follow-up was performed at 24 hours, between 30 and 60 days, and at 6 months. Angioplasty was successful in 19 of 22 lesions, and insertion of the radioactive source wire was successful at all treated sites. Angiographic study at 24 hours demonstrated early late loss of the luminal diameter from 1.92+/-0.55 to 1.40+/-0.27 mm. Between 30 and 60 days, repeat angiography demonstrated total occlusion in 2 arteries, a new pseudoaneurysm in 1 artery, and significant dilatation at the treatment site in 2 additional vessels. At > or = 6 months' follow-up, all remaining arteries (n=20) maintained patent, with a mean lumen diameter of 1.65+/-0.8 mm. The calculated late lumen loss was 0.27+/-0.56 mm, and the late loss index was 0.19. Clinical events at 1 year included myocardial infarction in 1 patient, repeat angioplasty to the treated site in 3 patients, and persistent angina in 7 patients.CONCLUSIONS: These preliminary results demonstrate that ICRT after coronary intervention is feasible and is associated with an acceptable degree of complications and lower rates of angiographic restenosis indexes."
1284,Excluded,"Increased activity and involvement of caspase-3 in radiation-induced apoptosis in neural cells precursors from developing rat brain Using primary cultures of neural precursor cells of cortex from developing rat brain, we demonstrated the involvement of caspase-3 in the apoptotic process induced by gamma irradiation. The precursor nature of cells was confirmed by nestin and GFAP immunoreactivity and by the capacity of differentiation in neuronal and glial cells after 5 days in culture. Neural precursors were irradiated with single doses ranging from 0.1 to 4Gy. Cellular death, determined 24 h post-irradiation (pi) was dose-dependent and the induction of apoptosis was confirmed by nuclear condensation, DNA fragmentation and hypodiploid DNA peak represented by the ""sub G1"" region. For the higher doses, apoptosis was evident after 4-6 h pi and increased during 24 h. Caspase-3 activity increased with doses and was maximal at 4-6 h pi with 3Gy and remained similar with 4Gy. The protection from radiation-induced apoptosis by caspase-3 inhibitor, zDEVD-fmk, confirmed that this enzyme is involved in the apoptotic mechanism in this system. The possibility of using this tissue culture system for studying the effects of ionizing radiation on morphological and molecular differentiation was considered."
