,titleabstract,decision
56,"Lack of correlation between villus and crypt damage in irradiated mouse intestine. It has been observed that scanning electron microscopy is a more sensitive indicator of mucosal damage at low radiation dose levels than conventional quantitative crypt counting techniques. Three different fractionation schedules were subjected to investigation by both of these methods to try to elucidate some features of irradiation damage to the whole of the intestinal mucosa, at dose levels commonly used in clinical practice. Despite variations in the qualitative observations, there was a marked difference in two of the schedules between damage expressed as crypt counts and that described by the qualitative techniques. In the first case high crypt numbers were associated with severe mucosal damage, whereas the second schedule produced a reduced crypt count in association with low damage to the surface mucosa. A third schedule produced results in which there was a general agreement between low crypt numbers and considerable surface mucosal damage. However, observations were made of mucosal formations not previously seen on damaged mucosal surfaces. These resembled the appearance normally associated with the gut of patients suffering from coeliac disease. Variations in the qualitative observations were seen in all the schedules so that their interpretation in terms of perturbation of cellular kinetics is difficult.",Included
57,Permanent radiation myelopathy,Included
58,Morphological changes in certain types of soft tissue sarcoma under the effect of uneven irradiation,Included
67,I-131 treatment for toxic diffuse goiter. Analysis of 1056 cured cases,Included
69,Effect of age and AET on life span of irradiated male and female rats,Included
83,"A review of forty-five years study of Hiroshima and Nagasaki atomic bomb survivors. Thyroid cancer: reports up to date and a review. Evidence to date from a number of studies, indicates that there is an increased incidence of thyroid cancer among A-bomb survivors, and that the incidence rises with increase of dose and is especially predominant in females exposed at younger ages. Although 45 years have elapsed since A-bomb exposure, there are still some questions about the development of thyroid cancer: 1) Is the incidence now decreasing? 2) What factors, other than radiation exposure, are involved? 3) What is the incidence of multiple cancer, including thyroid cancer? With these questions in mind, it is apparent that studies in this field must continue for some time to come.",Included
87,"[Ecological and genetic monitoring of muridae from populations undergone to the chronic irradiation]. In work the data of long-term researches of consequences of chronic irradiation and radioactive pollution on a population of muridaea living in a zone of failure on the Chernobyl atomic power station and in territory of Northern radioecological station are resulted. It is shown, that chronic influence by investigated factors leads to authentically significant change of size of the genetic load determined on a level cytogenetic damages, intensity of reproduction, fertility.",Included
94,"The role of adjuvant radiotherapy in the local management of desmoplastic melanoma. BACKGROUND In the current study, the authors sought to evaluate outcomes, specifically with respect to adjuvant radiotherapy (RT), for patients with desmoplastic melanoma. METHODS The records of 130 consecutive patients who presented between 1985 and 2009 with nonmetastatic desmoplastic melanoma and were treated curatively with either surgery alone (59 patients; 45%) or surgery and postoperative RT (71 patients; 55%) were retrospectively reviewed. Ages ranged from 21 years to 97 years (median age, 66 years). The location of the primary tumor was in the head and neck region in 62% of patients. Only 5 patients (4%) had lymph node involvement at the time of presentation. RESULTS The median follow-up was 6.6 years (range, 11 months-24 years). Overall survival rates at 5 years and 10 years were 69% and 53%, respectively. Disease-specific survival rates were 84% and 80%, respectively, at 5 years and 10 years. The actuarial rate of local recurrence was 17% at 5 years and beyond. Of the patients who underwent surgery without receiving postoperative RT, 14 (24%) experienced local recurrence. Of the 71 patients treated with surgery and postoperative RT, 5 (7%) experienced local recurrence. In a Cox multivariate regression model, improved local control was significantly associated with the receipt of postoperative RT (P = .009). CONCLUSIONS Surgery followed by postoperative RT appears to provide superior local control compared with surgery alone for patients with desmoplastic melanoma. Cancer 2014;120:1361-1368. © 2013 American Cancer Society. The authors performed a retrospective review of 130 consecutive patients presenting for definitive treatment of nonmetastatic desmoplastic melanoma. It was observed that patients treated with surgery followed by postoperative radiotherapy had superior local control compared with patients treated with surgery alone. © 2013 American Cancer Society.",Included
99,"Enhancing Cytogenetic Biological Dosimetry Capabilities of the Philippines for Nuclear Incident Preparedness. The utility of a biological dosimeter based on the analysis of dicentrics is invaluable in the event of a radiological emergency wherein the estimated absorbed dose of an exposed individual is crucial in the proper medical management of patients. The technique is also used for routine monitoring of occupationally exposed workers to determine radiation exposure. An in vitro irradiation study of human peripheral blood lymphocytes was conducted to establish a dose-response curve for radiation-induced dicentric aberrations. Blood samples were collected from volunteer donors and together with optically stimulated luminescence (OSL) dosimeters and were irradiated at 0, 0.1, 0.25, 0.5, 0.75, 1, 2, 4, and 6 Gy using a cobalt-60 radiotherapy unit. Blood samples were cultured for 48 h, and the metaphase chromosomes were prepared following the procedure of the International Atomic Energy Agency's Emergency Preparedness and Response - Biodosimetry 2011 manual. At least 100 metaphases were scored for dicentric aberrations at each dose point. The data were analyzed using R language program. The results indicated that the distribution of dicentric cells followed a Poisson distribution and the dose-response curve was established using the estimated model, Ydic = 0.0003 (+/-0.0003) +0.0336 (+/-0.0115) x D + 0.0236 (+/-0.0054) x D2. In this study, the reliability of the dose-response curve in estimating the absorbed dose was also validated for 2 and 4 Gy using OSL dosimeters. The data were fitted into the constructed curve. The result of the validation study showed that the obtained estimate for the absorbed exposure doses was close to the true exposure doses.",Included
115,Screening for codon 249 p53 mutation in lung cancer associated with domestic radon exposure [6],Included
125,"Genetic susceptibility to thymic lymphomas and K-ras gene mutation in mice after exposure to X-rays and N-ethyl-N-nitrosourea. PURPOSE: Ras activation is one of the major mechanisms for the development of murine thymic lymphomas by radiation and chemical carcinogens. To gain insight into the relationship between genetic susceptibility and ras gene mutation, the frequency and spectrum of ras gene mutation was examined in thymic lymphomas from susceptible and resistant mice., MATERIALS AND METHODS: K- and N-ras mutations in thymic lymphomas that arose in X-ray-irradiated and N-ethyl-N-nitrosourea (ENU)-treated mice of susceptible C57BL/6, rather resistant C3H and their hybrid B6C3F1 were analysed by polymerase chain reaction-single-strand conformation polymorphism and subsequent DNA sequencing., RESULTS: C57BL/6 exhibited a higher incidence of thymic lymphomas after exposure to X-rays and ENU than C3H, with B6C3F1 being intermediate. K-ras gene mutations occurred frequently in the pathogenesis of ENU-induced thymic lymphomas in susceptible C57BL/6 as opposed to resistant C3H. The ras mutations were more frequent in ENU-induced thymic lymphomas than X-ray-induced thymic lymphomas, and with the latter, there was no clear evidence for strain differences, suggesting that the genetic susceptibility to X-rays was independent of ras activation. The mutations of K-ras in thymic lymphomas from C57BL/6 were predominantly GGT to GAT in codon 12, whereas this mutation type was never found in those from C3H. No strain difference was observed in the nucleotide sequence or expression levels of O(6)-alkylguanine alkyltransferase, indicating that this enzyme did not account for the genetic susceptibility to ras activation., CONCLUSIONS: The results indicate that there is a clear strain and carcinogen dependency of K-ras mutation and that the frequency of ras mutation might determine the genetic susceptibility to ENU-induced lymphomagenesis, whereas pathways independent of ras activation might determine the susceptibility to X-ray-induced lymphomagenesis.",Included
143,"Reduction of Delayed Homologous Recombination by Induction of Radioadaptive Response in RaDR-GFP Mice (Yonezawa Effect): An Old Player With a New Role. Radiotherapy (RT) treats cancer effectively with high doses of ionizing radiation (IR) to killing cancer cells and shrinking tumors while bearing the risk of developing different side effects, including secondary cancer, which is most concerning for long-term health consequences. Genomic instability (GI) is a characteristic of most cancer cells, and IR-induced GI can manifest as delayed homologous recombination (HR). Radioadaptive response (RAR) is capable of reducing genotoxicity, cell transformation, mutation, and carcinogenesis, but the rational evidence describing its contributions to the reduction of radiation risk, in particular, carcinogenesis, remains fragmented. In this work, to investigate the impact of RAR on high-dose, IR-induced GI measured as delayed HR, the frequency of recombinant cells was comparatively studied under RAR-inducible and -uninducible conditions in the nucleated cells in hematopoietic tissues (bone marrow and spleen) using the Rosa26 Direct Repeat-green fluorescent protein (RaDR-GFP) homozygote mice. Results demonstrated that the frequency of recombinant cells was significantly lower in hematopoietic tissues under RAR-inducible condition. These findings suggest that reduction in delayed HR may be at least a part of the mechanisms underlying decreased carcinogenesis by RAR, and application of RAR would contribute to a more rigorous and scientifically grounded system of radiation protection in RT.Copyright © The Author(s) 2019.",Included
149,Argon laser treatment of radiation proctitis,Included
157,"Randomized trial addressing risk features and time factors of surgery plus radiotherapy in advanced head-and-neck cancer. Purpose: A multi-institutional, prospective, randomized trial was undertaken in patients with advanced head-and-neck squamous cell carcinoma to address (1) the validity of using pathologic risk features, established from a previous study, to determine the need for, and dose of, postoperative radiotherapy (PORT); (2) the impact of accelerating PORT using a concomitant boost schedule; and (3) the importance of the overall combined treatment duration on the treatment outcome. Methods and Materials: Of 288 consecutive patients with advanced disease registered preoperatively, 213 fulfilled the trial criteria and went on to receive therapy predicated on a set of pathologic risk features: no PORT for the low-risk group (n=31); 57.6 Gy during 6.5 weeks for the intermediate-risk group (n=31); and, by random assignment, 63 Gy during 5 weeks (n=76) or 7 weeks (n=75) for the high-risk group. Patients were irradiated with standard techniques appropriate to the site of disease and likely areas of spread. The study end points were locoregional control (LRC), survival, and morbidity. Result(s): Patients with low or intermediate risks had significantly higher LRC and survival rates than those with high-risk features (p=0.003 and p=0.0001, respectively), despite receiving no PORT or lower dose PORT, respectively. For high-risk patients, a trend toward higher LRC and survival rates was noted when PORT was delivered in 5 rather than 7 weeks. A prolonged interval between surgery and PORT in the 7-week schedule was associated with significantly lower LRC (p=0.03) and survival (p=0.01) rates. Consequently, the cumulative duration of combined therapy had a significant impact on the LRC (p=0.005) and survival (p=0.03) rates. A 2-week reduction in the PORT duration by using the concomitant boost technique did not increase the late treatment toxicity. Conclusion(s): This Phase III trial established the power of risk assessment using pathologic features in determining the need for, and dose of, PORT in patients with advanced head-and-neck squamous cell cancer in a prospective, multi-institutional setting. It also revealed the impact of the overall treatment time in the combination of surgery and PORT on the outcome in high-risk patients and showed that PORT acceleration without a reduction in dose by a concomitant boost regimen did not increase the late complication rate. These findings emphasize the importance of coordinated interdisciplinary care in the delivery of combined surgery and RT. © 2001 Elsevier Science Inc.",Included
162,"Antisense oligonucleotide targeting p53 increased apoptosis of MCF-7 cells induced by ionizing radiation. AIM: To investigate the effect of antisense compounds (AS) targeting human p53 mRNA on radiosensitivity of MCF-7 cells., METHODS: Western blotting and RTPCR were used to analyze the protein content and mRNA level. Additionally, cell proliferation, cell cycle and cell apoptosis were all analyzed in irradiated or sham-irradiated cells., RESULTS: Among the five antisense compounds (AS), AS3 was identified to efficiently inhibit p53 mRNA level and protein content. Interestingly, AS3 transfer has little effect on cell proliferation in DU-145 cells (mutant p53) after ionizing radiation (IR). In contrast, a marked increase of cell apoptosis and growth inhibition were observed in MCF-7 cells (wild-type p53), suggesting that AS3 can increase radiosensitivity of MCF-7 cells. Additionally, it was also observed that the transfection of AS3 decreased the fraction of G1 phase cells, and increased the proportion of S phase cells compared to untreated cells 24 h after IR in MCF-7 cell lines., CONCLUSION: AS3 transfection increases MCF-7 cell apoptosis induced by 5 Gy-radiation, and this mechanism may be closely associated with abrogation of G1 phase arrest.",Included
166,"Analysis by alkaline comet assay of cancer patients with severe reactions to radiotherapy: Defective rejoining of radioinduced DNA strand breaks in lymphocytes of breast cancer patients. Therapeutic exposure to ionising radiation reveals inter-individual variations in normal tissue responses. To examine whether a defect in DNA repair capacity might be involved in such hypersensitive phenotypes, we analysed, using the alkaline comet assay, the response as a function of time to in vitro irradiation at 5 Gy of lymphocytes from 17 breast cancer and 9 Hodgkin's disease patients who developed severe reactions to radiotherapy in comparison with 22 patients with 'average' reactions and 24 healthy donors. A difference between breast cancer over-reactors and both patients with normal reactions and healthy donors was observed 30 and 60 min after exposure. A subgroup of breast cancer over-reactors (7/17) reproducibly demonstrated increased levels of residual damage. When the kinetic analyses were prolonged to 120 min, results were in favour of delayed kinetics of rejoining in these patients. Among Hodgkin's disease over-reactors, only one patient showed defective repair. Interestingly, all patients with the most severe complications (grade 4 RTOG/EORTC), i.e., 5 breast cancer and 1 Hodgkin's disease, showed impaired rejoining. Our results suggest that impairment in DNA strand break processing may be associated, in specific subgroups of breast cancer patients, with an individual risk of major toxicity of radiation therapy. Thus, the alkaline comet assay appears to be useful for documenting the DNA repair phenotype in cancer patients.",Included
173,"Protection of radiation-induced damage to the hematopoietic system, small intestine and salivary glands in rats by JNJ7777120 compound, a histamine H4 ligand. Based on previous data on the histamine radioprotective effect on highly radiosensitive tissues, in the present work we aimed at investigating the radioprotective potential of the H4R ligand, JNJ7777120, on ionizing radiation-induced injury and genotoxic damage in small intestine, salivary glands and hematopoietic tissue. For that purpose, rats were divided into 4 groups. JNJ7777120 and JNJ7777120-irradiated groups received a daily subcutaneous JNJ7777120 injection (10 mg/kg) starting 24 h before irradiation. Irradiated groups received a single dose of 5 Gy on whole-body using Cesium-137 source and were sacrificed 3 or 30 days after irradiation. Tissues were removed, fixed, stained with hematoxylin and eosin or PAS staining and histological characteristics were evaluated. Proliferative and apoptotic markers were studied by immunohistochemistry, while micronucleus assay was performed to evaluate DNA damage. Submandibular gland (SMG) function was evaluated by methacholine-induced salivation. Results indicate that JNJ7777120 treatment diminished mucosal atrophy and preserved villi and the number of crypts after radiation exposure (240+/-8 vs. 165+/-10, P<0.01). This effect was associated to a reduced apoptosis and DNA damage in intestinal crypts. JNJ7777120 reduced radiation-induced aplasia, preserving medullar components and reducing formation of micronucleus and also it accelerated bone marrow repopulation. Furthermore, it reduced micronucleus frequency in peripheral blood (27+/-8 vs. 149+/-22, in 1,000 erythrocytes, P<0.01). JNJ7777120 completely reversed radiation-induced reduced salivation, conserving glandular mass with normal histological appearance and reducing apoptosis and atrophy of SMG. JNJ7777120 exhibits radioprotective effects against radiation-induced cytotoxic and genotoxic damages in small intestine, SMG and hematopoietic tissues and, thus, could be of clinical value for patients undergoing radiotherapy.",Included
179,"The age-dependent effect of high-dose X-ray radiation on NFkappaB signaling, structure, and mechanical behavior of the intervertebral disc. Purpose: Ionizing radiation damages tissue and provokes inflammatory responses in multiple organ systems. We investigated the effects of high-dose X-ray radiation on the molecular inflammation and mechanical function of the intervertebral disc (IVD). Methods: Functional spine units (FSUs) containing the vertebrae-IVDs-vertebrae structure extracted from 1-month, 6-month, and 16-month-old NFkappaB-luciferase reporter mice and from 6-month-old myeloid differentiation factor 88 (MyD88)-null mice. After a preconditioning period in culture, the FSUs were subjected a single dose of ionizing X-ray radiation at 20 Gys, and then NFkappaB expression was monitored. The IVDs were then subjected to mechanical testing using dynamic compression, glycosaminoglycan (GAG) quantification, and histological analyses. Results: In the 1-month-old FSUs, the NFkappaB-driven luciferase activity was significantly elevated for 1 day following the exposure to radiation. The 6-month-old FSUs showed increased NFkappaB activity for 3 days, while the 16-month-old FSUs sustained elevated levels of NFkappaB activity throughout the 10-day culture period. All irradiated groups showed significant loss of disc height, GAG content, mechanical function and changes in structure. Ablation of MyD88 blunted the radiation-mediated NFkappaB signaling, and preserved GAG content, and the IVDs' structure and mechanical performance. Conclusions: These results suggest that high-dose radiation affects the IVDs' NFkappaB-dependent inflammatory processes that subsequently lead to functional deterioration. Blocking the transactivation potential of NFkappaB via MyD88 ablation preserved the structure and mechanical function of the FSUs. The long-term effects of radiation on IVD homeostasis should be considered in individuals susceptible to occupational and medical exposure.",Included
182,"The effect of sex difference on induction of intestinal metaplasia in rats. Attempts were made to examine the sexual effects on the induction of intestinal metaplasia in rats. The number and locus of intestinal metaplasia in the gastric region induced by 2,000 rads of X-ray were greater in the male than in the female. Alkaline phosphatase activity appeared in the male only. The intestinal metaplasia induced by stomach antigen injection in the male persisted longer than in the female. Moreover, the incidence of intestinal metaplasia caused by whole body irradiation in ovariectomized rats was significantly higher than in the sham-ovariectomized ones. Therefore, it is likely that male sex hormones are promoting while female sex hormones are inhibiting the development of intestinal metaplasia.",Included
185,Correlation between natural radiation exposure and cancer mortality (5),Included
201,"Intravascular ultrasound analysis of beta radiation therapy for diffuse in-stent restenosis to inhibit intimal hyperplasia. We evaluated the efficacy of beta-radiation therapy ((188)Re-MAG(3)) to inhibit intimal hyperplasia (IH) in diffuse in-stent restenosis by intravascular ultrasound (IVUS) analysis in 50 patients. Nine patients who did not agree with radiation therapy, and therefore underwent rotational atherectomy and balloon angioplasty for diffuse in-stent restenosis in the same study period, were selected for control groups. Serial IVUS comparisons were available in 44 of 50 patients with radiation therapy and 7 of 9 control patients. At 6-month follow-up, there was less significant increase of IH area in patients with radiation therapy than in control patients (Delta IH area = 0.1 +/- 0.8 mm(2) vs. 2.6 +/- 1.8 mm(2), P > 0.001 in mean values, and 0.6 +/- 1.4 mm(2) vs. 2.9 +/- 2.1 mm(2), P = 0.026 in values of follow-up lesion site, respectively). In conclusion, beta-radiation therapy might be an effective treatment modality to inhibit intimal hyperplasia in patients with diffuse in-stent restenosis. Copyright 2001 Wiley-Liss, Inc.",Included
214,Gamma-teletherapy of neoplasm metastases to retroperitoneal lymph nodes,Included
216,"Comparative stochastic effects of inhaled alpha- and beta-particle- emitting radionuclides in beagle dogs. The stochastic effects of inhaled, insoluble particles of alpha- or beta- particle-emitting radionuclides were compared in dogs. Male and female beagle dogs were exposed briefly by nasal inhalation to relatively insoluble aerosols of 239PuO2 or 144Ce in fused aluminosilicate particles (FAP) and observed for cancer for their lifetimes. The initial lung burden and retention of each radionuclide was determined by whole-body counting of the emissions from 144Ce-144Pr- or 169Yb-labeled 239PuO2. Lung doses were calculated for each dog from these data. The lung doses ranged from 0.21 to 1200 Gy for 144Ce FAP and 1.6 to 58 Gy for 239PuO2. Dogs with doses to the lung of about 60 Gy or greater from 144Ce or about 2 Gy or greater from 239PuO2 had an increased incidence of lung carcinomas. In dogs exposed to 144Ce FAP, three organs were targets for neoplasia: lung, tracheobronchial lymph nodes, and heart. The insoluble FAP carried to the lymph nodes draining the lung delivered high radiation doses to the nodes and adjacent heart, resulting in hemangiosarcomas of these organs. In the lung, high radiation doses induced hemangiosarcomas and carcinosarcomas. At lower doses, carcinomas of various histological patterns were induced in the lung. In dogs exposed to 239PuO2, the lung was the sole target organ for neoplasia. Nearly all of these neoplasms were carcinomas of various histological patterns. These results indicated that relatively low doses of alpha-particle radiation can induce pulmonary cancers, but relatively large doses of beta-particle radiation are required. In addition, inhaled beta-particle emitters can also induce cancers in lung-associated lymph nodes and heart at these larger absorbed radiation doses.",Included
219,"Different trend for changing of mammalian plasma (serum) antioxidant activity after irradiation at large and low-doses. One of the path for research of antioxidant status in vivo is the determination of blood plasma (serum) antioxidant activity (AOA). AOA is an integral parameter for the contribution of different antiradical defense components which particular nomenclature is determined by a used method of definition. In the present work AOA is studied with usage of a system of suppression in vitro by blood plasma (serum) of a Fe(2+)-induced oxidation of a substrate from egg yolk lipoproteins. The contribution of separate components of a blood plasma to an integral index of AOA for human blood serum is studied. Urine acid, albumin, reduced glutathione, ascorbat, heparin, peroxidase and catalase had no activity. Apo-beta-lipoprotein, vitamin E, ceruloplasmin and transferring are introduce, possibly, the main contribution to AOA. The significant decrease of AOA was revealed after acute irradiation by gamma-rays of dogs (4.05 Gy) and mice (6 Gy). The irradiation of mice at low-dose (0.2 Gy), vice-versa, result to stimulation of AOA with clear peak value on 5 day. The possible reasons of quality difference for effects of large and low dose radiation with reference to antioxidant system of organism are discussed.",Included
223,"Expanded Characterization of a Hemi-Body Shielded Gottingen Minipig Model of Radiation-induced Gastrointestinal Injury Incorporating Oral Dosing Procedures. In collaboration with the Biomedical Advanced Research and Development Authority (BARDA), the authors recently conducted a pilot study in a hemi-body shielded model of radiation-induced gastrointestinal (GI) injury in Gottingen minipigs following exposure to radiation dose levels between 8-16 Gy. Herein, the impact of oral dosing procedures is assessed, as well as the specific causes of death in animals exposed to radiation doses of 14 and 16 Gy (n = 64; 32 male, 32 female, between 6 and 8 mo of age). Oral dosing using a 2-tablet placebo system comprised of both immediate release and enteric-coated tablets starting 24 h post-irradiation resulted in inhibited gastric emptying of the enteric-coated tablets, which were found to be retained in the stomach and/or regurgitated. This finding appears to be species-specific, as similar findings have not been reported for other large animal species (e.g., non-human primates). Mortality was primarily dictated by decreased activity, body weight loss (>35%), and/or respiratory distress, despite shielding of the lung. The cause of respiratory distress in animals that were pre-terminally euthanized varied according to the timing of death, with interstitial inflammation and extensive fibrosis observed >20 days post-irradiation. Kidney damage was also identified in most animals after day 10. Changes in the GI tract were consistent with previous studies and included collagen deposition/fibrosis. Observations of inflammatory infiltrates and interstitial inflammation/fibrosis in both shielded and unshielded organs support a strong secondary inflammatory syndrome post-irradiation.",Included
