,titleabstract,decision
1341,"New insights into the ameliorative effects of ferulic acid in pathophysiological conditions Ferulic acid, a natural phytochemical has gained importance as a potential therapeutic agent by virtue of its easy commercial availability, low cost and minimal side-effects. It is a derivative of curcumin and possesses the necessary pharmacokinetic properties to be retained in the general circulation for several hours. The therapeutic effects of ferulic acid are mediated through its antioxidant and anti-inflammatory properties. It exhibits different biological activities such as anti-inflammatory, anti-apoptotic, anti-carcinogenic, anti-diabetic, hepatoprotective, cardioprotective, neuroprotective actions, etc. The current review addresses its therapeutic effects under different pathophysiological conditions (eg. cancer, cardiomyopathy, skin disorders, brain disorders, viral infections, diabetes etc.). Copyright © 2017 Elsevier Ltd",Excluded
670,"Action of ionizing radiation of the enzymes of the carbohydrate metabolism (Russian). [Russian] It follows from the data reported in literature and those obtained in their laboratory that ionizing radiation does not drastically change the activity of enzymes of the carbohydrate metabolism in tissues of an animal organism. The data are reported on the effect of a total body single, fractionated or continuous irradiation on the enzymes of the carbohydrate metabolism and the accompanying interrelated co operative redistributions within the processes of aerobic and anaerobic glycolysis and the pentose route of their conversion. A dependence of the postirradiation changes in the activity of enzymes on the neuroendocrine system response to irradiation has been demonstrated.",Included
3264,"Astrocytoma-like multiple sclerosis Multiple sclerosis (MS) may sometimes mimic clinically and radiologically a brain tumor. The initial recognition of such cases is essential as it might avoid a surgical intervention and supplementary treatment. However, even in patients who underwent surgery, the appropriate preparation of the specimen is of crucial importance for the correct pathological diagnosis since tumors and non-neoplastic demyelinating lesions share some common histopathological features. We present such a case of multiple sclerosis presenting with features of an astrocytoma and was treated with surgery and additional radiotherapy. © 2004 Elsevier B.V. All rights reserved.",Excluded
2971,"A Comparison between X-Ray and Carbon Ion Irradiation in Human Neural Stem Cells Glioblastoma multiforme (GBM) is characterized by a poor prognosis and a median survival of ~12-18 months. GBM is usually managed by neurosurgery followed by both chemotherapy and radiotherapy. Since GBM develops resistance to conventional therapies, treatment with C-ions is promising to completely eradicate the tumoural mass. During cranial irradiation, exposure of healthy tissues is inevitable. Because of the presence of neural stem cells, a deep investigation on the effects of C-ion irradiation with respect to X-ray induced damage is mandatory to allow a better definition of treatments. In this work, the comparison of X-rays and C-ion irradiation-induced effects on human neural stem cell, focusing on multiple endpoints, such as cell viability, cytokine secretion and spheroid formation is presented. Results show different temporal and dose responses of human neural stem cells to the different radiation qualities, suggesting different underpinning mechanisms of radiation-induced damages.",Included
654,"Gut flora-targeted photobiomodulation therapy improves senile dementia in an As-induced Alzheimer's disease animal model BACKGROUND: Emerging evidence suggests that the gut microbiota plays an important role in the pathological progression of Alzheimer's disease (AD). Photobiomodulation (PBM) therapy is believed to have a positive regulatory effect on the imbalance of certain body functions, including inflammation, immunity, wound healing, nerve repair, and pain. Previous studies have found that the intestinal flora of patients with AD is in an unbalanced state. Therefore, we have proposed the use of gut flora-targeted PBM (gf-targeted PBM) as a method to improve AD in an As-induced AD mouse model.METHODS: PBM was performed on the abdomen of the mice at the wavelengths of 630 nm, 730 nm, and 850 nm at 100 J/cm<sup>2</sup> for 8 weeks. Morris water maze test, immunofluorescence and proteomic of hippocampus, and intestinal flora detection of fecal were used to evaluate the treatment effects of gf-targeted PBM on AD rats.RESULTS: PBM at all three wavelengths (especially 630 nm and 730 nm) significantly improved learning retention as measured by the Morris water maze. In addition, we found reduced amyloidosis and tau phosphorylation in the hippocampus by immunofluorescence in AD mice. By using a quantitative proteomic analysis of the hippocampus, we found that gf-targeted PBM significantly altered the expression levels of 509 proteins (the same differentially expressed proteins in all three wavelengths of PBM), which involved the pathways of hormone synthesis, phagocytosis, and metabolism. The 16 s rRNA gene sequencing of fecal contents showed that PBM significantly altered the diversity and abundance of intestinal flora. Specifically, PBM treatment reversed the typical increase of Helicobacter and uncultured Bacteroidales and the decrease of Rikenella seen in AD mice.CONCLUSIONS: Our data indicate that gf-targeted PBM regulates the diversity of intestinal flora, which may improve damage caused by AD. Gf-targeted PBM has the potential to be a noninvasive microflora regulation method for AD patients.",Excluded
525,"Cognitive Impairments in Subjects Exposed to Radiation during Prenatal Development Objective. To evaluate cognitive status in subjects exposed to ionizing radiation during antenatal development. Materials and methods. A total of 77 subjects with antenatal exposure to radiation were studied, along with a reference group of 73 subjects living in radiologically unpolluted territories in the Chelyabinsk region. Clinical, clinical psychological (Mini Mental State Examination, MMSE), Wechsler Adult Intelligence Test (WAIS), and proverb interpretation) neurophysiological (EEG), and laboratory (cholesterol, high- and low-density lipoproteins triglycerides, cortisol, melatonin) methods were used. Results and discussion. These investigations showed that a significantly greater proportion of subjects exposed to radiation during antenatal development had nonpsychotic mental disorders with a predominance of organic mental impairments (cognitive and asthenic). Neurophysiological studies identified more profound abnormalities in brain bioelectrical activity with pathological rhythms and a predominance of the theta rhythm among those exposed to radiation. Clinical psychological study data identified a significant decrease in analytical-synthetic ability in irradiated subjects, along with lower general and verbal IQ levels. These changes were accompanied by higher cortisol and melatonin levels, supporting activation of and tension in the mechanisms of adaptation in subjects irradiated during antenatal development. Copyright © 2016, Springer Science+Business Media New York.",Excluded
1575,"Quantitative brain SPECT imaging with scatter and attenuation compensation: Comparison of sequential and simultaneous acquisition of transmission and emission data. [Japanese] Scatter and attenuation correction for brain SPECT of a phantom and a normal volunteer was performed using the Triple Energy Window method combined with a transmission scan. <sup>99m</sup>Tc-ECD and <sup>99m</sup>Tc solution were used as an emission tracer and a transmission source, respectively. We employed a triple-headed SPECT gammacamera system equipped with fan beam collimators for acquisition with line transmission sources placed at the focal lines of the fan-beam collimators. Two mode, sequential mode and simultaneous mode, of data acquisition protocols were examined. In the sequential mode, a transmission scan was carried out using three external sources for the brain phantom without emission tracer. After removing all sources, an emission scan was performed on the brain phantom containing the tracer. In the simultaneous mode, the injection was followed by a simultaneous transmission emission scan using one transmission source. The same study was conducted out for the normal volunteer, after confirming the effectiveness of these protocols with phantom studies. Corrected SPECT count values obtained with two protocols were almost identical. Simultaneous mode had advantages in avoiding misalignment between transmission and emission data and in shorter acquisition time than sequential mode.",Excluded
2973,"Dorsal column stimulation for persistent vegetative state Dorsal column stimulation (DCS) is described as a therapy for persistent deterioration of consciousness. The mechanism of its effect has not yet been elucidated. Various other methods, such as deep brain stimulation of the CM-p f complex, vagus nerve stimulation, and musical functional therapy, are being investigated as potential treatments of this problem. We present our series of DCS for persistent vegetative state and review the potential mechanisms of action and the relevant literature.",Excluded
3492,"The homeobox transcription factor Even-skipped regulates acquisition of electrical properties in Drosophila neurons BACKGROUND: While developmental processes such as axon pathfinding and synapse formation have been characterized in detail, comparatively less is known of the intrinsic developmental mechanisms that regulate transcription of ion channel genes in embryonic neurons. Early decisions, including motoneuron axon targeting, are orchestrated by a cohort of transcription factors that act together in a combinatorial manner. These transcription factors include Even-skipped (Eve), islet and Lim3. The perdurance of these factors in late embryonic neurons is, however, indicative that they might also regulate additional aspects of neuron development, including the acquisition of electrical properties.RESULTS: To test the hypothesis that a combinatorial code transcription factor is also able to influence the acquisition of electrical properties in embryonic neurons we utilized the molecular genetics of Drosophila to manipulate the expression of Eve in identified motoneurons. We show that increasing expression of this transcription factor, in two Eve-positive motoneurons (aCC and RP2), is indeed sufficient to affect the electrical properties of these neurons in early first instar larvae. Specifically, we observed a decrease in both the fast K+ conductance (IKfast) and amplitude of quantal cholinergic synaptic input. We used charybdotoxin to pharmacologically separate the individual components of IKfast to show that increased Eve specifically down regulates the Slowpoke (a BK Ca2+-gated potassium channel), but not Shal, component of this current. Identification of target genes for Eve, using DNA adenine methyltransferase identification, revealed strong binding sites in slowpoke and nAcRalpha-96Aa (a nicotinic acetylcholine receptor subunit). Verification using real-time PCR shows that pan-neuronal expression of eve is sufficient to repress transcripts for both slo and nAcRalpha-96Aa.CONCLUSION: Taken together, our findings demonstrate, for the first time, that Eve is sufficient to regulate both voltage- and ligand-gated currents in motoneurons, extending its known repertoire of action beyond its already characterized role in axon guidance. Our data are also consistent with a common developmental program that utilizes a defined set of transcription factors to determine both morphological and functional neuronal properties.",Excluded
2472,"""Cor Occidere"": A novel strategy of targeting the tumor core by radiosurgery in a radio- and chemo-resistant intracranial hemangiopericytoma Intracranial hemangiopericytomas (HPC) are chemotherapy- and radiotherapy (RT)-resistant. Here, we report on a novel stereotactic radiosurgery (SRS) technique-""Cor Occidere"" (Latin), as a potential strategy of overcoming radioresistance of HPC. A 36-year old female presented to our clinic for consideration of a 3<sup>rd</sup>-course of RT for her recurrent cavernous sinus HPC, following previous cranial RT at 13 and 5 years prior, and a failed 9 months trial of bevacizumab/temozolomide. The tumor-adjacent brain stem and carotid artery risked substantial damage given the cumulative RT doses to these organs. We therefore designed an SRS plan targeting only the tumor core with 16 Gy single-fraction. Despite underdosing the tumor margin, we achieved stable disease over 25 months, contrasting her responses to systemic therapies. Achieving tumor control despite a suboptimal treatment that utilized high dose ablation of the tumor core suggests novel biological mechanisms to overcome radioresistance of HPC. Copyright © Chinese Clinical Oncology.",Excluded
2112,"Sensitization and habituation of AMH and C-fiber related percepts of repetitive radiant heat stimulation OBJECTIVE: Pain perception involves neuronal plasticity at peripheral and central stages, resulting in sensitization or habituation, depending on intensity and temporal features of stimulation. Concurrent assessment of perceptual change over different time spans is therefore important for understanding the dynamics of pain processing.METHODS: A new psychophysical procedure was established to assess sensitization and habituation during repetitive radiant heat stimulation. Short-term perceptual change (<1 min) during trials with 10 stimuli applied at 3 frequencies (0.2-0.6-1.8 Hz) and 3 intensities was assessed for AMH-II or C-fiber related percepts. Perceptual changes were monitored for medium-term (1-15 min) and for long-term (15-90 min) time spans.RESULTS: Short-term sensitization occurred only at frequencies above 0.3 Hz and was affected by both stimulus frequency and intensity, but the AMH-fiber related sensitization depended on intensity only above 0.6 Hz. Multiple stimulation of the same skin area during medium-term time spans resulted in habituation. No long-term perceptual changes occurred.CONCLUSIONS: The procedure permits concurrent assessment of short-term sensitization and medium-term habituation, assumed to be related to spinal windup and cutaneous nociceptive fiber fatigue, respectively.SIGNIFICANCE: The method is suitable for quantitative sensory testing of dynamic pain processing over different time spans, relevant in clinical testing of pain and in drug assessment.",Excluded
705,"Heterogeneous expression of Ku70 in human tissues is associated with morphological and functional alterations of the nucleus Ku70 is a subunit of DNA-protein kinase complex and involved in diverse intranuclear events including the repair of double-stranded DNA breaks. Ku70 is rich in the interphase nucleus of cultured cells. In human tissues, however, the distribution of Ku70 has not yet been systematically examined. To characterize the difference of Ku70 distribution between cells of human tissues and cultured cells, the expression of Ku70 was examined in various normal and neoplastic human tissues by immunohistochemistry and immunoblot. In addition, the role of Ku70 in the cellular response against ionizing radiation (IR) was analysed in fibroblasts after exposure to 5 Gy IR and apoptotic indices were examined in Ku70-overexpressed fibroblasts from an ataxia telangiectasia patient and in normal fibroblasts, before and after irradiation. In contrast to cultured cells, Ku70 was not detected in some interphase cells of human tissues and was distributed heterogeneously, even in the same nucleus. Ku70 expression was strikingly low in terminally differentiated cells such as neutrophils, eosinophils, glomerular capillary endothelial cells and fibroblasts, and was absent in spermatids. In spermatocytes, Ku70 was tightly integrated with chromosome filaments, unlike other somatic cells under mitosis. After exposure to IR, Ku70 expression was not increased in ataxia telangiectasia fibroblasts, but was significantly increased in normal fibroblasts. Most of the increased Ku70 was of soluble nuclear protein fraction. Furthermore, overexpression of Ku70 increased radiation resistance both in ataxia telangiectasia fibroblasts and normal fibroblasts. The presented data indicate that the distribution of Ku70 in cells of human tissues is closely associated with the cell cycle, cellular differentiation, nuclear shape and the process of repair of DNA damage caused by IR.",Excluded
1536,"Medicinal plants as antiemetics in the treatment of cancer: a review Chemotherapy- and radiotherapy-induced nausea and vomiting are the most common, intractable and unpleasant side effects in patients undergoing treatment for cancer. 5-Hydroxytryptamine-3 (5-HT3) receptor antagonists plus dexamethasone have significantly improved the control of acute nausea and vomiting, but delayed nausea and vomiting remains a significant clinical problem. Combined neurokinin-1 receptor antagonists with 5-HT3 antagonists and steroids are observed to be better in the control of both acute and delayed emesis. However, the use of these antiemetics is observed to possess inherent side effects. The medicinal plants such as Scutellaria baicalensis, Korean red ginseng, American ginseng berry, Ganoderma lucidum, Zingiber officinale, grape seed extract, and the oil of Mentha spicata are reported to be effective in the treatment of nausea and vomiting mostly in preclinical studies. Of these, ginger has also been evaluated for its efficacy in humans and the results have been contradictory. The current review for the first time summarizes the results related to these properties. An attempt is also made to address the lacunae in these published studies and to emphasize aspects that need further investigations for these plants to be of use in clinics in the future.",Excluded
1047,"Disruption of the prepulse inhibition of the startle reflex in vasopressin V1b receptor knockout mice: reversal by antipsychotic drugs In the present study, we investigated whether mice lacking the arginine vasopressin (AVP) V1b receptor (V1bR) exhibit deficits of prepulse inhibition (PPI) of the startle reflex, reminiscent of the sensorimotor gating deficits observed in a large majority of schizophrenic patients. V1bR knockout (KO) mice displayed significantly reduced levels of PPI of the startle reflex. In addition to PPI deficits, V1bR KO mice showed increased acoustic startle response. However, acoustic startle response was not significantly correlated to the PPI of the startle reflex in V1bR KO mice. V1bR KO mice also showed a decrease in basal levels of extracellular dopamine (DA) in the medial prefrontal cortex, which is thought to be an important brain region for PPI. Moreover, PPI deficits observed in the V1bR KO mice are significantly reversed by atypical antipsychotics such as risperidone and clozapine but not by a typical neuroleptic haloperidol, like in schizophrenic patients. By contrast, we did not observe any significant differences between V1bR KO mice and wild-type mice in the open-field, light/dark, elevated plus maze, and forced swimming tests. The results of the present study indicate that V1bR may be involved in the regulation of PPI of the startle reflex. The V1bR has been considered an important molecular target for the development of antipsychotic drugs.",Excluded
2565,"The action of pulse-modulated GSM radiation increases regional changes in brain activity and c-Fos expression in cortical and subcortical areas in a rat model of picrotoxin-induced seizure proneness The action of the pulse-modulated GSM radiofrequency of mobile phones has been suggested as a physical phenomenon that might have biological effects on the mammalian central nervous system. In the present study, GSM-exposed picrotoxin-pretreated rats showed differences in clinical and EEG signs, and in c-Fos expression in the brain, with respect to picrotoxin-treated rats exposed to an equivalent dose of unmodulated radiation. Neither radiation treatment caused tissue heating, so thermal effects can be ruled out. The most marked effects of GSM radiation on c-Fos expression in picrotoxin-treated rats were observed in limbic structures, olfactory cortex areas and subcortical areas, the dentate gyrus, and the central lateral nucleus of the thalamic intralaminar nucleus group. Nonpicrotoxin-treated animals exposed to unmodulated radiation showed the highest levels of neuronal c-Fos expression in cortical areas. These results suggest a specific effect of the pulse modulation of GSM radiation on brain activity of a picrotoxin-induced seizure-proneness rat model and indicate that this mobile-phone-type radiation might induce regional changes in previous preexcitability conditions of neuronal activation.",Excluded
3618,"Avoidance of radiation induced alopecia en whole brain radiotherapy treatments with simultaneous integrated boost Purpose/Objective: Radiation-induced alopecia in hypofractionated whole brain radiation therapy with simultaneous integrated boost (WBRT+SIB) is an understudied issue, even in RTOG 9508. However, this effect has a significant impact on the quality of life of patients. We have currently found a technical solution to this problem. Our current protocol for WBRT+SIB is presented and described, incluiding a retrospective review of the results in relation to radiation-induced alopecia. Material(s) and Method(s): The protocol already implemented in our department is based on a frame-less procedure compatible with masks of type 35764/2MA/M (Orfit Industries N.V., Wijnegem, Belgium), submasks of eXaSkin (Anatomical Geometry S.L., Sevilla, Spain) and a resonance compatible frame eXaFrame (Anatomical Geometry S.L., Sevilla, Spain). CT and MR studies of 1mm slice thickness are acquired with similar length, position and inmovilization. The whole procedure and the resulting high quality fussion is ensured by the eXaFrame system. Treatments were designed using VMAT in Treatment System Planning Pinnacle V.9.2 (Philips N.V, Koninklijke Holland) with multiple arcs, and delivered with a linear accelerator Elekta Synergy (Elekta A.B., Stockholm, Sweden). The dose scheme used is the one reported by Lagerwaard: [WBRT(20Gy) + SIBmts (40Gy)]/5 fr. Patient positioning is verified daily using IGRT with Elekta XVI, before and after treatment. Before optimization is performed, some auxiliary volumes are created: a 3mm ring around calota,called Follicles, and a volume contracted 12mm from the outer one, called CPE. Two CCW VMAT arcs (178degree to 60degree and 300degree to 182degree) are added, with the following objectives: Follicles (EQD2max = 16 Gy, weight = 20; EQD2max = 5 Gy, weight = 1), brain-CPE (D<inf>max</inf>= 21 Gy, weight = 100 and D<inf>min</inf>= 20 Gy, weight = 50), eyes(D<inf>max</inf>= 10 Gy, weight = 1). Thereafter, we work separately on the metastases blocking the optimization of the prophylaxis and creating three structures: VI1 = PTV (MTS1)+ 5 mm, VI2 = PTV (MTS2)+ 5 mm, Epx = brain-VI1-VI2. Objectives were: PTVI (D<inf>max</inf>= 44 Gy, weight = 100 and D<inf>min</inf>= 40 Gy weight = 50), Epx (D<inf>max</inf>= 30 Gy) ,brain stem (D<inf>max</inf>= 23 Gy) and Follicles (EQD2max = 16 Gy, weight = 20; EQD2max = 5 Gy, weight = 20). Result(s): We have treated 14 patients until now. Fusion images have shown differences less than 1mm while mean IGRT correction has been 1.34mm. No acute toxicity have been observed, including neither alopecia nor temporal depilation. Conclusion(s): This protocol has been designed and developed in our hospital, considering the alopecia as toxicity in VMAT optimization. It produces excellent cosmetic results, avoiding alopecia in practically all cases, which has a direct impact on patient quality of life. As a general consideration, we would like to point out that that it should be considered mandatory to use all advanced tools available on modern radiotherapy to minimize toxicity in radiation treatments.",Excluded
