,titleabstract,decision
78,"[Risk factors prevalence for cardiovascular diseases among atomic power industry enterprises personnel]. UNLABELLED: A selective cross-sectional study based on Regional Medico-Dosimetric Register was carried out in some Siberian Group of Chemical Enterprises (SGCE) workers (aged 40-50) with the aim of studying the most important risk factors prevalence for cardiovascular diseases development. 2010 persons examined with the use of standardized epidemiological methods made up 32.6% of total SGCE personnel aged 40-50., PURPOSE: the study of risk factors of cardiovascular diseases, their prevalence, intensity and significance in atomic power plants workers exposed to occupational long-term ionizing radiation in a low"" dose range (cumulative doses in the range up to 1 Sv). The study of prevalence of risk factors for CVDs development in men occupationally exposed to ionizing radiation revealed frequent changes in the type of work performed, higher levels of psychoemotional tension, as well as high prevalence of low levels of high-density lipoprotein cholesterol (HDL-cholesterol) and obesity. Women workers of the main production were found to have hypercholesterolaemia more often than those of the auxiliary production. Annual health checks of nuclear workers should be extended to include waist and hips measurement, body mass index (BMI) calculation, lipid factors evaluation, as well as stress tests (bicycle and/or stress echocardiography) in case there are three or more risk factors for CVDs for workers of the main production.""",Included
85,Correlation between natural radiation exposure and cancer mortality (5),Included
90,"Impact of chemical exposure on cancer mortality in a French cohort of uranium processing workers. BACKGROUND: Nuclear workers may be exposed to a variety of chemical hazards, in addition to radiation. We examined the effect of chemical exposures on cancer mortality among French uranium processing workers at the AREVA NC Pierrelatte facility., METHODS: A cohort of 2,897 uranium processing workers employed for at least 6 months was followed from 1968 through 2006. Exposure to uranium and potentially carcinogenic chemicals was assessed with a plant-specific job-exposure matrix. Mortality hazard ratios (HRs) for cancers of the lung, lymphohematopoietic system, kidney and bladder, brain and central nervous system (BCNS), and prostate were estimated for each specific chemical exposure, with Cox regression models stratified for sex and calendar period and adjusted for socioeconomic status. Additional adjustments enabled us to examine the effect of co-exposure to uranium and other chemicals., RESULTS: Exposure to aromatic solvents was associated with increased risk of BCNS malignancies after adjustment for other chemicals (HR=6.53, 95% CI=1.14-37.41; n=6) and for other chemicals and uranium (HR=7.26, 95% CI=0.90-58.19) in the annual exposure status model. Selected groups of lymphohematopoietic cancers were found associated with solvent exposure. Inconclusive results were found regarding chromium (VI) exposure, since only 2 workers died from lung cancer among 109 exposed., CONCLUSION: Based on our pilot study, it seemed important to take into account chemical exposures in the analyses of cancer mortality among French uranium processing workers. Copyright © 2013 Wiley Periodicals, Inc.",Included
94,[Clinical and experimental studies on the effects of cobalt irradiation on pulmonary function],Included
100,"Intravascular ultrasound analysis of beta radiation therapy for diffuse in-stent restenosis to inhibit intimal hyperplasia. We evaluated the efficacy of beta-radiation therapy ((188)Re-MAG(3)) to inhibit intimal hyperplasia (IH) in diffuse in-stent restenosis by intravascular ultrasound (IVUS) analysis in 50 patients. Nine patients who did not agree with radiation therapy, and therefore underwent rotational atherectomy and balloon angioplasty for diffuse in-stent restenosis in the same study period, were selected for control groups. Serial IVUS comparisons were available in 44 of 50 patients with radiation therapy and 7 of 9 control patients. At 6-month follow-up, there was less significant increase of IH area in patients with radiation therapy than in control patients (Delta IH area = 0.1 +/- 0.8 mm(2) vs. 2.6 +/- 1.8 mm(2), P > 0.001 in mean values, and 0.6 +/- 1.4 mm(2) vs. 2.9 +/- 2.1 mm(2), P = 0.026 in values of follow-up lesion site, respectively). In conclusion, beta-radiation therapy might be an effective treatment modality to inhibit intimal hyperplasia in patients with diffuse in-stent restenosis. Copyright 2001 Wiley-Liss, Inc.",Included
102,"Occupational Health Risks in Cardiac Catheterization Laboratory Workers. BACKGROUND: Orthopedic strain and radiation exposure are recognized risk factors in personnel staff performing fluoroscopically guided cardiovascular procedures. However, the potential occupational health effects are still unclear. The purpose of this study was to examine the prevalence of health problems among personnel staff working in interventional cardiology/cardiac electrophysiology and correlate them with the length of occupational radiation exposure., METHODS AND RESULTS: We used a self-administered questionnaire to collect demographic information, work-related information, lifestyle-confounding factors, all current medications, and health status. A total number of 746 questionnaires were properly filled comprising 466 exposed staff (281 males; 44+/-9 years) and 280 unexposed subjects (179 males; 43+/-7years). Exposed personnel included 218 interventional cardiologists and electrophysiologists (168 males; 46+/-9 years); 191 nurses (76 males; 42+/-7 years), and 57 technicians (37 males; 40+/-12 years) working for a median of 10 years (quartiles: 5-24 years). Skin lesions (P=0.002), orthopedic illness (P<0.001), cataract (P=0.003), hypertension (P=0.02), and hypercholesterolemia (P<0.001) were all significantly higher in exposed versus nonexposed group, with a clear gradient unfavorable for physicians over technicians and nurses and for longer history of work (>16 years). In highly exposed physicians, adjusted odds ratio ranged from 1.7 for hypertension (95% confidence interval: 1-3; P=0.05), 2.9 for hypercholesterolemia (95% confidence interval: 1-5; P=0.004), 4.5 for cancer (95% confidence interval: 0.9-25; P=0.06), to 9 for cataract (95% confidence interval: 2-41; P=0.004)., CONCLUSIONS: Health problems are more frequently observed in workers performing fluoroscopically guided cardiovascular procedures than in unexposed controls, raising the need to spread the culture of safety in the cath laboratory. Copyright © 2016 American Heart Association, Inc.",Included
113,Radiation exposure of medical personnel during angiographic examinations,Included
114,"Effects of heavy ions on rabbit tissues: cataractogenesis. As part of an investigation of the responses of optic and proximate tissues to heavy-ion irradiation, the lenses of New Zealand white rabbits were exposed to the Bragg plateau regions of 530 MeV/amu Ar ions and 365 MeV/amu Ne ions and also to 60Co gamma-photons. The linear energy transfers (LET infinity s) for the radiations were 90 +/- 5, 35 +/- 3, and 0.3 keV/micrometer, respectively. After irradiation, lenticular opacities were monitored through their incipient and/or clinical stages (less than or equal to 5 years) by slit-lamp biomicroscopy and scored with subjective, but well-defined, indices. Cataractogenesis, which progressed according to the model proposed by Rubin and Casarett (1968), was modified by radiation quality in the following ways. (1) The rate of development of the early (acute) stage increased with the LET infinity of the incident radiation; (2) at the intermediate (plateau) stage, the values for the relative biological effectiveness (r.b.e.) of the heavy ions were similar to those reported for proliferating cells in culture; (3) for a given intermediate level, the onset of late cataractogenesis occurred earlier the higher the LET affinity of the radiation involved. As with alopecia, the r.b.e.s for cataractogenesis varied with post-irradiation time.",Included
121,"Chromosomal aberrations in C-arm fluoroscopy, CT-scan, lithotripsy, and digital radiology staff. We have assessed chromosome-type aberrations and micronuclei in the peripheral lymphocytes of personnel working with C-arm fluoroscopy, multi-slice CT-scan, lithotripsy, and digital radiology medical procedures. The study population comprised of 46 exposed workers and 35 controls matched for age, gender, and other confounding factors. Chromosome-type aberrations and micronuclei were analyzed and compared with occupational dosimetry data. The highest frequency of both chromosome aberrations (1.62 CA/100 cells) and MN (MN = 7.47 +/- 2.55) was observed in the operating room group. According to occupational dosimetry, surgeons and medical staff received 0-2.99 mSv over the previous year, well below the limit established by the International Committee on Radiation Protection. An increased level of chromosomal aberrations was observed among workers exposed in the operating rooms. We recommend that operating room radiation safety programs be improved and better supervised, in particular for orthopedic surgeons and personnel performing fluoroscopically guided procedures. Copyright © 2020 Elsevier B.V. All rights reserved.",Included
124,"Three-dimensional conformal versus non-graphic radiation treatment planning for apocrine gland adenocarcinoma of the anal sac in 18 dogs (2002-2007). Differences in dose homogeneity and irradiated volumes of target and surrounding normal tissues between 3D conformal radiation treatment planning and simulated non-graphic manual treatment planning were evaluated in 18 dogs with apocrine gland adenocarcinoma of the anal sac. Overall, 3D conformal treatment planning resulted in more homogenous dose distribution to target tissues with lower hot spots and dose ranges. Dose homogeneity and guarantee of not under-dosing target tissues with 3D conformal planning came at the cost, however, of delivering greater mean doses of radiation and of irradiating greater volumes of surrounding normal tissue structures. Copyright © 2011 Blackwell Publishing Ltd.",Included
136,"Subclinical carotid atherosclerosis and early vascular aging from long-term low-dose ionizing radiation exposure: a genetic, telomere, and vascular ultrasound study in cardiac catheterization laboratory staff. OBJECTIVES: This study sought to assess the association between long-term radiation exposure in the catheterization laboratory (cath lab) and early signs of subclinical atherosclerosis. BACKGROUND: There is growing evidence of an excess risk of cardiovascular disease at low-dose levels of ionizing radiation exposure. METHODS: Left and right carotid intima-media thickness (CIMT) was measured in 223 cath lab personnel (141 male; age, 45 +/- 8 years) and 222 unexposed subjects (113 male; age, 44+/-10 years). Leukocyte telomere length (LTL) was evaluated by quantitative reverse transcriptase polymerase chain reaction. The DNA repair gene XRCC3 Thr241Met polymorphism was also analyzed to explore the possible interaction with radiation exposure. The occupational radiological risk score (ORRS) was computed for each subject on the basis of the length of employment, individual caseload, and proximity to the radiation source. A complete lifetime effective dose (mSv) was recorded for 57 workers. RESULTS: Left, right, and averaged CIMTs were significantly increased in high-exposure workers compared with both control subjects and low-exposure workers (all p values<0.04). On the left side, but not on the right, there was a significant correlation between CIMT and ORRS (p=0.001) as well as lifetime dose (p=0.006). LTL was significantly reduced in exposed workers compared with control subjects (p=0.008). There was a significant correlation between LTL and both ORRS (p=0.002) and lifetime dose (p=0.03). The XRCC3 Met241 allele presented a significant interaction with high exposure for right side (pinteraction=0.002), left side (pinteraction<0.0001), and averaged (pinteraction<0.0001) CIMTs. CONCLUSIONS: Long-term radiation exposure in a cath lab may be associated with increased subclinical CIMT and telomere length shortening, suggesting evidence of accelerated vascular aging and early atherosclerosis.",Included
150,"Ewing's sarcoma and peripheral primitive neuroectodermal tumor cells produce large quantities of bioactive tumor necrosis factor-alpha (TNF-alpha) after radiation exposure. PURPOSE: In the present study, we examined human Ewing's sarcoma (ES) and peripheral primitive neuroectodermal tumor (pPNET) cell lines that are able to produce TNF-alpha as part of the response to irradiation. Radiation-induced tumor cell production of TNF-alpha may enhance irradiation efficacy and improve the effect of local tumor irradiation. On the other hand, radiation-induced tumor cell production of TNF-alpha may adversely affect the normal tissue., METHODS AND MATERIALS: Twelve different ES/pPNET cell lines were investigated in vitro and (after establishment as tumor xenografts in athymic nude mice) in vivo for their TNF-alpha mRNA expression (real-time quantitative reverse transcriptase polymerase chain reaction) and TNF-alpha protein production (in vitro: enhanced amplified sensitivity immunoassay; in vivo: immunohistochemistry) after exposure to different irradiation doses (2, 5, 10, 20, 30, or 40 Gy) and after different time intervals (1, 3, 6, 12, 24, 48, or 72 h after irradiation). The bioactivity of the TNF-alpha protein was evaluated in chromogenic cytotoxicity and neutralization assays., RESULTS: Nine out of 12 ES/pPNET cell lines express constitutively significant quantities of bioactive TNF-alpha in vitro. ES/pPNET cells originating from primary tumors secreted higher TNF-alpha levels than cells derived from metastatic lesions. In 5 of the 9 TNF-alpha-producing cell lines, TNF-alpha mRNA and protein levels were upregulated after irradiation exposure in a time- and dose-dependent manner. After establishment of the ES/pPNET cell lines in athymic nude mice, the radiation-induced TNF-alpha release could be demonstrated also in the xenograft tumors in vivo (analogous to the in vitro experiments). Using the same methods for quantitative analysis, it was determined that the TNF-alpha expression of the radiation-responsive tumor cells was up to 2000-fold higher compared to the maximal radiation-induced TNF-alpha release in normal lung tissue measured during the pneumonic phase., CONCLUSION: Certain ES/pPNET cell lines produce extremely large quantities of bioactive TNF-alpha after radiation exposure in a time- and dose-dependent manner. Radiation-induced TNF-alpha production of tumor cells may be of paramount importance in respect to not only tumor behavior, but also to potential damage to normal tissue and the clinical status of the host.",Included
152,Isolation of two X-linked mutants in Drosophila melanogaster which are sensitive to gamma-rays,Included
164,The protective effect of hypoxia against repeated irradiation of mice,Included
176,"[Perturbation of glycoregulation in irradiated rabbits]. Acute whole body gamma irradiation of the rabbit can induce a latent diabetes revealed by the stimulated hyperglycemia test. The manifestations of this state, and in particular the assimilation coefficient and the development of an insulino-resistance, vary greatly according to sex.",Included
185,Genetic effects of radiation,Included
186,"Incidence of dementia among atomic-bomb survivors--Radiation Effects Research Foundation Adult Health Study. Radiotherapy has been reported to cause neuropsychological dysfunction. Here we examined whether exposure to atomic bomb radiation affected the incidence of dementia among 2286 atomic bomb survivors and controls - all members of the Adult Health Study cohort. Study subjects were non-demented and aged >or=60 years at baseline examination and had been exposed in 1945 at >or=13 years of age to a relatively low dose (<or=4 Gy), compared with total dose from radiotherapy. Dementia diagnoses were made during biennial health examinations with a two-phase procedure. DSM IV criteria were used for diagnosing dementia, NINCDS-ADRDA for Alzheimer disease, and NINDS-AIREN for vascular disease. To estimate the effect of radiation on the dementia incidence rate, we applied Poisson regression analysis. Incidence per 1000 person-years was 16.3 in the <5 mGy group, 17.0 in the 5-499 mGy group, and 15.2 in the >or=500 mGy group. Alzheimer disease was the predominant type of dementia in each dose category. After adjustment for potential risk factors, radiation exposure did not affect the incidence rate of either all dementia or any of its subtypes. No case of dementia had a history of therapeutic cranial irradiation. Although we found no relationship between radiation exposure and the development of dementia among atomic bomb survivors exposed at >or=13 years old in this longitudinal study, effects on increased risk of early death among atomic bomb survivors will be considered.",Included
203,Changes in pulmonary arterial perfusion due to intrathoracic neoplasia and irradiation of the lung,Included
211,Electromyographic study on the effects of radiation applied to the spinal cord,Included
224,"Enhancing Cytogenetic Biological Dosimetry Capabilities of the Philippines for Nuclear Incident Preparedness. The utility of a biological dosimeter based on the analysis of dicentrics is invaluable in the event of a radiological emergency wherein the estimated absorbed dose of an exposed individual is crucial in the proper medical management of patients. The technique is also used for routine monitoring of occupationally exposed workers to determine radiation exposure. An in vitro irradiation study of human peripheral blood lymphocytes was conducted to establish a dose-response curve for radiation-induced dicentric aberrations. Blood samples were collected from volunteer donors and together with optically stimulated luminescence (OSL) dosimeters and were irradiated at 0, 0.1, 0.25, 0.5, 0.75, 1, 2, 4, and 6 Gy using a cobalt-60 radiotherapy unit. Blood samples were cultured for 48 h, and the metaphase chromosomes were prepared following the procedure of the International Atomic Energy Agency's Emergency Preparedness and Response - Biodosimetry 2011 manual. At least 100 metaphases were scored for dicentric aberrations at each dose point. The data were analyzed using R language program. The results indicated that the distribution of dicentric cells followed a Poisson distribution and the dose-response curve was established using the estimated model, Ydic = 0.0003 (+/-0.0003) +0.0336 (+/-0.0115) x D + 0.0236 (+/-0.0054) x D2. In this study, the reliability of the dose-response curve in estimating the absorbed dose was also validated for 2 and 4 Gy using OSL dosimeters. The data were fitted into the constructed curve. The result of the validation study showed that the obtained estimate for the absorbed exposure doses was close to the true exposure doses.",Included
243,[Changes in the effect of thiopental in irradiated rats],Included
251,"Micronuclei in lymphocytes from radon spa personnel in the Czech Republic. PURPOSE: To assess the radiation exposure of radon spa personnel in Jachymov, Czech Republic., METHODS: The frequency of micronucleus-containing cells and the percentage of centromere-free micronuclei (micronuclei containing only acentric fragments) was determined in peripheral blood lymphocytes of 42 individuals working at the Jachymov spa and 42 control individuals., RESULTS: There was a highly significant increase in the frequency of micronucleus-containing cells as well as the percentage of centromere-free micronuclei in the lymphocytes of spa personnel versus controls. No individual dosimetry data were available. A comparison with results from currently active uranium miners suggests that the individuals examined at the Jachymov spa had accumulated effective doses in the order of several tens of mSv, very similar to those of the miners., CONCLUSION: The spa personnel in Jachymov needs to be monitored on an individual level.",Included
253,Rectal carcinoma: preoperative irradiation improves the prognosis,Included
258,"[Comparative investigations (computed tomography, X-ray diagnostics, scintigraphy) for the detection of radiation-induced alterations of the lung (author's transl)]. Radiation-induced alterations of the parenchyma of the lung were investigated in 24 rabbits before, during and after irradiation of the left lung. Of the experimental animals 12 received a surface dose of 50 Gy, the other half 40 Gy, equivalent to a focal dose of 47.5 resp. 38 Gy in the middle of the lung, with a fractionation of 10 Gy per week. By means of lung-scintigraphy (99mTc-MAA) radiation-induced obstructions to perfusion could be demonstrated in 93% of the experimental animals, only in 37% the detection of radiopneumonia was possible by computed tomography or by a roentgenogram of the thorax. In 70% of the experimental animals scintigraphic alterations could be detected already during radiotherapy, the alterations visible by computed tomography or roentgenology appeared much later. Here computed tomography allowed an earlier identification of differences in absorption than X-ray diagnostics.",Included
260,"Causes of death of persons exposed to health hazards in the area of the Chernobyl Accident. Causes of death were analysed for two groups of subjects exposed to radiation in 1986 because of the Chernobyl accident. 27 victims were exposed to external gamma-radiation (4.3-13.7 Gy) in the moment of or few hours after the accident. Most of these subjects had radiation sickness of different severity in combination with local radiation lesions. 2 victims had severe thermal burns. 405 victims worked as wreckers or emergency teams members in the contaminated area in different time after the accident. They died most frequently of traumas, accidents, cancer, cardiovascular diseases. Most of deaths in this group were attributed to general somatic causes unrelated to the hazards of the ionizing radiation.",Included
279,The effects of 144 Ce- 144 Pr on the metaphase chromosomes of the Chinese hamster liver cells in vivo,Included
282,Low-dose radiation effects: Adaptive response in rodents (Ellobius talpinus) Pall. Inhabiting radionuclide-contaminated environment,Included
289,"Sex-Specific Effects of a Wartime-Like Radiation Exposure on Cognitive Function. Evaluating the risk for central nervous system (CNS) effects after whole-body or partial-body irradiation presents challenges due in part to the varied exposure scenarios in the context of occupational, accidental or wartime releases. Risk estimations are further complicated by the fact that robust changes in brain function are unlikely to manifest until significantly late post exposure times. Collectively, the current data regarding CNS radiation risk are conflicting in humans and a survey of the animal model data shows that it is similarly inconsistent. Due to the sparseness of such data, the current study was conducted using male and female mice to evaluate the brain for the delayed effects of a 2 Gy whole-body exposure to c rays starting six months postirradiation. Behavioral testing indicated sex-specific differences in the induction of anxiety-like behaviors and in the ability to abolish fear memories. Molecular analyses showed alterations in post-synaptic protein levels that might affect synaptic plasticity and increased levels of global DNA methylation, suggesting a potential epigenetic mechanism that might contribute to radiation-induced cognitive dysfunction. These data add to the understanding of the CNS response to whole-body irradiation and may lead to improved risk assessment and provide guidance in the development of effective radiation countermeasures to protect military personnel and civilians alike.",Included
299,"Different patterns of allelic imbalance in sporadic tumors and tumors associated with long-term exposure to gamma-radiation. The study aimed to reveal cancer related mutations in DNA repair and cell cycle genes associated with chronic occupational exposure to gamma-radiation in personnel of the Siberian Group of Chemical Enterprises (SGCE). Mutations were analyzed by comparing genotypes of malignant tumors and matched normal tissues of 255 cancer patients including 98 exposed to external gamma-radiation (mean dose 128.1 +/- 150.5 mSv). Also a genetic association analysis was carried out in a sample of 149 cancer patients and 908 healthy controls occupationally exposed to gamma-radiation (153.2 +/- 204.6 mSv and 150.5 +/- 211.2 mSv, respectively). Eight SNPs of genes of DNA excision repair were genotyped (rs13181, rs1052133 , rs1042522, rs2305427, rs4244285, rs1045642, rs1805419 and rs1801133). The mutation profiles in heterozygous loci for selected SNP were different between sporadic tumors and tumors in patients exposed to radiation. In sporadic tumors, heterozygous genotype Arg/Pro of the rs1042522 SNP mutated into Arg/0 in 15 cases (9.6%) and 0/Pro in 14 cases (8.9%). The genotype Lys/Gln of the rs13181 SNP mutated into Lys/0 and 0/Gln in 9 and 4 cases, respectively. In tumors of patients exposed to low-level radiation, the rs1042522 Arg/0 mutated genotype was found in 12 cases (12.1%), while in 2 cases (2%) 0/Pro mutation was observed. Finally, the rs13181 0/Gln mutated genotype was observed in 15 cases (16,5%) Thus, our study showed the difference in patterns of allelic imbalance in tumors appeared under low-level radiation exposure and spontaneous tumors for selected SNPs. This suggests different mechanisms of inactivation of heterozygous genotypes in sporadic and radiation-induced tumors.Copyright © 2015 Elsevier B.V.",Included
300,"The role of adjuvant radiotherapy in the local management of desmoplastic melanoma. BACKGROUND In the current study, the authors sought to evaluate outcomes, specifically with respect to adjuvant radiotherapy (RT), for patients with desmoplastic melanoma. METHODS The records of 130 consecutive patients who presented between 1985 and 2009 with nonmetastatic desmoplastic melanoma and were treated curatively with either surgery alone (59 patients; 45%) or surgery and postoperative RT (71 patients; 55%) were retrospectively reviewed. Ages ranged from 21 years to 97 years (median age, 66 years). The location of the primary tumor was in the head and neck region in 62% of patients. Only 5 patients (4%) had lymph node involvement at the time of presentation. RESULTS The median follow-up was 6.6 years (range, 11 months-24 years). Overall survival rates at 5 years and 10 years were 69% and 53%, respectively. Disease-specific survival rates were 84% and 80%, respectively, at 5 years and 10 years. The actuarial rate of local recurrence was 17% at 5 years and beyond. Of the patients who underwent surgery without receiving postoperative RT, 14 (24%) experienced local recurrence. Of the 71 patients treated with surgery and postoperative RT, 5 (7%) experienced local recurrence. In a Cox multivariate regression model, improved local control was significantly associated with the receipt of postoperative RT (P = .009). CONCLUSIONS Surgery followed by postoperative RT appears to provide superior local control compared with surgery alone for patients with desmoplastic melanoma. Cancer 2014;120:1361-1368. © 2013 American Cancer Society. The authors performed a retrospective review of 130 consecutive patients presenting for definitive treatment of nonmetastatic desmoplastic melanoma. It was observed that patients treated with surgery followed by postoperative radiotherapy had superior local control compared with patients treated with surgery alone. © 2013 American Cancer Society.",Included
341,"Uranium in drinking water: Renal effects of long-term ingestion by an aboriginal community. The authors conducted a study of an aboriginal community to determine if kidney func-tion had been affected by the chronic ingestion of uranium in drinking water from the community's drilled wells. Uranium concentrations in drinking water varied from < 1 to 845 ppb. This nonin-vasive study relied on the measurement of a combination of urinary indicators of kidney function and markers for cell toxicity. In all, 54 individuals (12-73 years old) participated in the study. Correlation of uranium excreted in urine with bio-indicators at p <=.05 indicated interference with the kidney's reabsorptive function. Because of the community's concerns regarding cancer incidence, the authors also calculated cumulative radiation doses using uranium intake in drinking water over the preceding 15-year period. The highest total uranium intake over this period was 1,761 mg. The risk of cancer from the highest dose, 2.1 mSv, is 13 in 100,000, which would be difficult to detect in the community studied (population size = 1,480). This study indicates that at the observed levels of uranium intake, chemical toxicity would be a greater health concern than would radiation dose. © 2009 Heldref Publications.",Included
