,titleabstract,decision
804,"Cause-of-death registers in radiation-contaminated areas of the Russian Federation and Kazakhstan Since the early 1990s, information on radiation-exposed populations other than those exposed from the Chernobyl accident in 1986 has become increasingly available for international scientific research. It is essential to understand how the cohorts of exposed populations have been defined and what mechanisms can be used to study their health outcomes. Different international scientific research collaborations currently investigate four population groups chronically exposed to ionizing radiation during the late 1940s and early 1950s in the Russian Federation and in Kazakhstan. In this framework, collaborations have been established to develop cause-of-death registers in each of these four areas for future mortality follow-up purposes with the aim of studying the health effects of ionizing radiation. The emphasis of this effort is on assessing the information sources available, the mechanisms of data collection and coding, and the data quality and completeness of the information collected. One of the major challenges is the harmonization of all these aspects between the four different centers to the extent possible, taking into account that much of the actual data has been collected over many decades.",Excluded
2476,Low-dose radiation effects: Adaptive response in rodents (Ellobius talpinus) Pall. Inhabiting radionuclide-contaminated environment,Included
1200,"Dosimetry of 175Ytterbium-poly (amidoamine) therapy for humans' organs Purpose: This investigation focuses on biodistribution of irradiated dendrimer encapsulated ytterbium-175 (175Yb) and to estimate the absorbed dose from intravenous injection of PAMAM encapsulated 175Yb to human organs. Method(s): A dendrimer compound containing an average of 55 Yb+3 ions per dendrimer was prepared and irradiated with neutrons for 2h at 3x1011 n.cm-2s-1 neutron flux. The resulting mixture was injected into a group of tumor bearing mice and the mice were excised, weighed and counted at certain times to study the biodistribution. The human organs absorbed dose was assessed by MIRD schema and MCNP simulation. Result(s): The specific activity and radiochemical purity of the irradiated nano-composite were 7MBq/mg and >99% respectively. The rapid up take of dendrimer was in liver, lung, and, spleen. MIRD and MCNPX were applied for dose estimation. The human absorbed dose in liver, lung, spleen, kidney and bone that simulated by MCNP are 1.266, 0.8081, 0.8347, 0.03979 and 0.01706 mGy/MBq respectively and these values for MIRD schema are 1.351, 0.73, 1.03, 0.039, and 0.0097 mGy/MBq respectively. Conclusion(s): The results showed that 175Yb-PAMAM nano-radiopharmaceutical has potential of application for liver and lung tumors.Copyright © 2018 Journal of Medical Physics.",Excluded
3213,"The roles of Bcl-xL in modulating apoptosis during development of Xenopus laevis BACKGROUND: Apoptosis is a common and essential aspect of development. It is particularly prevalent in the central nervous system and during remodelling processes such as formation of the digits and in amphibian metamorphosis. Apoptosis, which is dependent upon a balance between pro- and anti-apoptotic factors, also enables the embryo to rid itself of cells damaged by gamma irradiation. In this study, the roles of the anti-apoptotic factor Bcl-xL in protecting cells from apoptosis were examined in Xenopus laevis embryos using transgenesis to overexpress the XR11 gene, which encodes Bcl-xL. The effects on developmental, thyroid hormone-induced and gamma-radiation-induced apoptosis in embryos were examined in these transgenic animals., RESULTS: Apoptosis was abrogated in XR11 transgenic embryos. However, the transgene did not prevent the apoptotic response of tadpoles to thyroid hormone during metamorphosis. Post-metamorphic XR11 frogs were reared to sexual maturity, thus allowing us to produce second-generation embryos and enabling us to distinguish between the maternal and zygotic contributions of Bcl-xL to the gamma-radiation apoptotic response. Wild-type embryos irradiated before the mid-blastula transition (MBT) underwent normal cell division until reaching the MBT, after which they underwent massive, catastrophic apoptosis. Over-expression of Bcl-xL derived from XR11 females, but not males, provided partial protection from apoptosis. Maternal expression of XR11 was also sufficient to abrogate apoptosis triggered by post-MBT gamma-radiation. Tolerance to post-MBT gamma-radiation from zygotically-derived XR11 was acquired gradually after the MBT in spite of abundant XR11 protein synthesis., CONCLUSION: Our data suggest that Bcl-xL is an effective counterbalance to proapoptotic factors during embryonic development but has no apparent effect on the thyroid hormone-induced apoptosis that occurs during metamorphosis. Furthermore, post-MBT apoptosis triggered by irradiation before the MBT could only be restrained by maternal expression of Bcl-xL. Although maternal expression of XR11 was sufficient to abrogate apoptosis triggered by post-MBT gamma-radiation, radiation tolerance from zygotically-derived XR11 was acquired gradually, indicating that synthesis of XR11 protein is not sufficient to prevent apoptosis. Thus, repression of radiation-induced apoptosis by overexpression of Bcl-xL during embryonic development depends upon the timing of its expression and post-translational events that enable the protein to become effective.",Excluded
2253,"The epicondylar ratio can be reliably used on X-ray of the knee to determine the joint line Purpose: The epicondylar ratio (ER) is used to restore the individual joint line (JL), especially in revision total knee arthroplasty. It was first described in magnetic resonance imaging (MRI) but is usually applied to a.p. radiographs of the knee for preoperative planning. The objective of the current study was to define reliable landmarks in MRI and X-ray images of the knee, which allow comparison of the image modalities. Furthermore, the correlation of the measured ER in MRI and X-rays of the knee was calculated. Method(s): A consecutive series of 87 patients who underwent an arthroscopical intervention of the knee were included into the present study. The lateral epicondyle was defined as the most lateral and distal prominence. On the medial side, the measurement was aligned to the epicondylar sulcus. The medial and lateral ER were calculated by dividing the perpendicular distance from the JL to the epicondyle by the transepicondylar distance. One observer determined the ER twice to calculate the intramethod intraobserver agreement, and a second observer obtained the intramethod interobserer agreement. The ER obtained from X-ray and MRI was compared to calculate the intermethod correlation. Result(s): The average lateral ER was 0.29 on X-ray versus 0.28 on MRI. The average medial ER was 0.33 and 0.33, respectively. Intramethod agreement ranged from 0.66 to 0.88 and intermethod correlation from 0.49 to 0.57. Conclusion(s): The ER can be determined reliably on MRI and X-ray images of the knee. The correlation of the ER in MRI and X-ray is fair.Copyright © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",Excluded
2772,"Immunological effects of solarium exposure Normal volunteers underwent a standard course of treatment to acquire a suntan in a commercial solarium, and tests of immune function were carried out before, on completion, and 2 weeks after completion of radiation exposure. Compared with age and sex matched concurrent controls, the test subjects had reduced skin test responses to dinitrochlorobenzene (DNCB), slightly reduced blood lymphocyte numbers, and changes in the proportion of lymphocyte subpopulations. This included a relative increase in total (OKT3+) T-cell numbers which was attributable to an increase in the OKT8+ suppressor/cytotoxic subset of T cells. OKT4+ helper T cells were reduced and there was a significant decrease in the OKT4/OKT8 ratio. Other changes included a significant increase in suppressor T-cell activity against IgG production in vitro and depression of natural killer cell activity. These changes were still present in some subjects 2 weeks after solarium exposure.",Excluded
1191,"Indwelling voice prosthesis insertion after total pharyngolaryngectomy with free jejunal reconstruction Objectives: Total pharyngolaryngectomy with free jejunal reconstruction is often performed in patients with hypopharyngeal carcinoma. However, postoperative speechlessness significantly decreases patient quality of life. We investigated whether Provox insertion could preserve speech after total pharyngolaryngectomy with free jejunal reconstruction. Study Design: Retrospective chart review. Method(s): A total of 130 cases of secondary Provox insertions after total pharyngolaryngectomy with free jejunal reconstruction were analyzed. Communication outcomes were compared using the Head and Neck Cancer Understandability of Speech Subscale. Outcomes and complications associated with insertion site (jejunal insertion vs. esophageal insertion) and adjuvant irradiation therapy were also evaluated. Result(s): Provox insertion had favorable communication outcomes in 102 cases (78.4%). Neither the insertion site nor irradiation affected the communication outcome. Complications were observed in 20 cases (15.4%). Local infection was the most common complication. Free jejunal insertion, in which the resection range was enlarged, had a lower complication rate than did esophageal insertion, and its complication rate was unaffected by previous irradiation. For all patients, the hospitalization duration and duration of speechlessness were 13.4 days and 14.6 months, respectively. Patients receiving jejunal insertions had a significantly shorter hospitalization duration than did those receiving esophageal insertions. Unlike Provox2, ProvoxVega significantly reduced the complication rate to zero. Conclusion(s): For jejunal inserson of a Provox prosthetic, a sufficient margin can be maintained during total pharyngolaryngectomy and irradiation can be performed, and satisfactory communication outcomes were observed. Provox insertion after total pharyngolaryngectomy with free jejunal reconstruction should be considered the standard therapy for voice restoration. Level of Evidence: 4.Copyright © 2017 The Authors Laryngoscope Investigative Otolaryngology published by Wiley Periodicals, Inc. on behalf of The Triological Society",Excluded
180,"Automatic tube current modulation technique for multidetector CT: is it effective with a 64-detector CT? To investigate whether it is possible to obtain adequate images at uniform image noise levels and reduced radiation exposure with our automatic tube current modulation (ATCM) technique for 64-detector CT. The study population consisted of 64 patients with known or suspected lung or abdominal disease. We used a 64-detector CT scanner (LightSpeed VCT, GE Healthcare, Waukesha, WI, USA) and a combined angular and longitudinal tube current modulation technique (Smart mA, GE Healthcare, Waukesha, WI, USA) to examine 34 patients. The scanning parameters were identical; the minimum and maximum tube current thresholds were 50 and 800 mA, respectively. For study of the constant tube current technique, 30 additional patients were examined at 350 mA. The CT number and image noise (SD of the CT number) were measured in the 64 patients at six levels, i.e., the center of the left ventricle, the liver dome, the porta hepatis, the center of the spleen and the right and left renal pelvis. When we used the ATCM technique, the mean image noise ranged from 8.40 at the center of the left ventricle to 11.31 at the porta hepatis; the mean tube current ranged from 105.9 mAs at the center of the left ventricle to 169.6 mAs at the center of the spleen. The mean dose reduction rate per constant tube current at 175 mAs ranged from 3.1 to 39.5%. By use of the ATCM technique, it is possible to maintain a constant image noise level with a 64-detector CT.",Excluded
2118,"Impact of proton pump inhibitor treatment on gastrointestinal bleeding associated with non-steroidal anti-inflammatory drug use among post-myocardial infarction patients taking antithrombotics: Nationwide study Study question What is the effect of proton pump inhibitors (PPIs) on the risk of gastrointestinal bleeding in post-myocardial infarction patients taking antithrombotics and treated with non-steroidal anti-inflammatory drugs (NSAIDs)? Methods This was a nationwide cohort study based on linked administrative registry data from all hospitals in Denmark between 1997 and 2011. The study included patients aged 30 years and over admitted with a first myocardial infarction who survived at least 30 days after discharge. The association between PPIs and risk of gastrointestinal bleeding according to NSAID plus antithrombotic therapy was estimated using adjusted time dependent Cox regression models. Study answer and limitations The use of PPIs was independently associated with decreased risk of gastrointestinal bleeding in postmyocardial infarction patients taking antithrombotics and treated with NSAIDs. Of 82 955 post-myocardial infarction patients (mean age 67.4 years, 64% (n=53 070) men), all of whom were taking single or dual antithrombotic therapy, 42.5% (n=35 233) filled at least one prescription for NSAIDs and 45.5% (n=37 771) received PPIs. Over a mean follow-up of 5.1 years, 3229 gastrointestinal bleeds occurred. The crude incidence rates of bleeding (events/100 person years) on NSAID plus antithrombotic therapy were 1.8 for patients taking PPIs and 2.1 for those not taking PPIs. The adjusted risk of bleeding was lower with PPI use (hazard ratio 0.72, 95% confidence interval 0.54 to 0.95) regardless of antithrombotic treatment regimen, type of NSAID, and type of PPI used. The main limitation of the study is its observational nonrandomised design. The results suggest that PPI treatment probably has a beneficial effect regardless of underlying gastrointestinal risk and that when NSAIDs cannot be avoided in post-myocardial infarction patients, physicians might prescribe a PPI as well. The study does not clarify whether PPIs might be safely omitted in specific subgroups of patients with a low risk of gastrointestinal bleeding. What this study adds In post-myocardial infarction patients, bleeding complications have been associated with both antithrombotic and NSAID treatment. Concurrent use of PPIs was independently associated with a decreased risk of gastrointestinal bleeding in postmyocardial infarction patients taking antithrombotics and NSAID, regardless of antithrombotic treatment regimen, type of NSAID, and type of PPI used. Funding, competing interests, data sharing AMSO has received a grant from the Danish Council of Independent Research (grant 12-132760). GHG is supported by an unrestricted research scholarship from the Novo Nordisk Foundation.Copyright © BMJ Publishing Group Ltd 2015.",Excluded
1889,Effects of radiation on populations of Drosophila melanogaster with different genetic structures. I. Changes in fitness and productivity,Included
3398,Low dose rate irradiation of advanced head and neck cancers: present status,Included
193,"Sex-specific radiation-induced microRNAome responses in the hippocampus, cerebellum and frontal cortex in a mouse model Ionizing radiation is an important treatment modality, but it is also a well-known genotoxic agent capable of damaging cells and tissues. Therefore radiation treatment can cause numerous side effects in exposed tissues and organs. Radiotherapy is a part of the front-line treatment regime for brain cancer patients, but can cause severe functional and morphological changes in exposed brain tissues. However, the mechanisms of radiation-induced effects in the brain are not well understood and are under-investigated. Recent data has implicated short RNAs, especially microRNAs, as important in radiation responses, yet nothing is known about radiation-induced changes in the brain microRNAome. We analyzed the effects of X-ray irradiation on microRNA expression in the hippocampus, frontal cortex, and cerebellum of male and female mice. Here, we report tissue-, time-, and sex-specific brain radiation responses, as well as show evidence of an interplay between microRNAs and their targets. Specifically, we show that changes in the expression of the miR-29 family may be linked, at least in part, to altered expression of de novo methyltransferase DNMT3a and changed global DNA methylation levels. Further, these sex-specific epigenetic changes may be correlated to the prevalence of radiation-induced cancers in males. We identified several microRNAs that can potentially serve as biomarkers of brain radiation exposure. In summary, our study may provide an important roadmap for further analysis of microRNA expression in different brain regions of male and female mice and for detailed dissection of radiation-induced brain responses.",Included
3090,"Functional Outcomes of Salvage Surgery for Vestibular Schwannomas after Failed Gamma Knife Radiosurgery OBJECTIVE: We reviewed our experience with salvage surgery following failed gamma knife radiosurgery (GKS) for vestibular schwannomas., METHODS: The study comprised 18 patients with unilateral vestibular schwannomas. The median prescribed radiation dose was 12 Gy (range, 10-12.5 Gy). Nine patients had regrowth after GKS, and 9 had regrowth after surgical resection plus GKS. The median interval between GKS and surgical resection was 26 months (range: 4-66 months). The maximum tumor diameter of all patients ranged 25-43 mm (median 35.5 mm). The tumor was removed subtotally in 2 patients and partially in the other 16 patients. The median follow-up period after surgical resection was 60 months (range: 12-144 months)., RESULTS: Among the 17 patients with preoperative preserved facial nerve function (House-Brackmann [HB] grade I-III), 14 of them (82%) had an HB score of grade I at the last follow-up. There were no differences in facial nerve preservation between those with failed GKS and those with failed GKS plus surgery (78% vs. 100%, P = 0.156). At the post-salvage surgery follow-up, the residual tumor was unchanged or decreased in 15 patients (83%) and increased in 3 patients (17%)., CONCLUSION: A surgical indication after GKS should be carefully considered because of the natural regression of transient tumor expansion with time, and surgical resection is limited to subtotal or partial removal for functional preservation. Careful follow-up is necessary in patients with tumor regrowth several years after GKS due to delayed radiation effects. Copyright © 2016 Elsevier Inc. All rights reserved.",Excluded
618,[Stimulation of the suppressor activity in relation to hematopoietic cells in the mouse thymus as affected by pertussis vaccine] After a single intraperitoneal injection of formalinized whole-cell pertussis vaccine 5374 into CBA mice a drastic depletion of cells in the thymus accompanied by the enhancement of suppressor T-cells production is observed. T-cells inhibit the endogenous and exogenous colony-formation in the spleen by hematopoietic stem cells (CFUs). Treatment of thymus cells with the anti-I-Jk alloantiserum against a specific marker of suppressor T-cells in the presence of complement removes the inhibitory effect on CFUs proliferation and has a stimulatory action on the capacity of the marrow CFUs to form macroscopic hematopoietic colonies in the spleen compared with control ones. These results suggest probable involvement of I-J-bearing suppressor T-cells in the hematopoietic disorders induced by pertussis vaccine.,Excluded
84,"Late complications after high-dose-rate interstitial brachytherapy for tongue cancer Objectives. To analyze the treatment results and late complications of high-dose-rate (HDR) interstitial brachytherapy (ISBT) for early (T1N0, T2N0) mobile tongue cancer using the microSelectron-HDR. Methods. From January 1993 through April 2001, a total of 72 patients with early squamous cell carcinomas of the mobile tongue were treated with microSelectron-HDR interstitial brachytherapy at the Department of Radiology, Osaka University Hospital. Of the patients, 18% were treated with a combination of prior external radiation and HDR-ISBT, and 82% were treated with HDR-ISBT alone. For HDR-ISBT alone, all cases were treated with a total dose of 54 Gy/9 fractions every 5 days or 60 Gy/10 fractions every 8 days. In combined therapy with an external dose of 30 to 40 Gy, HDR-ISBT was given at a total dose of 42-50 Gy. The Brinkman and alcohol indexes were used to analyze the incidence of late complications after HDR-ISBT. Results. The 2- and 5-year local control rates were 85% and 82%, respectively. Fifteen of 72 patients (21%) treated with HDR-ISBT had late complications. Ten of 15 patients (67%) with late complications had a Brinkman index exceeding 600. Conclusions. HDR-ISBT is useful and easily applied under local anesthesia to early or superficial lesions of the mobile tongue. However, we found an increase in late complications, such as soft-tissue ulcers and bone exposure, after irradiation of tongue cancer with 60 Gy HDR-ISBT in patients with a Brinkman index greater than 600. © Japanese Society for Oral and Maxillofacial Radiology Springer-Verlag Tokyo 2005.",Excluded
1818,"Parotid gland function after radiotherapy: The combined Michigan and Utrecht experience Purpose: To analyze the combined and updated results from the University of Michigan and University Medical Center Utrecht on normal tissue complication probability (NTCP) of the parotid gland 1 year after radiotherapy (RT) for head-and-neck (HN) cancer. Patients and Methods: A total of 222 prospectively analyzed patients with various HN malignancies were treated with conventional and intensity-modulated RT. Stimulated individual parotid gland flow rates were measured before RT and 1 year after RT using Lashley cups at both centers. A flow ratio <25% of pretreatment was defined as a complication. The data were fitted to the Lyman-Kutcher-Burman model. Result(s): A total of 384 parotid glands (Michigan: 157; Utrecht: 227 glands) was available for analysis 1 year after RT. Combined NTCP analysis based on mean dose resulted in a TD50 (uniform dose leading to 50% complication probability) of 39.9 Gy and m (steepness of the curve) of 0.40. The resulting NTCP curve had good qualitative agreement with the combined clinical data. Mean doses of 25-30 Gy were associated with 17-26% NTCP. Conclusion(s): A definite NTCP curve for parotid gland function 1 year after RT is presented, based on mean dose. No threshold dose was observed, and TD50 was equal to 40 Gy. Copyright © 2010 Elsevier Inc. Printed in the USA. All rights reserved.",Excluded
