,titleabstract,decision
88,[Effect of small doses of roentgen radiation on the spontaneous impulse activity of the hippocampus in vitro]. X-Irradiation of rat hippocampus in vitro with low doses accelerated spontaneous impulse passage without concomitant changes in synaptic activity. There was a negative correlation between the original frequency of neuron discharges and the degree of quickening the impulses in response to the effect of radiation. Perfusion of slices by a noncalcium solution blocked the synaptic transmission but did not influence the response to the effect of ionizing radiation.,Included
90,"Prevalence of glioblastoma multiforme in subjects with prior therapeutic radiation. This retrospective study profiled subjects with glioblastoma multiforme (GBM) who had previously received therapeutic radiation. A chart review was conducted of 100 adult patients diagnosed with GBM and referred to a major medical center in the southwestern United States. Seventeen patients received previous radiation therapy with an average dose of 48.5 Grey (Gy) and an average latency period of 15 years between initial therapy and GBM diagnosis. Of these 17, four white females fit all four attribution criteria for radiation-induced GBM. Two had been treated with radiation for prolactinomas, one for pinealoma and one for squamous cell cancer of the ethmoid sinus. The addition of these four case studies to the previously published descriptions of 80 cases of gliomas, 36 of which were GBM, subsequent to radiation therapy provides additional support for considering therapeutic radiation as a risk factor for GBM development.",Included
94,"Early changes in the integrative systems of the brain in rats during the combined action of ethanol and gamma-irradiation. [Russian]. A study was made of Wistar male rats with the body mass of 250-270 g using neurohistological, electron microscopic and biochemical methods. The animals' heads were irradiated with gamma-quanta at a dose of 50 Gy, the rate of 6.7 cGy/s. Two minutes before or right after irradiation 15% ethanol solution (0.28 and 2.25 g/kg) was administered intraperitoneally. It was established that changes of interneuronal contacts in gamma-irradiation of the head were similar in nature to those caused by ethanol (2.25 g/kg). The effects of combined action of the above factors depended on the succession of exposure and a dose of ethanol. Slightly more noticeable synaptic changes, probably associated with mitochondrion affection and hyperhydration, were noted in ethanol administration (2.25 g/kg) after irradiation of the head.",Included
95,"Effect of U and <sup>137</sup>Cs chronic contamination on dopamine and serotonin metabolism in the central nervous system of the rat. Following the Chernobyl accident, the most significant problem for the population of the former Soviet Union for the next 50-70 years will be chronic internal contamination by radionuclides. One of the few experiments carried out in this field reported that neurotransmitter metabolism in the central nervous system of the rat was disturbed after feeding with oats contaminated by <sup>137</sup>Cs for 1 month. The present study assessed the effect of chronic contamination by depleted U or <sup>137</sup>Cs on the metabolism of two neurotransmitters in cerebral areas of rats. Dopamine and serotonin were chosen because their metabolism has been shown to be disturbed after external irradiation, even at moderate doses. Dopamine, serotonin, and some of their catabolites were measured by high-pressure liquid chromatography coupled with an electrochemical detector in five cerebral structures of rats contaminated over a 1-month period by drinking water (40 mg U.L<sup>-1</sup> or 6500 Bq <sup>137</sup>Cs.L<sup>-1</sup>). In the striatum, hippocampus, cerebral cortex, thalamus, and cerebellum, the dopamine, serotonin, and catabolite levels were not significantly different between the control rats and rats contaminated by U or <sup>137</sup>Cs. These results are not in accordance with those previously described.",Included
106,"[The influence of age on radiation-induced cognitive deficit:experimental studies on brain irradiation of 30 gy in 10 sessions and 12 hours in the Wistar rat at 1 1/2, 4 and 18 months age]. The objective of this study was to determine the influence of age on the learning and memory dysfunction induced by cranial radiation in the male Wistar rat. Ninety-six 45-day-old, 70 4-month-old, and 78 18-month-old male rats were divided in two equal groups: (i) irradiated and (ii) control. A course of whole-brain radiation therapy (30 Gy in 10 fractions over 12 days) was administered to the irradiated group, while the control group received sham irradiation. Sequential behavioral studies including one and two-way avoidance tests were undertaken before and after the 7 months following radiation. The results suggest that radiation induced progressive and irreversible memory dysfunction in elderly (18-month-old) rats, but this effect was partial or almost reversible in the 4-month-old and 45-day-old rats, respectively. In return, the learning dysfunction was age non-dependent despite the fact that is occurs more rapidly in the young (45 days, 4 months) rats.",Included
118,"Microglial cytokine gene induction after irradiation is affected by morphologic differentiation. Microglia are known to play an important role in the CNS cytokine network, and their response after irradiation may be associated with the development of radiation-induced tissue damage. Radiation effects on this cytokine network have not yet been elucidated. We investigated the effect of gamma-irradiation on microglia stimulated with Zymosan A and lipopolysaccharide (LPS), which alone induce the expression of some cytokines and neurotoxic products by microglial cells. In the resting condition (ramified microglia), radiation had no effect on the mRNA level corresponding to cytokines such as IL1beta or IL-6, although TGF-beta1 mRNA was minimally enhanced by irradiation. However, in the activated microglia (amoeboid microglia) stimulated with Zymosan A, radiation-induced IL-6 mRNA expression was increased about two-fold in comparison with non-irradiation. IL-1beta was slightly induced by 2 Gy irradiation, but was not induced by higher doses. TGF-beta1 mRNA was not enhanced by radiation following Zymosan stimulation. In the LPS-stimulated condition, IL-6 mRNA was induced only by 2 Gy of irradiation, but no change in the expression of other genes was detected. These results suggested that radiation exerted different effects on cytokine gene transcription in microglia depending on their morphological state.",Included
185,High-dose prophylactic cranial irradiation cuts survival,Included
186,"[Effects of prolonged low-dose gamma irradiation on testes of rats]. Dose-dependent characteristics of rat testicular cytosol androgen reception at varied terms after prolonged whole-body gamma-irradiation (0.1, 0.25 and 0.5 Gy at dose rate of 5.83 x 10(-7) Gy/s) coupled with an electron microscopy morphological characteristics of Sertoli cells. Leydig's cells and other populations of testicular cells, were examined. Analysis of the data obtained suggests the existence of gamma-sensor in brain of mammals, that involved on hypothalamic-pituitary-testicular levels in realisation of radiation stress suppression of Sertoli cell functions at a relatively ""low"" (0.1-0.5 Gy) doses by means of hypothalamic releasing factors and, therefore pituitary gonadotropins hypersecretion.",Included
196,"Elevated DNA damage in a mouse model of oxidative stress: impacts of ionizing radiation and a protective dietary supplement. Transgenic growth hormone (Tg) mice express elevated free radical processes and a progeroid syndrome of accelerated ageing. We examined bone marrow cells of Tg mice and their normal (Nr) siblings for three markers of DNA damage and assessed the impact of free radical stress using ionizing radiation. We also evaluated the radiation protection afforded by a dietary supplement that we previously demonstrated to extend longevity and reduce cognitive ageing of Nr and Tg mice. Spectral karyotyping revealed few spontaneous chromosomal aberrations in Nr or Tg. Tg mice, however, had significantly greater constitutive levels of both gammaH2AX and 8-hydroxy-deoxyguanosine (8-OHdG) compared to Nr. When exposed to a 2-Gy whole-body dose of ionizing radiation, both Nr and Tg mice showed significant increases in DNA damage. Compared to Nr mice, irradiated Tg mice had dramatically higher levels of gammaH2AX foci and double the levels of chromosomal aberrations. In unirradiated mice, the dietary supplement significantly reduced constitutive gammaH2AX and 8-OHdG in both Nr and Tg mice (normalizing both gammaH2AX and 8-OHdG in Tg), with little difference in gammaH2AX and 8-OHdG over constitutive levels. Induced chromosomal aberrations were also reduced, and in Nr mice, virtually absent. Remarkably, supplemented mice expressed 6-fold lower levels of radiation-induced chromosomal aberrations compared to unsupplemented Nr or Tg mice. Based on our data, the dietary supplement appeared to scavenge free radicals before they could cause damage. This study validates Tg mice as an exemplary model of oxidative stress and radiation hypersensitivity and documents unprecedented radioprotection by a dietary supplement comprised of ingredients available to the general public.",Included
199,[Raising the radiosensitivity of the nervous system with the aid of enzyme antagonists evoking disturbance of oxidative processes],Included
207,Acute responses of the vestiblar apparatus to x-irradiation,Included
212,Structural changes in the thymus of irradiated animals affected by heat. [Russian]. It was established that the pattern and sequence of morphological changes in the thymus of rats exposed to radiation and heat are similar to those of rats exposed to radiation only. The additional thermal burden enhances the depopulation of cortical thymocytes and decelerates the repopulation of cells in the cortical and brain zones of the thymus.,Included
213,"Treatment of spinal cord ependymomas by surgery with or without postoperative radiotherapy. Purpose: To evaluate the effectiveness of complete resection and postoperative radiotherapy in spinal cord ependymomas. Methods and materials: We conducted a retrospective study over 20 patients (13 males and 7 females) with histologically confirmed spinal cord ependymomas between July 1985 and April 2001. Among them, 13 patients had ependymomas, 6 had myxopapillary ependymomas, and 1 had anaplastic ependymoma. All patients received radical surgery for tumor removal with 13 patients achieving complete resection and 7 incomplete resection due to technical difficulty. Among those with incomplete resection, 6 patients received postoperative radiotherapy to tumor bed and only one patient with anaplastic ependymoma received surgery alone. The total tumor dose ranged from 50 to 60 Gy. Result(s): Among the 20 patients, 19 patients were alive and showed local control. The median survival time of all patients was 109 months, with 104 months in the complete resection alone group and 135 months in the incomplete resection with postoperative radiotherapy group. One patient with anaplastic ependymoma and no postoperative radiotherapy developed leptomeningeal seeding 9 months after surgery. Salvage therapy of radiotherapy and chemotherapy maintained normal neurological functions. The patient expired 34 months from the initial diagnosis due to progression of leptomeningeal seeding. Conclusion(s): Complete resection alone in spinal cord ependymoma can achieve excellent local control and survival. Patients should receive complete resection if technically possible. Postoperative radiotherapy is not recommended for complete resection. For incomplete resection, postoperative local radiotherapy is recommended and it can also achieve excellent local control and survival. Local radiotherapy with 50-60 Gy is effective and safe. Salvage radiotherapy improves quality of life for local recurrence or leptomeningeal seeding patients. © Springer 2005.",Included
221,"Specificity in the response of the mammalian methylome to ionizing radiation. Environmental epigenetics is the study of how exposures interact with the epigenome to cause stable epigenetic change, most notably changes in DNA methylation patterns. Here we asked whether the response of the mouse epigenome to ionizing radiation is specific or non-specific. We used meDIP-seq to examine radiation-induced changes in 5-methylcytosine (5mC) and 5-hydroxymethylcytosine (5hmC) throughout the genome. To examine tissue specificity, we compared the methylomes of heart and brain tissue 22 weeks after exposure to protons. We found 5mC and 5hmC changes that mapped to genes with cardiovascular functions in the heart and with neuronal functions in the brain. We also compared two forms of ionizing radiation, the sparsely ionizing protons and densely ionizing 56Fe ions. Both are components of galactic cosmic radiation, which is a concern for astronauts flying deep space missions. Specifically, we asked whether protons and 56Fe ions would produce similar DNA methylation changes in the brain at 4 weeks post exposure, and found significant overlap for both 5mC and 5hmC changes. Interestingly, gene expression changes in the brain at 4 weeks were linked to changes in 5hmC at promoter regions, but not 5mC, and these linked changes mapped to neuronal ontology pathways. Further, a novel form of 5hmC change along gene bodies was observed and mapped mostly to postsynaptic pathways. Finally, the extent of 56Fe ion-induced behavioral change correlated inversely with DNA methylation change suggesting that the epigenomic response to radiation was part of the repair process to mitigate its toxic effects.",Included
227,"Radiation post-traumatic stress disorder. Background: Whether PTSD following radiation emergency has psychopathological, neurocognitive and neurophysiological peculiarities is at issue. Goal: To explore features and cerebral basis of ""radiation"" PTSD in the Chernobyl accident survivors. Subjects and methods: The cross-sectional study included 241 people, 219 of whom have been diagnosed with PTSD according to the DSM-IV criteria, among them 115 clean-up workers [liquidators] of the Chernobyl accident (34 with acute radiation sickness), 76 evacuees from the Chernobyl exclusion zone, 28 veterans of the war in Afghanistan, and 22 healthy unexposed individuals. Psychometric examinations, neurocognitive assessments, computerized electroencephalography, and cerebral vascular Doppler were used. Result(s): ""Radiation"" PTSD includes: ""flashforward"" phenomenon and anticipating stress (projection of fear and danger to the future); somatoform disorders, depression, trait and state anxiety; neurocognitive deficit (impaired memory and attention, auditory-verbal memory and learning, proactive and retroactive interference; cerebellar and stem symptoms, intellectual changes). The intima-media component thickness of common carotid arteries, and common and left internal carotid arteries stenosis rates are increased in the liquidators. Changes of bioelectrical brain activity as a decrease of beta- and theta-power together with an increase of alpha-power were found in the Chernobyl accident survivors with PTSD. Conclusion(s): PTSD following radiation emergency is characterized by comorbidity of psychopathology, neurocognitive deficit, and cerebrovascular pathology with increased risk of cerebral atherosclerosis and stroke. Cerebral basis of this PTSD is proposed to be an abnormal communication between the pyramidal cells of neocortex and hippocampus, and deep brain structures.",Included
245,Otolaryngologic sequelae of radiation therapy,Included
247,The role of whole brain radiation in primary CNS lymphoma,Included
274,"Systemic HDAC3 inhibition ameliorates impairments in synaptic plasticity caused by simulated galactic cosmic radiation exposure in male mice. Deep space travel presents a number of measurable risks including exposure to a spectrum of radiations of varying qualities, termed galactic cosmic radiation (GCR) that are capable of penetrating the spacecraft, traversing through the body and impacting brain function. Using rodents, studies have reported that exposure to simulated GCR leads to cognitive impairments associated with changes in hippocampus function that can persist as long as one-year post exposure with no sign of recovery. Whether memory can be updated to incorporate new information in mice exposed to GCR is unknown. Further, mechanisms underlying long lasting impairments in cognitive function as a result of GCR exposure have yet to be defined. Here, we examined whether whole body exposure to simulated GCR using 6 ions and doses of 5 or 30 cGy interfered with the ability to update an existing memory or impact hippocampal synaptic plasticity, a cellular mechanism believed to underlie memory processes, by examining long term potentiation (LTP) in acute hippocampal slices from middle aged male mice 3.5-5 months after radiation exposure. Using a modified version of the hippocampus-dependent object location memory task developed by our lab termed ""Objects in Updated Locations"" (OUL) task we find that GCR exposure impaired hippocampus-dependent memory updating and hippocampal LTP 3.5-5 months after exposure. Further, we find that impairments in LTP are reversed through one-time systemic subcutaneous injection of the histone deacetylase 3 inhibitor RGFP 966 (10 mg/kg), suggesting that long lasting impairments in cognitive function may be mediated at least in part, through epigenetic mechanisms.",Included
275,"Attenuated pulse size, disorderly growth hormone and prolactin secretion with preserved nyctohemeral rhythm distinguish irradiated from surgically treated acromegaly patients. BACKGROUND: Radiation induces time-dependent loss of anterior pituitary function, attributed to damage of the pituitary gland and hypothalamic centres. The development of growth hormone deficiency (GHD) in irradiated acromegaly patients is not well defined.OBJECTIVE: Detailed analysis of spontaneous 24-h GH and prolactin (PRL) secretion in relation to other pituitary functions and serum IGF-I concentrations in an attempt to find criteria for GHD in acromegalic patients with a GH response < 3 microg/l during the insulin tolerance test (ITT).DESIGN: Plasma hormone profiles obtained by 10 min sampling for 24 h in postoperatively irradiated acromegalic patients, compared with patients cured by surgery only and matched healthy controls.SETTING/PARTICIPANTS: University setting. Fifteen subjects in each group.OUTCOME MEASURES: GH and PRL secretory parameters quantified by deconvolution, cluster, cosinor and approximate entropy (ApEn) analyses, IGF-I concentrations.RESULTS: Irradiation attenuated pulsatile secretion of GH and PRL, but total PRL secretion was unchanged. GH and PRL secretory regularity were diminished. Circadian timing remained intact. Pulsatile GH secretion and IGF-I were correlated (R = 0.30, P = 0.04). Criteria of pulsatile GH secretion = 12 microg/l/24 h and ApEn = 0.800 separated 12 of 15 irradiated patients from all others.CONCLUSION: Irradiated acromegaly patients with a subnormal GH response to ITT have very limited spontaneous GH secretion, with specific attenuation of the size of GH bursts and a highly irregular pattern, but with retained diurnal properties. These patients are thus likely GH-deficient and might benefit from GH replacement.",Included
295,"Alterations in cerebral tissue perfusion in rabbits with burn, acute radiation, and combined injuries. [Russian]",Included
311,"The biosensitivity of certain organs in rats exposed to low doses of gamma-radiation. Trace elements as Fe, Cu, Zn and Ca are essential for life. They approximately involved in all living processes, they play an important role in the hormones and enzymes activities. The present study demonstrate the biosensitivity of certain organs (spleen, intestine, heart and brain) in rats exposed to low doses of gamma-radiation by determine the effectiveness on essential metal levels. Rats were exposed to 0.06, 0.126 and 0.227Gy as a total doses at a low dose rate 2.5mGy/h by two models of exposure, continuous and fractionated (along one and two weeks). Results indicated that the metal levels affected by the time exposure and organ sensitivity. Continuous exposure manifested increase in brain Fe, spleen Cu and Ca and decrease Ca in intestine and brain at all doses. After one week, intestine Cu and heart Zn decreased. After two weeks, decrease in Fe levels was observed in intestine, heart and brain at all doses. Also heart Zn and brain Ca decreased, Ca heart increased where Cu exhibit elevation in spleen and lowering in intestine at all doses. The statistic analysis presented significant effect between groups according the time factor and/or dose levels on Fe and Ca in all organs. Also significant effect present in Zn levels due to the time factor and/or dose levels in all organs except intestine. In conclusion, the rat organs have been responded to the low doses of gamma-radiation at low dose rate by significant changes in essential metals concentrations. © 2013 The Egyptian Society of Radiation Sciences and Applications.",Included
319,[Effect of ionizing radiations on the condition of the visual analyzer in rabbits],Included
329,Brain metastasis versus radiation necrosis after head and neck cancer : Brain lesion after head and neck cancer. [German],Included
335,"Preclinical and clinical study of extracellular DNA in cancer and other diseases associated with apoptosis disorder. [Russian]. Oncological diseases at all stages of carcinogenesis are accompanied by violation of apoptosis processes. Drug and radiotherapy activates the apoptosis of tumor cells. This study presents the results of extracellular DNA changes after exposure to ionizing radiation and low-frequency noise are presented, administration of vitamins; in animals with benign prostatic hyperplasia, with ovarian cancer; in clinical studies in patients with chronic obstructive pulmonary disease, and in acute disorders of cerebral circulation. The possibilities of determination of extracellular DNA for the evaluation of the action of carcinogens, the complex diagnosis of precancerous diseases, the progression of precancerous diseases and malignant tumors are considered. Copyright © 2018 Izdatel'stvo Meditsina. All rights reserved.",Included
337,"The effect of exposure to 60Co accelerated electrons and gamma quanta on the activity of oxidative and hydrolytic enzymes in the rat brain. [Russian]. In experiments with 112 male Wistar rats it was shown that accelerated electrons (85 Gy) caused a significant increase in activities of succinate dehydrogenase (SDG) by 15.8% and lactate dehydrogenase (LDG) by 17.0%, and a decrease in activities of alkaline phosphatase (AP) and monoamine oxidase (MAO) by 10.6 and 7.8% respectively within the sensorimotor region of the cerebral cortex immediately after irradiation. Activity of SDG and MAO decreased (by 16.4% and 7.8% respectively) in the caudate nucleus over the same period of time. An increase in the accelerated electron dose from 85 to 500 Gy did not change the direction and the rate of the radiation response of the enzymes. Exposure of rats to 60Co gamma quanta (75 Gy) increased SDG and LDG activity (by 21.4 and 17.3% respectively) within the sensorimotor cortex as late as 10 min after irradiation. A repeated significant increase in SDG and LDG activity was observed 2 hr after irradiation.",Included
341,Destruction of the hypophysis with radioactive colloidal chromic phosphate in cancer of the prostate,Included
358,[Experimental catatonia and ionizing radiations; chlorpromazine and cobalt 60 irradiation of guinea pigs],Included
368,"Ultrastructure of skeletal muscle capillaries under conditions of space mission. Capillaries of the rat forepaw skeletal muscles were examined on day 14 of space mission and on days 1 and 14 after landing. Ultrastructural studies revealed apoptosis caused by muscle fiber atrophy and necrobiotic changes eventuating in coagulation or monocellular necrosis of endothelial cells. Formation of capillaries was detected, which can be regarded as an adaptive reaction to injuries caused by space mission factors.",Included
371,"[The effect of a superhigh dose of ionizing radiation on the content of catecholamine mediators in different areas of the rat brain]. In experiments with rats, it was shown that whole-body irradiation of animals with a dose of 500 Gy causes a decrease in the catecholamine mediator content of the truncus cerebri during the first minutes following irradiation. A possible mechanism of the changes observed is discussed.",Included
378,"[Effect of ionizing radiation on the functional state of Helix pomatia neurons. Glucose metabolism and ATP levels]. The ATP level in nerve ganglia of Helix pomatia was shown to decrease 15 and 30 min, and 1 and 3 h following irradiation (5.16 C/kg). The decrease was maximum in 60 min. The absorption and utilization of glucose via a pentose-phosphate route and in the Krebs cycle did not substantially change. It is concluded that the energy supply of nerve cells under study is not responsible for the decrease in the ATP level.",Included
387,"Upregulation of Connexin-43 is Critical for Irradiation-induced Neuroinflammation. BACKGROUND: Radiation therapy is widely used for the treatment of pituitary adenomas. Unfortunately, it might raise the risk of ischemic stroke, with neuroinflammation being a major pathological process. Astrocytes are the most abundant cell type in the central nervous system and have been reported for playing important roles in ischemic stroke.OBJECTIVE: Here we studied how gamma-radiation would introduce astrocytes into a detrimental state for neuroinflammation and provide new theory evidence and target for the clinical management of inflammation- related neural damage after radiation-induced ischemic stroke.METHOD: HA-1800 cells were treated with gamma-radiation and then the protein and mRNA levels of Connexin (Cx)-43 were evaluated by western and q-PCR. The culture supernatant was collected and the concentrations of the inflammatory factors were determined by ELISA. MiRNA complementary to Cx-43 was designed through the online tools.RESULTS: Cx-43 is upregulated in the treatment of gamma-radiation in astrocytes and gamma-radiation introduced the detrimental function of astrocytes: cell viability was reduced while the apoptotic cells were increased. Inflammatory factors like tumor necrosis factor alpha, interferon gamma, interleukin-6, interleukin 1-beta were dramatically up-regulated by the irradiation. MiR-374a rescued irradiation induced Cx-43 up-regulation of astrocytes and eliminated detrimental function triggered by gamma-radiation.CONCLUSION: Cx-43 expression level may play an important role in the inflammation-related neural damage after irradiation-induced ischemic stroke.",Included
419,The electrophysiological characteristics of brain function in mental disorders in participants in the cleanup of the aftermath of the accident at the Chernobyl Atomic Electric Power Station. [Russian]. 150 liquidators who had worked in the Chernobyl accident area were examined. All of them had mental diseases. Both alpha-rhythms disorganisation and increase of beta-1 activity were usually observed in brain cortex sensomotor areas of 43 patients as compared with 17 healthy individuals. Meanwhile alpha-activity was significantly decreased especially in the left hemispheres of patients with psycho-organic syndrome. The majority of patients were characterized by both enhanced reaction to light flashes rhythm assimilation and the decrease of nonspecific and skin-galvanic reactions to the light stimulus. The conclusion is made about the systemic CNS damage in such patients that was more pronounced in psycho-organic syndrome.,Included
421,"Mitochondrial megaconia and pleioconia in the rat brain as possible and adaptive reactions in lethal radiation and radio-modified injuries. [Russian]. Electron microscopic study of sensomotor area of brain and cerebellar cortex was conducted in 38 outbred albino rats, following 200 Gy irradiation including that combined with preceding effect of hypoxia or 48 hrs long active vigilance. Mitochondrial megaconia and pleioconia were found 4 hrs after the irradiation in neuronal cytoplasm and axoplasm of neuropil unmyelinated and myelinated fibres. These processes were more significant after radio-modified injuries. It may be suggested that mitochondrial megaconia and pleioconia are adaptive reactions to de-energization following the action of superpowerful extreme factors.",Included
