,titleabstract,decision
92,"Effect of X-irradiation on epidermal immune function: decreased density and alloantigen-presenting capacity of Ia+ Langerhans cells and impaired production of epidermal cell-derived thymocyte activating factor (ETAF). The mechanisms involved in the modulation of cutaneous immune responses by UV radiation have been extensively investigated; by contrast, few studies have addressed the effects of x-irradiation on epidermal immune function. We therefore investigated the effect of x-irradiation of mice on: (a) the density of epidermal Ia+ Langerhans cells (LC) in immunofluorescence studies, (b) epidermal cell (EC) allostimulatory capacity in the allogeneic EC-lymphocyte reaction (ELR), and (c) production of epidermal cell-derived thymocyte activating factor (ETAF). C3H/He and BALB/c mice were irradiated with 900, 1,800, 2,700, or 3,600 rad from a 137Cs source, and sacrificed 10 h or 3 days later. X-irradiation of mice 10 h previously only slightly decreased the density of epidermal Ia+ LC and did not affect the capacity of their EC to stimulate allogeneic responder lymphocytes in the ELR. X-irradiation of mice 3 days previously, however, resulted in a dose-dependent decrease in the density of Ia+ LC. This decrease was accompanied by a substantial reduction in EC allostimulatory capacity in the ELR at all doses of x-irradiation. ETAF production by cultured EC from mice x-irradiated 3 days previously was also found to be diminished at all doses of x-irradiation. Trypan blue exclusion studies demonstrated that the observed decreases in EC allostimulatory capacity and ETAF production were not the result of a generalized lethal effect of x-irradiation on EC. The reduction in EC allostimulatory capacity following in vivo x-irradiation could not be reversed by addition of exogenous ETAF or interleukin-1 in the ELR. Taken together, these results indicate that x-irradiation decreases the density of Ia+ LC, impairs LC alloantigen-presenting function, and reduces ETAF production. Thus cutaneous x-irradiation may affect inflammatory and neoplastic processes not only by its antimitotic activity, but also by a direct effect on EC which subserve immunologic functions.",Included
97,"The Impact of Dose Rate on DNA Double-Strand Break Formation and Repair in Human Lymphocytes Exposed to Fast Neutron Irradiation. The lack of information on how biological systems respond to low-dose and low dose-rate exposures makes it difficult to accurately assess the carcinogenic risks. This is of critical importance to space radiation, which remains a serious concern for long-term manned space exploration. In this study, the gamma-H2AX foci assay was used to follow DNA double-strand break (DSB) induction and repair following exposure to neutron irradiation, which is produced as secondary radiation in the space environment. Human lymphocytes were exposed to high dose-rate (HDR: 0.400 Gy/min) and low dose-rate (LDR: 0.015 Gy/min) p(66)/Be(40) neutrons. DNA DSB induction was investigated 30 min post exposure to neutron doses ranging from 0.125 to 2 Gy. Repair kinetics was studied at different time points after a 1 Gy neutron dose. Our results indicated that gamma-H2AX foci formation was 40% higher at HDR exposure compared to LDR exposure. The maximum gamma-H2AX foci levels decreased gradually to 1.65 +/- 0.64 foci/cell (LDR) and 1.29 +/- 0.45 (HDR) at 24 h postirradiation, remaining significantly higher than background levels. This illustrates a significant effect of dose rate on neutron-induced DNA damage. While no significant difference was observed in residual DNA damage after 24 h, the DSB repair half-life of LDR exposure was slower than that of HDR exposure. The results give a first indication that the dose rate should be taken into account for cancer risk estimations related to neutrons.",Included
105,"DNA damage and repair of head and neck cancer cells after radio- and chemotherapy. DNA repair is critical for successful chemo- and radiotherapy of human tumours, because their genotoxic sensitivity may vary in different types of cancer cells. In this study we have compared DNA damage and the efficiency of its repair after genotoxic treatment with hydrogen peroxide, cisplatin and gamma-radiation of head and neck squamous cell carcinoma (HNSCC). Lymphocytes and tissue cells from biopsies of 37 cancer patients and 35 healthy donors as well as the HTB-43 larynx cancer cell line were employed. The cell sensitivity to genotoxic treatment was estimated by the MTT survival assay. The extent of DNA damage and efficiency of its repair was examined by the alkaline comet assay. Among the examined treatments, we found that HNSCC cells were the most sensitive to gamma-radiation and displayed impaired DNA repair. In particular, DNA damage was repaired less effectively in cells from HNSCC metastasis than healthy controls. In conclusion, our results suggest that the different genotoxic sensitivity of HNSCC cells may depend on their DNA repair capacity what in turn may be connected with the effectiveness of head and neck cancer therapy. © 2009 Verlag der Zeitschrift fur Naturforschung, Tubingen.",Included
114,"MiR-19 in blood plasma reflects lung cancer occurrence but is not specifically associated with radon exposure. Radon is one of the most powerful carcinogens, particularly in terms of lung cancer onset and development. miRNAs may be considered not only as markers of the ongoing tumorigenesis but also as a hallmark of exposure to radiation, including radon and its progeny. Therefore, the purpose of the present study was to estimate the value of plasma miR-19b-3p level as the prospective marker of the response to radon exposure in lung cancer pathogenesis. A total of 136 subjects were examined, including 49 radon-exposed patients with lung cancer, 37 patients with lung cancer without radon exposure and 50 age/sex matched healthy controls. Total RNA from blood samples was extracted and used to detect miR-19b-3p expression via reverse transcription quantitative-polymerase chain reaction. The 2-DELTADELTACq method was used to quantify the amount of relative miRNA. The plasma level of p53 protein was determined using a Human p53 ELISA kit. Plasma miR-19b-3p level was significantly higher in the patients with lung cancer groups, compared with the healthy control group (P<0.0001). No other statistically significant differences were determined in the expression level of plasma miR-19b-3p between patients diagnosed with lung cancer exposed to radon and not exposed to radon. The expression level of free circulating miR-19b-3p was higher in the group of non-smoking patients with lung cancer, compared with smokers with lung cancer. The miR-19b-3p was 1.4-fold higher in non-smokers than in smokers (P<0.05). No association between plasma levels of p53 protein and miR-19b-3p freely circulating in patients with lung cancer was observed. No other statistically significant differences were determined in the plasma p53 protein level between patients diagnosed with lung cancer exposed and not exposed to radon. These results indicated that detection of miR-19b-3p levels in plasma potentially could be exploited as a noninvasive method for the lung cancer diagnostics. However, this miRNA is not suitable as the precise marker for radon impact.Copyright © 2018, Spandidos Publications. All rights reserved.",Included
118,Influence of chromosome injuries in mouse bone marrow under the distant effect of ionizing radiation,Included
131,"Ionizing radiation accelerates the development of atherosclerotic lesions in ApoE-/- mice and predisposes to an inflammatory plaque phenotype prone to hemorrhage. After radiotherapy treatment, there is an increased incidence of localized atherosclerosis in patients with Hodgkin's disease, breast cancer, and head and neck cancer. Here, we established a mouse model to study the development and progression of radiation-induced atherosclerosis and to compare the phenotype of these lesions with age-related atherosclerosis. Atherosclerosis-prone ApoE-/- mice fed a regular chow diet received single radiation doses of 14 Gy or sham treatments (0 Gy) to the neck, including both carotid arteries. At 22, 28, and 34 weeks after irradiation, blood samples were taken, and the arterial tree was removed for histological examination. Cholesterol levels in irradiated mice were not significantly different from age-matched controls, and markers of systemic inflammation (soluble intercellular adhesion molecule-1, soluble vascular cell adhesion molecule-1, and C-reactive protein) were not elevated. The lesions in irradiated arteries were macrophage rich, with a remarkable influx of inflammatory cells, predominantly granulocytes. Intraplaque hemorrhage and erythrocyte-containing macrophages were seen only in lesions of irradiated arteries. Based on these data, we propose that irradiation accelerates the development of macrophage-rich, inflammatory atherosclerotic lesions prone to intraplaque hemorrhage.",Included
134,"Toxicity Related to Radiotherapy Dose and Targeting Strategy: A Pooled Analysis of Cooperative Group Trials of Combined Modality Therapy for Locally Advanced Non-Small Cell Lung Cancer. OBJECTIVE: Concurrent chemoradiotherapy (CRT) was the standard treatment for locally advanced NSCLC (LA-NSCLC). This study was performed to examine thoracic radiotherapy (TRT) parameters and their impact on adverse events (AEs)., METHODS: We collected individual patient data from 3600 patients with LA-NSCLC who participated in 16 cooperative group trials of concurrent CRT. The TRT parameters examined included field design strategy (elective nodal irradiation [ENI] versus involved-field [IF] TRT [IF-TRT]) and TRT dose (60 Gy versus >=60 Gy). The primary end point of this analysis was the occurrence of AEs. ORs for AEs were calculated with univariable and multivariable logistic models., RESULTS: TRT doses ranged from 60 to 74 Gy. ENI was not associated with more grade 3 or higher AEs than IF-TRT was (multivariable OR = 0.77, 95% confidence interval [CI]: 0.543-1.102, p = 0.1545). Doses higher than 60 Gy (high-dose TRT) were associated with significantly more grade 3 or higher AEs (multivariable OR = 1.82, 95% CI: 1.501-2.203, p < 0.0001). In contrast, ENI was associated with significantly more grade 4 or higher AEs (multivariable OR = 1.33, 95% CI: 1.035-1.709, p = 0.0258). Doses higher than 60 Gy were also associated with more grade 4 or higher AEs (multivariate OR = 1.42, 95% CI: 1.191-1.700, p = 0.0001). Grade 5 AEs plus treatment-related deaths were more frequent with higher-dose TRT (p = 0.0012) but not ENI (p = 0.099)., CONCLUSIONS: For patients with LA-NSCLC treated with concurrent CRT, IF-TRT was not associated with the overall risk of grade 3 or higher AEs but was associated with significantly fewer grade 4 or higher AEs than ENI TRT. This is likely the result of irradiation of a lesser amount of adjacent critical normal tissue. Higher TRT doses were associated significantly with grade 3 or higher and grade 4 or higher AEs. On the basis of these findings and our prior report on survival, CRT using IF-TRT and 60 Gy (conventionally fractionated) were associated with more favorable patient survival and less toxicity than was the use of ENI or higher radiotherapy doses. Copyright © 2018 International Association for the Study of Lung Cancer. Published by Elsevier Inc. All rights reserved.",Included
138,Electromyographic study on the effects of radiation applied to the spinal cord,Included
142,The oestrous cycle of the adult rat after X-ray sterilization,Included
147,"p53 expression in human rectal tissue after radiotherapy: upregulation in normal mucosa versus functional loss in rectal carcinomas. PURPOSE: In vitro, ionizing radiation of epithelial cells leads to upregulation of wild-type p53 and subsequent induction of p21(waf1). The effect of radiotherapy (RT) on the expression of these proteins in patients is unknown. We assessed the influence of RT on the expression of p53 and p21(waf1) in normal mucosa and rectal carcinomas in vivo., METHODS: Tumor and normal tissue samples were derived from rectal cancer patients randomized in a clinical trial in which the value of preoperative RT was evaluated. p53 and p21(waf1) expression was determined in 51 irradiated and 52 nonirradiated patients using immunohistochemistry., RESULTS: In normal mucosa, both p53 and p21(waf1) were strongly upregulated after RT compared with the expression in unirradiated normal tissue (p <0.001). In tumor cells, no significant difference in the expression of p53 or p21(waf1) was found in the irradiated vs. nonirradiated group. In the few rectal tumors with wild-type p53, induction of p53 after RT did not necessarily lead to upregulation of p21(waf1)., CONCLUSION: These findings demonstrate that in normal mucosa, a functional p53-p21(waf1) pathway is present, whereas in tumor cells it is defective in almost all cases because of either p53 mutation or down- or upstream disruption in tumors with wild-type p53. Therefore, we believe that the role of p53 expression as a single prognostic marker in rectal cancer needs reconsideration.",Included
153,X-ray dose response for mutation to fructose utilisation in cultured diploid human fibroblasts,Included
177,Biomarkers of cardiac injury in patients undergoing thoracic radiation therapy,Included
179,Primary radiotherapy for carcinoma in situ and early invasive carcinoma of the glottic larynx,Included
216,"Cohort study of occupational cosmic radiation dose and cancer mortality in German aircrew, 1960-2014. Objectives To determine cancer mortality compared with the general population and to examine dose-response relationships between cumulative occupational radiation dose and specific cancer outcomes in the German aircrew cohort. Methods For a cohort of 26 846 aircrew personnel, standardised mortality ratios (SMR) were calculated. Dose-response analyses were carried out using Poisson regression to assess dose-related cancer risks for the period 1960-2014. Exposure assessment comprises recently available dose register data for all cohort members and newly estimated retrospective cabin crew doses for 1960-2003. Results SMR for all-cause, specific cancer groups and most individual cancers were reduced in all aircrew groups. The only increases were seen for brain cancer in pilots (n=23, SMR 2.01, 95% CI 1.15 to 3.28) and for malignant melanoma (n=10, SMR 1.88, 95% CI 0.78 to 3.85). Breast cancer mortality among female cabin crew was similar to the general population (n=71, SMR 1.06, 95% CI 0.77 to 1.44). Overall median cumulative effective dose was 34.2 mSv (max: 116 mSv) for 1960-2014. No dose-response associations were seen in any of the models. For brain cancer, relative risks were elevated across dose categories. An indicative negative trend with increasing dose category was seen for large intestine cancer in female cabin crew (n=23). Conclusions There was no evidence for significant dose-response patterns for the considered cancer types. Interpretation of results remains difficult as cumulative dose is closely related to age. Future work should focus on investigating radiation jointly with other risk factors that may contribute to risks for specific cancers among aircrew.Copyright © Author(s) (or their employer(s)) 2020. No commercial re-use. See rights and permissions. Published by BMJ.",Included
230,"The effects of radiation and dose-fractionation on cancer and non-tumor disease development. The Janus series of radiation experiments, conducted from 1970 to 1992, explored the effects of gamma and neutron radiation on animal lifespan and disease development. Data from these experiments presents an opportunity to conduct a large scale analysis of both tumor and non-tumor disease development. This work was focused on a subset of animals from the Janus series of experiments, comparing acute or fractionated exposures of gamma or neutron radiation on the hazards associated with the development of tumor and non-tumor diseases of the liver, lung, kidney or vascular system. This study also examines how the co-occurrence of non-tumor diseases may affect tumor-associated hazards. While exposure to radiation increases the hazard of dying with tumor and non-tumor diseases, dose fractionation modulates these hazards, which varies across different organ systems. Finally, the effect that concurrent non-cancer diseases have on the hazard of dying with a tumor also differs by organ system. These results highlight the complexity in the effects of radiation on the liver, lung, kidney and vascular system.",Included
257,"Estimating the risk of cancer and the hazardous index due to radiation from the phosphate mine in Russifa area. Phosphate mines are considered prone to high radioactivity. The Russifa area contains one of the largest phosphate mines in Jordan. The hazardous index is high at 1.503 and 1.24, while the radium equivalent activity concentrations were 556.9 and 459.9 for phosphate pile and zoo, respectively. These values exceed the permissible levels in residential areas. The annual radiation doses at the site equals 36.4 and 30.1 mSv for the phosphate pile and zoo, respectively and these values pose a significant risk on the nearby population. Cancer risk is high in all body tissues, especially in the colon for both males and females. It is therefore imperative that these sites be rehabilitated and with a priority objective to reduce the annual dose rate to permissible levels and consequently the risk of cancer.",Included
261,"G2 repair and chromosomal damage in lymphocytes from workers occupationally exposed to low-level ionizing radiation. The effect of the G2 repair of chromosomal damage in lymphocytes from workers exposed to low levels of X- or gamma-rays was evaluated. Samples of peripheral blood were collected from 15 radiation workers, 20 subjects working in radiodiagnostics, and 30 healthy control donors. Chromosomal aberrations (CA) were evaluated by scoring the presence of chromatid and isochromatid breaks, dicentric and ring chromosomes in lymphocytes with/without 5 mM caffeine plus 3 mM-aminobenzamide (3-AB) treatment during G2. Our results showed that the mean value of basal aberrations in lymphocytes from exposed workers was higher than in control cells (p < 0.001). The chromosomal damage in G2, detected with caffeine plus 3-AB treatment was higher than the basal damage (untreated conditions), both in control and exposed populations (p < 0.05). In the exposed workers group, the mean value of chromosomal abnormalities in G2 was higher than in the control (p < 0.0001). No correlation was found between the frequency of chromosome type of aberrations (basal or in G2), and the absorbed dose. Nevertheless, significant correlation coefficients (p < 0.05) between absorbed dose and basal aberrations yield (r = 0.430) or in G2 (r = 0.448) were detected when chromatid breaks were included in the total aberrations yield. Under this latter condition no significant effect of age, years of employment or smoking habit on the chromosomal aberrations yield was detected. However, analysis of the relationship between basal aberrations yield and the efficiency of G2 repair mechanisms, defined as the percentage of chromosomal lesions repaired in G2, showed a significant correlation coefficient (r = -0.802; p < 0.001). These results suggest that in addition to the absorbed dose, the individual G2 repair efficiency may be another important factor affecting the chromosomal aberrations yield detected in workers exposed to low-level ionizing radiation.",Included
264,Interaction of drugs and radiation - promise or pitfall?,Included
265,"Head and neck radiotherapy does not increase gelatinase (metalloproteinase-2 and -9) expression or activity in teeth irradiated in vivo. OBJECTIVE: Recent studies suggested that head and neck radiotherapy increases active forms of matrix metalloproteinases (MMPs) in the dentin-enamel junction (DEJ), leading to enamel delamination and radiation-related caries. This study aimed to assess the expression and activity of the gelatinases MMP-2 and MMP-9 in the DEJ and dentin-pulp complex tissues of teeth irradiated in vivo., STUDY DESIGN: Thirty-six teeth were studied, including 19 irradiated and 17 non-irradiated controls. In situ zymography was used to investigate the gelatinolytic activity in the micromorphologic components of enamel, DEJ, dentin-pulp complex, and caries. Immunohistochemical analysis was conducted on the demineralized samples to assess MMP-2 and MMP-9 expression levels in the DEJ, dentin-pulp complex components, and caries., RESULTS: No statistically significant differences were detected between groups in gelatinolytic activity or in MMP-2 expression levels (P > .05). Odontoblast MMP-9 expression was reduced in the irradiated group (P = .02)., CONCLUSIONS: The study rejected the hypothesis that MMP-2 and MMP-9 would be overexpressed or more activated in the DEJ and dentin-pulp complex of irradiated teeth. Direct effects of radiation should not be regarded as an independent factor for explaining radiation-related caries onset and progression. Copyright © 2017 Elsevier Inc. All rights reserved.",Included
273,[Behavior of neptunium-237 in rat subcellular kidney fractions],Included
275,[Action of x-rays on the ovule of the ckicken and the formation of the egg],Included
284,"Case-control study on radiology work, medical x-ray investigations, and use of cellular telephones as risk factors for brain tumors. CONTEXT: Ionizing radiation is a well-established risk factor for brain tumors. During recent years, microwave exposure from the use of cellular telephones has been discussed as a potential risk factor., OBJECTIVE: To determine risk factors for brain tumors., DESIGN: A case-control study, with exposure assessed by questionnaires., PARTICIPANTS: A total of 233 currently living men and women, aged 20 to 80 years, were included. The case patients had histopathologically verified brain tumors and lived in the Uppsala-Orebro region (1994-1996) or the Stockholm region (1995-1996). Two matched controls to each case were selected from the Swedish Population Register., MAIN OUTCOME MEASURES: Ionizing radiation and use of cellular telephones as risk factors for brain tumors., RESULTS: A total of 209 cases (90%) and 425 controls (91%) answered the questionnaire. Work as a physician yielded an odds ratio (OR) of 6.00, with a 95% confidence interval (CI) of 0.62 to 57.7. All three case patients had worked with fluoroscopy. Radiotherapy of the head and neck region yielded an OR of 3.61 (95% CI, 0.65-19.9). Medical diagnostic x-ray examination of the same area yielded an OR of 2.10 (95% CI, 1.25-3.53), with a tumor induction period of 5 years or more. Chemical industry work yielded an OR of 4.10 (95% CI, 1.25-13.4), and laboratory work yielded an OR of 3.21 (95% CI, 1.16-8.85). Ipsilateral use of cellular telephones increased the risk for tumors in the temporal, temporoparietal, and occipital lobes (OR, 2.42; 95% CI, 0.97-6.05), ie, the anatomic areas with highest exposure to microwaves from a mobile telephone. The result was further strengthened (OR, 2.62; 95% CI, 1.02-6.71) in a multivariate analysis that included laboratory work and medical diagnostic x-ray investigations of the head and neck., CONCLUSION: Exposure to ionizing radiation, work in laboratories, and work in the chemical industry increased the risk of brain tumors. Use of a cellular telephone was associated with an increased risk in the anatomic area with highest exposure.",Included
291,"Two radiation-induced chromosomal inversions in mice (Mus musculus). Whole-body x-irradiation of male mice has produced presumptive paracentric inversions in 15 animals, as evidenced by high frequencies of first meiotic anaphase bridges. Two of the highest frequencies observed have been propagated through several generations and found to behave as dominant genes. Acentric fragments were observed associated with about 10% of the bridges. The first inversion, in linkage group XIII, has been designated In(13)1Rk, and the second, in linkage group XVII, In(17)2Rk. For In(13)1Rk, recombination was reduced between loci inside and outside the inverted segment.",Included
301,"Tolerance doses of cutaneous and mucosal tissues in ring-necked parakeets (Psittacula krameri) for external beam megavoltage radiation. Currently used dosages for external-beam megavoltage radiation therapy in birds have been extrapolated from mammalian patients and often appear to provide inadequate doses of radiation for effective tumor control. To determine the tolerance doses of cutaneous and mucosal tissues of normal birds in order to provide more effective radiation treatment for tumors that have been shown to be radiation responsive in other species, ingluvial mucosa and the skin over the ingluvies of 9 ring-necked parakeets (Psittacula krameri) were irradiated in 4-Gy fractions to a total dose of either 48, 60, or 72 Gy using an isocentric cobalt-60 teletherapy unit. Minimal radiation-induced epidermal changes were present in the high-dose group histologically. Neither dose-related acute nor chronic radiation effects could be detected in any group grossly in cutaneous or mucosal tissue over a 9-month period. Radiation doses of 72 Gy in 4-Gy fractions were well tolerated in the small number of ring-necked parakeets in this initial tolerance dose study.",Included
