,titleabstract,decision
3432,"Prolonged photoresponses in transgenic mouse rods lacking arrestin Arrestins are soluble cytoplasmic proteins that bind to G-protein-coupled receptors, thus switching off activation of the G protein and terminating the signalling pathway that triggers the cellular response. Although visual arrestin has been shown to quench the catalytic activity of photoexcited, phosphorylated rhodopsin in a reconstituted system, its role in the intact rod cell remains unclear because phosphorylation alone reduces the catalytic activity of rhodopsin. Here we have recorded photocurrents of rods from transgenic mice in which one or both copies of the arrestin gene were disrupted. Photoresponses were unaffected when arrestin expression was halved, indicating that arrestin binding is not rate limiting for recovery of the rod photoresponse, as it is in Drosophila. With arrestin absent, the flash response displayed a rapid partial recovery followed by a prolonged final phase. This behaviour indicates that an arrestin-independent mechanism initiates the quench of rhodopsin's catalytic activity and that arrestin completes the quench. The intensity dependence of the photoresponse in rods lacking arrestin further suggests that, although arrestin is required for normal signal termination, it does not participate directly in light adaptation.",Excluded
711,"Post treatment imaging in head and neck tumours Cancer is a leading cause of death in most parts of the world. Most patients will undergo multiple imaging studies following treatment. The regular follow up of these patients often leads to the early detection of tumour recurrence or the onset of treatment complications. Early diagnosis may result in the timely institution of appropriate therapy thereby improving the survival and morbidity rates. This review addresses difficulties related to demonstrating early tumour recurrence and nodal metastasis and focuses on the complications seen in the central nervous system, cranial nerves and brachial plexus following radiotherapy.",Excluded
2337,"Treatment of advanced gynecologic malignancies with intraarterial chemotherapy and accelerated fractionation radiation therapy: A preliminary report The results of a pilot study employing the administration of intraarterial chemotherapy and accelerated fractionation radiotherapy for advanced gynecologic malignancies are reported. The protocol consisted of three treatment sessions every 3 to 4 weeks. Each session consisted of bilateral or unilateral catheterization of the hypogastric artery with the infusion of cisplatin 100 mg/m<sup>2</sup> on Day 1 and 2-deoxy-5-fluorouridine (FUDR) 300 mg/m<sup>2</sup> on Day 2. An accelerated fractionation schedule of external-beam radiation was begun on Day 1 consisting of 200 rads twice daily for 4 days (1600 rads per session). Eight patients entered the protocol, and seven completed external-beam radiotherapy. Five completed three intraarterial sessions, and three, two sessions. Five of seven evaluable patients had a complete local response. Local control was sustained from 6 to 24 months in four patients. Complications included three sensorimotor neuropathies, one clinically insignificant catheter-related thrombosis, and three clinically significant radiation injuries. This multimodality treatment for locally advanced gynecologic tumors appears feasible with modification, and continued work exploring this approach is encouraged.",Excluded
3186,"Pulmonary tissue volume, cardiac output, and diffusing capacity in sustained microgravity In microgravity (microG) humans have marked changes in body fluids, with a combination of an overall fluid loss and a redistribution of fluids in the cranial direction. We investigated whether interstitial pulmonary edema develops as a result of a headward fluid shift or whether pulmonary tissue fluid volume is reduced as a result of the overall loss of body fluid. We measured pulmonary tissue volume (Vti), capillary blood flow, and diffusing capacity in four subjects before, during, and after 10 days of exposure to microG during spaceflight. Measurements were made by rebreathing a gas mixture containing small amounts of acetylene, carbon monoxide, and argon. Measurements made early in flight in two subjects showed no change in Vti despite large increases in stroke volume (40%) and diffusing capacity (13%) consistent with increased pulmonary capillary blood volume. Late in-flight measurements in four subjects showed a 25% reduction in Vti compared with preflight controls (P < 0.001). There was a concomittant reduction in stroke volume, to the extent that it was no longer significantly different from preflight control. Diffusing capacity remained elevated (11%; P < 0.05) late in flight. These findings suggest that, despite increased pulmonary perfusion and pulmonary capillary blood volume, interstitial pulmonary edema does not result from exposure to microG.",Excluded
2499,"VIM thalamic stimulation for tremor in a patient with IgM paraproteinaemic demyelinating neuropathy We demonstrate the effect of deep brain stimulation of the ventral intermediate thalamic nucleus on intractable action tremor, in a 72-year-old man suffering from neuropathy associated with monoclonal gammopathy.",Excluded
2601,"Expert opinion paper on cardiac imaging after ischemic stroke This expert opinion paper on cardiac imaging after acute ischemic stroke or transient ischemic attack (TIA) includes a statement of the ""Heart and Brain"" consortium of the German Cardiac Society and the German Stroke Society. The Stroke Unit-Commission of the German Stroke Society and the German Atrial Fibrillation NETwork (AFNET) endorsed this paper. Cardiac imaging is a key component of etiological work-up after stroke. Enhanced echocardiographic tools, constantly improving cardiac computer tomography (CT) as well as cardiac magnetic resonance imaging (MRI) offer comprehensive non- or less-invasive cardiac evaluation at the expense of increased costs and/or radiation exposure. Certain imaging findings usually lead to a change in medical secondary stroke prevention or may influence medical treatment. However, there is no proof from a randomized controlled trial (RCT) that the choice of the imaging method influences the prognosis of stroke patients. Summarizing present knowledge, the German Heart and Brain consortium proposes an interdisciplinary, staged standard diagnostic scheme for the detection of risk factors of cardio-embolic stroke. This expert opinion paper aims to give practical advice to physicians who are involved in stroke care. In line with the nature of an expert opinion paper, labeling of classes of recommendations is not provided, since many statements are based on expert opinion, reported case series, and clinical experience.",Excluded
2673,"The effect of continuous ELF-MFs on the level of 5-HIAA in the raphe nucleus of the rat The aim of this study was to investigate the effect of continuous extremely low frequency magnetic fields (ELF-MFs) with a frequency of 10 Hz and an intensity of 690-720 muT on the level of 5-hydroxyindolacetic acid (5-HIAA) in adult male Wistar rats. A total of 24 adult Wistar male rats were used, and after exposure with an ELF-MF for 15 successive days, all rats in each test were anesthetized with chloral hydrate. Then, they were placed in a stereotaxic frame for surgery and a microdialysis process. Dialysate samples were analyzed to measure the amount of 5-HIAA by high performance liquid chromatography (HPLC) using electrochemical detection. Results showed that ELF-MF exposure for 15 days, 1 h daily, was not effective in altering the level of 5-HIAA. However, ELF-MF exposure for 15 days, 3 h daily, decreased the level of the 5-HIAA in the raphe nucleus. It can be concluded that ELF-MFs affect the serotonergic system and may be used to treat nervous system diseases. This study is an initial step towards helping cure depression using ELF-MFs.",Excluded
2374,[Some neuro-endocrine relations in the reaction of the organism to ionizing radiations],Included
178,"Phase measurement of cognitive impairment specific to radiotherapy PURPOSE: Memory impairment is an early-delayed effect of radiotherapy (RT). The prospective longitudinal measurement of the cognitive phase effects from RT was conducted on treated and untreated brain tumor patients. The study design investigated semantic vs. perceptual and visual vs. verbal memory to determine the most disease-specific measure of RT-related changes and understanding of the neurotoxicity from RT to the brain.METHODS AND MATERIALS: Tests of memory that had previously shown RT-related phasic changes were compared with experimental tests of memory to test hypotheses about cognition targeted to the neural toxicity of RT. The results from 41 irradiated and 29 nonirradiated patients with low-grade, supratentorial tumors were analyzed. The methods controlled for comorbid white matter risk, recurrence, interval after treatment, and age (18-69 years). The effects were examined before RT and at three points after RT to 1 year using a mixed effects model that included interval, group, surgical status, medication use, practice, and individual random effects. Four new tests of memory and other candidate cognitive tests were investigated, and a post hoc analysis of a comprehensive battery of tests was performed to identify the cognitive processes most specific to RT.RESULTS: The RT effects on memory were identified in the treated group only; among the new tests of memory and the complete neurocognitive battery, the RT effects were significant only for delayed recall (p < 0.009) and interval to recognize (p < 0.002). Tumor location was not related to the treatment effect. Memory decline was specific to retrieval of semantic memories; a double dissociation of semantic from perceptual visual memory was demonstrated in the RT group.CONCLUSIONS: These results implicate memory dependent on the semantic cortex and the hippocampal memory system. A cognitive measurement that is brief but specific to neural mechanisms is effective and feasible for studies of RT damage.",Included
1197,"Occupational magnetic field exposure and the risk of acoustic neuroma BACKGROUND: Acoustic neuroma is the intracranial tumor subtype showing the highest relative risk in relation to ionizing radiation but other environmental risk factors are largely unknown. This study was performed to investigate the effect of power frequency magnetic fields.METHOD: A total of 793 cases between 1987 and 1999 were identified through the Swedish cancer registry and 101,762 controls were randomly selected from the total population. Information about occupation was obtained from censuses and linked to gender specific job-exposure matrices based on actual measurements of 50 Hz magnetic field exposure.RESULT: We investigated time-weighted average, peak values, and rate of change of magnetic field exposure considering several different time windows in relation to cancer diagnosis. We found no increases in risks regardless of exposure metric or time window of exposure.CONCLUSION: This study is the largest ever on acoustic neuroma and the first study to evaluate this tumor subtype specifically in relation to extremely low frequency magnetic fields. The results do not support the hypothesis that 50 Hz magnetic fields increase the risk of acoustic neuroma.",Excluded
2439,"Long-term efficacy of <sup>90</sup>Y-DOTATATE in patients with nonresectable pancreatic and small bowel neuroendocrine neoplasms Aim: To determine the efficacy of <sup>90</sup>Y [DOTA<sup>0</sup>, D-Phe<sup>1</sup>, Tyr<sup>3</sup>]-octreotate (DOTATATE) in 67 patients with pancreatic and small bowel neuroendocrine tumors (NETs). Patients & methods: The primary efficacy end point was overall survival (OS) and secondary end points were progression-free survival (PFS) and tumor response. Result(s): Median PFS in pancreatic and small bowel NETs was 25 and 28 months, respectively, and median OS was 42 and 38.5 months, respectively. No intergroup differences in median OS (p = 0.945) or PFS (p = 0.174) were found, also after adjustment for tumor origin, secretory status and grade, and patient's gender. Conclusion(s): <sup>90</sup>Y-DOTATATE may have similar efficacy in pancreatic and small bowel NETs. Better WHO performance status at baseline seems to be associated with more favorable outcomes. Copyright © 2016 Future Medicine Ltd.",Excluded
