,titleabstract,decision
1837,[Disturbances in carbohydrate metabolism in radiation sickness and its repair under the effect of therapeutic preparation (author's transl)],Included
2238,"Radiation-induced changes in late effects and in developmental capacities of exposed artemia cysts Artemia dry cysts from a Californian bisexual strain used in several space experiments were irradiated with 60Co gamma rays. The three cyst populations experimented could be differentiated according to their development and survival rates. The variations observed for both of these criteria were related to the age of the cysts and the selection technique. The study of radiosensitivity based on LD50 value showed that the highest radiosensitivity differences were related to the cyst selection technique and not to the age. Furthermore, the three cyst populations showed that radio-induced lethal effects were enhanced, or appeared with time, namely following the delay between irradiation and the cyst development study. The observation of late effects after irradiations or after space flights show the difficulties encountered in assessing radiative risks during long duration space flights.",Excluded
876,"A questionnaire study to derive information on the working environment, clinical training, use of ancillary staff and optimization of patient radiation dose within UK dental practice Aim To evaluate the working environment of GDPs and Endodontists and the methods used to optimize patient radiation dose. Methodology A total of 857 GDPs and 170 specialist Endodontists were contacted. The responders, 603 of the former and 132 of the latter, completed a questionnaire covering practitioner demographics, pattern of practice, the use of radiographic techniques and the optimization of dose. Chi-squared tests were used to compare groups at the P=0.05 level of significance. For nonparametric data, the Mann-Whitney U-test was employed. Results A response rate of 73% was achieved. Overall, 79.5% of endodontic specialists used film holders compared with 65.9% of GDPs (P=0.001). One hundred and thirty (98.5%) endodontists and 581 (96.3%) GDPs reported that they were well prepared or adequately prepared in radiographically assessing the presence of apical pathosis. The study found significant differences (P<0.001) between the use of digital radiography by specialist endodontists 93 (70.5%) compared with general dental practitioners 167 (27.7%). Significant differences (P=0.004) were also observed in the use of rectangular collimation between endodontic specialists 55 (42%) and GDPs 223 (37%). With regard to the use of film holders in diagnostic radiography, 105 (79.5%) of endodontic specialists employed these devices compared with 396 (65.7%) GDPs; this finding was significant (P=0.005). For working length estimation, significant differences (P=0.001) were noted in the use of a film holder between endodontic specialists 105 (79.5%) and GDPs 386 (64%). Conclusions Both Endodontists and GDPs demonstrated compliance with guidelines relating to radiation protection being more significant amongst those clinicians working within specialist clinical practice. © 2012 International Endodontic Journal.",Excluded
3697,"Risk of stomach cancer incidence in a cohort of Mayak PA workers occupationally exposed to ionizing radiation Stomach cancer is a widespread health condition associated with environmental and genetic factors. Contribution of ionizing radiation to stomach cancer etiology is not sufficiently studied. This study was aimed to assess an association of the stomach cancer incidence risk with doses from occupational radiation exposure in a cohort of workers hired at main Mayak production association facilities in 1948-1982 taking into account non-radiation factors including digestive disorders. The study cohort comprised 22,377 individuals and by 31.12.2013 343 stomach cancer diagnoses had been reported among the cohort members. Occupational stomach absorbed doses were provided by the Mayak Worker Dosimetry System- 2008 (MWDS-2008) for external gamma ray exposure and by the Mayak Worker Dosimetry System- 2013 (MWDS-2013) for internal exposure to plutonium. Excess relative risks (ERR) per Gy for stomach cancer were estimated using the Poisson's regression. Analyses were run using the AMFIT module of the EPICURE software. The stomach cancer incidence risk in the study cohort was found to be significantly associated with the stomach absorbed dose of gamma rays: ERR/Gy = 0.19 (95% CI: 0.01, 0.44) with a 0 year lag, and ERR/Gy = 0.20 (95% CI: 0.01, 0.45) with a 5 year lag. To estimate the baseline risk, sex, attained age, smoking status and alcohol consumption, chronic diseases (peptic ulcer, gastritis and duodenitis) were taken into account. No modifications of the radiogenic risk by non-radiation factors were found in the study worker cohort. No association of the stomach cancer incidence risk with internal exposure to incorporated plutonium was observed.Copyright: © 2020 Zhuntova et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Included
753,"Postoperative chemoradiotherapy in gastric cancer-a phase I-II study of radiotherapy with dose escalation of weekly cisplatin and daily capecitabine chemotherapy Background: Postoperative chemoradiotherapy with concurrent 5-fluorouracil improves gastric cancer outcome. We previously demonstrated that chemoradiotherapy with a more intensified-and therefore potentially more effective-schedule with daily cisplatin and oral capecitabine is feasible. Because such an intensive schedule requires an extensive logistic infrastructure which is not available in every hospital, we additionally investigated the tolerability of this combined regimen with weekly instead of daily cisplatin in a dose-escalation study. Patients and Methods: After R0 or R1 resection, treatment initiated with capecitabine 1000 mg/m2 b.i.d. for 2 weeks and 1-week rest. Subsequently, patients received capecitabine (575-650 mg/m2 orally b.i.d., 5 days/week) and cisplatin (20-25 mg/m2 i.v., once weekly) according to a predefined dose-escalation schedule concurrent with radiation. Radiotherapy was given to a fixed total dose of 45 Gy in 25 fractions. Result(s): Thirty-one patients were eligible and started treatment. During chemoradiotherapy, seven patients developed 10 items of grade III and one episode of grade IV (mainly hematological) toxicity (National Cancer Institute-Common Toxicity Criteria version 3.0). The maximum tolerable dose was determined to be for cisplatin 20 mg/m2 i.v. weekly and for capecitabine 575 mg/m2 b.i.d. orally. Conclusion(s): This phase I-II study demonstrated that postoperative chemoradiotherapy with weekly cisplatin and daily capecitabine is feasible in gastric cancer at the defined dose level. This schedule is currently being tested as the experimental arm in a phase III multicenter study (CRITICS: chemoradiotherapy after induction chemotherapy in cancer of the stomach; Clinicaltrials.gov NCT 00407186). © The Author 2009. Published by Oxford University Press on behalf of the European Society for Medical Oncology.",Excluded
396,"Clinical analysis of concurrent 3DCRT and XELOX treatment for postoperative local recurrence of rectal carcinoma in elderly patients Aim: To probe into the clinical effects of concurrent 3DCRT (3-dimensional conformal radiation therapy) and XELOX treatment for postoperative local recurrence of rectal carcinoma in the elderly patients. Material(s) and Method(s): Fifty-seven elderly patients with postoperative local recurrence of rectal carcinoma were randomly divided into a clinical group and a control group. The clinical group had 31 patients, who received 6 Mv X-ray 3DCRT, 2 Gy per time, 5 times every week. After radiotherapy for the total pelvis until target dose (DT) in tumor focus reached 40 Gy/20f, the tumor focus was intensified up to DT 60-64 Gy with 8 Mv X-ray DT 20-24 Gy. During radiotherapy, the patients were treated with XELOX (oxaliplatin 85 mg/m2, dl, Xeloda 850 mg/m2, p.o. d1-14) for two periods. The control group had 26 pa tients, who were only treated with XELOX. Result(s): The responder rate (RR) of the clinical group was 87.1%. The survival rates within 1, 2 and 3 years were 67.7%, 51.6% and 41.9% respectively, which were higher than the control group (p < 0.05). However, the clinical group had significantly more 1st and 2nd degree myelosuppression and hand-foot syndrome. The symptoms were relieved after symptomatic treatment. Conclusion(s): Concurrent 3DCRT and XELOX treatment for postoperative local recurrence of rectal carcinoma in the elderly patients greatly improved short-term efficacy and survival rate within 1, 2 and 3 years, while the toxic effects also increased greatly, but could be withstood by most patients.",Excluded
3057,Radiation dosimetry for krypton-81m,Excluded
765,"Sonographic characterisation of radiation-induced carotid artery stenosis BACKGROUND AND PURPOSE: To study the distribution, extent and sonographic characterisation of radiation-induced carotid artery stenosis in nasopharyngeal carcinoma (NPC) patients., METHODS: The distribution of plaques, the extent of stenosis, and the sonographic characterisation of the plaque at maximum stenosis were recorded in 71 NPC patients. The results were compared with the ultrasound results of a control group of 142 patients presenting with symptoms of cerebrovascular disease or carotid bruit., RESULTS: NPC patients had a higher incidence of carotid stenosis (77 vs. 50.7%). The common carotid arteries were most commonly affected by radiation-induced stenosis (93/142 vs. 37/284 in the control group), whereas the carotid bulb was the most commonly affected (56/284) site in the control group. Significantly more NPC patients had moderate-to-severe stenosis (21/71 vs. 27/142). Analysis of the sonographic appearance of radiation-induced and atherosclerotic plaques showed more diffuse involvement in the post-radiation group. Non-calcified plaques and intraplaque hypoechoic foci were also more frequent in the post-radiation group., CONCLUSIONS: Radiation-induced carotid stenosis is more diffuse in distribution, is associated with more severe luminal stenosis and has different sonographic plaque characterisation compared with carotid stenosis without radiation exposure. Copyright 2002 S. Karger AG, Basel",Included
2622,"TRIACCESS study: Randomized comparison between radial, femoral and transpedal access for for percutanous supertfitial femoral artery angioplasty Background: Traditional access for the treatment of femoral artery lesions is the femoral artery (FA) approach, but radial (RA) and pedal access (PA) is an alternative access site. The aim of the study was to compare the success rate, complication rate of different access sites for the treatment of superfitial artery stenosis in a randomized study Methods: 180 consecutive patients were randomized in a prospective study to treat symptomatic superficial femoral stenosis, via RA, FA and PA. Primary endpoint: technical success, rate of major and minor access site complications. Secondary endpoints: major adverse events (MAE), procedural factors, cross-over rate, and duration of hospitalization. Result(s): Technical success was achieved in 96.6%, 100% and 100% patients in RA, FA and PA group (p=ns). Secondary access site was used in 30%, 3.3% and 30% in the RA, FA and PA access group (p<0.01). Stent implantation was done in the femoral artery in 26.6%, 58.3% and 71.6% cases in RA, FA and PA group (p<0.01). CTO recanalization was performed in 34/36 (100%), 30/30 (100%) and 45/45 (100%) cases successfully in RA, FA and PA group (p=ns). Contrast consumption, fluoroscopy and procedure time was not statistically different, but the X Ray dose was significantly lower in PA than in the RA and FA access group (63.1 vs 162 vs 153 Dyn). The cumulative rate of access site complications in the RA, FA and PA group was 3.3% (0% major and 3.3% minor), 15% (3.3% major and 11.6% minor) and 3.3% (0% major and 3.3% minor) (p<0.01), respectively. The cumulative incidence of MAE's at 6 months in the RA, FA and PA group was 8.3% vs 13.3% and 18.3%. (p<0.05) Conclusion(s): Femoral artery intervention can be safely and effectively performed using radial, femoral and pedal access, but radial and pedal access is associated with less access site complication rate. Pedal access is associated with less X Ray dose than radial and femoral access.",Excluded
1929,"The complex case of MACS J0717.5+3745 and its extended filament: Intra-cluster light, galaxy luminosity function, and galaxy orientations Context. The properties of galaxies are known to be affected by their environment, but although galaxies in clusters and groups have been quite thoroughly investigated, little is known about galaxies belonging to filaments of the cosmic web, or about the properties of the filaments themselves. Aims. Here we investigate the properties of the rich cluster MACS J0717.5+3745 and its extended filament by analyzing the distribution and fractions of intra-cluster light (ICL) in its core and by trying to detect intra-filament light (IFL) in the filament. We analyze the galaxy luminosity function (GLF) of the cluster core and of the filament. We also study the orientations of galaxies in the filament to better constrain the filament properties. Methods. This work is based on Hubble Space Telescope (HST) archive data, both from the Hubble Frontier Fields in the F435W, F606W, F814W, and F105W bands, and from a mosaic of images in the F606W and F814W bands. The spatial distribution of the ICL was determined with our new wavelet-based software, DAWIS. The GLFs were extracted in the F606W and F814W bands, with a statistical subtraction of the background, and fit with Schechter functions. The galaxy orientations in the filaments were estimated with SExtractor after correction for the point spread function. Results. We detect a large amount of ICL in the cluster core, but no IFL in the cosmic filament. The fraction of ICL in the core peaks in the F606W filter before decreasing with wavelength. Though relatively noisy, the GLFs in the filament are notably different from those of field galaxies, with a flatter faint end slope and an excess of bright galaxies. We do not detect a significant alignment of the galaxies in the filament region analyzed. 2019 A. Ellien et al.",Excluded
1287,"Thyroid radiation doses during radioimmunotherapy of CEA-expressing tumours with 131I-labelled monoclonal antibodies A number of radioimmunotherapy (RAIT) trials with iodinated antibodies have shown a high variability in the radiation doses to the thyroid. Therefore, the aim of this study was to evaluate which factors influence these thyroid doses during RAIT with 131iodinated monoclonal anti-carcinoembryonic antigen (CEA) antibodies. Data from 36 patients with CEA-expressing tumours were analysed. The patients underwent RAIT with the 131I-labelled IgG1 anti-CEA antibody, MN-14 (Ka = 10(9) l mol-1) or its F(ab')2 fragment (activity range 45.8-220.0 mCi). The thyroid was blocked with 120 mg iodine (lugol's orSSKI solution) and 400 mg perchlorate per day, starting 1 day prior to the first study. Blood clearance and molecular composition of labelled plasma compounds were determined by blood sampling and size-exclusion high-performance liquid chromatography analysis. The cumulated activities of tissues were determined from daily imaging and blood clearance data. Doses were derived from the MIRD scheme. Thyroid radiation doses showed a high variability, between 1.2 and 37.7 cGy mCi-1 (mean +/- S.D.: 11.1 +/- 8.3 cGy mCi-1), corresponding to absolute doses between 2.5 and 43.6 Gy. However, the maximal iodine uptake in the thyroid was 2.4 +/- 1.9 microCi mCi-1 (range 0.2-10.0 microCi mCi-1), which was less than 1% of the injected activity, indicating that more than 99% of the thyroid was blocked in all cases. No correlation was found between these thyroid doses and conditions leading to an enhanced exposure to free radioiodine, such as unbound I- in the mAb preparation, rapid metabolic breakdown of the labelled antibody due to human anti-mouse antibodies (HAMA), or immune complex formation with circulating antigen. However, a relationship between the thyroid doses and the patients' compliance in taking their Lugol's and perchlorate blocking medications, as well as to a relatively high variability in the biological half-life of the iodine in the thyroid (range from 31.1 h to virtual infinity), is indicated. No rising TSH titres or other signs of (latent) hypothyroidism were seen in these patients during a 2 year follow-up period. Longer follow-up was not possible because of the terminal condition of most of the patients. These data show that thyroid doses in an appropriately blocked individual given a standard, non-myeloablative dose of RAIT, are generally lower than those assumed to be required to cause late hypothyroidism. Even if higher activities are used, potential hypothyroidism may be overcome easily by hormone replacement. Thyroid doses are independent of parameters leading to an enhanced exposure of the thyroid to free radioiodine, suggesting that patient compliance in taking their blocking medication may be the most crucial factor for reducing thyroid doses in RAIT with 131I-labelled antibodies.",Excluded
60,"Comparison of the Demarcation Line on ASOCT After Simultaneous LASIK and Different Protocols of Accelerated Collagen Crosslinking: A Bilateral Eye Randomized Study PURPOSE: To compare the demarcation line depth after 2 different protocols of simultaneous laser in situ keratomileusis and collagen crosslinking (LASIK Xtra)., METHODS: Twenty-three patients receiving bilateral LASIK Xtra were included in this comparative interventional study. The corneal stroma was soaked with 0.22% riboflavin for 90 seconds before flap repositioning. One eye was then randomized to receive either 18 mW/cm of ultraviolet A irradiation for 120 seconds or for 180 seconds, whereas the fellow eye received the other irradiation duration. The demarcation line on anterior-segment optical coherence tomography and grading of corneal haze on slit lamp were compared at postoperative month 1., RESULTS: The average age was 29.0 +/- 8.2 years. There was no statistical difference in preoperative spherical equivalent refraction (P > 0.05). At postoperative 1 month, a well-defined demarcation line was visible in 74% and 70% in the 2- and 3-minute groups, respectively. The demarcation line depth was 282 +/- 51 mum and 284 +/- 43 mum, respectively (P = 1), and the ratio of the demarcation line depth to the postoperative central corneal thickness was 0.69 +/- 0.13 and 0.72 +/- 0.10 (P = 0.61). There was no difference in the percentage of eyes with grade 1 or 2 corneal haze (P = 0.76)., CONCLUSIONS: The depth of the demarcation line was the same after receiving 18-mW/cm irradiation for either 2 or 3 minutes. The amount of early postoperative corneal haze was also similar. We postulate that there was lack of oxygen in the corneal tissue to fuel the photochemical reaction despite given additional time.",Excluded
2859,"Intensity-modulated radiotherapy versus three-dimensional conformal radiotherapy for stage I-II natural killer/T-cell lymphoma nasal type: Dosimetric and clinical results Background: This study was to compare radiotherapy treatment planning and treatment outcomes following three-dimensional conformal radiotherapy (3DCRT) and intensity-modulated radiotherapy (IMRT) in stage I-II natural killer (NK)/T-cell lymphoma. Method(s): The cases of 94 patients with stage I-II NK/T-cell lymphoma, nasal type in the upper aerodigestive tract who treated between May 2005 and Dec 2008 were reviewed. These patients received radiotherapy with or without induction chemotherapy. Definitive radiotherapy was conducted using 3DCRT in 47 patients and IMRT in the other 47 patients with a regional field and a total dose of 50 Gy. Dosimetric pmeters of radiation treatment plans, local control probability (LCP), overall survival (OS), and toxicities were analyzed and compared between 3DCRT and IMRT. Result(s): From the dosimetric analysis, IMRT demonstrated significantly better dose coverage and homogeneity than 3DCRT. However, after a median follow-up of 46 months, IMRT was not associated with improvements in 4y-OS (80.9% for 3DCRT vs. 82.7% for IMRT, p=0.87) or 4y-LCP (86.3% for 3DCRT vs. 88.9% for IMR p=0.85). Of the 18 patients who received cervical lymph node irradiation, those in the IMRT group received a lower mean parotid dose. Furthermore, at-risk organs were strictly kept within the safe dose range in both groups, and no severe late toxicity was observed. Conclusion(s): IMRT provided better dose coverage than 3DCRT, although it failed to provide LCP and OS benefits. Definitive radiotherapy with a regional field and a total dose of 50 Gy is efficient and safe for NK/T-cell lymphoma using either IMRT or 3DCRT. However, IMRT may have the potential to reduce parotid gland hypofunction following cervical irradiation. © 2013 Shen et al.; licensee BioMed Central Ltd.",Excluded
