Unnamed: 0,titleabstract,decision,prediction
10,"A histological and ultrastructural study of the skin of rainbow trout (Oncorhynchus mykiss) alevins exposed to different levels of ultraviolet B radiation. The current study was conducted to evaluate the effects of UV-B radiation on survival rate and histopathological changes in the skin structure and ultrastructure in rainbow trout (Oncorhynchus mykiss) alevins. In laboratory dark conditions, newly hatched rainbow trout alevins were exposed to two different doses of UV-B radiation (high dose: HD: 94.83 muW cm(-2)) and (low dose: LD: 68.75 muW cm(-2)) for 9 days (time of exposure: 15 min per day), whereas specimens kept in darkness served as a control group. At the end of the experiment, alevins exposed to HD-UVB had the lowest survival rate (43.9 +/- 0.9%), whereas fish exposed to LD-UVB showed intermediate values (73.6 +/- 0.4%) with regard to the control group (91.2 +/- 0.2%). Light microscopic and scanning electron microscopic studies revealed necrosis, sunburned cells, epidermis lifting of the epidermis, reduced number of mucous cells, degeneration of mucous cells and destruction of pavement cell microridges in both UV-B exposed groups. Hemorrhage and inflation in the meningeal layer of the brain were also observed in 17% and 42% of fish exposed to LD- and HD-UVB, respectively.",Excluded,0.107635334
11,"Hydrophobicity and conformational change as mechanistic determinants for nonspecific modulators of amyloid beta self-assembly. The link between many neurodegenerative disorders, including Alzheimer's and Parkinson's diseases, and the aberrant folding and aggregation of proteins has prompted a comprehensive search for small organic molecules that have the potential to inhibit such processes. Although many compounds have been reported to affect the formation of amyloid fibrils and/or other types of protein aggregates, the mechanisms by which they act are not well understood. A large number of compounds appear to act in a nonspecific way affecting several different amyloidogenic proteins. We describe here a detailed study of the mechanism of action of one representative compound, lacmoid, in the context of the inhibition of the aggregation of the amyloid beta-peptide (Abeta) associated with Alzheimer's disease. We show that lacmoid binds Abeta(1-40) in a surfactant-like manner and counteracts the formation of all types of Abeta(1-40) and Abeta(1-42) aggregates. On the basis of these and previous findings, we are able to rationalize the molecular mechanisms of action of nonspecific modulators of protein self-assembly in terms of hydrophobic attraction and the conformational preferences of the polypeptide.",Excluded,0.10194043
12,"CT perfusion in acute ischemic stroke: a comparison of 2-second and 1-second temporal resolution. BACKGROUND AND PURPOSE: CT perfusion data sets are commonly acquired using a temporal resolution of 1 image per second. To limit radiation dose and allow for increased spatial coverage, the reduction of temporal resolution is a possible strategy. The aim of this study was to evaluate the effect of reduced temporal resolution in CT perfusion scans with regard to color map quality, quantitative perfusion parameters, ischemic lesion extent, and clinical decision-making when using DC and MS algorithms.MATERIALS AND METHODS: CTP datasets from 50 patients with acute stroke were acquired with a TR of 1 second. Two-second TR datasets were created by removing every second image. Various perfusion parameters (CBF, CBV, MTT, TTP, TTD) and color maps were calculated by using identical data-processing settings for 2-second and 1-second TR. Color map quality, quantitative region-of-interest-based perfusion measurements, and TAR/NVT lesions (indicated by CBF/CBV mismatch) derived from the 2-second and 1-second processed data were statistically compared.RESULTS: Color map quality was similar for 2-second versus 1-second TR when using DC and was reduced when using MS. Regarding quantitative values, differences between 2-second and 1-second TR datasets were statistically significant by using both algorithms. Using DC, corresponding tissue-at-risk lesions were slightly smaller at 2-second versus 1-second TR (P < .05), whereas corresponding NVT lesions showed excellent agreement. With MS, corresponding tissue-at-risk lesions showed excellent agreement but more artifacts, whereas NVT lesions were larger (P < .001) compared with 1-second TR. Therapeutic decisions would have remained the same in all patients.CONCLUSIONS: CTP studies obtained with 2-second TR are typically still diagnostic, and the same therapy would have been provided. However, with regard to perfusion quantitation and image-quality-based confidence, our study indicates that 1-second TR is preferable to 2-second TR.",Excluded,0.10700004
13,"Side effects of transcranial magnetic stimulation biased task performance in a cognitive neuroscience study. Transcranial magnetic stimulation (TMS) is increasingly used as a research tool for functional brain mapping in cognitive neuroscience. Despite being mostly tolerable, side effects of TMS could influence task performance in behavioural TMS studies. In order to test this issue, healthy subjects assessed the discomfort caused by the stimulation during a verbal working memory task. We investigated the relation between subjective disturbance and task performance. Subjects were stimulated during the delay period of a delayed-match-to-sample task above cortical areas that had been identified before to be involved in working memory. Task performance and subjective disturbance due to side effects were monitored. The subjects' grade of discomfort correlated with the error rates: the higher the discomfort, the more errors were made. Conclusively, TMS side effects may bias task performance in cognitive neuroscience studies and may thereby lead to misinterpretation of results. We emphasize the importance of controlling side effects of the stimulation as a source of biasing effects in TMS studies.",Excluded,0.10278639
14,[Syringomyelia and intra-rachidian fluids. X. Rachidian fluid stasis],Excluded,0.10863014
15,[Technic and Possibilities of Gamma Encephalography],Excluded,0.5532324
16,"High levels of enhanced reactivation of herpes simplex virus in skin fibroblasts from various hereditary cancer-prone syndromes. The dose response of the enhanced reactivation (ER) of herpes simplex virus type 1 has been studied in UV-irradiated normal human skin fibroblasts and fibroblasts from the following hereditary cancer-prone syndromes: retinoblastoma, aniridia, polyposis coli, neurofibromatosis type 1 and 2, dysplastic nevus syndrome, Von Hippel-Lindau syndrome, multiple endocrine neoplasia type 2, and Bloom's syndrome. Surprisingly, much higher levels of ER were observed in all these genetically heterogeneous hereditary disorders than in normal human skin fibroblasts. These results suggest that loss of one allele of putative tumor suppressor genes may activate cellular processes that result in the induction of the ER response, and they support our previous observation suggesting that ER may somehow be related to the process of carcinogenesis (P. J. Abrahams et al., Cancer Res., 48: 6054-6057, 1988).",Excluded,0.11174486
17,"AMPA silencing is a prerequisite for developmental long-term potentiation in the hippocampal CA1 region. AMPA (alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) unsilencing is an often proposed expression mechanism both for developmental long-term potentiation (LTP), involved in circuitry refinement during brain development, and for mature LTP, involved in learning and memory. In the hippocampal CA3-CA1 connection naive (nonstimulated) synapses are AMPA signaling and AMPA-silent synapses are created from naive AMPA-signaling (AMPA-labile) synapses by test-pulse synaptic activation (AMPA silencing). To investigate to what extent LTPs at different developmental stages are explained by AMPA unsilencing, the amount of LTP obtained at these different developmental stages was related to the amount of AMPA silencing that preceded the induction of LTP. When examined in the second postnatal week Hebbian induction was found to produce no more stable potentiation than that causing a return to the naive synaptic strength existing prior to the AMPA silencing. Moreover, in the absence of a preceding AMPA silencing Hebbian induction produced no stable potentiation above the naive synaptic strength. Thus this early, or developmental, LTP is nothing more than an unsilencing (dedepression) and stabilization of the AMPA signaling that was lost by the prior AMPA silencing. This dedepression and stabilization of AMPA signaling was mimicked by the presence of the protein kinase A activator forskolin. As the relative degree of AMPA silencing decreased with development, LTP manifested itself more and more as a ""genuine"" potentiation (as opposed to a dedepression) not explained by unsilencing and stabilization of AMPA-labile synapses. This ""genuine,"" or mature, LTP rose from close to nothing of total LTP prior to postnatal day (P)13, to about 70% of total LTP at P16, and to about 90% of total LTP at P30. Developmental LTP, by stabilization of AMPA-labile synapses, thus seems adapted to select synaptic connections to the growing synaptic network. Mature LTP, by instead strengthening existing stable connections between cells, may then create functionally tightly connected cell assemblies within this network.",Excluded,0.10536814
18,"High-dose chemotherapy with stem cell rescue as initial therapy for anaplastic oligodendroglioma. Purpose: Anaplastic oligodendroglioma is a chemosensitive glial neoplasm. To improve disease control and postpone cranial radiotherapy, we designed a phase II study of intensive procarbazine, lomunstine and vincristine followed by high-dose thiotepa with autologous stem cell rescue for patients with newly diagnosed anaplastic or aggressive oligodendroglioma. Patients and Methods: Sixty-nine patients with a median age of 42 (range: 18-67) and a median Karnofsky Performance Score of 90 (range: 70-100) were enrolled. Sixteen patients had a prior diagnosis of low-grade oligodendroglioma and 16 had mixed oligoastrocytoma pathology. Only patients with demonstrably chemosensitive enhancing tumors or those free of enhancing tumor after surgery and induction therapy were eligible to receive high-dose thiotepa. Result(s): Thirty-nine patients (57%) completed the transplant regimen; their estimated median progression-free survival is 69 months and median overall survival has not been reached. Twelve transplanted patients (31 %) relapsed. Neither histology nor prior low-grade oligodendroglioma correlated with relapse; however, persistent non-enhancing tumor at transplant conferred an increased risk of relapse (p = 0.028). The transplant regimen was well-tolerated; median hospital stay was 20 days (range: 7-43) with a median time to ANC and platelet engraftment of 10 days. Thirty patients (43%) did not receive high-dose thiotepa because of stable or progressive disease (n = 21), excessive toxicity (n = 4), refusal of further therapy (n = 2), failure to obtain insurance coverage (n = 2), or other (n - 1). No treatment-related or long-term neurotoxicity was seen in the transplanted patients. Conclusion(s): High-dose chemotherapy with stem cell rescue as initial treatment for anaplastic oligodendroglioma is feasible and associated with prolonged tumor control in some patients.",Excluded,0.1027991
19,"Treatment for primary CNS lymphoma: the next step. PURPOSE: The use of preradiotherapy (RT) methotrexate (MTX) has improved disease control and survival in patients with primary CNS lymphoma (PCNSL). The reported protocol was designed to optimize and enhance the chemotherapeutic component of treatment.PATIENTS AND METHODS: Fifty-two patients were treated with five cycles of high-dose MTX 3.5 g/m(2), procarbazine 100 mg/m(2)/d, and vincristine 1.4 mg/m(2). Thirty patients received whole-brain RT (45 Gy). Twenty-two older patients deferred RT to diminish the risk of delayed neurotoxicity; these patients are compared with 12 older patients who completed the entire treatment regimen. Most patients (n = 35) received high-dose cytarabine after RT.RESULTS: Objective response rate to the induction chemotherapy regimen was 90%; overall median survival is 60 months. Grade 3 or 4 myelosuppression was seen in 30 patients, primarily in association with cytarabine; grade 3 nephrotoxicity due to MTX was seen in two patients. Older patients had similar median survival with or without the addition of RT: 32 versus 33 months, respectively. However, late neurotoxicity was significantly more common in those older patients who received RT (P: =.00004). Patients younger than 60 years who received the complete treatment regimen have not reached median disease-free or overall survival.CONCLUSION: Increasing the dose of MTX and adding procarbazine and vincristine improved disease control and overall survival in patients with newly diagnosed PCNSL. Younger patients in particular fared extremely well with this treatment regimen. In older patients, deferring whole-brain RT did not compromise overall survival but did reduce treatment-related toxicity.",Excluded,0.10429785
20,"Demographics and outcome of meningioma patients treated in a tertiary care center in the middle east. INTRODUCTION: Meningioma is the most frequently diagnosed intracranial primary brain tumor. Many risk and prognostic factors have been previously reported from various centers in different parts of the world. To our knowledge, data from the Middle East region is lacking. We set to study the risk factors and outcomes of meningioma patients treated in a multidisciplinary tertiary-care center in the Middle East treating patients from the entire region. MATERIAL AND METHODS: Patients with pathologic diagnosis of meningioma from January 2005 to December 2015 at the American Univeristy of Beirut Medical Center (AUBMC) were included. Baseline demographics and risk factors were retrospectively collected and reviewed. Follow up and current disease status were then collected from the patients' charts and updated by a specific questionnaire phone call interviews done by a third party. RESULT(S): Two-hundred and seven patients were analyzed. The mean overall survival (OS) and Progression free survival (PFS) for the entire cohort was 81 and 30 months respectively. Patients' area of residence (city VS country side), occupation, alcohol use, oral contraceptive use, family history of meningioma, previous head trauma, exposure to radiation head/brain imaging, cell phone use, and finally their current meningioma's Ki-67 stain were examined in univariate analysis and found not to correlate with survival outcome. On the other hand, high BMI (>25), male gender, intermediate/high grade and subtotal resection were significant predictors of worse OS. Multivariate analysis showed that subtotal resection and intermediate/high grade tumors were significant independent predictors of poor survival. CONCLUSION(S): In conclusion, our findings coincide with other results reported in the literature from other regions. Complete surgical resection and low-grade disease remain the two most important prognostic factors for patients diagnosed with meningioma.",Excluded,0.112862386
21,"Clinical outcome after fractionated radiation therapy for pituitary adenoma. Purpose/Objective(s): Pituitary tumors are relatively uncommon. Primary goals of treatment include normalization of hormonal level and improving visual or neurological symptoms. Surgery, medical treatment, irradiation, or combination of these modalities is used to achieve these goals. The purpose of this analysis is to determine the clinical outcome of pituitary adenoma treated with fractionated external beam radiation therapy. Materials/Methods: This is a retrospective analysis of pituitary adenoma treated at our center between 2006 and 2014. A total of 88 patients with biopsy-proven adenomas were identified. Median age at diagnosis was 38 years (18-79 years) and 49 patients (56%) were males. Majority of tumors were marcoadenoma (87%). Presenting symptoms were mainly hormonal disturbance in 43 patients (49%), visual defects in 29 patients (33%) and headache in 21 patients (23%). Prolactinomas were the most common secretory adenoma in 22 patients (51%), followed by growth hormone secreting adenomas in 15 patients (35%) and ACTH-secreting tumors in 5 patients (12%), while one patient had TSH-secreting adenoma. The cohort follow up time reached 87 months (mean; 32 months). The primary endpoints are clinical and biochemical control. Result(s): Thirteen patients lost to follow up, therefore 75 patients were included in the final analysis. Surgery was the primary treatment modality in 70 patients (93%).While medical treatment was used for inoperable or hormonal secreting adenoma in 30 patients (40%). Fractionated radiation therapy was delivered to 28 patients (37%), indications for radiation were symptomatic, incompletely resected tumors (16 patients) or persistent hypersecretion (12 patients). For secretory tumors the median radiation dose was 52Gy (50-54Gy), and lower dose was delivered for non-secretory adenoma; mean 50Gy (45-52Gy). For patients received radiation therapy, the tumor control rate is 75% for non-functioning adenomas, and 69% for functioning adenomas. Conclusion(s): Pituitary adenoma is a slow growing benign tumor; however devastating effect can result from neurological deficits or hormonal imbalance. Our results reveal that functioning adenomas carry worse prognosis. Fractionated radiation therapy, as an adjunct to surgery and medical treatment, offers good clinical and biochemical control for pituitary adenoma. More aggressive multimodal approach and incorporation of new radiation technique may help to achieve better clinical outcome.",Included,0.70053035
22,Extra-oral craniofacial endosseous implants and radiotherapy. This paper discusses the use of extra-oral endosseous craniofacial implant (EOECI) therapy in irradiated bone. The survival rate of EOECIs in irradiated bone is reviewed and the controversy over the optimal time prior to place implants is described. The advantages and disadvantages of pre- and post-implant radiotherapy are addressed. The EOECI rehabilitation and osteoradionecrosis and the evidence of the potential role of hyperbaric oxygen are reviewed. Strategies for improving the clinical outcome of EOECIs are suggested. [References: 60],Excluded,0.10292905
23,"Intrathecal sICAM-1 production in multiple sclerosis Correlation with triple dose Gd-DTPA MRI enhancement and IgG index. In this study the aim was to evaluate the intrathecal sICAM-1 production in multiple sclerosis (MS) patients during relapse and remission. In addition to this, we assessed whether there is a correlation between intrathecal sICAM-1 production and other disease activity markers such as IgG index and gadolinium enhancement in magnetic resonance imaging (MRI). Twenty four relapsing- remitting MS patients were included in the study. Serum and cerebrospinal fluid (CSF) samples were obtained both during relapse and remission. The soluble form of ICAM (sICAM) was measured by the ELISA method in serum and CSF. Cranial MRI with triple dose gadolinium injection was performed for each patient both during relapse and remission. Serum levels of sICAM-1 (245.23+/-92.88 ng/ml) were higher during relapse than those in remission (219.90+/-110.94 ng/ml), but the difference was not statistically significant. In relapse periods CSF levels of sICAM-1 (1.304+/-0.92 ng/ml) were higher than those in remission (1.06+/-0.86 ng/ml), but this was not significant. However, during relapse periods patients had significantly higher sICAM-1 index values (1.76+/-0.60) than those found during remission periods (1.01+/-0.44) (p<0.05). The IgG index values were higher in relapse periods than in remission (0.88+/-0.37 vs. 0.67+/-0.28) (p<0.005). On T1 weighted images following triple dose Gd injection, at least two or more enhancing lesions were present in 22/24 of the patients (91 %) in relapse and 4/24 of the patients (19 %) in remission. There was strong correlation both between the sICAM-1 index and Gd enhancement (r=0.72 p<0.05) and sICAM-1 index and IgG index in relapse (r=0.69 p<0.05). In conclusion, there is association between high sICAM-1 and IgG indices, as well as between high sICAM-1 index and Gd enhancing MRI lesions in relapsing MS patients.",Excluded,0.10473505
24,"Patch-basis electrocortical source imaging in epilepsy. In this study, we developed numerical methods for investigating the sources of epileptic activity from intracranial EEG recordings acquired from intracranial subdural electrodes (iEEG) in patients undergoing pre-surgical evaluation at the epilepsy center of the Mayo Clinic (Rochester, MN). The data were analyzed using independent component analysis (ICA), which identifies and isolates maximally independent signal components in multi-channel recordings. A realistic individual head model was constructed for a patient undergoing pre-surgical evaluation. Structural models of gray matter, white matter, CSF, skull, and scalp were extracted from pre-surgical MR and post-surgical CT images. The electromagnetic source localization forward problem was solved using the Boundary Element Method (BEM). Source localization was performed using the Sparse Bayesian Learning (SBL) algorithm. The multiscale patch-basis source space constructed for this purpose includes a large number of dipole elements on the cortical layer oriented perpendicular to the local cortical surface. These source dipoles are combined into overlapping multi-scalepatches. Using this approach, we were able to detect seizure activity on sulcal walls and on gyrus of the cortex.",Excluded,0.102123685
25,"Association of 1p/19q Codeletion and Radiation Necrosis in Adult Cranial Gliomas After Proton or Photon Therapy. PURPOSE: To analyze the incidence of and risk factors for clinically significant radiation necrosis (cRN) in adult cranial oligodendrogliomas and astrocytomas treated with proton or photon therapy.METHODS AND MATERIALS: Between 2007 and 2015, 160 patients with grade 2 or 3 oligodendrogliomas (with 1p/19q codeletion, n = 53) or astrocytomas (without 1p/19q codeletion, n = 107) were treated with proton (n = 37) or photon (n = 123) therapy. Clinically significant radiation necrosis (RN) was defined as symptomatic RN or asymptomatic RN that resulted in surgery or bevacizumab administration. The cumulative incidence was calculated using competing risks. Risk factors were identified using Cox proportional hazards.RESULTS: After a median follow-up period of 28.5 months, cRN developed in 18 patients (proton, 6; photon, 12). The 2-year cumulative incidence of cRN for proton and photon therapy was 18.7% (95% confidence interval [CI], 7.5%-33.8%) and 9.7% (95% CI, 5.1%-16%), respectively (P = .16). On multivariate analysis, risk factors for cRN included oligodendroglioma (hazard ratio [HR], 3.57; 95% CI, 1.38-9.25; P = .009) and higher prescription dose (in gray relative biological equivalents [GyRBE]) (HR, 1.30; 95% CI, 1.05-1.61; P = .015). The 2-year cumulative incidence of cRN in oligodendrogliomas and astrocytomas was 24.2% and 6.2%, respectively (P = .01). The relative volume (percentage) of brain receiving 60 GyRBE was a significant dosimetric predictor of cRN in oligodendrogliomas (HR, 1.11; 95% CI, 1.03-1.20; P = .005).CONCLUSIONS: The study showed that 1p/19q codeleted oligodendroglioma was a significant risk factor associated with cRN and the relative volume (percentage) of brain receiving 60 GyRBE was an important dosimetric predictor of cRN for oligodendroglioma patients. There is insufficient evidence at this time to conclude a significant difference in the incidence of cRN between proton and photon therapy.",Excluded,0.80656654
