,titleabstract,decision
2250,Choline acetyltransferase level in cyclic AMP and x-ray induced morphologically differentiated neuroblastoma cells in culture,Excluded
669,"Carbenoxolone impairs LTP and blocks NMDA receptors in murine hippocampus Effects of the gap junction blocker carbenoxolone (CBX) on tetanus- and taurine-induced long-term potentiation (LTP) were studied on Schaffer collateral-CA1 field excitatory postsynaptic potentials (fEPSPs) in mouse hippocampal slices. Preincubation with 10 microM CBX reduced the amount of LTP induced by weak theta-burst stimulation (TBS) or a single train of stimuli (HFS; 1s at 100 Hz), but did not affect LTP induced by 30-min perfusion with 10 mM taurine. Incubation with 50-100 microM CBX 15 min before HFS or TBS abolished tetanus-induced LTP. At 100 microM CBX, the concentration that is used for the blockade of gap junctions in vitro, a long-lasting depression of fEPSPs was observed which persisted under the blockade of NMDA receptors, and receptors for corticosteroids. A similar depression was produced by the CBX inactive analogue glycyrrhizic acid and the broad spectrum calcium channel antagonist ruthenium red. Whole-cell patch-clamp recordings from acutely isolated CA1 pyramidal neurons showed that CBX exerts a selective dose-dependent inhibition of NMDA-evoked currents with an IC(50)=104 microM. Thus the widely used gap junction uncoupler CBX acts as an antagonist at NMDA receptors and consequently impairs the induction of LTP.",Excluded
2220,Radiosurgery and microsurgery for AVMs,Included
3245,[Histologic studies of regeneration of the inferior alveolar nerve following neurotomy and irradiation],Included
1101,"Determination of the integral dosis in CT of the cranium by measuring the cerebral radiation exposure. [German] To estimate risks involved in x-ray diagnosis, it is useful to employ the concepts of organ dose and integral dose, whereas the surface dose should be considered as unsuitable. Although the methods of measurements differ from each other, they can lead to comparable results, as is demonstrated in this article, eg, for computerised tomography of the skull.",Excluded
1176,"Management of patients who have undergone head and neck cancer therapy Patients who undergo treatment for head and neck cancers often suffer from acute or late reactions to therapy. Severity of these oral complications may be based on the location and extent of tumor, as well as the type and extent of treatment. Some complications are transient, whereas others require a lifetime of management secondary to damage that results in permanent dysfunction. Patients who have a history of head and neck cancers are also at an increased risk for recurrences or second malignancies, and therefore require close follow-up. Dental professionals should provide preventive and supportive care, including education and symptom management, for patients experiencing oral complications related to cancer therapy, and should closely monitor patients' level of distress, ability to cope, and treatment response. [References: 143]",Excluded
1008,"Pomegranate supplementation improves affective and motor behavior in mice after radiation exposure Currently, NASA has plans for extended space travel, and previous research indicates that space radiation can have negative effects on cognitive skills as well as physical and mental health. With long-term space travel, astronauts will be exposed to greater radiation levels. Research shows that an antioxidant-enriched diet may offer some protection against the cellular effects of radiation and may provide significant neuroprotection from the effects of radiation-induced cognitive and behavioral skill deficits. Ninety-six C57BL/6 mice (48 pomegranate fed and 48 control) were irradiated with proton radiation (2 Gy), and two-month postradiation behaviors were assessed using a battery of behavioral tests to measure cognitive and motor functions. Proton irradiation was associated with depression-like behaviors in the tail suspension test, but this effect was ameliorated by the pomegranate diet. Males, in general, displayed worse coordination and balance than females on the rotarod task, and the pomegranate diet ameliorated this effect. Overall, it appears that proton irradiation, which may be encountered in space, may induce a different pattern of behavioral deficits in males than females and that a pomegranate diet may confer protection against some of those effects.",Included
135,Breast carcinoma: Radiotherapy and topotecan in brain metastases. [German],Included
3348,"Additional radiation exposure and fluoroscopy time in patients treated for tandem occlusions in the anterior circulation - A matched-pair analysis Background: Since radiation exposure in interventional radiology is of growing interest and the number of performed endovascular stroke treatments (EST), i. e. mechanical thrombectomy (MT)-is increasing, the demand of dose reference levels (DRL) is growing. This study was performed to quantify the additional radiation exposure (RE) and fluoroscopy time (FT) needed in patients treated for a tandem occlusion in the anterior circulation compared to patients without a preceding carotid artery occlusion or stenosis receiving EST. Method(s): Retrospective analysis of a prospectively maintained stroke database of a comprehensive stroke center focusing on the RE (as per dose area product in muGy*m2, median [IQR]), procedure and FT (in minutes, median [IQR]) in patients receiving carotid artery stenting (CAS) and MT in the anterior circulation ischemic stroke. Patients who received CAS and MT were matched with patients needing only MT according to number of thrombectomy maneuvers, location of intracranial occlusion, mode of anesthesia, gender and age (order of decreasing priority). Ergebnisse: Overall 236 patients (n = 118 in each group) have been included in this analysis. Additionally to matching criteria, there was no significant difference in patient's pre-morbid degree of disability (as per modified Rankin Scale), initial severity of stroke symptoms (as per National Institutes of Health Stroke Scale), and administration of i. v. rtPA or time from stroke onset to groin puncture in patients with known symptom onset. Procedure times (CAS+: 121 [80-176]; CAS-: 66 [45-106]), fluoroscopy times (CAS+: 57 [37-88]; CAS-: 3 2 [20-53]) as well as radiation exposure (CAS+: 19042 [13603-28722]; CAS-: 12379 [9307-18969]) were significantly higher in patients receiving CAS (all p-values: <0.0001). This is a relative median increase of radiation exposure of 53.8% and a relative increase of 78.2% of fluoroscopy time. Conclusion(s): As expected, patients treated for tandem occlusions receiving carotid artery stenting and intracranial mechanical thrombectomy have a massive increase of radiation exposure and fluoroscopy time compared to patients treated for intracranial large vessel occlusion only. This circumstance should be considered, when dose reference levels are compared.",Excluded
2433,"Long-term efficacy of <sup>90</sup>Y-DOTATATE in patients with nonresectable pancreatic and small bowel neuroendocrine neoplasms Aim: To determine the efficacy of <sup>90</sup>Y [DOTA<sup>0</sup>, D-Phe<sup>1</sup>, Tyr<sup>3</sup>]-octreotate (DOTATATE) in 67 patients with pancreatic and small bowel neuroendocrine tumors (NETs). Patients & methods: The primary efficacy end point was overall survival (OS) and secondary end points were progression-free survival (PFS) and tumor response. Result(s): Median PFS in pancreatic and small bowel NETs was 25 and 28 months, respectively, and median OS was 42 and 38.5 months, respectively. No intergroup differences in median OS (p = 0.945) or PFS (p = 0.174) were found, also after adjustment for tumor origin, secretory status and grade, and patient's gender. Conclusion(s): <sup>90</sup>Y-DOTATATE may have similar efficacy in pancreatic and small bowel NETs. Better WHO performance status at baseline seems to be associated with more favorable outcomes. Copyright © 2016 Future Medicine Ltd.",Excluded
1641,"White matter microstructure abnormalities in patients with dominant optic atrophy and OPA1 mutations Introduction: Aim of this study was to assess abnormalities of white matter (WM) microstructure in patients affected by dominant optic atrophy (DOA) linked to OPA1 gene mutations, using tract-based spatial statistics (TBSS) analysis. Method(s): Using a 3.0 Tesla scanner, dual-echo and diffusion tensor (DT) MRI images were derived from 19 patients with DOA (10 females, mean age = 43 years, range = 22-64) and 20 sex- and agematched controls. A complete neurological and neuro-ophthalmologic examination was obtained in all patients. TBSS analysis was performed using FMRIB's Diffusion Toolbox. Result(s): Visual acuity was reduced in almost all patients, whereas none of the patients had extra-ocular neurological complications. Focal lesions in the brain WM were identified in ten patients. Three patients presented hyperintense optic nerve lesions on T2 weighted scans. Optic nerve and chiasm atrophy were detected in twelve patients. TBSS analysis showed that compared to controls, patients with DOA had significant lower mean diffusivity, axial and radial diffusivity in WM of the cerebellum, brainstem, thalamus, frontooccipital- temporal lobes, including the cingulum, corpus callosum, corticospinal tract and optic radiation bilaterally. No abnormalities of fractional anisotropy were detected. DT MRI measures were correlate with ganglion cell complex thickness. Conclusion(s): Patients with DOA linked to OPA1 gene mutations present diffuse WM microstructural abnormalities. Clinical expression of DOA could be influenced by the level of mithocondrial impairment and potential compensatory mechanisms, such as increased protein expression. Restricted water diffusion might be explained by a higher macromolecular water binding, due to increased molecular crowding and microviscosity.",Excluded
855,"The discovery and development of new potential antioxidant agents for the treatment of neurodegenerative diseases Introduction: Several neurodegenerative disorders (NDs) including Alzheimer's and Huntington's diseases have had associations with the oxidative process and free radical damage. Consequently, in past decades, several natural and synthetic antioxidants have been assessed as therapeutic agents but have shown limitations in bioavailability, metabolic susceptibility and permeability to the blood brain barrier. Given these issues, medicinal chemists are hard at work to modify/improve the chemical structures of these antioxidants, thereby improving their efficacy. Areas covered: In this review, the authors critically analyze several biological mechanisms involved in the generation of free radicals. Additionally, they analyze free radicals' role in the generation of oxidative stress and in the progression of many NDs. Further, the authors review a collection of natural and synthetic antioxidants, their role as free radical scavengers along with their mechanisms of action and their potential for preventing neurodegenerative diseases. Expert opinion: So far, preclinical studies on several antioxidants have shown promise for treating NDs, despite their limitations. The authors do highlight the lack of the adequate animal models for preclinical assessment and this does hinder further progression into clinical trials. Further studies are necessary to fully investigate the potential of these antioxidants as ND therapeutic options. © Informa UK, Ltd.",Excluded
2394,"Ca2+/calmodulin-binding peptides block phototransduction in Limulus ventral photoreceptors: evidence for direct inhibition of phospholipase C Phototransduction in Limulus photoreceptors involves a G protein-mediated activation of phospholipase C (PLC) and subsequent steps involving InsP3-mediated release of intracellular Ca2+. While exploring the role of calmodulin in this cascade, we found that intracellular injection of Ca2+/calmodulin-binding peptides (CCBPs) strongly inhibited the light response. By chemically exciting the cascade at various stages, we found the primary target of this effect was not in late stages of the cascade but rather at the level of G protein and PLC. That PLCdelta1 contains a calmodulin-like structure raised the possibility that PLC might be directly affected by CCBPs. To test this possibility, in vitro experiments were conducted on purified PLC. The activity of this enzyme was strongly inhibited by CCBPs and also inhibited by calmodulin itself. Our results suggest that the calmodulin-like region of PLC has an important role in regulating this enzyme.",Excluded
2709,"Direct regulation of CREB transcriptional activity by ATM in response to genotoxic stress Ataxia-telangiectasia (A-T) is a syndrome of cancer susceptibility, immune dysfunction, and neurodegeneration that is caused by mutations in the A-T-mutated (ATM) gene. ATM has been implicated as a critical regulator of cellular responses to DNA damage, including the activation of cell cycle checkpoints and induction of apoptosis. Although defective cell cycle-checkpoint regulation and associated genomic instability presumably contribute to cancer susceptibility in A-T, the mechanism of neurodegeneration in A-T is not well understood. In addition, although ATM is required for the induction of the p53 transcriptional program in response to DNA damage, the identities of the relevant transcription factors that mediate ATM-dependent changes in gene expression remain largely undetermined. In this article, we describe a signal transduction pathway linking ATM directly to the Ca(2+)/cAMP response element-binding protein, CREB, a transcription factor that regulates cell growth, homeostasis, and survival. ATM phosphorylated CREB in vitro and in vivo in response to ionizing radiation (IR) and H(2)O(2) on a stress-inducible domain. IR-induced phosphorylation of CREB correlated with a decrease in CREB transactivation potential and reduced interaction between CREB and its transcriptional coactivator, CREB-binding protein (CBP). A CREB mutant containing Ala substitutions at ATM phosphorylation sites displayed enhanced transactivation potential, resistance to inhibition by IR, and increased binding to CBP. We propose that ATM-mediated phosphorylation of CREB in response to DNA damage modulates CREB-dependent gene expression and that dysregulation of the ATM-CREB pathway may contribute to neurodegeneration in A-T.",Excluded
1395,Perquisite spin-off from twenty-two years of measuring background in the whole body counter steel room,Excluded
2913,"Prophylactic cranial irradiation in SCLC Prophylactic cranial irradiation (PCI) has well established place in therapy for patients with limited-disease small cell lung cancer who responded to treatment. The data from randomized trials document that PCI reduces brain metastases rate from approximately 60% to 30%, and increases 3-year overall survival by approximately 5%. Currently, the dose of 25 Gy in 10 fractions is considered as standard. In attempt to reduce neuropsychological sequelae attributable to PCI hippocampal sparing techniques are employed. The existing studies suggest the benefit of hippocampal sparing in limiting memory and higher neurocognitive function losses, but with a risk of failures in the spared region. Ongoing studies will further validate the role of hippocampal sparing, both in terms of toxicity reduction and metastases prevention. PCI for patients who have undergone resection for stage I small cell lung cancer (SCLC) is not recommended, PCI may be, however, associated with a favourable outcome in SCLC patients who have undergone complete surgery in stages II-III. The role of PCI in extensive-disease (ED) SCLC has been evolving. Most recent evidence indicate that PCI is controversial in ED patients with response to initial chemotherapy and absence of brain metastases confirmed by contrast-enhanced MRI. The patients who do not receive PCI, must, however, receive periodic MRI examination during follow-up, i.e., remain under active surveillance with access to radiotherapy at brain relapse. The assessment of safety and effectiveness of hippocampal-sparing PCI, with or without drug neuroprotection in consideration of diverse combinations of radiotherapy, chemotherapy and immunotherapy create a background for future directions of research. Copyright © Translational Lung Cancer Research. All rights reserved.",Excluded
3328,"Neuroprotective effect of liu wei di huang tang on adult hippocampal neurogenesis in mice OBJECTIVE To explore the effect and mechanisms of LW-AFC, a new formula derived from Liu Wei Di Huang Tang, on irradiation-induced reduction of mice adult hippocampal neurogenesis. METHODS C57BL/6J mice were randomly divided into seven groups (n=10): control group, LW-AFC group (1.6 g?kg<sup>-1</sup>), Liu Wei Di Huang Tang (LW) group (10 g-kg<sup>-1</sup>), brain derived neurotrophic factor (BDNF) group, irradiation group, irradiation+ LW group, and irradiation + LW-AFC group. Reduction of mice adult hippocampal neurogenesis was induced by cranial irradiation. LW-AFC was administered by oral gavage for 30 d after cranial irradiation treatment. Immunofluorescence and Nissl's staining were performed for histological morphology assessment. Bromodeoxyuridine (BrdU) staining was used in the detection of proliferation cells. The peripheral blood and hippocampal homogenate were collected to measure the content of tumor necrosis factor-a (TNF-alpha), interferon-gamma (INF-y), interleukin-1 (3 (IL-1(3), IL-4 and IL-10. The hippocampal homogenate was used for Western blot to detect the BDNFkappaB signal pathway, including extracellular regulated protein kinases1/2 (ERK1/2) and BDNF target protein. Morris water maze and new object recognition test were performed to examine the cognitive function of mice. The mice forced swimming and tail suspension test were used to assess alteration in depressive behavior. Long term potentiation was used to examine the synaptic plasticity change of mice. RESULTS Adult hippocampal neurogenesis was significantly reduced after irradiation of 20 Gray dose (10 Gray per day, total 2 d). LW-AFC treatment increased the BrdU number of irradiated mice (P<0.05). In Morris water maze test, LW-AFC group showed decreased escape latency in the learning period (P<0.05), while increased the number of crossing the platform in the memory period. LW-AFC can also reduce the immobility time of mice in the tail suspension test (P<0.01). CONCLUSION LW-AFC modulates adult neurogenesis to ameliorate cognitive impairment and reduce depressive behavior in radiation injury mice.",Included
3609,[A study of changes in the neuromuscular apparatus of the rat in chronic exposure to Mn54 and external gamma irradiation],Included
