,titleabstract,decision
1208,"Inhibition decorrelates visual feature representations in the inner retina. The retina extracts visual features for transmission to the brain. Different types of bipolar cell split the photoreceptor input into parallel channels and provide the excitatory drive for downstream visual circuits. Mouse bipolar cell types have been described at great anatomical and genetic detail, but a similarly deep understanding of their functional diversity is lacking. Here, by imaging light-driven glutamate release from more than 13,000 bipolar cell axon terminals in the intact retina, we show that bipolar cell functional diversity is generated by the interplay of dendritic excitatory inputs and axonal inhibitory inputs. The resulting centre and surround components of bipolar cell receptive fields interact to decorrelate bipolar cell output in the spatial and temporal domains. Our findings highlight the importance of inhibitory circuits in generating functionally diverse excitatory pathways and suggest that decorrelation of parallel visual pathways begins as early as the second synapse of the mouse visual system.",Excluded
1209,"Stereotactic drainage and Gamma Knife radiosurgery of cystic brain metastasis. Object. Treatment options for patients with brain metastasis include tumor resection, whole-brain radiation therapy, and radiosurgery. A single treatment is not useful in cases of multiple tumors, of which at least 1 is a cystic tumor. The purpose of this study was to assess the role of stereotactic drainage and Gamma Knife surgery (GKS) in the treatment of cystic brain metastasis. Methods. Between January 2001 and November 2005, 680 consecutive patients with brain metastases underwent GKS at our hospital, 30 of whom were included in this study (18 males and 12 females, mean age 60.6 +/- 11 years, range 38-75 years). Inclusion criteria were: 1) no prior whole-brain radiation therapy or resection procedure; 2) a maximum of 4 lesions on preoperative MR imaging; 3) at least 1 cystic lesion; 4) a Karnofsky Performance Scale score >= 70; and 5) histological diagnosis of a malignant tumor. Results. Non-small cell lung carcinoma was the primary cancer in most patients (19 patients [63.3%]). A single metastasis was present in 13 patients (43.3%). There was a total of 81 tumors, 33 of which were cystic. Ten patients (33.3%) were in recursive partitioning analysis Class I, and 20 (66.6%) were in Class II. Before drainage the mean tumor volume was 21.8 ml (range 3.8-68 ml); before GKS the mean tumor volume was 10.1 ml (range 1.2-32 ml). The mean prescription dose to the tumor margin was 19.5 Gy (range 12-25 Gy). Overall median patient survival was 15 months. The 1- and 2-year survival rates were 54.7% (95% confidence interval 45.3-64.1%) and 34.2% (95% confidence interval 23.1-45.3%). Local tumor control was achieved in 91.3% of the patients. Conclusions. The results of this study support the use of a multiple stereotactic approach in cases of multiple and cystic brain metastasis.",Excluded
1210,"New approaches in primary central nervous system lymphoma. Primary central nervous system lymphoma (PCNSL) has long been associated with an inferior prognosis compared to other aggressive non-Hodgkin's lymphomas (NHLs). However, during the past 10 years an accumulation of clinical experience has demonstrated that long-term progression-free survival (PFS) can be attained in a major proportion of PCNSL patients who receive dose-intensive consolidation chemotherapy and avoid whole brain radiotherapy. One recent approach that has reproducibly demonstrated efficacy for newly diagnosed PCNSL patients is an immunochemotherapy combination regimen used during induction that consists of methotrexate, temozolomide, and rituximab followed by consolidative infusional etoposide plus high-dose cytarabine (EA), administered in first complete remission (CR). Other high-dose chemotherapy-based consolidative regimens have shown efficacy as well. Our goal in this review is to update principles of diagnosis and management as well as data regarding the molecular pathogenesis of PCNSL, information that may constitute a basis for development of more effective therapies required to make additional advances in this phenotype of aggressive NHL.",Excluded
1211,"Ionising radiation has no influence on scrapie incubation period in mice. Scrapie has an early non-clinical stage when replication of agent occurs in lymphoreticular organs. Whole-body irradiation failed to alter the incubation or neuropathology of the disease. Many experiments were carried out with different strains of scrapie agent and host, doses and timing of irradiation. The results suggest that mitotically quiescent cells are involved in agent replication.",Excluded
1212,"Characterization of bone mineral crystals in horse radius by small-angle X-ray scattering. The size and the orientation of the bone salt (mineral) crystals in the cranial and caudal zones in the transverse midshaft section of the equine radius were investigated by small-angle X-ray scattering (SAXS). The results are interpreted as indicating that the crystals had an elongated shape with an average thickness of T = 3.17 +/- 0. 15 nm in the caudal region and T = 3.79 +/- 0.20 nm in the cranial region. Their orientation was predominantly in the longitudinal direction of the bone. There was no preferential orientation within the transverse plane. The distribution of tilt angles with respect to the longitudinal direction was determined directly from the SAXS data: the average angle was about 30 degrees for the cranial region and 45 degrees for the caudal region. Assuming that the needle-like crystals are parallel with the collagen fibrils, the angular distribution of the crystals is in good agreement with previous measurements of collagen orientation using circularly polarized light microscopy.",Excluded
1213,"Data collection procedures for bone marrow dosimetry in peptide receptor radionuclide therapy with 177Lu-DOTATATE on neuroendocrine tumors. Introduction: By medio 2012 Rigshospitalet has treated more than 60 patients with neuroendocrine tumors with 177Lu-Dotatate. Patients are scheduled for 4 treatments with 8-10 weeks in between. Cells in the red bone marrow are vulnerable to radiation and are together with the kidneys the organs at risk in patients undergoing 177Lu-Dotatate therapy. The effective dose given to the red bone marrow can be estimated from the calculated accumulated radioactivity in the blood. Aim(s): To described the procedure for collection of blood samples, measurement of radioactivity in the blood and for estimating the effective dose to bone marrow following 177Lu-Dotatate therapy. Method(s): At the first treatment a total of eight blood samples is collected at the following time points: 45, 90, 150 and 210 minutes, 8 and 24 hours, and 4 and 7 days after the administration of 177Lu-Dotatate. For the following three treatments no blood samples are collected at day 4 and 7, resulting in a total of six samples. The first four blood samples are drawn from a venflon or venipuncture in the opposite arm of the infusion of the radionuclide in order to avoid contamination of the samples. The exact time of sampling is recorded for all blood samples. The activity of Lu-177 in the blood is so high shortly after administration that even small sample volumes causes lack of accuracy due to the dead time of the counting apparatus. Therefore samples are stored for seven days before they are prepared for counting. Measurements during the development of the data collection procedure showed that the radioactivity was at least 1.5 greater in whole blood than in plasma. Measurement of radioactivity is therefore done on whole blood from which samples of 500 muL blood is taken. The amount of Lu-177 in the 500 muL blood samples (duplicate samples for every time point) is measured in a well counter (Canberra Cobra-II auto-gamma) using a 15-400 keV window and a counting time of 10 min which is sufficient for good count statistics. Based on the measured cpm/sample the Lu-177 concentration in the blood (Bq/ml) is calculated for every time point and the result are plotted in a time-activity graph. Conclusion(s): It is possible to measure accumulated radioactivity in the blood over time and thereby estimate the effective dose to the red bone marrow using a time-activity graph obtained from the described procedure.",Excluded
1214,Case 2: Pineal lymphoma,Excluded
1215,"Therapeutic perspectives for brain metastases in non-oncogene addicted non-small cell lung cancer (NSCLC): Towards a less dismal future?. Risk of brain metastases (BM) affects a remarkable number of non-small cell lung cancer (NSCLC) patients, impacting on their quality of life (QoL) and prognosis. While tyrosine-kinase inhibitors (TKIs) showed interesting intracranial control rates in oncogene-addicted NSCLC, BM still represent an unmet need for the counterpart without driver gene mutations. For these patients, new treatment options include anti-angiogenic drugs and immune-checkpoint inhibitors, possibly combined with standard chemotherapy, even though the benefit on BM has not been clearly defined. A multidisciplinary team including neurosurgeons, medical and radiation oncologists is needed in order to integrate systemic and loco-regional strategies at the right time point. Ad-hoc designed clinical trials are slowly emerging for previously treated patients with uncontrolled BM. The aim of this review is to offer a detailed and updated picture of possible approaches for non oncogene-addicted NSCLC patients having BM, in order to support clinicians in their daily practice. Copyright © 2018 Elsevier B.V.",Excluded
1216,"Transcranial magnetic stimulation treatment for epilepsy: can it also improve depression and vice versa?. Comorbidity with depression is an important determinant of the quality of life for patients with epilepsy. Antidepressant medications can effectively treat depression in epileptic patients, but drug-drug interactions and epileptogenic effects of these drugs pose therapeutic challenges. The mood-stabilizing effects of antiepileptic medications may not be sufficient to treat depression. Therefore, treatments that alleviate the burden of depression without increasing seizure risk or, better yet, with the possibility of improving seizure control are worth exploring. Neuroimaging techniques, such as functional magnetic resonance imaging, are providing novel insights into the pathophysiology of depression in epilepsy. For example, there appears to be prominent brain prefrontal hypoactivity, which may be sustained by the hyperactivity of the seizure focus. If so, neuromodulatory approaches that suppress epileptic focus hyperactivity and concurrently enhance prefrontal activity may be ideally suited. Indeed, vagus nerve stimulation has been shown to yield simultaneous antiseizure and mood effects. Another neuromodulatory technique, transcranial magnetic stimulation (TMS), can also modulate brain activity, but in a noninvasive, painless, and focal manner. Depending on the stimulation parameters, it is possible to enhance or reduce activity in the targeted brain region. Furthermore, TMS has been shown to be effective in treating depression, and preliminary data suggest that this treatment may also be effective for epilepsy treatment. This article reviews these data and explores further the question of whether depression and epilepsy can be simultaneously treated with TMS for optimal therapeutic impact. [References: 88]",Excluded
1217,"Routine Postoperative Computed Tomography Is Not Helpful After Elective Craniotomy. Background: Next-day postoperative computed tomography (CT) has been routinely used to obtain radiographic ""clearance"" for transferring patients after elective craniotomy out of the intensive care unit. The value of this traditional policy, however, has repeatedly been questioned. However, the limited patient numbers might have underestimated the very rare, but catastrophic, events. Therefore, we analyzed the value of routine postoperative CT in a larger cohort of elective tumor, epilepsy, and vascular cases. Method(s): All the patients who had undergone elective craniotomy were included in our study. The routine postoperative CT scans were analyzed by a neuroradiologist who was unaware of the clinical data. The medical records were retrospectively reviewed for events of arterial hypertension and clinical deterioration. Result(s): The data from 660 patients with tumors (n = 393; 59.5%), aneurysms (n = 107; 16.2%), and skull base lesions were evaluated. In nearly one half of the patients (n = 264; 45.8%), CT depicted the presence of blood that was not associated with symptoms. Of the 660 patients, 21 (3.6%) showed a mass effect radiographically, 11 of whom underwent revision surgery. Arterial hypertension was documented in only 8 patients (1.3%) and was related to the revision surgery (P = 0.018). The overall revision rate was 2.7% (n = 18). All patients who had undergone revision for postoperative hematoma had presented with a new neurological deficit immediately before CT. Conclusion(s): Routine postoperative CT did not reveal 1 patient with a serious hematoma that would not have been identified by clinical examination. Patients could be transferred safely from the intensive care unit, if the weaning process and clinical observation findings were uneventful, without deterioration of neurological symptoms or consciousness. Copyright © 2018 Elsevier Inc.",Excluded
1218,"Isotopic cisternography in detection of CSF rhinorrhea. [German]. The radioisotope cisternogram has proven itself to be a valuable diagnostic procedure during the evaluation of patients with cerebrospinal fluid (CSF) rhinorrhea. If it is not possible to define the origin of such a leak, extensive intracranial explorations may be required, which may or may not result in successful correction of the defect. As a functional examination with limited risk to the patient and minimal radiation exposure, the isotopic cisternogram can either establish a diagnosis of CSF rhinorrhea or eliminate cerebrospinal fluid as a cause for rhinorrhea. When occurring, CSF leaks can be shown by demonstrating a 'path' from the cranial fossage into the nasal cavity. The present technique utilizes tampons placed in each nostril. A positive diagnosis of CSF rhinorrhea is made by finding a tampon impregnated with at least twice the radioactivity of a control tampon from the opposite nostril (in the presence of an intact septum). Conclusions indicate that a positive anterior fossa cisternogram may be the only evidence for hidden site of CSF leakage, especially when other signs are lacking.",Excluded
1219,"[Isotopic cisternography in detection of CSF Rhinorrhea (author's transl)]. The radioisotope cisternogram has proven itself to be a valuable diagnostic procedure during the evaluation of patients with cerebrospinal fluid (CSF) rhinorrhea. If it is not possible to define the origin of such a leak, extensive intracranial explorations may be required, which may or may not result in successful correction of the defect. As a functional examination with limited risk to the patient and minimal radiation exposure, the isotopic cisternogram can either establish a diagnosis of CSF rhinorrhea or eliminate cerebrospinal fluid as a cause for rhinorrhea. When occurring, CSF leaks can be shown by demonstrating a ""path"" from the cranial fossage into the nasal cavity. The present technique utilizes tampons placed in each nostril. A positive diagnosis of CSF rhinorrhea is made by finding a tampon impregnated with at least twice the radioactivity of a control tampon from the opposite nostril (in the presence of an intact septum). Conclusions indicate that a positive anterior fossa cisternogram may be the only evidence for hidden site of CSF leakage, especially when other signs are lacking.",Excluded
1220,"Ocular neuromyotonia: a case report. Ocular neuromyotonia is a rare motility disorder occurring after tumor irradiation near the skull base or as a consequence of vascular abnormalities. Ocular myasthenia, convergence spasm and a cyclic third nerve palsy must be considered as differential diagnoses. The case of a 32-year-old woman suffering from intermittent diplopia six months after radiation therapy of a recurrent pituary gland adenoma is presented. [References: 12]",Excluded
1221,"Co-aggregation of ganglioside-containing membranes and alpha-synuclein. Parkinson's disease (PD) is accompanied by the formation of Lewy bodies, whose main components are fibrils of the protein alpha-synuclein. These aggregates include membrane lipids, while little is known about the process of lipid/alpha- synuclein co-aggregation and its implications for fibril and Lewy body formation. Ganglioside lipids are abundant in neuronal membranes and have been found to accelerate fibril formation [1] and to accumulate in PD brains. We address the effects of ganglioside-phospholipid (GM3-POPC) model membranes on the dynamics (regarding the order parameter and the correlation time of C-H bond reorientation) and structure of co-aggregates with alpha-synuclein using polarization-transfer 13C solid-state NMR [2], wide-angle x-ray scattering (WAXS) and cryogenic electron microscopy. 31P NMR powder patterns were recorded to monitor the lipid phase behavior and the spinning sidebands at 1250 Hz MAS were used to fit the chemical shift anisotropy before and after coaggregation. It was found that both lipids are co-assembled with alpha-synuclein with reduced headgroup and acyl chain mobility, and that the mobility of alpha-synuclein is modulated by the lipid-to-protein ratio and membrane composition. As the ganglioside content of membranes was increased the mobility of alanine residues is affected, implying a modulation of the fibril core which could impact the fibrillation propensity. These effects of co-aggregation on alpha-synuclein fibril mobility are currently being further investigated by us and raises questions on the specific lipid-protein interactions and the organization of lipids inside coaggregates.",Excluded
1222,"Time course of the flash response of dark- and light-adapted human rod photoreceptors derived from the electroretinogram. 1. The a-wave of the electroretinogram was recorded from human subjects with normal vision, using a corneal electrode and ganzfeld stimulation. We applied the paired-flash technique, in which an intense 'probe' flash was delivered at different times after a 'test' flash. The amplitude of the probe-flash response provided a measure of the circulating current remaining at the appropriate time after the test flash. 2. We extended previous methods by measuring not at a fixed time, but at a range of times after the probe flash, and then calculating the ratio of the 'test-plus-probe' response to the 'probe-alone' response, as a function of time. 3. Under dark-adapted conditions the rod response derived by the paired-flash technique (in response to a relatively dim test flash) peaked at ca 120 ms, with a fractional sensitivity at the peak of ca 0.1 Td(-1) s(-1). 4. As reported previously, background illumination reduced the maximal response, reflecting a reduction in rod circulating current. In addition, it shortened the time to peak (to ca 70 ms at an intensity of 170 Td), and reduced the flash sensitivity measured at the peak. The flash sensitivity declined approximately according to Weber's Law, with a 10-fold reduction occurring at an intensity of 100-200 Td. We could not reliably measure responses at significantly higher background intensities because the circulating current became so small. 5. In order to investigate the phototransduction process after correction for response compression, we expressed the derived response as a fraction of the maximal response that could be elicited in the presence of the background. The earliest rising phase of this 'fractional response per unit intensity' was little affected by background illumination, suggesting that the amplification constant of transduction was unaltered by light adaptation.",Excluded
1223,"In response - case control study on radiology work, medical X-ray investigations and use of cellular phones as risk factors for brain tumors",Excluded
1224,"Army research needs for automated neuropsychological tests: monitoring soldier health and performance status. Information on the mental status of soldiers operating at the limits of human tolerance will be vital to their management in future deployments; it may also allow earlier intervention for conditions such as undiagnosed Gulf War illnesses and Parkinson's Disease. The Army needs a parsimonious set of neuropsychological tests that reliably identify subtle changes for: (1) early detection of individual health and military performance impairments and (2) management of occupational and deployment health risks. Testing must characterize cognitive lapses in healthy individuals faced with relevant operational stressors (i.e., anxiety, information overload, thermal strain, hypoxia, fatigue, head impact, chemical or radiation exposures, metabolic challenges). This effort must also explore the neuropsychological methods in militarily relevant conditions to extend our understanding of relevant functional domains and how well they correspond to modes of testing. The ultimate objective is unobtrusive real-time mental status monitoring. [References: 45]",Excluded
