,titleabstract,decision
2042,"Delayed central nervous system irradiation effects in rats--part 2: aggravation of experimental autoimmune encephalomyelitis BACKGROUND: Central nervous system (CNS) irradiation has detrimental effects which become evident within hours to few days and after a long latency of months and years. However, the delayed effect of irradiation on neuroimmune diseases has not been thoroughly examined.OBJECTIVES: We evaluated the delayed effects of irradiation on the course of experimental autoimmune encephalomyelitis (EAE), which is used as a model for neuroimmune inflammation and multiple sclerosis.METHODS: Adult male rats were exposed to a dose of 15 Gy given to the thoracolumbar spinal cord. Six months later, EAE was induced by inoculation of rat spinal cord homogenate in complete Freund's adjuvant (CFA). The disease was evaluated by clinical, histopathological and immunological parameters.RESULTS: Irradiated rats developed clinical signs of EAE earlier than the control group and their disease was much more severe. Unlike the control group, all rats in the EAE-irradiated group died within 5 days after the onset of clinical signs. Sections taken from irradiated rats showed diffuse and large hemorrhagic infiltrates of lymphocytes and granulocytes. In contrast, control rats displayed fewer infiltrates, which were less prominent and not hemorrhagic.CONCLUSIONS: CNS irradiation has a delayed effect that caused a marked aggravation of the clinical and pathological signs of EAE. The severity of the disease may be a consequence of the effect of irradiation on the CNS vascular bed and impaired blood-brain barrier.",Included
2766,"Comparison of Neutron Organ and Effective Dose Coefficients for PIMAL Stylized Phantoms in Bent Postures in Cranial and Caudal Irradiation Geometries ABSTRACT: Radiation dose estimations in the human body are performed using computational reference phantoms, which are anatomical representations of the human body. In previous studies, dose reconstructions have been performed focusing primarily on phantoms in an upright posture, which limits the accuracy of the dose estimations for postures observed in realistic work settings. In this work, the International Commission on Radiological Protection (ICRP) Publication 103 recommendations for monoenergetic neutron plane sources directed downward from above the head (cranial) and upward from below the feet (caudal) for adult female and male reference phantoms were used to calculate organ absorbed and effective dose coefficients. The Phantom with Moving Arms and Legs (PIMAL) and the Monte Carlo N-Particle (MCNP) radiation transport code were used to compute organ-absorbed dose and effective dose coefficients for the upright, half-bent (45degree), and full-bent (90degree) phantom postures. The doses calculated for each of the articulated positions were compared to those calculated for the upright posture by computing the ratios of the coefficients (45degree/upright and 90degree/upright). These ratios were used to assess the effectiveness of upright phantoms in providing a comparable estimate when conducting dose estimations and dose reconstructions for articulated positions. This work compiling neutron cranial and caudal posture-specific dose coefficients completes the series of dose coefficients computed for posture-specific ICRP Publication 116 irradiation geometries for monoenergetic photons and neutrons, in addition to cranial and caudal monoenergetic photons. Results reported demonstrated that organ-absorbed dose coefficients for most of the organs in the CRA and CAU irradiation geometries were significantly higher for the bent phantoms than for the upright phantom. Since the upright phantom underestimates the organ-absorbed dose, this demonstrates the impact of posture while performing dose calculations. Organ doses reported in past neutron dose coefficient data were found to omit effects from neutron resonances at energies of 0.435, 1.0, and 3.21 MeV from 16O in tissue. Reported data notes as high as 60% underestimation for neutron organ-absorbed doses, specifically at the neutron resonance energy region omitted by smoothing. Ongoing studies are examining the effect of resonances on reported neutron organ-absorbed dose coefficients in ICRP 116 geometries.",Excluded
953,"Secondary radiation damage as the main cause for unexpected volume effects: a histopathologic study of the parotid gland PURPOSE: To elucidate with a histopathological study the mechanism of region-dependent volume effects in the partly irradiated parotid gland of the rat.METHODS AND MATERIALS: Wistar rats were locally X-irradiated with collimators with conformal radiation portals for 100% volume and 50% cranial/caudal partial volumes. Single doses up to 40 Gy were applied. Parotid saliva samples were collected, and the three lobes of the parotid gland were examined individually on the macro- and micromorphologic level up to 1 year after irradiation.RESULTS: Dose-dependent loss of gland weight was observed 1 year after total or partial X-irradiation. Weight loss of the glands correlated very well with loss of secretory function. Irradiating the cranial 50% volume (implicating a shielded lateral lobe) resulted in substantially more damage in terms of weight loss and loss of secretory function than 50% caudal irradiation (shielding the ventral and dorsal lobe). Histologic examinations of the glands 1 year after irradiation revealed that the shielded lateral lobe was severely affected, in contrast to the shielded ventral and dorsal lobes. Time studies showed that irradiation of the cranial 50% volume caused late development of secondary damage in the shielded lateral lobe, becoming manifest between 240 and 360 days after irradiation. The possible clinical significance of this finding is discussed.CONCLUSION: It is concluded that the observed region-dependent volume effect for late function loss in the rat parotid gland after partial irradiation is mainly caused by secondary events in the shielded lateral lobe. The most probable first step (primary radiation event) in the development of this secondary damage is radiation exposure to the hilus region (located between the ventral and dorsal lobe). By injuring major excretory ducts and supply routes for blood and nerves in this area, the facility system necessary for proper functioning of the nonexposed lateral lobe is seriously affected. The unexpected volume effect in the rat might have consequences for treatment strategies in radiotherapy, implicating not only salivary glands but also other organs with a seemingly homogeneous distribution of radiosensitive elements, a situation wherein volume effects have not been anticipated up to now.",Included
2576,"Activity of guanosine diphosphatase and guanosine triphosphatase in the rat brain and liver under radiation injury. [Russian] The activity of guanosine diphosphatase (GDPase) and guanosine triphosphatase (GTPase) was determined in mitochondrial fractions and postmitochondrial supernatant fluid from the rat brain and liver nuclei 1, 3, 6, 24 and 48 hours after their irradiation by gamma-quanta of [60Co] in a dose of 774 mC/kg. Under the influence of irradiation the activity of GDPase in the liver and brain mitochondria increased, that of GTPase in the liver mitochondria underwent phase changes. The GDPase activity tended to increase in postmitochondrial supernatant fraction of the liver and brain; the GTPase activity was at first inhibited and then increased.",Included
3207,"Salvage Free Tissue Transfer for Clival Osteoradionecrosis After Repeat Proton Beam Therapy BACKGROUND: Craniocervical junction chordoma treated with surgery and Proton Beam Therapy evolved with Osteonecrosis and CSF leak. As the vascularization of the head was compromised, we harvested an Anterolateral thigh musculofascial flap to seal the leak.CASE DESCRIPTION: A 56-year-old man presented with a history of chronic headaches and dysarthria with tongue deviation to the right. Magnetic resonance imaging showed a lesion at the craniocervical junction with imaging characteristics compatible with chordoma. Endoscopic endonasal resection was followed by proton beam therapy. Recurrence of the chordoma was subsequently resected via far lateral approach again followed by proton beam therapy accumulating a total dose of 75 Gy. Unfortunately, this led to osteoradionecrosis of the skull base resulting in a cerebrospinal fluid (CSF) leak more than 1 year after treatment. After multiple failed attempts to seal the defect using local vascularized tissue and free fat grafts, the defect was reconstructed with a vastus lateralis free tissue transfer. Six weeks later, the flap had mucosalized, the patient was pain free, and there was no evidence of a CSF leak.CONCLUSIONS: In select cases, vascularized free flaps offer a superior reconstruction for osteoradionecrosis because radiotherapy often compromises the blood supply of local tissues.",Excluded
2403,"Effects of Preoperative Simulation on Minimally Invasive Hybrid Lumbar Interbody Fusion OBJECTIVE: The main focus of this study was to evaluate how preoperative simulation affects the surgical work flow, radiation exposure, and outcome of minimally invasive hybrid lumbar interbody fusion (MIS-HLIF).METHODS: A total of 132 patients who underwent single-level MIS-HLIF were enrolled in a cohort study design. Dose area product was analyzed in addition to surgical data. Once preoperative simulation was established, 66 cases (SIM cohort) were compared with 66 patients who had previously undergone MIS-HLIF without preoperative simulation (NO-SIM cohort).RESULTS: Dose area product was reduced considerably in the SIM cohort (320 cGy.cm<sup>2</sup> NO-SIM cohort: 470 cGy.cm<sup>2</sup>; P < 0.01). Surgical time was shorter for the SIM cohort (155 minutes; NO-SIM cohort, 182 minutes; P < 0.05). SIM cohort had a better outcome in Numeric Rating Scale back at 6 months follow-up compared with the NO-SIM cohort (P < 0.05).CONCLUSIONS: Preoperative simulation reduced radiation exposure and resulted in less back pain at the 6 months follow-up time point. Preoperative simulation provided guidance in determining the correct cage height. Outcome controls enabled the surgeon to improve the procedure and the software algorithm.",Excluded
1536,"Out come of glioblastoma multiforme in adults Purpose: Glioblastoma multiforme (GBM) is the most common and most malignant primary intracranial tumor. The prognosis of Glioblastoma Multiforme (GBM) remains very poor despite aggressive treatment with surgery, radiation, chemotherapy and novel therapeutic strategies. The aim of this study was to analyze the prognostic factors & survival of GBM patients treated at our institution. Materials: The SKMCH & RC Cancer Registry was accessed and 51 patients of GBM treated in our institution were identified between Jan 2006 to May 2010. Surgery was performed in 49 patients (8 gross total resection and 41 subtotal resection) while 2 patients were surgically unresectable. All patients received radiotherapy (8 patients were given conventional radiotherapy 60Gy/30 fractions at 2Gy per fraction over a period of 6 weeks while 43 patients treated with hypofractionated regimen 48Gy/16 fractions at 3Gy per fraction over a period of 3 weeks. Result(s): Median age at diagnosis was 47 Years (Range 18-73) and Male to female ratio was 3:1. ECOG performance status 0, I, II was 24%, 16% and 11% respectively. Radiological response was 64% (Partial response 34% and stable disease in 30%) and 36% had progressive disease on MRI which was done 3 months following completion of radiotherapy. On Univariate analysis ECOG performance status, extent of surgical resection and response following radiotherapy were significant prognostic factors (P=0.003, P=0.01 and 0.002 respectively). Median over all survival for all patients was 8 months. Conclusion(s): The outcome of GBM remains poor despite adequate surgical resection and good radiotherapy techniques. Extent of surgery and the performance status were the most important prognostic factors. Improved outcome with the use of temozolamide is a step forward in this regard.",Excluded
3009,"A study on radiation doses and irradiated areas in cerebral embolisation Patient radiation doses during interventional radiology procedures may reach the thresholds for radiation-induced skin and eye lens injuries. This study investigates the irradiated areas and doses received by patients undergoing cerebral embolisation, which is regarded as a high dose interventional radiology procedure. For each procedure the fluoroscopic and digital dose-area product (DAP), the fluoroscopic time, the total number of acquired images and entrance-skin dose (ESD) calculated by the angiographic unit were recorded. The ESD was measured by means of thermoluminescent dosimeters. In this study, the skin, eye and thyroid gland doses and the irradiated area for 30 patients were recorded. The average ESD was found to be 0.77 Gy for the posteroanterior plane and 0.78 Gy for the lateral plane. The average DAP was 48 Gy cm(2) for the posteroanterior plane and 58 Gy cm(2) for the lateral plane. The patient's average right eye dose was 60 mGy and the dose to the thyroid gland was 24 mGy. Seven patients received a dose above 1 Gy, one patient exceeded the threshold for transient erythema and one exceeded the threshold for temporary epilation. A good correlation between the DAP and the ESD for both planes has been found. The doctor's eye dose has also been measured for 17 procedures and the average dose per procedure was 0.13 mGy.",Excluded
3117,"Skin injuries caused by fluoroscopically guided interventional procedures: case-based review and self-assessment module OBJECTIVE: Fluoroscopically guided interventional procedures are performed in cardiology, and complex interventions are performed in cerebral as well as peripheral circulation. These procedures sometimes deliver a high radiation dose to the patient's skin and can cause serious skin injuries.CONCLUSION: Interventionalists are often unaware of the high radiation doses to which a patient's skin may be subjected. Most are unaware that such injuries can occur even with the use of modern equipment. Therefore, they and other physicians, including dermatologists, often do not recognize such skin injuries as being related to an interventional procedure. [References: 23]",Excluded
1927,[Local injuries and necroses of cerebral tissue after radiation therapy and stereotactic radiosurgery of intracranial mass lesions],Included
1158,"Daytime colour preference in Drosophila depends on the circadian clock and TRP channels Light discrimination according to colour can confer survival advantages by guiding animals towards food and shelter and away from potentially harmful situations<sup>1,2</sup>. Such colour-dependent behaviour can be learned or innate. Data on innate colour preference in mammals remain controversial<sup>3</sup> and there are limited data for simpler organisms<sup>4-7</sup>. Here we show that, when given a choice among blue, green and dim light, fruit flies exhibit an unexpectedly complex pattern of colour preference that changes according to the time of day. Flies show a strong preference for green in the early morning and late afternoon, a reduced green preference at midday and a robust avoidance of blue throughout the day. Genetic manipulations reveal that the peaks in green preference require rhodopsin-based visual photoreceptors and are controlled by the circadian clock. The midday reduction in green preference in favour of dim light depends on the transient receptor potential (TRP) channels dTRPA1 and Pyrexia, and is also timed by the clock. By contrast, avoidance of blue light is primarily mediated by multidendritic neurons, requires rhodopsin 7 and the TRP channel Painless, and is independent of the clock. Our findings show that several TRP channels are involved in colour-driven behaviour in Drosophila, and reveal distinct pathways of innate colour preference that coordinate the behavioural dynamics of flies in ambient light.",Excluded
2634,"Principles of diagnostic sonography in iliopsoas tendon pathology: A case report This article describes the diagnostic value of musculoskeletal sonography in the management of tendon pathology and outlines a clinical example of its scope of utilization. Herein we describe the case of a 65-year-old man who sought rehabilitation services for left groin pain following a period of intense trekking and uphill walking. He presented with left hip flexor weakness and local tenderness over the left iliopsoas tendon with negative findings on neurological evaluation. Additionally, he presented with left hip capsule and hip flexor tightness with left gluteus maximus and gluteus medius weakness. The left hip capsule tightness was predominantly in the posterior fibres, with restriction of hip internal rotation. The clinical picture overall was suggestive of the presence of risk parameters for iliopsoas tendinopathy. Plain radiographs of the hip revealed mild degenerative changes with a mild pincer impingement. While his clinical and radiological picture was suggestive of degenerative and soft tissue pathology of the hip, a real-time sonographic study was useful in the quantitative confirmation of a partial tear of the left iliopsoas tendon. Additionally, a repeat sonographic study performed four weeks later, revealed a healing iliopsoas tendon seen as a decrease in the width of the hypoechoic presentation of the tear. To summarize, the value of musculoskeletal sonography as a diagnostic tool as well as the assessment of the progression of tendon healing is discussed. Sonography is safe, noninvasive, and does not use ionizing radiation. It is steadily gaining popularity in the diagnosis of tendon lesions.",Excluded
3506,"Late vascular effects of whole brain X-irradiation in the mouse The whole brains of mice were irradiated with 250 kVp X-rays at 120 rads min-1 (1.6 mm Cu HVL, TSD 50 cm), and a histological study was carried out. The dose range of X-irradiation was from 1,300 to 2,500 rads, i.e., 1,300, 1,500, 1,750, 2,000, and 2,500 rads. Eighty-six mice were used for histological examination. For microscopic examination, the mice were killed at regular postirradiation intervals between 15 and 20, 31 and 40, 41 and 50, 51 and 60, 61 and 70, 71 and 80, 81 and 90, 139 and 177 weeks. The brains were removed immediately thereafter, fixed in Bouin's solution, and embedded in paraffin. A histological examination was performed by a morphometric estimation of vascular lesions, in which the degree of the damage to the arterial system was scored in whole serial brain sections. Necrosis (encephalomalacia), atrophy, cell infiltration, and telangiectatic vascular change of the brain, caused as a result of the fibrinoid necrosis of the large arteries, were observed. Dose-dependent incidence of the fibrinoid necrosis increased between 41 and 87 weeks after irradiation. Mean score of fibrinoid necrosis increased dose dependently approximately 60 weeks after irradiation. It is suggested that scores of large vessel damage do relate to dose at 41 to 87 weeks, and can be used to quantify the vessel injury, and that fibrinoid necrosis of the large vessels may relate to the incidence of radionecrosis.",Included
