,titleabstract,decision
80,[the Effect of Ionizing Radiations on the Coenzyme a Content of Animal Organs and Their Control by Cysteamine and Reserpine],Included
82,"Radio-neuroprotective effect of a phosphatidylcholine derivative in a rat model of irradiation. Ionizing radiation playsmajor role in the treatment of brain tumours, but side-effects may restrict the efficiency of therapy. In the present study, our goals were to detect the functional and morphological changes that result in the administration of l-alpha glycerylphosphorylcholine (GPC), a deacylated derivative of phosphatidylcholine, in a rodent model of hippocampus irradiation. Anaesthetized SPRD rats were subjected to 40-Gy irradiation of one hemisphere of the brain, with or without GPC treatment (50 mg/kg per os). After the irradiation the rats received GPC or the vehicle at the same time every second day at 5 days per week. The effects of partial rat brain irradiation on the spatial orientation and learning ability of rats were assessed in the Morris water maze (MWM) test, which was performed once before and two times after the irradiation. At the same time morphological changes were detected by MRI to define the time-point for histological examinations. Irradiation of 40-Gy resulted in moderate neurological deficit both at the level of cognitive function and morphology after 4 weeks of irradiation. The MWM test was found to be a highly sensitive tool for the detection of neurofunctional impairment. We found that the place navigational function of the ratswas impaired by the irradiation and the treatment with GPC could prevent this damage. Marked protective effect of the GPC was detected as concerns of the histopathological findings. Targeted brain irradiation induced notable changes in the central nervous system. GPC supplementation provides significant protection against irradiation-caused functional and morphological disturbances.",Included
85,"Effect of gamma-radiation of an extremely high dose on the cerebral cortex of the rat (ultrastructural aspects). [Russian]. For 24 h after total gamma-radiation of mature Wistar male rats (180-210 g) in the dose of 150 Gy, ultrastructural rearrangements of the cerebral sensomotor cortex are presented as small destructive changes in neurons, neuroglia and vascular endothelium. Total combination of the changes in ultrastructure of the blood capillaries and perivascular astrocytes makes it possible to suppose that permeability of the microvascular bed wall is increased. At this period, together with the destructive changes there are evidently certain compensatory-restorative processes, developing in the cerebral tissue. It is possible to suppose that already during the first hours after the radiation the ultrastructural changes of neurons are resulted not only from the direct effect of radiation, but from certain influences of the radiation damage of neuroglia and microvessels.",Included
92,"Extracranial carotid stenosis after radiotherapy in nasopharyngeal carcinoma, a Malaysian study. Background and objectives: Radiation treatment in nasopharyngeal carcinoma (NPC) is known to be associated with increased prevalence of carotid stenosis. The objectives of the study was to determine the prevalence of radiation-induced extracranial carotid stenosis, plaque, carotid intima thickness (CIMT) in NPC patients; to explore whether the stenosis is due to direct effect of radiation rather than general tendency to atherosclerosis. Method(s): This was a cross-sectional study conducted in the University Malaya Medical Centre from July 2011 to February 2012. The study subjects consisted of 47 NPC patients who were treated with radiation, and 47 healthy control. The patients and control had carotid duplex ultrasound and transcranial Doppler (TCD). Result(s): The mean age of the patients was 55.1 years, the time lapse from radiation was 76.7 +/- 95.3 months. Internal carotid artery (ICA) and common carotid artery (CCA) stenosis of >=50% was seen in 17.0% of patients vs 2.1 % of controls (p = 0.031), with 61.7% of patients and 19.1% of controls having plaque in ICA and CCA (p=0.004). CIMT was increased in 70.2% of patients and 44.7% of controls (p =0.022). Both the patient group and control had similar rate of intracranial stenosis of 12.8% in TCD. Conclusion(s): Extracranial internal carotid artery is the most common site of stenosis following radiotherapy in NPC. This suggests that local trauma from irradiation is the most important factor in predisposition to atherosclerosis following radiation therapy.",Included
96,"Dose-dependent changes in renal (1)H-/(23)Na MRI after adjuvant radiochemotherapy for gastric cancer. PURPOSE: Combined radiochemotherapy (RCT) for gastric cancer with three-dimensional conformal radiotherapy (3D-CRT) results in ablative doses to the upper left kidney, while image-guided intensity-modulated radiotherapy (IG-IMRT) allows kidney sparing despite improved target coverage. Renal function in long-term gastric cancer survivors was evaluated with 3T functional magnetic resonance imaging (MRI) including diffusion-weighted imaging (DWI) and (23)Na imaging.PATIENTS AND METHODS: Five healthy volunteers and 13 patients after radiotherapy were included: 11xIG-IMRT; 1x3D-CRT; 1x ""positive control"" with stereotactic body radiotherapy (SBRT) of a metastasis between the spleen/left kidney. Radiation doses were documented for the upper/middle/lower kidney subvolumes. Late toxicity was evaluated based on CTC criteria, questionnaire, and creatinine values. Morphological sequences, DWI images, and (23)Na images were acquired using a (1)H/(23)Na-tuned body-coil before/after intravenous water load (WL). Statistics for [(23)Na] (concentration) and apparent diffusion coefficient (ADC) values were calculated for upper/middle/lower renal subvolumes. Corticomedullary [(23)Na] gradients and [(23)Na] differences after WL were determined.RESULTS: No major morphological alteration was detected in any patient. Minor scars were observed in the cranial subvolume of the left kidney of the 3D-CRT and the whole kidney of the control SBRT patient. All participants presented a corticomedullary [(23)Na] gradient. After WL, a significant physiological [(23)Na] gradient decrease (p < 0.001) was observed in all HV and IG-IMRT patients. In the cranial left kidney of the 3D-CRT patient and the positive control SBRT patient, the decrease was nonsignificant (p = 0.01, p = 0.02). ADC values were altered nonsignificantly in all renal subvolumes (all participants). Renal subvolumes with doses >= 35 Gy showed a reduced change of the [(23)Na] gradient after WL (p = 0.043). No participants showed clinical renal impairment.CONCLUSIONS: Functional parameters of renal (23)Na MRI after gastric IG-IMRT are identical to those of healthy volunteers, in contrast to renal subvolumes after ablative doses in the control and 3D-CRT patient. While kidney doses to the cortex below 20-25 Gy in fractional doses of ~ 1 Gy in IG-IMRT (combined with intensified chemotherapy) do not seem to cause significant MRI morphological or functional alterations, doses of > 35 Gy in 1.5-2 Gy fractions clearly result in impairment.",Included
99,"Does the robotic platform reduce the morbidity associated with combined radical surgery and adjuvant radiation for early cervical cancer?. Objectives: Open radical hysterectomy (RH) followed by adjuvant radiation (XRT) for cervical cancer has been associated with high morbidity; however, RHs are now often performed robotically. We examined if the robotic platform decreases the morbidity associated with radical surgery followed by adjuvant XRT. Method(s): A retrospective cohort study of patients with cervical cancer undergoing RH from 1995-2013 was performed. Clinical and pathologic data were obtained from the medical record. Long-term (LT) complications were defined as urinary and/or bowel complications, and lymphedema presenting more than 30 days after completion of therapy. Complications were graded. Grade 1 was mild symptoms and easily treated. Grade 2 was symptoms resolving with long-term medical therapy. Grade 3 was major symptoms requiring surgery or invasive procedures. The X<sup>2</sup> and student t tests were used for analysis. Result(s): Overall, 243 patients underwent RH for cervical cancer. The open surgical approach was used in 43% (n = 104) and the robotic approach was used in 57% (n = 139). Eighty-three patients (34.2%) required adjuvant XRT. XRT was associated with increased risk of LT complication (28.9% vs 7.0% P <.001). LT complications included lymphedema (n = 18), bowel-associated complications (enteritis/proctitis n = 8, obstruction n = 2), and urinary complications (hemorrhagic cystitis n = 1, neurogenic bladder n = 2, fistula n = 1, and ureteral stricture n = 3). Among patients who received adjuvant XRT, the open surgical approach was used in 48% (n = 40) and the robotic approach in 52% (n = 43). There was no difference in time to initiation of XRT between the 2 surgical groups (43.2 +/- 15.6 vs 47.3 +/- 19.6 days, P =.33). There was no difference in grade 2/3 LT complications in patients receiving adjuvant XRT between the groups (27.5% vs 27.9%, P =.97). However, patients undergoing open surgery experienced a trend toward increased adhesion-related complications, such as bowel obstruction and ureteral stricture (10% vs 2.3%, P =.19). Conclusion(s): We found no difference in LT complications between patients who underwent robotic and those who underwent open RH and adjuvant XRT. Fewer adhesion-related LT complications may be seen with robotic surgery. However, because many XRT-related complications occur at later time points, continued follow-up is needed to evaluate for potential differences between the 2 groups.",Included
102,"The characteristics of cerebrovascular disorders in persons exposed to the effect of ionizing radiation as a result of the accident at the Chernobyl Atomic Electric Power Station. [Ukrainian]. Small doses of radioactive irradiation were found to be associated with damage to all levels of the nervous system, as evidenced by cliniconeurological investigations. But regulatory functions and vascular system get it most of all. Commonly seen in the sample was vegetovascular dystonia, also revealed were a varying degree discirculatory encephalopathy, acute disturbances in cerebral circulation, dyscirculatory myelopathy. Vascular abnormalities may develop at any age but in young adulthood they tend to occur more frequently. Clinical manifestations of vegetovascular dystonia were characterized by profound mixed type vegetative crises. Even if treated, vegetovascular dystonia tends to acquire remittent-and-progredient course leading to decompensation very soon. Strokes run atypical course: hemorrhages occur more often than not; circulatory disorders come about against the background of normal arterial blood pressure or insignificant its fluctuations. Hemorrhage may run gradually progressing course, which fact makes their diagnosis very difficult even with modern techniques being involved in relevent studies. It is not infrequently that carotid angiography does not find any structural-and-morphologic changes in the main vessels. A separate nozologic form, viz. that of discirculatory encephalopacy due to radiative irradiation, is suggested, as an entity worth introducing into the medical nomenclature.",Included
115,"Cellular and molecular mechanisms of pain caused by acute radiation injuries. Moderate to severe acute pain is a common consequence of fullcourse radiotherapy. Improved analgesics are needed, but therapeutic development requires an understanding of the mechanisms that underlie acute radiation-associated pain (RAP). Our preliminary data suggest that transient receptor potential (Trp) ion channels on sensory neurons play important roles in RAP. The purpose of this study was to investigate the role of various Trp channels in acute RAP using a mouse model of oral radiation-induced mucositis. Mice underwent high dose single fraction lingual irradiation or sham irradiation. This resulted in glossitis that was most severe at 10-12 days postirradiation and resolved within 20 days. Micewere euthanized on days 1, 5, 11, 21, and 45 post-irradiation. Functional analysis of trigeminal ganglia neurons was assessed via calcium imaging; this revealed significantly increased proportions of neurons that were sensitive to capsaicin (TRPV1 agonist), histamine (TRPV4 partial agonist), or TNF-alpha (a general inflammatory marker). These changes were seen as early as 1-day post-irradiation and lasted until the 21st day. Via quantitative RT-PCR and immunofluorescence microscopy, we documented Trpv1 overexpression in the trigeminal ganglia neurons of tongueirradiated mice on days 11 and 21. Together, these results indicate that both TRPV1 and TRPV4 are activated and upregulated, and contribute to the acute response of oral tissues to therapeutic irradiation. Thus, future studies should focus on assessing these two Trp channels as potential targets for RAP mitigation in human and animal cancer patients.",Included
126,Critical periods during the in situ repair of radiation-induced DNA damage in rat cerebellar neurons and 9L brain tumor cells,Included
137,[Cytochemical study of proteins and RNA in individual spinal cord motor neurons and intervertebral ganglion neurons of rats following space flight]. By the methods of quantitative cytochemistry the content of RNA cytoplasmatic protein was measured in motoneurons of anterior horns of the spinal cord and neurons of spinal ganglia of rats after their 22-day space flight. The exposure did not alter the content of RNA in motoneurons of the anterior horns of the spinal cord and reduced the value in large neurons of spinal ganglia. The flight diminished significantly the protein content in the cytoplasm of motoneurons and neurons of spinal ganglia as compared with the preflight level. On the 27th postflight day the RNA content in motoneurons of the anterior horns of the spinal cord increased and that in neurons of spinal ganglia did not differ from the preflight level. On the 27th postflight day the protein content in the cytoplasm of motoneurons returned to the preflight level and remained decreased in the cytoplasms of large neurons of spinal ganglia.,Included
139,"CNS effects of heavy particle irradiation in space: behavioral implications. Research from several sources indicates that young (3 mo) rats exposed to heavy particle irradiation (56Fe irradiation) produces changes in motor behavior as well as alterations in neuronal transmission similar to those seen in aged (22-24 mo) rats. These changes are specific to neuronal systems that are affected by aging. Since 56Fe particles make up approximately 1-2% of cosmic rays, these findings suggest that the neuronal effects of heavy particle irradiation on long-term space flights may be significant, and may even supercede subsequent mutagenic effects in their mission capabilities. It is suggested that among other methods, it may be possible to utilize nutritional modification procedures to offset the putative deleterious effects of these particles in space.",Included
141,Otolaryngologic sequelae of radiation therapy,Included
147,"Long-Term Deficits in Behavior Performances Caused by Low- and High-Linear Energy Transfer Radiation. Efforts to protect astronauts from harmful galactic cosmic radiation (GCR) require a better understanding of the effects of GCR on human health. In particular, little is known about the lasting effects of GCR on the central nervous system (CNS), which may lead to behavior performance deficits. Previous studies have shown that high-linear energy transfer (LET) radiation in rodents leads to short-term declines in a variety of behavior tests. However, the lasting impact of low-, medium- and high-LET radiation on behavior are not fully defined. Therefore, in this study C57BL/6 male mice were irradiated with 100 or 250 cGy of gamma rays (LET ~0.3 KeV/mum), 10 or 100 cGy of <sup>1</sup>H at 1,000 MeV/n (LET ~0.2 KeV/mum), <sup>28</sup>Si at 300 MeV/n (LET ~69 KeV/mum) or <sup>56</sup>Fe at 600 MeV/n (LET of ~180 KeV/mum), and behavior metrics were collected at 5 and 9 months postirradiation to analyze differences among radiation qualities and doses. A significant dose effect was observed on recognition memory and activity levels measured 9 months postirradiation, regardless of radiation source. In contrast, we observed that each ion species had a distinct effect on anxiety, motor coordination and spatial memory at extended time points. Although <sup>28</sup>Si and <sup>56</sup>Fe are both regarded as high-LET particles, they were shown to have different detrimental effects on behavior. In summary, our findings suggest that GCR not only affects the CNS in the short term, but also has lasting damaging effects on the CNS that can cause sustained declines in behavior performance.",Included
149,"Protection of normal brain cells from gamma-irradiation-induced apoptosis by a mitochondria-targeted triphenyl-phosphonium-nitroxide: a possible utility in glioblastoma therapy. Glioblastoma multiforme is the most frequent and aggressive primary brain tumor. A strong rationale to identify innovative approaches to treat these tumors is required since treatment failures result in local recurrences and median survivals range from 9 to 12 months. Glioma cells are reported to have less mitochondrial content compared to adjacent normal brain cells. Based on this difference, we suggest a new strategy, utilizing protection of normal brain cells by mitochondria-targeted electron scavengers and antioxidants-nitroxides-thus allowing for the escalation of the radiation doses. In this paper, we report that a conjugate of nitroxide with a hydrophobic cation, triphenyl-phosphonium (TPEY-Tempo), significantly protected brain endothelial cells from gamma-irradiation-induced apoptosis while radiosensitizing brain tumor cells. Thus, TPEY-Tempo may be a promising adjunct in the treatment of glioblastoma with the potential to not only prolong survival but also to maintain quality of life and reduce treatment toxicity.",Included
150,[Ganglia of the peripheral nervous system of guinea pigs after the action gamma rays],Included
169,"X-irradiation causes a prolonged reduction in cell proliferation in the dentate gyrus of adult rats. The effects of X-irradiation on proliferating cells in the dentate subgranular zone were assessed in young adult Fisher 344 rats exposed to a range of X-ray doses and followed for up to 120 days. Apoptosis was quantified using morphology and end-labeling immunohistochemistry, and cell proliferation was detected using antibodies against the thymidine analog BrdU and the cyclin-dependent kinase p34(cdc2). Radiation-induced apoptosis occurred rapidly, with maximum morphological and end-labeling changes observed 3-6h after irradiation. Twenty-four hours after irradiation cell proliferation was significantly reduced relative to sham-irradiated controls. The number of apoptotic nuclei increased rapidly with radiation dose, reaching a plateau at about 3Gy. The maximum number of apoptotic nuclei was substantially higher than the number of proliferating cells, suggesting that non-proliferating as well as proliferating cells in the subgranular zone were sensitive to irradiation. Subgranular zone cell proliferation was significantly reduced relative to age-matched controls 120 days after doses of 5Gy or higher. These findings suggest that neural precursor cells of the dentate gyrus are very sensitive to irradiation and are not capable of repopulating the subgranular zone at least up to 120 days after irradiation. This may help explain, in part, how ionizing irradiation induces cognitive impairments in animals and humans.",Included
172,"Increased risk of ischemic stroke after radiotherapy on the neck in patients younger than 60 years. PURPOSE: To estimate the risk of ischemic stroke in patients irradiated for head and neck tumors.PATIENTS AND METHODS: The incidence of ischemic stroke was determined in 367 patients with head and neck tumors (162 larynx carcinomas, 114 pleomorphic adenomas, and 91 parotid carcinomas) who had been treated with local radiotherapy (RT) at an age younger than 60 years. Relative risk (RR) of ischemic stroke was determined by comparison with population rates from a stroke-incidence register, adjusted for sex and age. Other risk factors for stroke (hypertension, smoking, hypercholesterolemia, diabetes mellitus [DM]) were registered. The median follow-up time after RT was 7.7 years (3,011 person-years of follow-up).RESULTS: Fourteen cases of stroke occurred (expected, 2.5; RR, 5.6; 95% confidence interval [CI], 3.1 to 9.4): eight in patients with laryngeal carcinoma (expected,1.56; RR, 5.1; 95% CI, 2.2 to 10.1), four in pleomorphic adenoma patients (expected, 0.71; RR, 5.7; 95% CI, 1.5 to 14.5), and two in parotid carcinoma patients (expected, 0.24; RR, 8.5, 95% CI, 1.0 to 30.6). Five of six strokes in patients irradiated for a parotid tumor occurred at the ipsilateral side. Analysis of other risk factors for cerebrovascular disease showed hypertension and DM to cause an increase of the RR after RT. After more than 10 years' follow-up, the RR was 10.1 (95% CI, 4.4 to 20.0). The 15-year cumulative risk of stroke after RT on the neck was 12.0% (95% CI, 6.5% to 21.4%).CONCLUSION: This is the first study to demonstrate an increased risk of stroke after RT on the neck. During medical follow-up, preventive measures should be taken to reduce the impact of the risk factors for cerebrovascular disease, to decrease stroke in these patients.",Included
175,Prophylactic cranial irradiation in high-risk non-small cell lung cancer patients,Included
179,"The effects of proton exposure on neurochemistry and behavior. Future space missions will involve long-term travel beyond the magnetic field of the Earth, where astronauts will be exposed to radiation hazards such as those that arise from galactic cosmic rays. Galactic cosmic rays are composed of protons, alpha particles, and particles of high energy and charge (HZE particles). Research by our group has shown that exposure to HZE particles, primarily 600 MeV/n and 1 GeV/n 56Fe, can produce significant alterations in brain neurochemistry and behavior. However, given that protons can make up a significant portion of the radiation spectrum, it is important to study their effects on neural functioning and on related performance. Therefore, these studies examined the effects of exposure to proton irradiation on neurochemical and behavioral endpoints, including dopaminergic functioning, amphetamine-induced conditioned taste aversion learning, and spatial learning and memory as measured by the Morris water maze. Male Sprague-Dawley rats received a dose of 0, 1.5, 3.0 or 4.0 Gy of 250 MeV protons at Loma Linda University and were tested in the different behavioral tests at various times following exposure. Results showed that there was no effect of proton irradiation at any dose on any of the endpoints measured. Therefore, there is a contrast between the insignificant effects of high dose proton exposure and the dramatic effectiveness of low dose (<0.1 Gy) exposures to 56Fe particles on both neurochemical and behavioral endpoints.",Included
187,"Effects of age and diet on the heavy particle-induced disruption of operant responding produced by a ground-based model for exposure to cosmic rays. On missions to other planets, astronauts will be exposed to galactic cosmic rays which are composed of heavy particles (such as 56Fe) and protons. Exposure to these particles can affect the ability of rats to perform a variety of tasks, indicating that there is the possibility that the performance capabilities of astronauts may be affected. Previous research has shown that diets containing blueberry or strawberry extract can ameliorate the deficits produced by irradiation using a ground-based analog for exposure to cosmic rays. Rats were placed on diets containing 2% blueberry or strawberry extract for 2 months prior to exposure to 1.5 Gy of 1 GeV/n 56Fe particles. There were no effects on performance of any group of animals when tested on an ascending fixed-ratio operant task 6 months following exposure. When tested 12 months after exposure, the performance of the radiated animals given blueberry extract did not differ from the radiated animals fed the control diet. Both groups performed significantly poorer than the non-irradiated controls. There were no differences between the non-irradiated animals fed control diet and the radiated animals fed the strawberry diet and their performance was significantly better than of the radiated rats fed the blueberry or control diets. The results indicate that diets containing strawberry extract may provide a significant level of radiation protection on exploratory class missions.",Included
194,[Differentiation of neuroblasts and the interfering effect of ionizing rays and cytostatic agents],Included
195,"Cost-Effectiveness of Prophylactic Cranial Irradiation Versus MRI Surveillance for Extensive-Stage Small Cell Lung Cancer. Purpose: Owing to conflicting prospective data, controversy exists regarding prophylactic cranial irradiation (PCI) in extensive-stage small cell lung cancer (ES-SCLC). We evaluated the cost-effectiveness of PCI versus magnetic resonance imaging (MRI) surveillance for patients with ES-SCLC based on currently available evidence and in the context of the proposed Centers for Medicare & Medicaid Services alternative payment model. Methods and Materials: A Markov state transition model was constructed to perform a cost-effectiveness analysis comparing MRI surveillance alone with PCI for ES-SCLC. Clinical parameters were obtained from clinical trial data, and cost data were based on 2019 Medicare reimbursement. Strategies were compared using the incremental cost-effectiveness ratio (ICER) with effectiveness in quality-adjusted life years (QALYs) and evaluated with a willingness-to-pay threshold of $100,000 per QALY gained. One-way and probabilistic sensitivity analyses were performed to consider model uncertainty. Result(s): In the base-case scenario, PCI was not cost-effective in this model, with an ICER of $168,456 per QALY gained compared with MRI surveillance alone, assuming that overall survival was 10 months for MRI surveillance alone and 12.5 months for PCI. One-way sensitivity analysis showed that results were most sensitive to the variation of overall survival and cognitive decline rates between the 2 groups. In a scenario analysis in which all patients received hippocampal-avoidance PCI, the model results became nearly cost-effective with PCI. Conclusion(s): PCI was not found to be cost-effective within this model compared with MRI surveillance alone, owing to the neurocognition decline effect of PCI based on available evidence. Hippocampal-avoidance PCI may be a potential cost-effective strategy for ES-SCLC, with confirmation expected after an ongoing prospective clinical trial (The Southwest Oncolology Group MRI Brain Surveillance Alone Versus MRI Surveillance And Prophylactic Cranial Irradiation [MAVERICK]), which includes assessments of cognitive function. Copyright © 2021 Elsevier Inc.",Included
