,titleabstract,decision
12,"Induction therapy of loco-regional non-small-cell lung cancer with reliable response and low toxicity (low dose radiotherapy sensitizes tumor to subsequent chemotherapy?) INTRODUCTION: For the induction therapy of non-small-cell lung cancer, we need to look for a regimen which produces a reliable high response rate with a low treatment related morbidity and mortality., METHODS: Patients in clinical stages IB, IIA and B, IIIA and B received a course of therapy with 20Gy of radiation in 2 weeks. This was followed by two courses of chemotherapy consisting of paclitaxel 180mg/m(2), cisplatin 45mg/m(2), and ifosfamide 1000mg/m(2). Two to 3 weeks after chemotherapy, the patients were re-evaluated and, if suitable, underwent surgical therapy., RESULTS: A total of 35 patients were entered into the study. The overall response rate was 82.86% (95% confidence interval, 66.35-94.5%). Complete response (CR) was 20% (95% confidence interval, 8.44-36.94%). Twenty-five patients had surgical resection. Subsequently 18 patients received completion radiotherapy of additional 45Gy. The median follow up is 30 months. In 12 patients with stages IB, IIA and B, the median survival was 61 months, and 5-year survival was 55%. In 23 patients with stages IIIA and B, the median survival was 26 months, and 5-year survival was 9.5%. There was 1 patient with Grade 4 and 13 patients with Grade 3 leukopenia, and half of them received granulocyte colony stimulating factor. By the completion radiotherapy, 6 out of 18 patients had less than Grade 2 esophagitis. Five patients had Grade 2 radiation pneumonitis and one Grade 5 (one mortality). There was no postoperative death. The survival results were comparable to those reported recently by others, however the regimen produced a high response rate with low treatment related morbidity/mortality., CONCLUSION: It is a suitable regimen for induction therapy to include earlier stage resectable non-small-cell lung cancers.",Excluded
1806,"Effect of intraoperative three-dimensional imaging during the reduction and fixation of displaced calcaneal fractures on articular congruence and implant fixation Background: Operative treatment of displaced calcaneal fractures should restore joint congruence, but conventional fluoroscopy is unable to fully visualize the subtalar joint. We questioned whether intraoperative 3-dimensional (3D) imaging would aid in the reduction of calcaneal fractures, resulting in improved articular congruence and implant positioning. Method(s): Sixty-two displaced calcaneal fractures were operated on using standard fluoroscopic views. When the surgeon had achieved a satisfactory reduction, an intraoperative 3D scan was conducted, malreductions or implant imperfections were revised, the calcaneus was rescanned, and this sequence was repeated until the optimal operative result was achieved. Result(s): Five fractures underwent 1 intraoperative scan, 39 fractures underwent 2 scans, 13 fractures underwent 3 scans, and 5 fractures underwent 4 scans. The average number of scans was 2.3. Intraoperative scanning led to re-reduction and improvement of reduction in 13 fractures, change of plate position in 1 patient, optimizing of the screw directions in 5 fractures, and shortening of screws that were intra-articular or protruding medially in 6 fractures. The postoperative articular displacement was 0 mm in 69% of the Sanders type 2 fractures and 57% of the Sanders type 3 fractures. Operation duration averaged 118 minutes, and there were no reoperations due to misplaced screws or plates. The average absorbed radiation dose per patient was 288 mGy*cm. Conclusion(s): Intraoperative 3D imaging improved the articular reduction of the posterior facet and secured optimal implant position in displaced calcaneal fractures. Radiation dose to the patient was less than that of a normal foot computed tomography scan. Level of Evidence: Level IV, case series.Copyright © 2015 The Author(s).",Excluded
126,"Medical monitoring: A beneficial remedy for residents living near an environmental hazard site Objective: People living close to an environmental hazard site may suffer health harms from real or perceived contaminant exposures. In class-action litigation, medical monitoring is a potential remedy that has been allowed in some jurisdictions but not others. From 1952 to 1989, a US Department of Energy uranium metal plant near Fernald, Ohio, released ionizing radiation and uranium particulates into the surrounding community. Method(s): Settlement of litigation between nearby residents and the Department of Energy resulted in an 18-year medical monitoring program (N = 9775), which focused on general health promotion rather than effects of uranium. Result(s): Participation was higher than projected; decreases in common risk factors (cholesterol and blood pressure) and deaths from cancer have been observed. Conclusion(s): These data support the appropriateness of comprehensive medical monitoring as a remedy for people affected by defined sources of environmental contaminants. © 2009 by American College of Occupational and Environmental Medicine.",Excluded
459,"Angiotensin receptor blockade: a novel approach for symptomatic radiation necrosis after stereotactic radiosurgery Preclinical evidence suggests angiotensin blockade therapy (ABT) decreases late radiation toxicities. This study aims to investigate the association between ABT and symptomatic radiation necrosis (SRN) following stereotactic radiosurgery (SRS). Resected brain metastases (rBM) and arteriovenous malformation (AVM) patients treated with SRS from 2002 to 2015 were identified. Patients in the ABT cohort were on therapy during SRS and at 1-month follow up. Kaplan Meier method and cumulative incidence model were used to analyze overall survival (OS) and intracranial outcomes. 228 consecutive patients were treated with SRS: 111 with rBM and 117 with AVM. Overall, 51 (22.4%) patients were in the ABT group: 32 (28.8%) in the rBM and 19 (16.2%) in AVM cohorts. Baseline characteristics were similar, except for higher Graded Prognostic Analysis (3-4) in the rBM (ABT: 25.0% vs. non-ABT: 49.0%, p = 0.033) and median age in the AVM (ABT: 51.4 vs. non-ABT: 35.4, p < 0.001) cohorts. In both populations, OS and intracranial efficacy (rBM-local control; AVM-obliteration rates) were statistically similar between the cohorts. ABT was associated with lower 1-year SRN rates in both populations: rBM, 3.1 versus 25.3% (p = 0.003); AVM, 6.7 vs. 14.6% (p = 0.063). On multivariate analysis, ABT was a significant predictive factor for rBM (HR: 0.17; 95% CI 0.03-0.88, p = 0.035), but did not reach statistical significance for AVM (HR: 0.36; 95% CI 0.09-1.52, p = 0.165). ABT use appears to be associated with a reduced risk of SRN following SRS, without detriment to OS or intracranial efficacy. A prospective trial to validate these findings is warranted.",Excluded
1566,"Optimal management in optic nerve sheath meningioma - A multicentre study and pooled data analysis Optic nerve sheath meningiomas (ONSMs) are rare, benign neoplasms of the anterior visual pathway. The optimal modality of radiotherapy for treatment has not yet been established. This is the first study to show significant difference in visual outcomes between radiotherapy subtypes in the management of ONSM. We performed a retrospective analysis of visual outcomes and side effects in ONSM patients treated with radiotherapy at three centres in Sydney, Australia, between 2000 and 2016. 15 patients with ONSM were included, and visual outcomes (visual acuity, visual fields, colour vision, OCT retinal nerve fibre layer thickness and radiological tumour response) and treatment toxicities were assessed. Pooled data analysis of available studies was also performed. Statistical analysis was performed with binomial, two-tailed chi-squared tests and Fisher exact tests. In our cohort a significant majority experienced improved visual field (p = 0.046), stable or improved visual acuity (p = 0.0017) and colour vision (p = 0.015) after fractionated radiotherapy. Pooled analysis with strict inclusion criteria found 3D conformal radiotherapy to offer significantly poorer visual acuity compared to fractionated stereotactic radiotherapy (p = 0.008). When all published studies were included, stereotactic radiosurgery was superior to 3D conformal methods (p = 0.035), and equivalent to other fractionated methods. 3D conformal methods also had significantly higher rates of long-term side effects. These results support the use of fractionated radiotherapy and radiosurgery for ONSM treatment, however 3D conformal methods cannot be recommended.Copyright © 2020 Elsevier Ltd",Excluded
2022,"Different patterns of allelic imbalance in sporadic tumors and tumors associated with long-term exposure to gamma-radiation The study aimed to reveal cancer related mutations in DNA repair and cell cycle genes associated with chronic occupational exposure to gamma-radiation in personnel of the Siberian Group of Chemical Enterprises (SGCE). Mutations were analyzed by comparing genotypes of malignant tumors and matched normal tissues of 255 cancer patients including 98 exposed to external gamma-radiation (mean dose 128.1+/-150.5mSv). Also a genetic association analysis was carried out in a sample of 149 cancer patients and 908 healthy controls occupationally exposed to gamma-radiation (153.2+/-204.6mSv and 150.5+/-211.2mSv, respectively). Eight SNPs of genes of DNA excision repair were genotyped (rs13181, rs1052133, rs1042522, rs2305427, rs4244285, rs1045642, rs1805419 and rs1801133). The mutation profiles in heterozygous loci for selected SNP were different between sporadic tumors and tumors in patients exposed to radiation. In sporadic tumors, heterozygous genotype Arg/Pro of the rs1042522 SNP mutated into Arg/0 in 15 cases (9.6%) and 0/Pro in 14 cases (8.9%). The genotype Lys/Gln of the rs13181 SNP mutated into Lys/0 and 0/Gln in 9 and 4 cases, respectively. In tumors of patients exposed to low-level radiation, the rs1042522 Arg/0 mutated genotype was found in 12 cases (12.1%), while in 2 cases (2%) 0/Pro mutation was observed. Finally, the rs13181 0/Gln mutated genotype was observed in 15 cases (16,5%) . Thus, our study showed the difference in patterns of allelic imbalance in tumors appeared under low-level radiation exposure and spontaneous tumors for selected SNPs. This suggests different mechanisms of inactivation of heterozygous genotypes in sporadic and radiation-induced tumors. Copyright © 2015 Elsevier B.V. All rights reserved.",Included
729,"A study of dentists' knowledge about dental radiology principles Background and Objective: The use of dental radiography is inevitable in order for disease diagnosis, assessment and monitoring. Radiogeraphy is potentially harmful due to the use of ionizing radiation. This study was conducted to evaluate dentists' knowledge about the principles of dental radiology. Method(s): This cross-sectional study was performed on 600 general dentists willing to cooperate with this study in Amol, Noor, Mahmoodabad and Sari cities located in Mazandaran province, Iran, in 2014. All the data were obtained by means of a questionnaire. The questionnaire included two parts; the first part surveyed demographic information, and the second part included 11 items about radiographic technique and equipments. Finding(s): 500 questionnaires were completed. Among the surveyed population, 335 (67%) and 165 (33%) dentists were male and female, respectively. The mean of practical experiences was 12.35+/-6.68 years. 469 dentists (93.8%) used the dental X-ray machine with digital timer and 404 dentists (80.8%) used the dental X-ray machine with long cone tube. Additionally, 470(94%) X-ray machine had round. Generally, 367 (73.4%) and 374 (74.8%) dentists used bisecting technique and E-speed films, respectively. Also, annual calibration of X-ray devices was suggested by 416 (83.2%) dentists. Conclusion(s): According to our study, dentists' knowledge about the dental radiography principles was fair.Copyright © 2015, Babol University of Medical Sciences. All rights Reserved.",Excluded
1018,"Lung cancer mortality among uranium gaseous diffusion plant workers: A cohort study 1952-2004 Background: 9%-15% of all lung cancers are attributable to occupational exposures. Reports are disparate regarding elevated lung cancer mortality risk among workers employed at uranium gaseous diffusion plants. Objective(s): To investigate whether external radiation exposure is associated with lung cancer mortality risk among uranium gaseous diffusion workers. Method(s): A cohort of 6820 nuclear industry workers employed from 1952 to 2003 at the Paducah uranium gaseous diffusion plant (PGDP) was assembled. A job-specific exposure matrix (JEM) was used to determine likely toxic metal exposure categories. In addition, radiation film badge dosimeters were used to monitor cumulative external ionizing radiation exposure. International Classification for Disease (ICD) codes 9 and 10 were used to identify 147 lung cancer deaths. Logistic and proportional hazards regression were used to estimate lung cancer mortality risk. Result(s): Lung cancer mortality risk was elevated among workers who experienced external radiation >3.5 mrem and employment duration >12 years. Conclusion(s): Employees of uranium gaseous diffusion plants carry a higher risk of lung cancer mortality; the mortality is associated with increased radiation exposure and duration of employment.",Included
2295,"Dose reduction and image quality in MDCT colonography using tube current modulation OBJECTIVE: The purpose of our study was to evaluate the dose reduction potential of combined online (x- and y-axes) and topogram-based (l) X-ray tube current modulation in CT colonography in a screening population., MATERIALS AND METHODS: Eighty asymptomatic individuals underwent CT colonography screening for colon polyps. A 16-MDCT scanner (Somatom Sensation 16) was used. Forty patients were examined at 120 kVp and 120 effective mAs (supine) and 40 effective mAs (prone) using online x- and y-axis tube current modulation. Another 40 patients were scanned using combined x-, y-, and z-axis tube current modulation. Individual patient radiation exposure was determined using the dose-length product. Image noise was determined by Hounsfield unit measurements in the colonic lumen at four anatomic levels. Image quality was rated on a 5-point confidence scale by two independent reviewers. The unpaired Student's t test (for radiation dose, image noise) and Wilcoxon's test (for image quality) were used to test for statistically significant differences between these values., RESULTS: Radiation dose was significantly lower in the patient group scanned with x-, y-, and z-axis tube current modulation than in the group scanned with x- and y-axis tube current modulation (supine: 4.24 vs 6.50 mSv, p < 0.0001; prone: 1.61 vs 2.38 mSv, p < 0.0001). Radiation dose was reduced by 35% (supine) and 33% (prone). No statistically significant difference was seen in overall image noise (supine: 15.9 vs 16.3 H, p = 0.13; prone: 23.5 vs 24.8 H, p = 0.44) or image quality (supine: 4.6 vs 4.5, p = 0.62; prone: 3.5 vs 3.6, p = 0.54)., CONCLUSION: Combined x-, y-, and z-axis tube current modulation leads to a significant reduction of radiation exposure in CT colonography without loss of image quality.",Excluded
966,"IMRT in hypopharyngeal tumors BACKGROUND AND PURPOSE: Intensity-modulated radiation therapy (IMRT) data on hypopharyngeal cancer (HC) are scant. In this study, the authors report on early results in an own HC patient cohort treated with IMRT. A more favorable outcome as compared to historical data on conventional radiation techniques was expected., PATIENTS AND METHODS: 29 consecutive HC patients were treated with simultaneous integrated boost (SIB) IMRT between 01/2002 and 07/2005 (mean follow-up 16 months, range 4-44 months). Doses of 60-71 Gy with 2.0-2.2 Gy/fraction were applied. 26/29 patients were definitively irradiated, 86% received simultaneous cisplatin-based chemotherapy. 60% presented with locally advanced disease (T3/4 Nx, Tx N2c/3). Mean primary tumor volume measured 36.2 cm(3) (4-170 cm(3)), mean nodal volume 16.6 cm(3) (0-97 cm(3))., RESULTS: 2-year actuarial local, nodal, distant control, and overall disease-free survival were 90%, 93%, 93%, and 90%, respectively. In 2/4 patients with persistent disease (nodal in one, primary in three), salvage surgery was performed. The mean dose to the spinal cord (extension of > 5-15 mm) was 26 Gy (12-38 Gy); the mean maximum (point) dose was 44.4 Gy (26-58.9 Gy). One grade (G) 3 dysphagia and two G4 reactions (laryngeal fibrosis, dysphagia), both following the schedule with 2.2 Gy per fraction, have been observed so far. Larynx preservation was achieved in 25/26 of the definitively irradiated patients (one underwent a salvage laryngectomy); 23 had no or minimal dysphagia (G0-1)., CONCLUSION: Excellent early disease control and high patient satisfaction with swallowing function in HC following SIB IMRT were observed; these results need to be confirmed based on a longer follow-up period. In order to avoid G4 reactions, SIB doses of < 2.2 Gy/fraction are recommended for large tumors involving laryngeal structures.",Excluded
1827,"Time trend of patient setup deviations during pelvic irradiation using electronic portal imaging An electronic portal imaging device (EPID) was used to detect patient setup displacement during the course of a 3-field pelvic irradiation of two groups of patients: 10 rectal and 10 prostate carcinomas. These patients were irradiated with conventional treatment techniques in routine clinical practice. A total of 469 portal images and 60 simulator films were used to determine the values of setup deviations in the X- Y- and Z-directions of a fixed coordinate system, corresponding to the medio-lateral, cranio-caudal and antero-posterior direction, respectively. The absolute displacement averaged over all setups and patients ranged between 0.4 mm and 1.4 mm with a standard deviation (S.D.) of 1.6-3.9 mm. The overall distribution along each direction could be separated into a distribution of random deviations (S.D.s ranging from 1.2 to 2.8 mm) around the mean deviation of each patient and a distribution of the means themselves: the distribution of systematic deviations (S.D.s ranging from 1.0 to 2.6 mm). Significant gradual displacement as a function of time was detected in 5 out of the 20 patients, 2 in the rectum and 3 in the prostate group. This ""time trend"" was found along each of the 3 directions specified. The magnitude of the time-dependent displacement throughout the course of treatment ranged between 4 and 11 mm. It can be concluded that for treatments requiring a high level of precision, portal images should be made and analyzed during the whole treatment course in order to detect and correct significant time trends.",Excluded
