,titleabstract,decision
88,"Cohort study of occupational cosmic radiation dose and cancer mortality in German aircrew, 1960-2014. Objectives To determine cancer mortality compared with the general population and to examine dose-response relationships between cumulative occupational radiation dose and specific cancer outcomes in the German aircrew cohort. Methods For a cohort of 26 846 aircrew personnel, standardised mortality ratios (SMR) were calculated. Dose-response analyses were carried out using Poisson regression to assess dose-related cancer risks for the period 1960-2014. Exposure assessment comprises recently available dose register data for all cohort members and newly estimated retrospective cabin crew doses for 1960-2003. Results SMR for all-cause, specific cancer groups and most individual cancers were reduced in all aircrew groups. The only increases were seen for brain cancer in pilots (n=23, SMR 2.01, 95% CI 1.15 to 3.28) and for malignant melanoma (n=10, SMR 1.88, 95% CI 0.78 to 3.85). Breast cancer mortality among female cabin crew was similar to the general population (n=71, SMR 1.06, 95% CI 0.77 to 1.44). Overall median cumulative effective dose was 34.2 mSv (max: 116 mSv) for 1960-2014. No dose-response associations were seen in any of the models. For brain cancer, relative risks were elevated across dose categories. An indicative negative trend with increasing dose category was seen for large intestine cancer in female cabin crew (n=23). Conclusions There was no evidence for significant dose-response patterns for the considered cancer types. Interpretation of results remains difficult as cumulative dose is closely related to age. Future work should focus on investigating radiation jointly with other risk factors that may contribute to risks for specific cancers among aircrew.Copyright © Author(s) (or their employer(s)) 2020. No commercial re-use. See rights and permissions. Published by BMJ.",Included
92,[Fear of roentgen rays justified?],Included
97,[The reaction of a population of redbacked voles (Clethrionomys glareolus) to pollution of the biogeocenosis by 137Cs],Included
100,"Late side effects of radioactive iodine on salivary gland function in patients with thyroid cancer. BACKGROUND: The purpose of this study was to assess the late side effects of radioiodine therapy (RIT) on salivary gland function. One hundred eighty two patients were evaluated., METHODS: Assessment of salivary gland function was performed with salivary gland scintigraphy (SGS), sialometry, and subjective open questions to determine common side effects of RIT on salivary gland function., RESULTS: RIT had a strong association with decreased elimination counts by SGS. Patient age was the only variable associated with sialometry; age and the use of xerostomic drugs were strongly associated with decreased mean values of salivary flow. Dysphagia was strongly associated with RIT. Using multiple logistic regression analysis, age was determined to be an important factor associated with salivary gland dysfunction, and RIT was associated with impairment of saliva excretion., CONCLUSION: These results show that patients subjected to RIT have more difficulty in draining saliva, mainly from the parotid glands, which is associated with clinical dysphagia in this subset of patients. Copyright © 2010 Wiley Periodicals, Inc.",Included
110,"Sex and tissue-specific differences in low-dose radiation-induced oncogenic signaling. PURPOSE: The possible adverse health effects of low-dose radiation (LDR) exposure constitute a growing concern. Clinically and environmentally relevant exposures occur predominantly under chronic conditions, notwithstanding that most studies of LDR effects have been performed using a single acute exposure. Sex- and tissue-specificity of the LDR-induced changes have not been considered before. We investigated LDR-related expression patterns in muscle, liver and spleen of male and female mice subjected to acute and chronic LDR exposure. Genes involved in oncogenic signaling were of specific interest, as radiation is a well-known carcinogen., MATERIALS AND METHODS: We analyzed the expression pattern of genes coding for growth factors and growth-factor receptors, cytoplasmic serine/threonine protein kinases, G-proteins and nuclear DNA-binding proteins, and other important components of oncogenic signaling., RESULTS: We found sex- and tissue-specific changes in the expression of Ras superfamily members (Nras, Rab2, Rab34, Vav2), protein kinase C (PKC) isoforms (PKCbeta, PKCmu), AP-1 factor components (Jun, JunB and FosB), Wnt signaling pathway members as well as in a variety of other cellular proto-oncogenes and oncogenes. Importantly, Western blot analysis of JunB, PKCmu and Rab2 proteins supported the transcriptomic data., CONCLUSIONS: Substantially different protein levels were observed in all three tissues (muscle, spleen and liver) of acutely and chronically irradiated female and male animals. Based on the obtained data and available literature, we discuss several possible mechanisms that may contribute to radiation-induced carcinogenesis in various tissues of males and females. From our results we could identify the genes that may serve as sex- and tissue-specific biomarkers of the LDR exposure.",Included
116,"Segmental Differences in Radiation-Induced Alterations of Tight Junction-Related Proteins in Non-Human Primate Jejunum, Ileum and Colon. Dysfunction of the intestinal epithelial barrier and leakage of luminal antigens and bacteria across the barrier have been linked to various human diseases. Intestinal permeability is regulated by intercellular structures, termed ""tight junction"" (Tj), which are disrupted after total-body irradiation (TBI). In this study, we investigated radiation-induced alterations in Tj-related proteins in the jejunum, ileum and colon of a non-human primate (NHP) model. NHPs were total-body irradiated with 6.7 and 7.4 Gy and intestines were procured at day 4, 7 and 12. Radiation exposure was found to induce significant increases in claudin-10 mRNA early (day 4) in all three gut segments and claudin-4 mRNA levels were repressed through day 12. TNF-alpha was highly induced in the jejunum and colon at early time points, but little induction was found in the ileum. Claudin-1 was induced only in the colon on day 4 postirradiation. Unlike the colon and jejunum, the ileum levels of claudin-7 were significantly downregulated through day 12 postirradiation. Western blot analysis revealed increased levels of claudin-2 on day 4 and of JAM-1 on day 7 postirradiation in all three gut segments. E-cadherin was downregulated on day 4 postirradiation in all segments, but remained reduced in the jejunum only until day 12. Taken together, these data suggest that exposure to radiation causes segment-specific alterations in the expression of Tj-related proteins. Interruption of Tjs may be a key factor contributing to injury to the intestinal mucosal barrier and increased intestinal permeability.",Included
156,"Gender difference in the development of ischemic heart disease in emergency workers of the Chernobyl accident. Objectives: Since women accounted for only 8.7% of the total number of Chernobyl emergency workers (EW), the radiation effect on cardiovascular system was previously studied mainly in men. So the goal of current investigation was to determine the development of ischemic heart disease (IHD) in men and women exposed to ionizing radiation. Method(s): The study included 598 EW of 1986 year (472 men and 126 women) who had no signs of cardiac pathology during they took part in elimination of consequences caused by the Chernobyl accident. For that time women's age was 41+/-6.9 years, but men 37.8+/-8.5 years (p=0.011). The female group was also significantly older than the male at the time of the examination (69.1+/-7.2 versus 63.7+/-10.4, p=0). Patients of both groups in 2012-2016 after admission in our hospital had cardiologist examination, electrocardiography, daily monitoring of electrocardiogram, echocardiography. Result(s): At the time of examination IHD in women was more often combined with arterial hypertension (94.4% compared to 87.7% in men, p=0.001), diabetes mellitus (27.0% vs. 23.9% in men, p=0.828), alimentary obesity (57.1% vs. 39.2%, p=0) and hypercholesterolemia (66.7% versus 60.4%, p=0.239). In both groups, the portion of patients with stroke was practically equal (9.5% and 9.7%) as well as with blockade (2.4% and 2.3%), atrial fibrillation (16.7% and 16.5%), and ventricular extrasystoles (7.9% and 7%). Men were more likely to have supraventricular arrhythmias (13.3% and 1.6%, p=0.042) and higher number of smokers (40.9% and 1.6%, p=0). It was shown that 25% of all male EW developed IHD in 11.7+/-0.5 years after irradiation, while the same number of EW-women after 15.5+/-1.3 years. Exactly half of male group had the diagnosis of IHD after 18.7+/-0.8 years while women after 21.6+/-0.7 years. After 24.7+/-0.4 and 26.8+/-0.5 years, IHD developed in 75% of men and women, respectively. Kaplan-Meier survival analysis showed high reliability of differences in the development of IHD in two examined groups (logrank test: chi<sup>2</sup> = 10.001, p=0,001). The median survival rate fell on the age of 57+/-0.6 years for men and 61.4+/-0.9 years of women. Conclusion(s): The gender specific features of IHD development in EW consisted in its earlier term of onset after irradiation in men than in women. Men developed IHD at younger age than women despite the presence of a greater number of people with risk factors such as hypertension, diabetes mellitus, hypercholesterolemia and obesity.",Included
158,The effects of 144 Ce- 144 Pr on the metaphase chromosomes of the Chinese hamster liver cells in vivo,Included
164,"Do radiation-induced bystander effects correlate to the intrinsic radiosensitivity of individuals and have clinical significance?. It is well known that patients can vary in their normal tissue response to radiotherapy, and this can be problematic. As a result, radiobiologists have been using in vitro models to assess variation in response and elucidate the genetic determinants of this variation. However, the clinical relevance of these models is currently unknown. In this study, blood samples from healthy controls (n 20) and colorectal carcinoma patients (n 60) were cultured in vitro to assess two radiobiological end points in parallel: intrinsic radiosensitivity assayed by chromosomal aberrations (G2 scores) and radiation-induced bystander effects assayed by viability testing. Increased intrinsic radiosensitivity was observed in colorectal carcinoma donors (55) compared to the healthy donors (5) (P < 0.005). Similarly, more pronounced radiation-induced bystander effects were observed in the colorectal carcinoma donors compared to the healthy donors after 24 h exposure but not after 96 h exposure to donor irradiated cell conditioned medium (ICCM) (P < 0.05). All scores were tested for correlation with the age, sex and clinical stage of the colorectal carcinoma patients. The only statistically significant correlation was found in samples from severe Dukes D patients (P < 0.005), which had low/radioresistant G2 scores. No correlation was found between radiation-induced intrinsic sensitivity and bystander effects, which suggests that they may have separate underlying molecular mechanisms, but they both show clinical relevance in individual patient samples. © 2009 The Radiation Research Society.",Included
165,Tissue protection in high-dose radiotherapy. Triamcinolone therapy in colonic reactions,Included
177,The oestrous cycle of the adult rat after X-ray sterilization,Included
190,Restorative activity of polyribonucleic acids and of polyvinylsulfate on irradiated bone marrow cell cultures,Included
194,Radiation complications of the pelvis,Included
222,[Behavior of neptunium-237 in rat subcellular kidney fractions],Included
227,Characterization of feline whole-blood cultures and determination of the frequency of radiation-induced dicentrics in human and feline lymphocytes. The Ham's F-10 and PHA culture system was applied to whole feline blood and cell-cycle characteristics such as DNA synthesis and mitotic indices were studied. The results are comparable to those obtained from human whole-blood cultures. The yields of dicentrics were also determined in lymphocytes from X-irradiated human and feline blood. The ratio between the experimental yields of dicentrics in human as compared to feline lymphocytes was 1:0.27.,Included
232,[On the peculiarities of the course of the reparative processes under the influence of various physical factors on the organism],Included
245,"Sequence variants in cell cycle control pathway, X-ray exposure, and lung cancer risk: a multicenter case-control study in Central Europe. Exposure to ionizing radiation (IR) results in various types of DNA damage and is a suspected cause of lung cancer. An essential cellular machinery against DNA damage is cell cycle control, which is regulated by several genes, including TP53, CCND1, and CDKN2A. Therefore, we hypothesized that the genetic variants in these three genes influence the predisposition of lung cancer (i.e., CCND1 G870A, CDKN2A Ala(148)Thr, TP53 Arg(72)Pro, and 16-bp repeat in intron 3) and that the effect of X-ray on lung cancer risk can be modified by the presence of these genetic variations. The study was conducted in 15 centers in 6 countries of Central Europe between 1998 and 2002. A total of 2,238 cases and 2,289 controls were recruited and provided DNA samples. Cases with positive family history were analyzed separately. The joint effect of X-ray and previous risk genotypes was assessed, and modification by sequence variants on X-ray dose-response relationship with lung cancer risk was evaluated. We found an overall effect of TP53 intron 3 16-bp repeats [odds ratio (OR), 1.99; 95% confidence interval (95% CI), 1.27-3.13], which was stronger among cases with family history of lung cancer (OR, 2.98; 95% CI, 1.29-6.87). In addition, our results suggested an interaction that was greater than multiplicativity between TP53 intron 3 16-bp repeats and multiple X-ray exposures (interaction OR, 5.69; 95% CI, 1.33-24.3). We did not observe a main effect of CCND1 G870A polymorphism; however, the dose-response relationship between lung cancer risk and X-ray exposures was modified by CCND1 genotype with no risk from X-ray exposures among subjects who carried G/G genotype, intermediate risk [trend OR for X-ray, 1.16; 95% CI, 1.05-1.27) among subjects with G/A genotype, and highest risk [trend OR for X-ray, 1.29; 95% CI, 1.12-1.49) among subjects with A/A genotype. Sequence variants in cell cycle control pathway may increase the risk of lung cancer and modify the risk conferred by multiple X-ray exposures. However, a definite conclusion can only be drawn on replication by different studies among individuals who are highly exposed to IR.",Included
247,[Autoradiographic and fluorescence microscopic studies of the aortic mucopolysaccharides following local influence of 90 Sr-90 Y-beta radiation],Included
250,Effect of gamma-radiation on the susceptible and resistant strains of Musca domestica L. III. Radiosensitivity of pupal stage,Included
267,"Nanosensor dosimetry of mouse blood proteins after exposure to ionizing radiation. Giant magnetoresistive (GMR) nanosensors provide a novel approach for measuring protein concentrations in blood for medical diagnosis. Using an in vivo mouse radiation model, we developed protocols for measuring Flt3 ligand (Flt3lg) and serum amyloid A1 (Saa1) in small amounts of blood collected during the first week after X-ray exposures of sham, 0.1, 1, 2, 3, or 6 Gy. Flt3lg concentrations showed excellent dose discrimination at >= 1 Gy in the time window of 1 to 7 days after exposure except 1 Gy at day 7. Saa1 dose response was limited to the first two days after exposure. A multiplex assay with both proteins showed improved dose classification accuracy. Our magneto-nanosensor assay demonstrates the dose and time responses, low-dose sensitivity, small volume requirements, and rapid speed that have important advantages in radiation triage biodosimetry.",Included
270,Radiation therapy for augmenting the efficacy of immunotherapy in advanced non-small cell lung cancer: A case-controlled study,Included
276,"Gamma irradiation. An effective procedure for bone banks, but does it make sense from an osteobiological perspective?. BACKGROUND: Bone grafts promote bone healing by supplying a three-dimensional structure that supports bone ingrowth. Autologous bone therefore still remains the ""gold standard"" for grafts. Unfortunately, autologous bone grafts are associated with an increased morbidity. In order to avoid such problems, intensive research has been carried out on alternative materials such as allogeneic bone. However, its use is dependent on bone banks and its availability is limited. Gamma irradiation is now becoming established as a procedure for inactivating bacteria, fungal spores and viruses. Its effects on the biomechanical properties of bone have been analyzed in numerous studies. However, the current literature provides little information as to the effects of gamma sterilization on the osteobiology of allogeneic bone grafts., PURPOSE: The purpose of this study was to evaluate the effect of gamma-sterilized bone grafts on immunocompetent cells by an in vitro model (a culture of human bone marrow cells)., METHODS: We decided to use the model of human bone marrow cells in culture for the in vitro analysis because the physiological conditions in the human body can best be simulated in this model and the observed reactions are applicable to humans., RESULTS AND INTERPRETATION: In sum, we found a maximum immune response in gamma-irradiated bone grafts, which, interpreted as a sole result, must be seen as a negative biological effect. However, in view of the good clinical results for gamma-sterilized bone grafts other influences would seem to be the determining factors in clinical outcome. Further research is needed to gain a more exact understanding of these factors.",Included
284,[Cytogenetic study of peripheral blood lymphocytes in the occupational irradiation of medical radiologists]. Cultures of the peripheral blood lymphocytes have been cytogenetically analyzed in 95 medical radiologists and 25 persons of the control group. The chromosome aberrations frequency in medical personnel was found to exceed the spontaneous level. The amount of the chromosome aberrations and of the chromosomal-type aberrations increased with the growth of the accumulated irradiation dose and the length of service.,Included
287,Radiation dose-independent inactivation of isologous mouse lymphoma cells by nonspecific resistance,Included
300,[Histochemical and ultrastructural initial lesions of guinea pig's brain after 17 MeV-beta irradiation],Included
307,Tumor radiosensitization based on the use of inhibitors of the mevalonate pathway of cholesterol synthesis,Included
309,"Sonographic characterisation of radiation-induced carotid artery stenosis. BACKGROUND AND PURPOSE: To study the distribution, extent and sonographic characterisation of radiation-induced carotid artery stenosis in nasopharyngeal carcinoma (NPC) patients., METHODS: The distribution of plaques, the extent of stenosis, and the sonographic characterisation of the plaque at maximum stenosis were recorded in 71 NPC patients. The results were compared with the ultrasound results of a control group of 142 patients presenting with symptoms of cerebrovascular disease or carotid bruit., RESULTS: NPC patients had a higher incidence of carotid stenosis (77 vs. 50.7%). The common carotid arteries were most commonly affected by radiation-induced stenosis (93/142 vs. 37/284 in the control group), whereas the carotid bulb was the most commonly affected (56/284) site in the control group. Significantly more NPC patients had moderate-to-severe stenosis (21/71 vs. 27/142). Analysis of the sonographic appearance of radiation-induced and atherosclerotic plaques showed more diffuse involvement in the post-radiation group. Non-calcified plaques and intraplaque hypoechoic foci were also more frequent in the post-radiation group., CONCLUSIONS: Radiation-induced carotid stenosis is more diffuse in distribution, is associated with more severe luminal stenosis and has different sonographic plaque characterisation compared with carotid stenosis without radiation exposure. Copyright 2002 S. Karger AG, Basel",Included
328,"Increased radiation from Chernobyl decreases the expression of red colouration in natural populations of bank voles (Myodes glareolus). Pheomelanin is a pink to red version of melanin pigment deposited in skin and hair. Due to its bright colour, pheomelanin plays a crucial function in signalling, in particular sexual signalling. However, production of pheomelanin, as opposed to its dark alternative, eumelanin, bears costs in terms of consumption of antioxidants important for protection of DNA against naturally produced reactive oxidative species. Therefore, decreased expression of pheomelanin is expected in organisms exposed to severe oxidative stress such as that caused by exposure to chronic ionizing radiation. We tested if variable exposure to radiation among natural populations of bank voles Myodes glareolus in Chernobyl affected expression of red colouration in their dorsal fur. The relative redness of dorsal fur was positively correlated with weight, but also negatively correlated with the level of background radiation. These results suggest that the development of the natural red colouration in adult bank voles is affected by ionizing background radiation, and potentially causing elevated levels of oxidative stress. Reduced production of pheomelanin allows more antioxidants to mitigate the oxidative stress caused by radiation. However, changing natural animal colouration for physiological reasons can have ecological costs, if e.g. it causes mismatch with habitat colouration and conspicuousness for predators.",Included
344,"Progress of memory function after radiation therapy in patients with nasopharyngeal carcinoma. The authors evaluated the late neurocognitive profile and progress of memory functions in 60 patients with primary nasopharyngeal carcinoma who had been treated with radiation therapy for more than 2 years. Forty had imaging evidence of temporal lobe injury (TLI-positive), and 20 did not (TLI-negative). The patients and 19 healthy control subjects, matched with the patients for age and educational level, underwent extensive memory assessments. Seventeen patients (10 TLI-positive, 7 TLI-negative) were reassessed after an average of 28 months for progress of memory functions. The patient groups performed significantly worse on most memory tests compared with the normal subjects. Patients with memory complaints had lower scores for verbal memory than those without such complaints. The TLI-positive and TLI-negative groups did not differ significantly from each other in cognitive performance. At follow-up, visual memory performance had deteriorated, while verbal memory remained more stable.",Included
346,"[Delayed medical consequences of the Chernobyl accident in Armenia. Assessment of life quality and accelerated biological aging of accident liquidators]. In this paper, some final results of 25-year investigations carried out in Scientific Centre for Radiation Medicine and Burns MH RA (SCRMB) on the Armenian cohort of the Chernobyl accident consequences liquidators are shown. These results show that health conditions of the liquidators became worse during the whole observation period. A considerable development of both pathological states atypical of radiation damages and diseases, which may be considered as radiation-induced ones, was determined. Rise of the sickness rate of almost all organism systems, first of all, nervous, cardiovascular, respiratory and digestive ones, was observed. In 70% of liquidators the main disease was primarily detected after working on CNPP. In the intervening years, the average number of diagnoses per 1 liquidator increased from 1.5 in 1987 to 7-8 in the recent time. In addition to the detected diseases, particular functional shifts in neuropsychological and vegetative status of the liquidators were observed. The overwhelming majority of them have increased tonicity of the sympathetic vegetative nervous system, asthenic and depressive syndromes occurring in the form of weakness, somnolence, mood instability, mental capacity decrease, and memory defects. In the paper, the results of investigations aimed at clarification of changes in biological aging processes of the liquidators and assessment of their ""life quality"" features in terms of physical, psychical and social welfare are considered. Biological aged-related passportization in a definite part of liquidators elucidated an accelerated aging rate. The studies were performed with the help of SF-36 inquirer and indicated that health status aggravation of the liquidators also affected their life satisfaction. The ""life quality"" indices of the liquidators significantly concede the overall average standards by both physical health and psychical and social welfare scales.",Included
347,"Ataxia and paralysis in cats in Australia associated with exposure to an imported gamma-irradiated commercial dry pet food. Between June 2008 and March 2009, 87 cats in Australia developed symmetrical hindlimb ataxia, paraparesis, tetraparesis, paraplegia or tetraplegia in association with eating an imported, irradiated dry pet food. This communication reports the clinical signs and outcomes of those cats.",Included
349,Postirradiation costal osteochondritis simulating metastatic cancer,Included
353,Telecobalt therapy as an unique treatment of laryngeal neoplasia,Included
380,[Effect of cobalt 60 (gamma) irradiation on the central nervous system],Included
410,"Increased lung cancer risk due to residential radon in a pooled and extended analysis of studies in Germany. Residential radon has been shown to be a risk factor for lung cancer in several studies-but with limited power in each single study. The data of two case-control studies performed during 1990-1997 in Germany and used for previous publications have been extended and pooled. Both studies have identical study designs. In total, data of 2,963 incident lung cancer cases and 4,232 population controls are analyzed here. One-year radon measurements were performed in houses occupied during the 5-35 y prior to the interview. Conditional logistic and linear relative risk regression was used for the analysis. Measurements covered on average 70% of the exposure time window, with an average radon exposure of 61 Bq m(-3). The smoking and asbestos-adjusted ORs were 0.97 [95% confidence interval (CI) 0.85 to 1.11] for 50-80 Bq m(-3), 1.06 (95% CI 0.87 to 1.30) for 80-140 Bq m(-3) and 1.40 (95% CI 1.03 to 1.89) for radon concentrations above 140 Bq m(-3), compared to the reference category <50 Bq m(-3). The linear increase in the odds ratio per 100 Bq m(-3) was 0.10 (95% CI -0.02 to 0.30) for all subjects and 0.14 (95% CI -0.03 to 0.55) for less mobile subjects who lived in only one home in the last 5-35 y. The risk coefficients generally were higher when measurement error in the radon concentrations was reduced by restricting the population. With respect to histopathology, the risk for small cell carcinoma was higher than for other subtypes. This analysis strengthens the evidence that residential radon is a relevant risk factor for lung cancer.",Included
